"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify"
"Cyndi Lauper";"True Colors";"True Colors";"";"PORTRAIT";1719518193;1719518419;"https://music.apple.com/fr/album/true-colors/316711919?i=316711956&uo=4";"https://www.deezer.com/track/6067352";"https://open.spotify.com/track/2A6yzRGMgSQCUapR2ptm6A"
"Peter Barclay";"I'm not your toy";"Second class citizen";"1992";"NUMERO GROUP";1719518418;1719518691;;"https://www.deezer.com/track/2179077397";
"Bronski Beat";"The age of consent";"Smalltown boy";"1984";"LONDON";1719518686;1719518987;"https://music.apple.com/fr/album/smalltown-boy/1452205327?i=1452205330&uo=4";;"https://open.spotify.com/track/5vmRQ3zELMLUQPo2FLQ76x"
"Frankie Goes To Hollywood";"The greatest hits";"Relax";"1985";"ZTT";1719518975;1719519208;;"https://www.deezer.com/track/479307582";
"Patrick Cowley";"Menergy (the fusion album)";"Menergy (reprise)";"1981";"UNIDISC";1719519204;1719519429;;"https://www.deezer.com/track/69038772";
"Sylvester";"The best of";"You make me feel (mighty real)";"1978";"SOUTH BOUND RECORDS";1719519425;1719519813;"https://music.apple.com/fr/album/you-make-me-feel-mighty-real-michael-gray-remix/1464725576?i=1464725579&uo=4";"https://www.deezer.com/track/891619";"https://open.spotify.com/track/0RnCUYXa7jhgTXtiMXF2PQ"
"Hazell Dean";"Playlist : The best of Hazell Dean (extrait)";"Searchin' (I gotta find a man)";"1984";"PARLOPHONE UK";1719519801;1719520017;"https://music.apple.com/fr/album/searchin-i-gotta-find-a-man/1115407732?i=1115408085&uo=4";;
"Rick Astley";"Never gonna give you up";"Never gonna give you up";"1987";"RCA";1719520010;1719520220;"https://music.apple.com/fr/album/never-gonna-give-you-up/1559885420?i=1559885421&uo=4";"https://www.deezer.com/track/781592622";"https://open.spotify.com/track/4PTG3Z6ehGkBFwjybzWkR8"
"Scissor Sisters";"Ta-dah";"I don't feel like dancin'";"2006";"POLYDOR";1719520217;1719520505;"https://music.apple.com/fr/album/i-dont-feel-like-dancin-radio-edit/1445014996?i=1445014998&uo=4";;"https://open.spotify.com/track/13pyGLYmBjYgvOMIEivX2K"
"George Michael";"Freedom";"Freedom";"1990";"EPIC";1719520504;1719520886;;;
"Ru Paul'S";"B.O.F./ Wigstock Original Soundtrack";"Free to be";"1995";"SIRE";1719520881;1719521136;;;
"Kylie Minogue";"Ultimate Kylie";"Love at first sight";"2002";"PARLOPHONE";1719521125;1719521361;;"https://www.deezer.com/track/3098099";"https://open.spotify.com/track/2YWkAbp5uCfsFpKClPnytV"
"Masters At Work";"Voguing and the house ballroom scene of New York city 1976-1996";"The ha dance";"";"SOUL JAZZ RECORDS";1719521361;1719521688;"https://music.apple.com/fr/album/the-ha-dance-the-official-chip-chop-boriqua-version/202156730?i=202157284&uo=4";"https://www.deezer.com/track/11671491";"https://open.spotify.com/track/4x1E99Fe36e06M5YbLBgMC"
"Nego Do Borel";"Me solta (feat. DJ Rennan da Penha)";"Me solta (feat. DJ Rennan da Penha)";"2018";"SONY";1719521686;1719521846;"https://music.apple.com/fr/album/me-solta-feat-dj-rennan-da-penha/1392069731?i=1392069937&uo=4";;
"Big Freedia";"Big freedia Hitz / Vol. 1";"I Got the power";"";"SCION/AV";1719521845;1719522032;"https://music.apple.com/fr/album/i-got-the-power/351297031?i=351297057&uo=4";;
"Lil Nas X";"Industry baby";"Industry baby";"2021";"COLUMBIA";1719522027;1719522239;;"https://www.deezer.com/track/1439691952";"https://open.spotify.com/track/5YtjgewpB55VaDbGw45uqB"
"Mykki Blanco";"Postcards from Italia";"Love fell down around me";"2023";"TRANSGRESSIVE";1719522238;1719522481;"https://music.apple.com/fr/album/love-fell-down-around-me/1701578693?i=1701579278&uo=4";"https://www.deezer.com/track/2401206055";"https://open.spotify.com/track/0aP5Q8mXW452EPcx0pyxGm"
"Frank Ocean";"Blond";"Nikes";"2016";"BOYS DON'T CRY";1719522482;1719522795;"https://music.apple.com/fr/album/nikes/1146195596?i=1146195712&uo=4";;"https://open.spotify.com/track/19YKaevk2bce4odJkP5L22"
"Sophie";"Oil of every pearl's un-insides";"It's okay to cry";"2018";"TRANSGRESSIVE";1719522783;1719523013;;"https://www.deezer.com/track/509472932";
"Charli Xcx";"Brat";"So I";"2024";"ATLANTIC";1719523005;1719523214;"https://music.apple.com/fr/album/so-i/1739079974?i=1739080637&uo=4";;"https://open.spotify.com/track/0AkiAfilrTUXV49dleC5SB"
"Billie Eilish";"Hit me hard and soft";"Bittersuite";"2024";"DARKROOM";1719523208;1719523507;"https://music.apple.com/fr/album/bittersuite/1739659134?i=1739659277&uo=4";"https://www.deezer.com/track/2801558102";"https://open.spotify.com/track/7DpUoxGSdlDHfqCYj0otzU"
"Miss Kittin";"I com";"3eme sexe";"2004";"LABELS";1719523503;1719523802;"https://music.apple.com/fr/album/3%C3%A9me-sexe/1470402421?i=1470403162&uo=4";"https://www.deezer.com/track/703664972";"https://open.spotify.com/track/2HnFv0EIRMARm1YWwP9do2"
"Human League";"Dare!";"Love action (I believe in love)";"1981";"VIRGIN";1719523783;1719524081;;;
"Queen";"A Kind Of Magic";"A kind of magic";"1986";"UNIVERSAL MUSIC (LABEL & DISTRIBUTEUR)";1719524072;1719524335;"https://music.apple.com/fr/album/a-kind-of-magic/1440821736?i=1440822125&uo=4";"https://www.deezer.com/track/2646633882";
"Raymond Alessandrini";"Deux heures moins le quart avant Jésus Christ";"Homosexualis discothécus (vocal)";"1982";"RCA";1719524331;1719524601;;;
"Guesch Patti";"Labyrinthe";"Etienne";"1988";"EMI";1719524590;1719524836;;"https://www.deezer.com/track/2652972922";
"Etienne Daho";"Mythomane / remastered";"Ton cinoche";"1981";"DRG RECORDS";1719524829;1719525006;"https://music.apple.com/fr/album/ton-cinoche/694091565?i=694092189&uo=4";;
"Chantal Goya";"Bécassine / Le coucou";"Bécassine";"1979";"RCA";1719525003;1719525167;;"https://www.deezer.com/track/72094494";
"Judy Garland";"Bof / The wizard of oz / Le magicien d'oz";"Over the rainbow";"1939";"NIGHT/DA";1719525163;1719525328;"https://music.apple.com/fr/album/over-the-rainbow/539489004?i=539489593&uo=4";;"https://open.spotify.com/track/568SEFtDjKr7N2PytpA6D5"
"Leonard Bernstein";"BOF / West Side story";"West side story : Dance at the gym";"1965";"CBS";1719525326;1719525537;;;
"The Movers";"The Movers vol. 1 - 1970-1976";"2nd avenue";"";"ANALOG AFRICA";1719525559;1719525708;"https://music.apple.com/fr/album/2nd-avenue/1626840242?i=1626840243&uo=4";;"https://open.spotify.com/track/7cVjNPAyIYs8QWYYvPRhUo"
"Stereolab";"Cobra and phases group play voltage in the milky night";"Infinity girl";"1999";"ELEKTRA";1719525706;1719525940;"https://music.apple.com/fr/album/infinity-girl/1230503490?i=1230503751&uo=4";"https://www.deezer.com/track/774152052";"https://open.spotify.com/track/3WTSLcPEeblgmfYWwri23d"
"Unessential Oils";"Unessential oils";"Solutions To My Gloom";"2024";"SECRET CITY RECORDS";1719525939;1719526205;"https://music.apple.com/fr/album/solutions-to-my-gloom/1725353502?i=1725353670&uo=4";;"https://open.spotify.com/track/3Cq3SRFSWK7qhfSvSWMkxg"
"Unessential Oils";"Unessential oils";"Suds";"2024";"SECRET CITY RECORDS";1719526203;1719526360;;;"https://open.spotify.com/track/1fNE3dFqRRUkaG4hh4uXHV"
"Kikagaku Moyo";"Masana temples";"Amayadori";"2018";"GURU GURU BRAIN";1719526361;1719526457;"https://music.apple.com/fr/album/amayadori/1422830212?i=1422830847&uo=4";"https://www.deezer.com/track/537787112";"https://open.spotify.com/track/1hMCgqlzvwL6r5EliJFzOF"
"Ali Danel";"Ali Danel et ses amies";"Face à l'ouragan";"2017";"LA SOUTERRAINE";1719526452;1719526605;"https://music.apple.com/fr/album/face-%C3%A0-louragan/1487983008?i=1487983017&uo=4";;
"Wilson Simonal";"Samba soul 70 !";"Não vem que não tem";"1968";"CRAMMED";1719526601;1719526753;;;
"Sammy Davis Jr.";"I gotta right to swing";"Face to face";"1960";"GEFFEN RECORDS";1719526751;1719526934;;;"https://open.spotify.com/track/0FolhhOaqNSw9rzX1Ef5ow"
"Oscar Peterson";"Romance";"But not for me";"1953";"VERVE";1719526939;1719527088;;;
"Ian Bostridge";"Debussy Fauré et Poulenc : Mélodies françaises";"La bonne chanson op 61 : N'est-ce pas op 61 n°8 - arrangement pour ténor piano et quintette à cordes de 1898";"2004";"EMI CLASSICS";1719527085;1719527237;;;
"Nobuo Uematsu";"BOF / Final Fantasy VII : Remake";"FF VII Remake : Shinra creed";"2020";"SQUARE ENIX MUSIC";1719527235;1719527352;;;
"Chew Kosaka";"Morning (deluxe edition)";"Tabi gokoro";"1977";"SOLID RECORDS";1719527355;1719527547;;;
"Anri";"Timely";"Remember summer days";"1983";"FOR LIFE RECORDS";1719527545;1719527837;"https://music.apple.com/fr/album/remember-summer-days/1699358106?i=1699358107&uo=4";"https://www.deezer.com/track/951927482";"https://open.spotify.com/track/1qUo7d5lAOclNVbTUY0A2R"
"Paulette Tajah";"Harmony Melody & Style: Lovers Rock and rare groove in the UK 1975-1992";"Stop look listen";"1987";"SOUL JAZZ RECORDS";1719527834;1719528047;;;
"Marine Quemere";"Bande annonce";"Bande annonce";"2024";"KWAIDAN";1719528044;1719528195;;;"https://open.spotify.com/track/3LzDVM9VIu8EjyimQcrENP"
"Felt";"Ignite the seven cannons / Strange idols pattern and other short stories";"Serpent shade";"1984";"CHERRY RED RECORDS";1719528193;1719528320;;;"https://open.spotify.com/track/4wsT8dDlkBJ0WSD98CDOet"
"Barbra Streisand";"A collection - greatest hits ... And more";"Guilty";"1980";"CBS";1719528313;1719528573;;;
"Ruby Wood";"Sincerely";"Let Him Go";"2023";"FIRST WORD RECORDS";1719528567;1719528801;;"https://www.deezer.com/track/2419076915";"https://open.spotify.com/track/1Jw6syQeAdjHLCzjkL5uQd"
"Ley Soul";"Fortune eyes";"Fortune eyes";"2024";"AUTOPRODUCTION";1719528801;1719528942;"https://music.apple.com/fr/album/fortune-eyes/1741501286?i=1741501287&uo=4";;"https://open.spotify.com/track/283RgDyFjmpN7vVKOEVoqC"
"Joe Pass";"Appassionate";"When it's sleepy time down south";"1991";"PABLO";1719528978;1719529093;;;"https://open.spotify.com/track/2QuULWF9SCvz0IHpvDXXE0"
