"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer"
"Hollie Cook";"Twice";"Desdemona";2014;"MR BONGO";1709459796;1709460050;"https://open.spotify.com/track/17cWlhMQWQW4I4ZkJE2EZ6";;
"Ana Tijoux";"1977";"Pie izquierdo";2010;"NACIONAL";1709460048;1709460283;"https://open.spotify.com/track/0xr82sXtLes0k1qFiB6mHm";"https://music.apple.com/fr/album/pie-izquierdo/1490862378?i=1490862950&uo=4";"https://www.deezer.com/track/11098287"
"Shay Hazan";"Wusul";"Dew";2024;"BATOV RECORDS";1709460235;1709460427;"https://open.spotify.com/track/6M9Ee26UhnPnjZhwo7POCU";;
"Catherine Deneuve";"BOF / Les demoiselles de Rochefort";"Chanson des jumelles";1967;"MERCURY";1709460424;1709460658;;;
"Clora Bryant";"Gal with a horn";"Gypsy in my soul";1957;"MODE";1709460655;1709460818;"https://open.spotify.com/track/7yY0LdXnmCpXwuv4TJakRT";"https://music.apple.com/fr/album/gypsy-in-my-soul/63590174?i=63590086&uo=4";"https://www.deezer.com/track/11814170"
"Matthieu Bore";"Rumble in Montreuil";"Eternal flame";2021;"AUTOPRODUCTION";1709460816;1709460995;"https://open.spotify.com/track/40yXJVImdPbcCxPARpgoFh";"https://music.apple.com/fr/album/eternal-flame/1596249643?i=1596249913&uo=4";"https://www.deezer.com/track/1558014602"
"Eric Clapton";"Reptile";"Reptile";2001;"REPRISE";1709460993;1709461197;"https://open.spotify.com/track/2Y4zwRLRmBSrQd8vrfBIyK";"https://music.apple.com/fr/album/reptile/1646525888?i=1646525895&uo=4";"https://www.deezer.com/track/1927030107"
"Al Wilson";"The Craig Charles funk & soul club";"The snake";1969;"FREE STYLE";1709461194;1709461399;;;
"Curtis Harding";"Face your fear";"Need your love";2017;"ANTI / PIAS";1709461396;1709461571;"https://open.spotify.com/track/3zYQ1KXzqBWRsxIqdVMoYF";"https://music.apple.com/fr/album/need-your-love/1485070131?i=1485070137&uo=4";
"The Raconteurs";"Help us stranger";"Shine the light on me";2019;"THIRD MAN RECORDS";1709461569;1709461772;"https://open.spotify.com/track/2LyfGpVEYxx0VEYp07l577";"https://music.apple.com/fr/album/shine-the-light-on-me/1458727591?i=1458727601&uo=4";
"Emahoy Tsege Mariam Gebru";"Jerusalem";"The home of Beethoven";2023;"MISSISSIPPI RECORDS";1709461768;1709461996;"https://open.spotify.com/track/3dnRA8zrCEWFVzaZz1Vwaq";;
"Swingle Singers";"Les romantiques";"Allegro";1967;"PHILIPS";1709461994;1709462145;;;
"Klazz Brothers & Cuba Percussion";"Beethoven meets Cuba";"Mondschein Sonata III";2019;"SONY";1709462144;1709462348;;"https://music.apple.com/fr/album/mondschein-sonata-iii/1480580649?i=1480580658&uo=4";
"Adrian Quesada";"Boleros psicodelicos";"Idolo (feat. Angelica Garcia)";2022;"ATO Records";1709462346;1709462579;;;
"Hermanos Gutierrez";"El bueno y el malo";"Dorado valley";2022;"EASY EYE SOUND / CONCORD";1709462577;1709462781;"https://open.spotify.com/track/5NmPGWGOwdSLzpOTFuQ5Wa";;
"Michel Polnareff";"Succes";"Le Bal Des Laze";1968;"AZ";1709462768;1709463062;"https://open.spotify.com/track/4F7sAuWOLpyL1EzuwFDeL8";"https://music.apple.com/fr/album/le-bal-des-laze/1444161161?i=1444161314&uo=4";
"Melody Gardot";"My one and only thrill";"Your heart is as black as night";2009;"VERVE";1709463061;1709463223;"https://open.spotify.com/track/1EUj3EeDYX5yldkBXkNDJP";"https://music.apple.com/fr/album/your-heart-is-as-black-as-night/1440799936?i=1440799957&uo=4";
"Lily";"Tokyo riddim 1976-1985";"Tenkininaare";2024;"TIME CAPSULE";1709463221;1709463419;;;
"Otis Redding";"The very best of Otis Redding";"(Sittin' on) the dock of the bay";1968;"ATLANTIC";1709463416;1709463578;"https://open.spotify.com/track/3zBhihYUHBmGd2bcQIobrF";"https://music.apple.com/fr/album/sittin-on-the-dock-of-the-bay/266601413?i=266605724&uo=4";
"De La Soul";"3 feet high and rising";"Eye know";1989;"TOMMY BOY";1709463577;1709463824;"https://open.spotify.com/track/4xQMFoD33vx6stB1UzfA6s";;
"Jeremy Dutheil & Solal Poux Quartet";"Rêve bohémien";"La bikina";2022;"JAZZ FAMILY";1709463821;1709464061;;;
"Bonbon Vodou";"Cimetière créole";"Petit palace";2021;"HEAVENLY SWEETNESS";1709464057;1709464305;"https://open.spotify.com/track/1XZ2GD0jeWMCLAVac0LxPg";;
"Carolina Chocolate Drops";"Heritage";"Black eye blues";2007;"DIXIEFROG";1709464304;1709464501;;;
"Yalta Club";"Yalta club";"After";2013;"ATMOSPHERIQUES";1709464500;1709464720;"https://open.spotify.com/track/1sxpB2J8VS8lRXYHgzf6Nf";"https://music.apple.com/fr/album/after/1436996400?i=1436996517&uo=4";
"Duo Fukui Jallu";"Ars moderna";"Amurado Pedro Maffia";2017;"KLARTHE";1709464717;1709464865;;;
"Aziza Brahim";"Mawja";"Thajliba";2024;"GLITTERBEAT RECORDS";1709464865;1709465068;"https://open.spotify.com/track/5A5GeLoE9Td77MI0t2sMvB";;"https://www.deezer.com/track/2547834942"
"Santana";"Dance of the rainbow serpent / CD 3";"The healer (feat. John Lee Hooker)";1995;"COLOMBIA";1709465067;1709465401;;;
"Jimmy Cliff";"Jimmy Cliff";"Wonderful world, beautiful people";1969;"ISLAND";1709465395;1709465590;;;
"Sean Marshall & Charlie Callas";"BOF / Peter et Elliot le dragon";"Boo bop bopbop bop (I love you too)";1977;"WALT DISNEY RECORDS";1709465589;1709465753;;;
"Oded Tzur";"Here be dragons";"Miniature 3";2020;"ECM";1709465751;1709465891;"https://open.spotify.com/track/3VOsWIDZZmlfAcHbbJF7Nn";;
"Brigitte Fontaine";"Brigitte Fontaine";"Le Dragon";1972;"SARAVAH";1709465890;1709466019;;;
"Oracle Sisters";"Hydranism";"Ruby on the run";2023;"22 TWENTY";1709466013;1709466155;"https://open.spotify.com/track/0cPgPFL5ERy8qX9iB7M4fa";"https://music.apple.com/fr/album/ruby-on-the-run/1644471852?i=1644472339&uo=4";"https://www.deezer.com/track/1907922887"
"Dowdelin";"Poul wélélé";"Boaty cruisy (ate trak music remix)";2019;"UNDERDOG RECORDS";1709466165;1709466340;;;
"Stanley Turrentine";"Diggin' deeper 3";"Storm";1972;"COLUMBIA";1709466339;1709466744;;;
"George Benson";"Absolute benson";"The ghetto";2000;"GRP";1709466727;1709467023;"https://open.spotify.com/track/1ABXkIv9ql3gOcbqij3IaQ";;
"Mac Demarco";"Salad days";"Brother";2014;"CAPTURED TRACKS";1709467022;1709467231;"https://open.spotify.com/track/2y5JrQefAWnrPQqYb2byTp";"https://music.apple.com/fr/album/brother/799685692?i=799685695&uo=4";
"Zafari";"African music today";"Addis ababa";2010;"TRUTH & SOUL";1709467229;1709467447;;;
"Son Little";"Aloha";"Hey Rose";2020;"ANTI / BECAUSE MUSIC";1709467446;1709467621;"https://open.spotify.com/track/6J4et4u2ECB9AH2QC9B5tg";"https://music.apple.com/fr/album/hey-rose-aslove-remix/1502143029?i=1502143047&uo=4";"https://www.deezer.com/track/797476832"
"Lost Horizons";"In quiet moments";"In quiet moments (feat. Ural Thomas)";2021;"BELLA UNION RECORDS";1709467621;1709467960;;;
"Augustin Von Arx";"Comme";"La table du soleil";2022;"LA SOUTERRAINE";1709467956;1709468218;"https://open.spotify.com/track/4q02Kbdzpts3X9qJYvqggj";;
"Holy Hive";"Big crown vaults vol. 3 - holy hive";"Green milk";2023;"BIG CROWN RECORDS";1709467956;1709468120;"https://open.spotify.com/track/7hkf3F6w9NDdC02TE1hZRS";"https://music.apple.com/fr/album/green-milk/1691948472?i=1691948936&uo=4";
"Sarah Vaughan";"In the land of hi-fi";"It shouldn't happen to a dream";1955;"EMARCY";1709468357;1709468555;"https://open.spotify.com/track/2hgNJSYWdGtzBSZe9FskUi";"https://music.apple.com/fr/album/it-shouldnt-happen-to-a-dream/459868656?i=459869400&uo=4";
"Salami Rose Joe Louis";"Zdenka 2080";"Cumulous potion (for the clouds to sing)";2019;"BRAINFEEDER";1709468553;1709468701;"https://open.spotify.com/track/79o1LccPYdjx1GMeDiTKY0";;
"Erika De Casier";"Still";"Ice";2024;"4AD";1709468700;1709468865;"https://open.spotify.com/track/0Tsr1YNiCw3znq8RYwiLjp";;
"Ennio Moricone";"Musique de films, Colonne sonore, Original soundtracks 1964-2015 : Vol. II / CD 04 & 05 : Cinéma français I (1969-79) & Cinéma français II (1978-2015)";"Le ruffian : Sporco ma distinto";2021;"DECCA RECORDS";1709468864;1709468978;;;
"Albert Verrecchia";"Bof / Tecnica di un amore / Verrecchia";"Love theme from tecnica di un amore";;"MOVING IMAGE ENTERTAINMENT";1709468976;1709469120;;;
"Katerine";"Mes mauvaises frequentations";"Le plus beau jour de ma vie";1996;"BARCLAY";1709469116;1709469239;;;
"Domenico Lancellotti";"The good is a big god";"Asas (Wings)";2023;"LUAKA BOP";1709469237;1709469452;;;
"Quincy Jones";"Big band bossa nova";"Soul bossa nova";1962;"MERCURY";1709469451;1709469610;"https://open.spotify.com/track/0Jw3cPBXlGnA6DEJrZSTI0";"https://music.apple.com/fr/album/soul-bossa-nova/882465335?i=882465364&uo=4";"https://www.deezer.com/track/121615804"
"The 1860 Band";"Fusion global sounds (1970-1983) selected by Charles Maurice";"Keep that same old feeling";2022;"FAVORITE RECORDINGS";1709469609;1709469917;;;"https://www.deezer.com/track/2545167701"
"Donovan";"The hurdy gurdy man";"What a beautiful creature you are";1969;"EMI";1709469910;1709470174;;;
