"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify"
"Matt Storm";"What do ya miss ?";"What do ya miss ? (radio edit)";"2024";"AUTOPRODUCTION";1724493472;1724493630;;;
"Janett Silvera";"When I need you";"Oh if I should lose your love";"1977";"DUB STORE RECORDS";1724493625;1724493867;"https://www.deezer.com/track/2808875642";;
"Ahmad Jamal";"Move to groove /  The best of 1970's jazz - funk";"Boatride";"1980";"VERVE";1724493865;1724494163;;;
"Eugene Mona";"Mona Eugene/1981-1984/Vol 2";"Ma maman m'a dit";"1981";"HIBISCUS";1724494156;1724494562;;;
"The Rolling Stones";"Beggars banquet";"Sympathy for the Devil";"1968";"LONDON";1724494555;1724494938;;"https://music.apple.com/fr/album/sympathy-for-the-devil/1440764786?i=1440765857&uo=4";
"The Rhum Runners";"Kick the gong";"Chop chop";"2017";"DOGHOUSE & BONE RECORDS";1724494936;1724495093;;;"https://open.spotify.com/track/6dSsJKK9PlPZmcInxv5JTM"
"George Delerue";"Les tribulations d'un chinois en Chine / L'homme de Rio";"Les tribulations d'un chinois en chine";"1965";"UNIVERSAL";1724495091;1724495193;;;
"Danny Brown";"Quaranta";"Hanami";"2023";"WARP RECORDS";1724495191;1724495397;;;"https://open.spotify.com/track/5Oxhp6jxu8ax96LIsu8t3Q"
"Brainstory";"Sounds good";"Gift of life";"2024";"BIG CROWN RECORDS";1724495394;1724495594;;;"https://open.spotify.com/track/6kcZjiUiLKSUjmaDAHjUVH"
"Martin Frost";"Night passages";"Sonate en ré min K 32 L 423 - arrangement pour clarinette contrebasse et piano";"2022";"SONY CLASSICAL";1724495594;1724495737;;;
"Betty Carter";"The complete 1948-1961";"Rock-a-bye baby";"1961";"LE CHANT DU MONDE";1724495736;1724495876;;;
"Peggy Lee";"Best 20";"Fever";"1958";"CAPITOL";1724495875;1724496073;;"https://music.apple.com/fr/album/fever/723507777?i=723508065&uo=4";"https://open.spotify.com/track/3aPlQWU07jGgyHaBHVS5TS"
"Seelenluft";"Out of the woods";"Manila";"2002";"KLEIN";1724496072;1724496295;;"https://music.apple.com/fr/album/manila/322814039?i=322814041&uo=4";
"DMX Krew";"Spiral dance";"Ankle grinder";"2024";"HYPERCOLOUR";1724496294;1724496507;;;"https://open.spotify.com/track/1fngoNydbrzU0JwLFmUTfD"
"Habibi";"Dreamachine";"Fairweather friend";"2024";"KILL ROCK STARS";1724496505;1724496810;;;
"Petite-Vallee";"Petite-Vallée";"Ella";"2024";"NOUVEAU MONDE";1724496809;1724497037;"https://www.deezer.com/track/2876483952";"https://music.apple.com/fr/album/ella/1770208602?i=1770209281&uo=4";"https://open.spotify.com/track/0BEaBzItQue3RFVF4GOJaW"
"Emma Donovan & The Putbacks";"Crossover";"Crossover";"2020";"HOPESTREET RECORDINGS";1724497033;1724497245;;;
"Robert Jon & The Wreck";"Red moon rising";"Ballad of a broken hearted man";"2024";"JOURNEYMAN RECORDS - ROBERT JON & THE WRECK";1724497242;1724497562;;;"https://open.spotify.com/track/3DgamBYl8Nea91x5Ase8Bk"
"Julian Lage";"Modern lore";"Splendor riot";"2018";"MACK AVENUE";1724497557;1724497790;;;"https://open.spotify.com/track/5Xuu9kwHAGotrxCQmfrmwX"
"Bertrand Belin";"Bertrand Belin";"Porto";"2004";"UNIVERSAL";1724497785;1724498017;"https://www.deezer.com/track/2573255";;
"Tribalistas";"Tribalistas";"Já sei namorar";"2002";"PHONOMOTOR";1724498014;1724498209;;;
"Pink Floyd";"Wish you were here";"Wish you were here";"1975";"EMI";1724498198;1724498529;;"https://music.apple.com/fr/album/wish-you-were-here/704223460?i=704223490&uo=4";"https://open.spotify.com/track/6mFkJmJqdDVQ1REhVfGgd1"
"Funkadelic";"Standing on the verge of getting it on";"I'll stay";"1974";"WESTBOUND RECORDS";1724498503;1724498942;"https://www.deezer.com/track/1554708452";"https://music.apple.com/fr/album/ill-stay/1595656855?i=1595656858&uo=4";"https://open.spotify.com/track/5ZjLReKZ5EErHjlblKedFv"
"Karate Boogaloo";"Hold your horses";"The early bird catches";"2024";"COLEMINE RECORDS";1724498938;1724499178;;;"https://open.spotify.com/track/3KzdYyzT5i7WPcU8Icc1Hn"
"Sirens Of Lesbos";"Söl";"Cobra";"2020";"SIRENS OF LESBOS";1724499178;1724499416;;"https://music.apple.com/fr/album/cobra/1533219740?i=1533220110&uo=4";"https://open.spotify.com/track/4hcP3YwcAC1uW6yQZKCZ8g"
"La Femme";"Teatro Lúcido";"Sacatela";"2022";"IDOL";1724499412;1724499581;;"https://music.apple.com/fr/album/s%C3%A1catela/1622637945?i=1622637953&uo=4";"https://open.spotify.com/track/0ZH2Ve6Ns1kzEMWunJoAek"
"Bonnie Banane";"Franchement";"Franchement";"2023";"PECHE MIGNON - GRAND MUSIQUE MANAGEMENT";1724499580;1724499731;"https://www.deezer.com/track/2596471692";;
