"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Noname";"Telefone";"Diddy Bop (feat. Raury & Cam O'bi)";"2016";"NONAME";1718308625;1718308829;"https://music.apple.com/fr/album/diddy-bop-feat-raury-cam-obi/1639163238?i=1639163476&uo=4";;
"Sacha Distel";"B.O.F / Quelqu'un de bien";"La belle vie";"1964";"UNIVERSAL";1718308834;1718308954;;;
"Orchestre Philharmonique De Vienne";"Symphonie n°7 en La Maj op 92";"Symphonie n°7 en La Maj op 92 : Allegretto";"1976";"DGG (DEUTSCHE GRAMMOPHON)";1718308953;1718309435;;;
"Jessica Pratt";"Here in the pitch";"Nowhere it was";"2024";"CITY SLANG";1718309435;1718309589;"https://music.apple.com/fr/album/nowhere-it-was/1726398446?i=1726399000&uo=4";"https://open.spotify.com/track/4uB6oZ5Y4vk42PZwRsfEIK";
"Suicide";"Suicide";"Cherree";"1977";"DEMON RECORDS";1718309589;1718309809;;;
"Fabulous Arabia";"Unlimited buffet";"You won't remember this feeling";"2011";"JAKARTA RECORDS";1718309813;1718310226;;;
"Beastie Boys";"Ill communication";"Shambala";"1994";"CAPITOL";1718310207;1718310427;"https://music.apple.com/fr/album/shambala/724771323?i=724772564&uo=4";"https://open.spotify.com/track/6nnSCW41hJIMss2kXEYn7q";
"Fatboy Slim";"You've come a long way, baby";"Right here, right now";"1998";"SKINT";1718310421;1718310775;;"https://open.spotify.com/track/3Pb9QabepyR9e9D8NqorPH";
"Jonathan Jeremiah";"Horsepower for the streets";"Horsepower for the streets";"2022";"PIAS";1718310785;1718310928;"https://music.apple.com/fr/album/horsepower-for-the-streets/1618832838?i=1618832845&uo=4";"https://open.spotify.com/track/1gYYMwxLdUdDB5WIfN5HGp";"https://www.deezer.com/track/1702920237"
"Elysian Fields";"What the thunder said";"Half measures";"2024";"OJET RECORDS";1718310927;1718311262;"https://music.apple.com/fr/album/half-measures/1732908685?i=1732908686&uo=4";"https://open.spotify.com/track/1gXzBEI9cWrCYEWuCHLJdq";
"Angelo Badalamenti";"BOF TV / Twin Peaks (Saison 1)";"Audrey's dance";"1990";"WARNER BROS";1718311260;1718311571;"https://music.apple.com/fr/album/audreys-dance/374382340?i=374382395&uo=4";;
"Chuck E Weiss";"Extremely cool";"Extremely cool";"1999";"RYKO.";1718311574;1718311851;;;
"Dionne Warwick";"Compil./Bacharach Burt/The look of love";"Walk on by";"1964";"POLYGRAM";1718311845;1718312016;"https://music.apple.com/fr/album/walk-on-by/41688495?i=41688511&uo=4";"https://open.spotify.com/track/3xsOtNxtBW0oTI1OWKAzTm";
"Santpoort";"Maybe not tomorrow";"In my dreams (feat. Jonti)";"2024";"FRIENDS OF FRIENDS";1718312010;1718312165;;;
"Peggy";"La soirée est finie";"La soirée est finie";"1961";"COLUMBIA";1718312160;1718312348;;;
"Dick Katz";"Tropical britxotica";"Dreamride";"1960";"TRUNK";1718312348;1718312498;;;
"Seafood Sam";"Standing on giant shoulders";"Grandma once said";"2024";"DRINK SUM WTR";1718312512;1718312672;;"https://open.spotify.com/track/3PBgtKLXyHZBD0nR02T1Zl";
"Henry Mancini";"Film / Mr. Lucky & mr. Lucky goes latin";"Speedy Gonzales";"1961";"RCA VICTOR";1718312668;1718312772;;"https://open.spotify.com/track/2RbFYo1F7dHW1DrdJoPW9w";
"Harry Belafonte";"All time greatest hits";"Day O";"1957";"RCA ND";1718312770;1718312952;;;
"Liam Bailey";"Zero grace";"Disorder starts at home";"2024";"BIG CROWN RECORDS";1718312949;1718313165;;"https://open.spotify.com/track/6qbQhkRuNoMXxZFnlbIJ7q";"https://www.deezer.com/track/2525488971"
"Jaqee";"Land of the free";"Natty dread";"2010";"MAKASOUND";1718313161;1718313381;;;"https://www.deezer.com/track/492530872"
"The Skatalites";"Bof / Coffee and cigarettes";"Black sunday";"2003";"UNIVERSAL";1718313387;1718313560;;;"https://www.deezer.com/track/65619565"
"Katerine";"8ème ciel";"Le soleil suffit";"2002";"BARCLAY";1718313559;1718313771;;;
"Dusty Springfield";"BOF / Pulp fiction";"Son of a preacher man";"1969";"MCA";1718313767;1718313912;"https://music.apple.com/fr/album/son-of-a-preacher-man/1440717710?i=1440717718&uo=4";"https://open.spotify.com/track/7odHgoLFi3GQ90E9PeraI3";"https://www.deezer.com/track/1104538"
"Santi Latora";"Mo'plen Bacharach";"The look of love";"1972";"LA DOUCE";1718313908;1718314033;;;
"Clara Nunes";"Clara Nunes";"Canseira";"1971";"EMI";1718314031;1718314174;"https://music.apple.com/fr/album/canseira/1442248898?i=1442249999&uo=4";;"https://www.deezer.com/track/368082481"
"Spencer Cullum";"Spencer Cullum's coin collection 2";"Cold damp valley";"2023";"FULL TIME HOBBY";1718314170;1718314316;;"https://open.spotify.com/track/0PozErv96kQLNGyR8JKPdQ";
"Jenny Lewis";"Moping in style (a tribute to Adam Green)";"Breaking locks";"2023";"CAPITANE RECORDS";1718314318;1718314438;;"https://open.spotify.com/track/0g0NItm7Jd72kIYpHhTNc5";"https://www.deezer.com/track/2513766641"
