"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify"
"The Black Keys";"Brothers";"Black mud";"2010";"V2 MUSIC";1760695131;1760695260;"https://www.deezer.com/track/1191627822";;
"Charlotte Adigery & Bolis Pupul";"Topical dancer";"Hey";"2022";"BECAUSE MUSIC";1760695196;1760695410;;;
"Tinariwen";"Amadjar";"Tenere maloulat (feat. Warren Ellis)";"2019";"WEDGE";1760695255;1760695477;;"https://music.apple.com/fr/album/tenere-maloulat-feat-warren-ellis/1466026608?i=1466026612&uo=4";
"Resavoir & Matt Gold";"Horizon";"Tomorrow";"2025";"INTERNATIONAL ANTHEM RECORDING CO.";1760695410;1760695596;;"https://music.apple.com/fr/album/tomorrow/1795766172?i=1795766314&uo=4";
"Kid Loco";"A grand love story";"She's my lover (a song for R.)";"1998";"EAST WEST";1760695472;1760695749;;;
"The Marcus King Band";"Darling blue";"Carolina honey";"2025";"AMERICAN RECORDINGS";1760695595;1760695844;;;"https://open.spotify.com/track/6bnsAQSbkcGO8K3PJq8oCw"
"Angelo Badalamenti";"BOF TV / Twin Peaks (Saison 1)";"Audrey's dance";"1990";"WARNER BROS";1760695746;1760696059;"https://www.deezer.com/track/401895032";"https://music.apple.com/fr/album/audreys-dance/374382340?i=374382395&uo=4";
"Matthew E. White";"Rock and roll is cold";"Rock and roll is cold";"2015";"DOMINO";1760695838;1760696094;;;
"Peggy Lee";"Best 20";"Fever";"1958";"CAPITOL";1760696056;1760696255;"https://www.deezer.com/track/3124340";;"https://open.spotify.com/track/3aPlQWU07jGgyHaBHVS5TS"
"Professor Longhair";"New orleans funk";"Big chief";"1964";"SOUL JAZZ RE";1760696088;1760696212;"https://www.deezer.com/track/204625";;
"Lily Allen";"Alright, Still";"Knock 'Em Out";"2006";"EMI";1760696210;1760696385;"https://www.deezer.com/track/3165195";"https://music.apple.com/fr/album/knock-em-out/696086045?i=696087789&uo=4";"https://open.spotify.com/track/1tzREQUvfSvoigbSOU60Bx"
"Seelenluft";"Out of the woods";"Manila";"2002";"KLEIN";1760696253;1760696477;;"https://music.apple.com/fr/album/manila/322814039?i=322814041&uo=4";
"Defmaa Maadef";"Oh maliko";"Kalanakh";"2023";"AUTOPRODUCTION";1760696379;1760696578;"https://www.deezer.com/track/2267531167";;"https://open.spotify.com/track/5nTPPzFNG5y4H9q8XdtsH2"
"Peggy Gou";"Han jan";"Han jan";"2018";"NINJA TUNE";1760696476;1760696719;"https://www.deezer.com/track/450882102";;"https://open.spotify.com/track/7Fx0ke7tQFhCd7CFDJKKE2"
"Aron Ottignon & Jeri Jeri Band";"Dama bëgga ñibi";"Kaolack";"2024";"URBAN TROUT RECORDS";1760696577;1760696768;;;
"Allah-Las";"Lahs";"Keeping dry";"2019";"MEXICAN SUMMER";1760696714;1760696946;"https://www.deezer.com/track/3243048701";;"https://open.spotify.com/track/5yVzSIuOqQG5jU5WLsk95b"
"Kiss";"Love gun";"Shock me";"1977";"ISLAND";1760696768;1760696997;"https://www.deezer.com/track/87886463";;"https://open.spotify.com/track/39hfj6Tnqgsxn7jGTfWl18"
"Cold Grits";"What it is ! Funky soul and rare grooves";"It's your thing";"1969";"RHINO";1760696940;1760697108;;;
"Jamiroquai";"High times : Singles 1992-2006";"Deeper underground";"1998";"SONY";1760696990;1760697270;"https://www.deezer.com/track/832854";"https://music.apple.com/fr/album/deeper-underground/1583963904?i=1583963907&uo=4";"https://open.spotify.com/track/0y8kwqOr9OfodZeBOGPdPp"
"Cortex";"Troupeau bleu";"La rue";"1975";"UNDERDOG";1760697103;1760697369;"https://www.deezer.com/track/132031418";;"https://open.spotify.com/track/6lzDycd60SJ7H8y6wuESGl"
"The Herbaliser";"Something wicked this way comes";"The turnaround";"1999";"NINJA TUNE";1760697269;1760697465;"https://www.deezer.com/track/10238885";;
"Afternoon Bike Ride";"Running with scissors";"Otherworld";"2025";"FRIENDS OF FRIENDS MUSIC";1760697367;1760697618;;"https://music.apple.com/fr/album/otherworld/1814201619?i=1814201623&uo=4";"https://open.spotify.com/track/1PB3Lp4dueOkWEud6wzyd5"
"113";"Ni barreaux ni barrières ni frontières";"Truc de ouf";"1997";"INVASION RECORDS";1760697465;1760697721;;;
"Chip Wickham";"The eternal now";"The road less travelled";"2025";"GONDWANA RECORDS";1760697617;1760697932;"https://www.deezer.com/track/3418992231";;"https://open.spotify.com/track/0gI1hdiUiP91mLmiqmTjHD"
"Jamie Cullum";"Get your way";"Get Your Way";"2005";"UNIVERSAL";1760697721;1760697951;"https://www.deezer.com/track/2229640";;"https://open.spotify.com/track/5WJbTupx9xYSXZP34hZGxN"
"Stan Getz";"Getz / Gilberto";"The girl from Ipanema";"1963";"VERVE";1760697927;1760698239;"https://www.deezer.com/track/602454222";;
"The Black Keys";"No rain, no flowers";"Make you mine";"2025";"EASY EYE SOUND";1760697945;1760698165;"https://www.deezer.com/track/3348960591";;"https://open.spotify.com/track/2kZp53Lc5QT7elQJV3QcUe"
"Afternoon Bike Ride";"Running with scissors";"Running with scissors";"2025";"FRIENDS OF FRIENDS MUSIC";1760698164;1760698390;;;"https://open.spotify.com/track/3S5Rfbo2KM5uW9hNScRwmr"
"J.D. Souther";"Black Rose";"Banging my head against the moon";"1976";"RHINO RECORDS";1760698235;1760698448;;;
"Nyron Higor";"Fio de lâmina";"Farol";"2022";"NYRON HIGOR";1760698389;1760698530;"https://www.deezer.com/track/2124776257";;"https://open.spotify.com/track/6HcqtsI6bJnRj8WpQdVJgc"
"Brainstory";"Sounds good";"I will be";"2024";"BIG CROWN RECORDS";1760698441;1760698610;"https://www.deezer.com/track/2612751062";;"https://open.spotify.com/track/60e1HjjuJ3oLq15cNMjHYy"
"Soyuz";"Force of the wind";"Como é que vai você (feat. Sessa)";"2022";"MR BONGO";1760698524;1760698757;;;
"Pumpkin & Vince Da Cuero";"Astronaute (instrumentales)";"Mascarade (instrumental)";"2018";"MENTALOW MUSIC";1760698605;1760698696;;;
"Coast Contra";"In case you forgot";"Been a minute";"2025";"AUTOPRODUCTION";1760698695;1760698958;;;
"Clea Vincent";"Tropi-Clea 2";"Sans dec";"2020";"MIDNIGHT SPECIAL RECORD";1760698756;1760698919;"https://www.deezer.com/track/892864742";;"https://open.spotify.com/track/0foZQtNkPGaSOPTrkS7Izz"
"Voyou";"Mue";"Mue";"2021";"ALSO";1760698912;1760699137;"https://www.deezer.com/track/1197492412";;"https://open.spotify.com/track/3GnoQ2SPa5Jjz9CfMDdjZf"
"The Rodeo";"FIP sacré français !";"Désir d'avalanche";"2019";"WAGRAM MUSIC";1760698955;1760699142;"https://www.deezer.com/track/587960042";;
"Joni Mitchell";"Blue";"All I want";"1971";"REPRISE RECORDS";1760698981;1760699137;"https://www.deezer.com/track/2607667";"https://music.apple.com/fr/album/all-i-want/730290746?i=730292291&uo=4";"https://open.spotify.com/track/7jeSFewaQLq8t2x8OZFQxZ"
"Adrian Quesada";"Boleros Psicodélicos II";"Hoy Que Llueve (feat. Trish Toledo)";"2025";"ATO RECORDS";1760699135;1760699150;;;
"Percheye";"Sofa";"Drained out";"2025";"B&D PRODUCTION";1760699136;1760699317;"https://www.deezer.com/track/3437333271";;"https://open.spotify.com/track/4jp6o2U1jJ0kXSpy7xmtd5"
"John Lennon";"Anthology : The lost week end (CD3)";"Bless you (version alternative)";"1974";"CAPITOL";1760699138;1760699393;;;
"Sciuridae";"Sciuridae";"Sundara";"2025";"WOODLAND CREATURES";1760699151;1760699294;"https://www.deezer.com/track/3088413951";;"https://open.spotify.com/track/05YKPGlVbQTx4e514wxm2G"
"The Doobie Brothers";"Best of the doobies vol. II";"Dependin' on you";"1978";"WARNER BROS";1760699316;1760699535;"https://www.deezer.com/track/3821915";;"https://open.spotify.com/track/6krVi01rvFSEHad9HgJRbv"
"Aby Ngana Diop";"Lital";"Dieuleul - dieuleul";"1982";"A.T.F.A.";1760699316;1760699354;;;
"Prince";"Diamonds and pearls";"Get off";"1991";"WB";1760699354;1760699361;;;
"Dune X Crayon";"Pointless (feat.Ichon)";"Pointless (feat. Ichon)";"2020";"ROCHE MUSIQUE";1760699361;1760699540;;;
"Tony Campo";"Big deal";"Do the strumble";"1976";"SONORAMA RECORDS";1760699392;1760699514;;;
"Mandrill";"BOF / Les guerriers de la nuit / The Warriors";"Les guerriers de la nuit : Echoes in my mind";"1979";"LA-LA LAND";1760699512;1760699881;;;
"Okonski";"Entrance Music";"October";"2025";"COLEMINE RECORDS";1760699531;1760699715;"https://www.deezer.com/track/3111352851";"https://music.apple.com/fr/album/october/1781719888?i=1781719889&uo=4";"https://open.spotify.com/track/2H5IEbMZnikxlbHki7m3Su"
"John Edwards";"YACHT SOUL THE COVER VERSIONS 2";"Tin man";"1976";"HOW DO YOU ARE";1760699532;1760699758;"https://www.deezer.com/track/1181468622";;
"The Poets Of Rhythm";"Anthologie 1992-2003";"It came over me";"1994";"DAPTONE";1760699752;1760699960;"https://www.deezer.com/track/779480932";;
"Tony Joe White";"Country funk 1969-1975";"Studspider";"1970";"LIGHT IN THE ATTIC RECORDS";1760699875;1760700210;;;
"Cannonball Adderley";"African waltz";"Something different";"1961";"RIVERSIDE";1760699954;1760700135;"https://www.deezer.com/track/688060662";;"https://open.spotify.com/track/1fDCa7CSQPitgwIy3DxZTE"
"Andy Bey";"'round midnight";"Feeling good";"1965";"PRESTIGE";1760700134;1760700309;"https://www.deezer.com/track/926948";;
"Otis Spann";"Best of the Vanguard years";"The new boogaloo";"1974";"VANGUARD";1760700204;1760700332;;;
"Henri Salvador";"Une île au soleil";"Bora bora";"1958";"BARCLAY";1760700308;1760700471;"https://www.deezer.com/track/103007590";;
"Toots & The Maytals";"Best of 1968-1973 /Broadway jungle";"It's you";"1965";"TROJAN RECORDS";1760700325;1760700533;"https://www.deezer.com/track/549246482";;
"Cyril Lefebvre";"Aveklei uptowns hawaiians";"Mauno keo";"1987";"CHABADA";1760700462;1760700624;;;
"Uhuru-Yenzu";"Hitsville re-visited";"Wiase Ahonya";"2019";"MR BONGO";1760700530;1760700768;;;
"Lina Tullgren";"Decide Which Way The Eyes Are Looking";"Explain a green";"2025";"POST PRESENT MEDIUM";1760700618;1760700776;"https://www.deezer.com/track/3080453501";"https://music.apple.com/fr/album/explain-a-green/1778538961?i=1778538974&uo=4";"https://open.spotify.com/track/3adfULYbyX0c65X0cadKuV"
"Africa Negra";"2015 - 2025 : Les Disques Bongo Joe - 10 years of sonic explorations";"Zimbabwe";"1981";"LES DISQUES BONGO JOE";1760700766;1760700965;"https://www.deezer.com/track/3455296021";;
"Ojard";"Euphonie";"Sans craindre le vent et le vertige";"2017";"CONTOURS";1760700770;1760700900;"https://www.deezer.com/track/401151582";;"https://open.spotify.com/track/3P2HvYGFpwYCAjnzeQbO8O"
