"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Herb Alpert";"Herb alpert : Rise";"Rise";"1979";"A&M";1722628446;1722628862;"https://music.apple.com/fr/album/rise/1529660252?i=1529660652&uo=4";"https://open.spotify.com/track/1TsmHRIXvMTLP7Vu53XsUV";
"Notorious Big";"Life After Death";"Hypnotize";"1997";"ARIS";1722628860;1722629090;;;
"Duran Duran";"Decade";"Notorious";"1989";"EMI";1722629089;1722629327;;"https://open.spotify.com/track/5YzeIbFDyGw7D8F4SA6VIP";"https://www.deezer.com/track/3130439"
"L Oeil";"Wizzz: Psychorama français";"Bernadette";"1970";"DELABEL";1722629326;1722629539;;;
"GINO SOCCIO";"Closer";"Try it out";"1981";"ATLANTIC";1722629537;1722630024;"https://music.apple.com/fr/album/try-it-out/281162673?i=281162674&uo=4";;
"Googoosh";"Finders keepers presents Pomegranates / Persian pop funk folk and psych of 60s and 70s";"Talagh";"1975";"FINDERS KEEPERS RECORDS";1722630023;1722630307;;;"https://www.deezer.com/track/10866971"
"La Bionda";"The collection";"I wanna be your lover";"1981";"ARIOLA";1722630304;1722630496;;;
"Todd Terje";"It's The Arps (ep)";"Inspector Norse";"2012";"SMALLTOWN SUPERSOUND";1722630490;1722630887;"https://music.apple.com/fr/album/inspector-norse/806267243?i=806267402&uo=4";"https://open.spotify.com/track/1NHd4UVxT5d5EGYzlDq17T";"https://www.deezer.com/track/1855675487"
"Patrick Cowley";"The ultimate collection";"Megatron man";"";"UNIDISC";1722630886;1722631280;"https://music.apple.com/fr/album/megatron-man/281224983?i=281224984&uo=4";"https://open.spotify.com/track/4ViqRfZoOGFryXi8BDh6Gj";"https://www.deezer.com/track/68486190"
"Charlie";"Spacer woman (EP)";"Spacer woman (Vocal)";"1983";"MR DISC";1722631278;1722631727;"https://music.apple.com/fr/album/spacer-woman-vocal/683784597?i=683784633&uo=4";;"https://www.deezer.com/track/5136376"
"Mikado";"Forever";"Par hasard";"1985";"LE VILLAGE VERT";1722631728;1722631899;;;
"Ultra Nate";"The electronic music anthology : House";"Free (Mood II Swing Mix)";"2015";"WAGRAM MUSIC";1722631892;1722632077;;;
"The Crusaders";"The golden years";"Carnival of the night";"1979";"MCA";1722632075;1722632455;"https://music.apple.com/fr/album/carnival-of-the-night/1440743777?i=1440743792&uo=4";"https://open.spotify.com/track/4KO4xPMpAJcV3rBbTLJtKu";"https://www.deezer.com/track/2502809"
"Chico Buarque";"Sinal fechado";"Acorda amor";"1974";"PHILIPS/UNIVERSAL MUSIC";1722632474;1722632614;;"https://open.spotify.com/track/1WLmDv4iF7ZSH3TLSh6c7p";
"Daniel Barenboim";"Beethoven / Sonates nº1 à 15 / Barenboim";"Sonate nº6 en Fa Maj op 10 nº2 pour piano : Presto";"";"";1722632613;1722632741;;;
"Daniel Caesar";"Case study 01";"Cyanide";"2019";"GOLDEN CHILD RECORDINGS";1722632740;1722632936;;"https://open.spotify.com/track/3uouaAVXpQR3X8RYkJyitQ";"https://www.deezer.com/track/699087572"
"Maria Chiara Argiro";"Closer";"Closer";"2024";"INNOVATIVE LEISSURE";1722632935;1722633129;;"https://open.spotify.com/track/0L72fNWnw3Zx7zBlIJwXtq";
"J. Bernardt";"Contigo";"I'm the ghost you forgot";"2024";"PIAS";1722633134;1722633350;;;
"Corey Harris";"Mississippi to Mali";"Coahoma";"2003";"ROUNDER";1722633350;1722633455;;"https://open.spotify.com/track/45jrTk9IXIa2EJMbkLsPqZ";
"Oumou Sangare";"Wassulu Don";"Wassulu Don";"2022";"WORLD CIRCUIT / BMG";1722633451;1722633667;"https://music.apple.com/fr/album/wassulu-don/1608016263?i=1608016264&uo=4";"https://open.spotify.com/track/3qYUNXjAEotwNyNfTyel5D";"https://www.deezer.com/track/1712555217"
"Philippe Katerine";"Sous mon bob";"Sous mon bob";"2024";"CINQ 7";1722633666;1722633823;;"https://open.spotify.com/track/6uBOkq10cGEvQjF3bygMYX";
"Dub Shepherds";"Night & day";"Water your seeds";"2023";"BAT RECORDS";1722633822;1722634001;;"https://open.spotify.com/track/0IQy5pGdeuEXvE942B3zAQ";
"Mark Ronson";"Version";"Toxic Ft. Tiggers";"2007";"SONY/BMG";1722634000;1722634245;;;
"Sharon Jones & The Dap Kings";"Soul of a woman";"Rumors";"2017";"DAPTONE RECORDS";1722634245;1722634387;;;
"Hank Locklin";"Fourteen karat gold (Classic Recordings 1951-57)";"Whispering scandal";"1954";"JASMINE RECORDS";1722634389;1722634550;;;
"Naim Amor & John Convertino";"The western suite and siesta songs";"Rye grass waltz";"2016";"LM DUPLICATION";1722634549;1722634662;;;
"Dana Gavanski";"Late slap";"Late slap";"2024";"FULL TIME HOBBY";1722634662;1722634939;;"https://open.spotify.com/track/6Viac8HqwJRNDpwFsYtGYa";"https://www.deezer.com/track/2554067972"
"Fleetwood Mac";"Greatest hits / Succes";"Rhiannon";"1975";"WARNER BROS";1722634934;1722635182;;"https://open.spotify.com/track/05oETzWbd4SI33qK2gbJfR";
"Francoise Hardy";"Quelques titres que je connais d'elle / Vol. 1";"Nuit d'été";"1972";"WARNER MUSIC";1722635182;1722635342;;;"https://www.deezer.com/track/2555432662"
"Gil Evans";"Svengali";"Summertime";"1973";"ATLANTIC";1722635341;1722635575;;"https://open.spotify.com/track/4irJrUECULhW4BmHdCFfEB";
"Mel Torme";"Songs of New York";"Sunday in New York";"1963";"ATLANTIC";1722635575;1722635725;;;
"Allah-Las";"Calico review";"Place in the sun";"2016";"MEXICAN SUMMER";1722635724;1722635906;;"https://open.spotify.com/track/54Gn9vxw0B6og5H0bWE8Gp";"https://www.deezer.com/track/134900638"
"Leyla McCalla";"Sun without the heat";"Sun without the heat";"2024";"ANTI";1722635934;1722636096;"https://music.apple.com/fr/album/sun-without-the-heat/1724035326?i=1724035335&uo=4";;
"Luca Stavos";"Roberto graves";"Roberto Graves";"2021";"PRISMA RECORDS";1722636091;1722636297;;"https://open.spotify.com/track/1pw56N9jYaekhJSgtXpw9k";
"Julie Andrews";"Bof / Mary poppins";"Chim chim cher-ee";"1963";"DUCHESSE COM";1722636294;1722636457;;;
