"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer";"youtube"
"Flavien Berger";"Contrebande 02 : Le disque de l'été";"Beta";"2024";"PAN EUROPEAN RECORDING / VIBRANCE";1721723899;1721724085;;"https://open.spotify.com/track/6OMUUV38OFHUM0RPRF9SGs";"https://www.deezer.com/track/2584771792";
"Y La Bamba";"Dibujos de mi alma";"Dibujos de mi alma";"2023";"TENDER LOVING EMPIRE";1721724083;1721724335;;"https://open.spotify.com/track/1GXm4Dv2NiM8QLui2l4Wls";"https://www.deezer.com/track/2081749197";
"Herbie Mann";"Do the Bossa Nova with Herbie Mann";"Deve ser amor";"1963";"FRESH SOUND RECORDS / ATLANTIC";1721724333;1721724591;;;;
"Eddie Chacon";"Sundown";"Same old song";"2023";"STONES THROW RECORDS";1721724589;1721724800;;"https://open.spotify.com/track/14IDu0RNmlVzxWvpIgiEtz";"https://www.deezer.com/track/2070272017";
"Vanessa Daou";"Make You Love";"Aphrodite";"2000";"EMI";1721724796;1721725013;;;;
"Scott Mac Gregor Moore";"We are the children of the sun";"So good when it comes";"1981";"BBE MUSIC";1721725010;1721725224;;;;
"Dj Marrrtin";"Cyclothymix";"Taraxacum";"2023";"STEREOPHONK";1721725221;1721725446;;"https://open.spotify.com/track/0SfTjDNKQyft4MZVm3t7Vv";"https://www.deezer.com/track/2559026112";
"Gil Scott Heron";"The best of";"Angel dust";"1978";"ARISTA";1721725444;1721725700;;;;
"SiR";"Heavy";"Ricky's song";"2024";"TOP DAWG ENTERTAINMENT";1721725529;1721725738;"https://music.apple.com/fr/album/rickys-song/1733889610?i=1733890666&uo=4";"https://open.spotify.com/track/25PxmVaaWKZMHBWyMuHynU";"https://www.deezer.com/track/2684849702";
"Kim Wilde";"Love blonde : The Rak year";"Everything we know";"1981";"CHERRY POP";1721725694;1721725917;;"https://open.spotify.com/track/4dnirPQ33VbfqbJEUXXUmP";"https://www.deezer.com/track/367292571";
"Mamama";"Hier sera meilleur";"Endless chill vibes";"2024";"BYEBYE RECORDS";1721725910;1721726092;;"https://open.spotify.com/track/5OWkySoXj1GRvgKljVDsgB";;
"Khruangbin";"A Love International";"A love international";"2024";"";1721726089;1721726343;"https://music.apple.com/fr/album/a-love-international/1721004325?i=1721004575&uo=4";"https://open.spotify.com/track/3Bbb7sfVmXbJnuy75MidP3";;
"Akiko Yano";"Japanese girl";"Oka wo koete";"1976";"MIDI INC.";1721726337;1721726519;;;;
"Hank Penny";"Bob Dylan   - Radio Radio";"Hold the phone";"1951";"MISCHIEF MUSIC";1721726512;1721726654;;;"https://www.deezer.com/track/10788432";
"Rebecka Tornqvist & Johan Lindstrom";"Memo";"Is this peace";"2023";"MOULE / KAMINE AB";1721726870;1721726995;;;;
"Bill Evans";"Everybody digs Bill Evans";"Peace Piece";"1958";"RIVERSIDE";1721726992;1721727395;;;"https://www.deezer.com/track/1141122";
"Achille";"Iris";"J'oublie";"2017";"LE FURIEUX";1721727391;1721727613;;;;
"Bruna Mendez";"Corpo possivel";"Pele de sal";"2021";"180G X DISK UNION";1721727612;1721727798;;"https://open.spotify.com/track/7KCO8fO7XNX5hw11wMmJLR";"https://www.deezer.com/track/763103222";
"Dora Morelenbaum";"Vento de beirada";"Dó a dó";"2023";"MR BONGO";1721727798;1721728005;;;"https://www.deezer.com/track/2584487772";
"Satellite Jockey";"Plays music !";"Mouvement II";"2024";"ANOTHER RECORD";1721727994;1721728097;;"https://open.spotify.com/track/3eI3Fb3QvrTjAG5YJuOH6t";"https://www.deezer.com/track/2605530892";
"The Beatles";"1967-1970 album bleu";"I Am The Walrus";"1967";"EMI";1721728097;1721728369;;;;
"SiR";"Heavy";"Ricky's song";"2024";"TOP DAWG ENTERTAINMENT";1721728165;1721728166;"https://music.apple.com/fr/album/rickys-song/1733889610?i=1733890666&uo=4";"https://open.spotify.com/track/25PxmVaaWKZMHBWyMuHynU";"https://www.deezer.com/track/2684849702";
"The Temptations";"Gold";"Power";"1980";"MOTOWN";1721728358;1721728606;;"https://open.spotify.com/track/4tsvwzVibxw9uIbkbUQX5s";"https://www.deezer.com/track/100922910";
"Context";"Spirit of... Funk - from the roots to the fruits";"If i had a band";"2003";"WAGRAM";1721728605;1721728796;;;;
"Aron Ottignon & Jeri Jeri Band";"Dama bëgga ñibi";"Kaolack";"2024";"URBAN TROUT RECORDS";1721728794;1721728986;;;;
"MAUD OCTALLINN";"En terrain tendre";"SUPER FIERE SUR MON BULLDOZER";"2017";"LA SOUTERRAINE";1721728969;1721729099;"https://itunes.apple.com/fr/album/super-fi%C3%A8re-sur-mon-bulldozer/1200486009?i=1200486041&uo=4";;;"https://www.youtube.com/watch?v=uZyPakRS6f8"
"King Gizzard And The Lizard Wizard";"Rough trade shops / Heavenly 25";"The river";"2015";"ROUGH TRADE LTD";1721729095;1721729307;;;;
"THE WHO";"Who's better, who's best";"SEE ME FEEL ME";"1970";"POLYDOR";1721729305;1721729516;;;;
"Faye Webster";"Underdressed at the symphony";"He loves me yeah !";"2024";"SECRETLY CANADIAN";1721729514;1721729683;;;;
"Joel P West";"BOF / Grandma";"Being maudlin";"2015";"LAKESHORE RECORDS";1721729682;1721729821;;"https://open.spotify.com/track/5PeuxovLc3FjKwi8xxbpgK";"https://www.deezer.com/track/104406358";
"LILI BOULANGER/MZS MARIA RICARDA WESSELING/PNO NATHALIE DANG";"Clara Schumann, Alma Mahler et Lili Boulanger : Lieder";"ATTENTE";"2008";"Claves";1721729819;1721729942;;;;
"Andrea Laszlo De Simone";"";"Chapter I : Immensità";"2020";"";1721729936;1721730150;;;;
"Alberto Radius";"Paisà got soul / Soul, AOR & Disco in Italy (1977-1986)";"California";"1979";"FOUR FLIES RECORDS";1721730139;1721730457;;;;
"Moda Et Dan";"Jimmy Jay présente """"Les cool sessions""""";"Moda et Dan s'ennuient";"1993";"VIRGIN";1721730455;1721730718;;;;
"Tour-Maubourg & Ismael Ndir";"Opening theme";"Opening theme";"2024";"PONT NEUF RECORDS";1721730716;1721730991;;;;
"Nena";"Nena";"99 luftballons";"1983";"CBS";1721730987;1721731217;;"https://open.spotify.com/track/2IJftBfq7pJ43tfnOR0RB3";;
"Automatic";"Excess";"New beginning";"2022";"STONES THROW RECORDS";1721731215;1721731453;;"https://open.spotify.com/track/070Sb4HEVCbnZ2StWk6gjU";"https://www.deezer.com/track/1634562322";
"Hairy Diamond";"Torture";"Torture";"2002";"PPQ RECORDS";1721731452;1721731631;;;;
"The Kitchen Ii Allstars";"Bongo grove / Onyeabor 80";"Onyeabor 80";"2022";"ALL TOWN SOUND";1721731631;1721731872;;"https://open.spotify.com/track/4bqTtasVNDArOSkPjehRR6";"https://www.deezer.com/track/1818761727";
"Gnonnas Pedro Et Ses Dadjes";"Legends of Benin/Afro-Funk, Cavacha, Agbadja, Adro-Beat";"Dadje von o von";"2009";"Analog Africa";1721731861;1721732092;;;;
"AMADOU ET MARIAM";"Folila";"SANS TOI";"2012";"BECAUSE";1721732087;1721732281;;;;
"Billy J Kramer";"50 years in recording / George Martin";"Bad to me";"1963";"PARLOPHONE";1721732280;1721732418;;;"https://www.deezer.com/track/3139457";
"Bryony Jarman-Pinto";"Feel those things / Riverside";"Feel those things (instrumental)";"2024";"TRU THOUGHTS";1721732417;1721732684;;;;
"Adrian Younge";"Something about april II";"La ballade";"2016";"LINEAR LABS";1721732681;1721732850;;"https://open.spotify.com/track/2fTd0TXiOr7GklBvhGRDOV";"https://www.deezer.com/track/2666340332";
"Nectar Woode";"Nothing to lose";"Nothing to lose";"2024";"COMMUNION RECORDS";1721732850;1721732997;;"https://open.spotify.com/track/0imk3GHOleGNni3a8IsDKu";"https://www.deezer.com/track/2442081395";
"The High Llamas";"Talahomi way";"Berry Adams";"2011";"DRAG CITY";1721732999;1721733220;"https://music.apple.com/fr/album/berry-adams/430484775?i=430484778&uo=4";"https://open.spotify.com/track/09Y4b3ryVDLjtBuGv4W1XE";"https://www.deezer.com/track/477778862";
"Shay Hazan";"Wusul";"Shimo kitazawa";"2024";"BATOV RECORDS";1721733216;1721733430;;"https://open.spotify.com/track/5XUqxTnE1HKtaSUt1z8YAx";;
"Orchestre De La Suisse Romande";"Ernest Ansermet : French music / CD 12";"3 Poèmes de Stéphane Mallarmé : 1. Soupir";"2013";"DECCA";1721733429;1721733645;;;;
"Brittany Howard";"Jaime";"Goat head";"2019";"COLUMBIA";1721733642;1721733834;;"https://open.spotify.com/track/27skRh4xvwEplZZ3IxvOOk";"https://www.deezer.com/track/2482421191";
"Jose James";"On & on";"The healer (feat. Ebban Dorsey)";"2023";"RAINBOW BLONDE";1721733832;1721734181;;;;
"Tricky";"Maxinquaye";"Hell is round the corner";"1995";"ISLAND";1721734181;1721734407;;"https://open.spotify.com/track/2wC0qK8JN6gblb0ZJzE2d9";;
"Bush Tetras";"Boom in the Night";"Funky (instrumental)";"1995";"REACHOUT INTERNATIONAL RECORDS";1721734401;1721734561;;;;
"Marcos Valle";"Brésil/The brazilian boogie connection/From Rio to Sao Paulo 1976-1983";"Estrelar";"1983";"CULTURES OF SOUL RECORDS";1721734562;1721734875;"https://music.apple.com/fr/album/estrelar/379535167?i=379535168&uo=4";"https://open.spotify.com/track/2koS4fD3kzizdnzWzyrxyT";"https://www.deezer.com/track/11085336";
"The Wailing Souls";"Studio One sound";"Trouble Maker";"1970";"SOUL JAZZ RECORDS";1721734866;1721735102;;;;
"Elli Ingram";"Bad behaviour";"Loving you (is losing me)";"2023";"PINC RECORDS";1721735101;1721735323;;"https://open.spotify.com/track/0RbHR8UsILik92BTp7DJWO";;
"Michelle Blades";"BOF / Las hijas";"Sexo y celos";"2024";"LOVE THEME MUSIC";1721735323;1721735458;;"https://open.spotify.com/track/2G0pwtMnXSAQiziT6OpDoX";"https://www.deezer.com/track/2583927532";
"Sunglasses For Jaws";"A room in Europe";"Cafe banane";"2023";"PONY RECORDINGS";1721735455;1721735733;;;;
"Fairuz";"Kifak inta";"Indi thika fik";"2022";"WEWANTSOUNDS";1721735732;1721735994;;;;
"Jolie Holland";"Haunted Mountain";"Won't find me";"2023";"RECORDS RECORDS";1721735994;1721736223;;;"https://www.deezer.com/track/2350005745";
"Arat Kilo";"12 days in Addis";"Enie Konjo (Robert Le Magnifique Remix)";"2013";"ONLY MUSIC";1721736219;1721736410;;"https://open.spotify.com/track/0Pje6gwHQ2qTCbox7JpcV9";"https://www.deezer.com/track/64591928";
"The Grateful Dead";"Workingman's Dead";"Cumberland Blues";"1970";"WARNER BROS";1721736411;1721736604;;;;
"Le Roi Angus";"Est-ce que tu vois le tigre ?";"Presque le Canada";"2018";"ECHO ORANGE";1721736603;1721736823;;"https://open.spotify.com/track/22SxxKKJCJGv2BVUeicOs5";;
"Lisa Leblanc";"Chiac disco";"Dans l'jus";"2022";"BONSOUND";1721736821;1721737102;"https://music.apple.com/fr/album/dans-ljus/1585050177?i=1585050294&uo=4";;;
"Charif Megarbane";"Marzipan (Habibi Funk 023) (Bonus Edition)";"Marzipan";"2023";"HABIBI FUNK RECORDS";1721737100;1721737255;;"https://open.spotify.com/track/0UEzjl0e1UIpL7mvgVGd3b";"https://www.deezer.com/track/2286721187";
"France Gall";"Poupée de son";"Le coeur qui jazze";"1965";"POLYDOR";1721737254;1721737417;;;;
"Fai Baba";"Veränderet";"Herz";"2022";"A TREE IN A FIELD RECORDS";1721737417;1721737619;;"https://open.spotify.com/track/0aafQrzAnrPNj2Pf0njD5e";;
"Cousin Kula";"Vitamin D";"Good feelin'";"2024";"RHYTHM SECTION ITNL.";1721737615;1721737776;"https://music.apple.com/fr/album/good-feelin/1718066214?i=1718066227&uo=4";"https://open.spotify.com/track/24G1e3jWWM5arUr315JUKo";"https://www.deezer.com/track/2555455432";
"Bobbi Humphrey";"Flute in";"It's too late";"1971";"BLUE NOTE";1721737776;1721737960;;;"https://www.deezer.com/track/514405932";
"Krishna Shah";"Back to mine : Morcheeba";"Baby let's dance together";"2001";"DMCWORLD.COM";1721737954;1721738111;;;;
"Dina Ogon";"Dina Ögon";"Nirvana";"2021";"SING A SONG FIGHTER";1721738112;1721738380;"https://music.apple.com/fr/album/nirvana/1615639747?i=1615639769&uo=4";"https://open.spotify.com/track/3U2jYTd6WBxgGHk0NkuITc";"https://www.deezer.com/track/1692684537";
"Cocosuma";"Le début";"Back to the start";"2010";"THIRD SIDE RECORDS";1721738379;1721738633;;;;
"Grandbrothers";"Late reflections";"North/south";"";"CITY SLANG";1721738631;1721738768;;"https://open.spotify.com/track/5J5KnfZv6ksWECu6yhWaZ0";"https://www.deezer.com/track/2582853102";
"Hannah Jadagu";"Aperture";"Warning sign";"2023";"SUB POP RECORDS";1721738762;1721738965;;"https://open.spotify.com/track/3HpfHYxvRacvmEPFR9ovF7";"https://www.deezer.com/track/2125667477";
"Aysay";"Köy";"Ninni";"2023";"NO BOUNDS MUSIC";1721738964;1721739171;"https://music.apple.com/fr/album/ninni/1705834670?i=1705834693&uo=4";"https://open.spotify.com/track/05va01EGc2zJYteG9OPlqk";"https://www.deezer.com/track/2439983525";
"Glue 70";"2070";"Dark days";"2020";"MAJESTIC CASUAL RECORDS";1721739171;1721739334;;;;
"Josiah Soren";"Samurai (instrumentals)";"Aeiouy (feat. Shalom Little & Dk)";"2024";"AUTOPRODUCTION";1721739332;1721739602;;;"https://www.deezer.com/track/2533760761";
"Stanley Clarke";"School days";"Quiet afternoon";"1976";"EPIC";1721739596;1721739899;"https://music.apple.com/fr/album/quiet-afternoon/525571557?i=525571559&uo=4";"https://open.spotify.com/track/2uATA5DggPypav0bkP1Iaf";;
"Dele Sosimi & The Estuary";"E si m'èdo";"E si m'èdo (feat. Lizzy Dosunmu)";"2023";"WAH WAH RECORDINGS";1721739895;1721740075;;;;
"Michelle Blades";"BOF / Las hijas";"Sexo y celos";"2024";"LOVE THEME MUSIC";1721740029;1721740164;;"https://open.spotify.com/track/2G0pwtMnXSAQiziT6OpDoX";"https://www.deezer.com/track/2583927532";
"Parquet Courts";"Wide awake !";"Wide awake !";"2018";"ROUGH TRADE RECORDS";1721740074;1721740233;;;;
"Liam Bailey";"Zero grace";"Sekkle down";"2024";"BIG CROWN RECORDS";1721740231;1721740426;;"https://open.spotify.com/track/3W4Y8a7uZTFAIMAqn5gMbX";;
"Haziz";"Supertiger";"Kislev";"2022";"DAY END RECORDS";1721740424;1721740708;;"https://open.spotify.com/track/4Ysr6FPoiffWaVinuEe1KX";"https://www.deezer.com/track/1757625127";
"Francoise Hardy";"Star";"A vannes";"1977";"EMI";1721740709;1721740897;;"https://open.spotify.com/track/2eak6xjHTlRGr2iucNAkxI";;
"Sade";"Diamond life";"Frankie's first affair";"1984";"CBS";1721740894;1721741168;;"https://open.spotify.com/track/67r1nqpzlKj3x0khmvdFoD";"https://www.deezer.com/track/1030591262";
"Sam Gendel";"Satin doll";"Goodbye pork pie hat";"2020";"NONESUCH";1721741165;1721741410;;"https://open.spotify.com/track/2ojFnrPKWdFx4PgQt1yeTD";"https://www.deezer.com/track/899940992";
"Kendrick Lamar";"To pimp a butterfly";"Wesley's theory";"2015";"AFTERMATH";1721741409;1721741712;;"https://open.spotify.com/track/7Ks4VCY1wFebnOdJrM13t6";"https://www.deezer.com/track/97206056";
"Kali Uchis";"Isolation";"After the storm (Feat. Tyler, The Creator & Bootsy Collins)";"2018";"VIRGIN";1721741691;1721741896;;"https://open.spotify.com/track/1otG6j1WHNvl9WgXLWkHTo";;
"New Order";"Power, corruption & lies";"Age of consent";"1983";"LONDON";1721741755;1721741756;;;"https://www.deezer.com/track/412787832";
"Mac Demarco";"One Wayne G";"20190724 2";"2023";"MAC DEMARCO, LLC";1721741894;1721742006;;"https://open.spotify.com/track/6L3kq3nfseC0GL1NRPGJaC";;
"Alexia Gredy";"Hors saison (extrait)";"Drôle d'idée";"2022";"UNIVERSAL MUSIC DIVISION POLYDOR";1721742281;1721742436;;;"https://www.deezer.com/track/1563613262";
"Abranis";"Amazigh Freedom Rock (1973 – 1983)";"Id Ed Was";"1983";"BONGO JOE RECORDS";1721742434;1721742670;;;;
"Avi Avital";"Avi Avital interprète Antonio Vivaldi à la Mandoline";"Concerto en Ut Maj P 134 RV 425 : Allegro - pour mandoline cordes et basse continue";"2015";"DGG (DEUTSCHE GRAMMOPHON)";1721742669;1721742834;;;;
"Sufjan Stevens";"Mystery of love";"Mystery of love";"2017";"SONY MASTERWORKS";1721742828;1721743074;"https://music.apple.com/fr/album/mystery-of-love/1304615360?i=1304616729&uo=4";"https://open.spotify.com/track/0MNNKSUU9OOQ8DSGWduw79";;
"Smashing Pumpkins";"Mellon collie and the infinite sadness";"Thirty-Three";"1995";"VIRGIN";1721743071;1721743318;;;;
"Smashing Pumpkins";"Mellon collie and the infinite sadness";"Thirty-Three";"1995";"VIRGIN";1721743274;1721743275;;;;
"Bill Frisell";"Disfarmer";"Disfarmer thème";"2009";"NONESUCH";1721743275;1721743276;;"https://open.spotify.com/track/3ftlZtljMnriXruXg8RnoM";"https://www.deezer.com/track/3788258";
"Alain Bashung";"L'imprudence";"Noir de monde";"2002";"BARCLAY";1721743647;1721743906;"https://music.apple.com/fr/album/noir-de-monde/1443035553?i=1443037915&uo=4";"https://open.spotify.com/track/27g5MSMJlSgIHDZxouqxam";;
"PJ Harvey";"To bring you my love";"Down by the water";"1995";"ISLAND";1721743903;1721744093;"https://music.apple.com/fr/album/down-by-the-water/1440922042?i=1440922606&uo=4";"https://open.spotify.com/track/48mJX8glOrQkrSdVBjc0Wb";"https://www.deezer.com/track/1169910";
"Okvsho";"A place between us";"Con mi perros en la niebla";"2024";"CURRENT MOVES";1721744089;1721744294;;;;
"Jeanne Added";"Radiate";"Mutate";"2018";"NAIVE";1721744293;1721744576;"https://music.apple.com/fr/album/mutate/1399219643?i=1399220864&uo=4";"https://open.spotify.com/track/6Ctku3pq2qiqi74FLyge9A";"https://www.deezer.com/track/513087522";
"The Flaming Lips";"Yoshimi battles the Pink robots";"Fight test";"2002";"WARNER";1721744572;1721744813;"https://music.apple.com/fr/album/fight-test/1189403816?i=1189403819&uo=4";"https://open.spotify.com/track/0ScgmigVOJr2mFsAtwFQmz";;
"Dust Brothers The";"BOF / Fight club";"Fight club : Corporate world";"1999";"TWENTY CENTURY FOX";1721744810;1721744973;;;;
"Anoushka Shankar";"Breathing under water";"Easy (Norah Jones)";"2007";"EMI";1721744971;1721745178;;;;
"Beth Gibbons";"Floating on a moment";"Floating on a moment";"2024";"DOMINO RECORDING";1721745176;1721745498;"https://music.apple.com/fr/album/floating-on-a-moment/1728144209?i=1728144213&uo=4";"https://open.spotify.com/track/0WH39BFVGotzXe3torfzvK";"https://www.deezer.com/track/2641765982";
"Francois Lazarevic";"For ever fortune / La musique écossaise au XVIIIème siècle";"Benney side - pour flute et harpe baroque";"2011";"ALPHA";1721745494;1721745666;;;;
"Kate Bush";"The whole story";"Army dreamers";"1980";"EMI";1721745666;1721745857;"https://music.apple.com/fr/album/army-dreamers/696884485?i=696886774&uo=4";"https://open.spotify.com/track/2LTCVKCcbKQBoqofOkI0fB";"https://www.deezer.com/track/3127838";
"Bill Withers";"Menagerie / Vol.7";"Lovely night for dancing";"1977";"SONY";1721745856;1721746203;;"https://open.spotify.com/track/6Zxubc85CUm7fFP9HDyAu3";;
"The Lewis Express";"The lewis express";"Love can turn a man";"2018";"ATA RECORDS";1721746199;1721746575;"https://music.apple.com/fr/album/love-can-turn-a-man/1411846038?i=1411846053&uo=4";"https://open.spotify.com/track/1iH2hsMtmHvHLuZeLfE7jp";"https://www.deezer.com/track/528420161";
"Christophe Miossec";"L'étreinte";"La facture d'éléctricité";"2006";"PIAS";1721746329;1721746521;;"https://open.spotify.com/track/4Z8koGnGwadel2GHXSbIGa";;
"Moda Et Dan";"Jimmy Jay présente """"Les cool sessions""""";"Moda et Dan s'ennuient";"1993";"VIRGIN";1721746369;1721746632;;;;
"Quantic And His Combo Barbaro";"Tradition in transition";"Mambo los quantic";"2009";"TRU THOUGHTS";1721746516;1721746797;;"https://open.spotify.com/track/1hgKYb8suKkZp3GkjMC8Wf";;
"Wally Badarou";"Echoes";"Mambo";"1985";"ISLAND";1721746795;1721747091;;;;
"Righeira";"The singles 83/87";"No tengo dinero";"1983";"LA BIONDA MUSIC";1721747087;1721747287;;;;
"Melenas";"Ahora";"1986";"2023";"TROUBLE IN MIND RECORDS";1721747284;1721747533;;"https://open.spotify.com/track/4VNjx6h3LA8dAYaROwrdZR";;
"Stereolab";"Margerine eclipse";"Vonal declosion";"2004";"ELEKTRA";1721747528;1721747739;"https://music.apple.com/fr/album/vonal-declosion/1230564903?i=1230565932&uo=4";"https://open.spotify.com/track/5MFGxwCqi67IU13ALiUet3";"https://www.deezer.com/track/819865572";
"Midlake";"For the sake of Bethel woods";"Dawning";"2022";"BELLA UNION";1721747737;1721747991;;"https://open.spotify.com/track/3LqJ3d6ZrR9aqAezI02pZu";;
"Tommy Guerrero";"A little bit of something";"Azucar";"2000";"SOURCE/VIRG";1721747988;1721748110;;"https://open.spotify.com/track/2a7ZjFUGeBXUGBp3p3u6G7";;
"Sweet Inspirations";"Soul gospel";"Every day will be like a holiday";"1969";"";1721748105;1721748251;;;;
"Jerry Harris";"Rare grooves reggae";"Spreading all over";"1987";"NOVA RECORDS";1721748249;1721748434;;;;
"Bola Johnson & His Easy Life Top Beats";"Nigeria 70/Sweet times /Afro -funk , highlife & juju from 1970s Lagos";"E ma s'eka";"1971";"";1721748433;1721748631;;;;
"Aziza Brahim";"Mawja";"Metal, madera";"2024";"GLITTERBEAT RECORDS";1721748628;1721748864;;"https://open.spotify.com/track/1VxWUqYqigOW96hekrteMN";;
"Trunks";"We dust";"What is fantasy";"2023";"IL MONSTRO";1721748861;1721749076;"https://music.apple.com/fr/album/what-is-fantasy/1698744434?i=1698745270&uo=4";"https://open.spotify.com/track/1KwniPy11KinOglAZ6tdGq";;
"Radiohead";"OK Computer";"Let down";"1997";"PARLOPHONE";1721749068;1721749365;;"https://open.spotify.com/track/2fuYa3Lx06QQJAm0MjztKr";"https://www.deezer.com/track/138539979";
"Claire days";"Emotional territory";"The ground";"2022";"AUTOPRODUCTION";1721749363;1721749564;;"https://open.spotify.com/track/6c2s1GuOKknKPn2WufM1Gh";;
"Veronique Sanson";"L'intégrale et voila ! / Vol.1 : Premières chansons 1967 - 1970";"Maria de Tusha - (version inédite)";"1967";"WARNER MUSIC FRANCE";1721749564;1721749741;;;;
"Jean Pierre Rampal";"Classic Gershwin";"Liza";"1987";"CBS";1721749739;1721749881;;;;
"Joao Gilberto";"38 titres de bossa nova";"Insensatez";"1961";"EMI";1721749880;1721750023;;;;
"Filhos Do Sol";"No som dos tambores";"Menino do pelo";"1993";"CID (COMPANHIA INDUSTRIAL DE DISCOS)";1721750022;1721750185;;;;
"Vanessa Daou";"Zipless";"Near the black forest";"1994";"MCA RECORDS";1721750183;1721750467;;;;
"Alabama 3";"Boftv / The sopranos";"Woke up this morning (Chosen one mix)";"1999";"COLUMBIA";1721750464;1721750708;;;;
"Wax Tailor";"The shadow of their suns (instrumental)";"Everybody (Instrumental Version)";"2021";"LAB ORATOIRE";1721750708;1721750918;;;"https://www.deezer.com/track/2850704452";
"L’epee";"Diabolique";"Lou";"2019";"BECAUSE";1721750918;1721751138;"https://music.apple.com/fr/album/lou/1469034471?i=1469034717&uo=4";"https://open.spotify.com/track/3OlD6v9bKOsnoWuTt9wJhd";;
"Eagles Of Death Metal";"Heart on";"Wannabe in LA";"2008";"DOWNTOWN MUSIC";1721751134;1721751269;;;;
"True Green";"My lost decade";"Hopeless diamond";"2024";"SPACECASE RECORDS";1721751267;1721751471;"https://music.apple.com/fr/album/hopeless-diamond/1728216505?i=1728216510&uo=4";"https://open.spotify.com/track/2vBLD38ROOzEdL1vn4TbCA";;
"Oan Kim & The Dirty Jazz";"Rebirth of innocence";"The last dinosaur";"2024";"ARTWORK RECORDS / PIAS";1721751460;1721751644;;;;
"Jah Shaka";"Imperial Dub - Commandments of Dub Chapter 8";"Soloman Dub";"1988";"JAH SHAKA MUSIC";1721751641;1721751841;"https://music.apple.com/fr/album/soloman-dub/601650505?i=601651229&uo=4";"https://open.spotify.com/track/3pveaKAAh1H82WphPxAYCJ";;
"Milton Henry";"Darker than blue : Soul from Jamdown 1973 - 1980";"Gypsy woman";"1976";"BLOOD AND FIRE LIMITED";1721751840;1721752021;;;;
"Al Green";"Let's stay together";"Let's stay together";"1971";"HI RECORDS";1721752019;1721752212;;;"https://www.deezer.com/track/97095572";
"Nightmares On Wax";"Shout out ! To freedom";"Up to us (feat. Haile Supreme)";"2021";"WARP";1721752210;1721752497;;;;
"Melanie";"Cri d'amour";"La belle histoire";"2022";"COMET RECORDS";1721752496;1721752671;"https://music.apple.com/fr/album/la-belle-histoire/1646813195?i=1646813578&uo=4";"https://open.spotify.com/track/1gnSD4htfqduB0dHLKF4By";;
"Ottavio Dantone";"Agitata";"Sinfonia n°12 en la min (La Passione de Gesu Signor Nostro) : 2. Andante - pour orchestre";"2017";"ALPHA (ET MBM) @";1721752669;1721752816;;;;
"Nick Drake";"Five leaves left";"Day is done";"1969";"ISLAND";1721752811;1721752957;"https://music.apple.com/fr/album/day-is-done/1440656068?i=1440656405&uo=4";"https://open.spotify.com/track/66790TBuwlIrGxWWTVc6yl";"https://www.deezer.com/track/2282998";
"Fleetwood Mac";"Rumours";"Dreams";"1977";"WARNER";1721752955;1721753210;;;"https://www.deezer.com/track/664450";
"Young Gun Silver Fox";"Ticket to Shangri-La";"Call me up";"2022";"LEGERE RECORDINGS";1721753208;1721753432;;;;
"Swv";"Anything";"Anything (album instrumental)";"1994";"RCA";1721753430;1721753764;;;;
"Snoop Dogg";"Riders on the storm (Fredwreck remix)";"Riders on the storm (Fredwreck remix)";"2004";"GEFFEN";1721753622;1721754001;;;;
"Olympic Runners";"Out in front";"Dump the bump";"1975";"LONDON RECORDS";1721757804;1721758000;;;;
"Tony Allen";"FIlm of life";"Go back (feat. Damon Albarn)";"2014";"HARMONIA MUNDI";1721757865;1721758189;"https://music.apple.com/fr/album/go-back-feat-damon-albarn/1443214546?i=1443214565&uo=4";;;
"Aaron Frazer";"Introducing";"If I Got It (Your Love Brought It)";"2021";"DEAD OCEANS";1721757995;1721758167;"https://music.apple.com/fr/album/if-i-got-it-your-love-brought-it/1525638178?i=1525638183&uo=4";"https://open.spotify.com/track/1jSAARNT7fzLTcPc4IUQQz";"https://www.deezer.com/track/1036732322";
"The Animals";"Bo Diddley is a songwriter";"The story of Bo Diddley";"1964";"ACE RECORDS";1721758160;1721758501;"https://music.apple.com/fr/album/the-story-of-bo-diddley/696659789?i=696659864&uo=4";;"https://www.deezer.com/track/3123408";
"Bonnie Banane";"Franchement";"Franchement";"2023";"PECHE MIGNON - GRAND MUSIQUE MANAGEMENT";1721758500;1721758651;;;"https://www.deezer.com/track/2596471692";
"Mathematiques Modernes";"Les visiteurs du soir";"TV night (Instrumental)";"2012";"CELLULOID";1721758649;1721758848;;;;
"Sonzeira";"Tam tam tam reimagined";"Aves de leme (feat. Daniel Casimir)";"2016";"BROWNSWOOD";1721758792;1721759038;;"https://open.spotify.com/track/6mqhOcNjsi6jcAxOWzCRp3";"https://www.deezer.com/track/1302333782";
"Max Romeo & The Upsetters";"War Ina Babylon";"I chase the devil";"1976";"ISLAND";1721759036;1721759242;;;;
"Curtis Mayfield";"Sweet exorcist";"Make me believe in you";"1974";"CHARLY";1721759239;1721759568;;"https://open.spotify.com/track/1yw66ZPsfqblI4PFcEdIKe";;
