"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify"
"France Gall";"Io si, tu no";"Se agli amici dirai";"1965";"PHILIP";1752314309;1752314464;;;
"Archie Shepp";"Kwanza";"Spoo pee doo";"1968";"IMPULSE";1752314461;1752314615;"https://www.deezer.com/track/2293716";;
"Rasha";"Desert blues 2 / Rêves d'oasis";"Azara al hay";"2002";"NETWORK";1752314608;1752314996;;;
"Charbel Rouhana & The Beirout Oriental Ensemble";"Hand made";"First meeting";"2008";"FORWARD MUSIC";1752314994;1752315126;;;
"Sunglasses For Jaws";"A room in Europe";"Cashew";"2023";"PONY RECORDINGS";1752315124;1752315324;;;
"T Rex";"Electric warrior";"Mambo sun";"1971";"UNIVERSAL MUSIC (LABEL & DISTRIBUTEUR)";1752315320;1752315535;;;
"Marie Laforet";"Blowin' in the wind";"Et si je t'aime";"1963";"MAGIC RECORDS";1752315533;1752315666;"https://www.deezer.com/track/487708232";;
"The Brothers Nylon";"Lofi sauce";"Bagel boy";"2022";"BMM RECORDS";1752315663;1752315898;"https://www.deezer.com/track/3074651121";"https://music.apple.com/fr/album/bagel-boy/1777892849?i=1777892857&uo=4";"https://open.spotify.com/track/08HCmSp32A8eB6Q29Ut0gT"
"John Holt";"200% Dynamite";"I'm the one to blame";"1973";"SOUL JAZZ RECORDS";1752315896;1752316066;"https://www.deezer.com/track/141403281";;
"Lady Wray";"Cover girl";"Best for us";"2025";"BIG CROWN RECORDS";1752316062;1752316282;"https://www.deezer.com/track/3392115531";;"https://open.spotify.com/track/0QEb6GsOltzSeCj4iMuBFr"
"The Shoe Laces";"Picó : Sound System Culture From The Colombian Caribbean";"Isitha Somuntu";"1981";"Strut";1752316278;1752316505;"https://www.deezer.com/track/2557826292";"https://music.apple.com/fr/album/isitha-somuntu/1718262150?i=1718262159&uo=4";"https://open.spotify.com/track/1LdBaoJKUXCnlxLwDbtuTG"
"Rob J Madin";"Monstro";"Heartacher";"2025";"MILES AWAY RECORDS";1752316502;1752316690;"https://www.deezer.com/track/3301039071";"https://music.apple.com/fr/album/heartacher/1804889698?i=1804889710&uo=4";"https://open.spotify.com/track/5qCllzvPUU4oJiPHCmhikS"
"Biche";"La nuit des Perséides";"As-tu peur du matin ?";"2019";"BANQUISE RECORDS";1752316679;1752316932;"https://www.deezer.com/track/663572672";;"https://open.spotify.com/track/1hNxzK96bLyzeyVShadM2u"
"Eda Diaz";"Suave bruta";"Dulce de mar";"2024";"AIRFONO";1752316929;1752317167;"https://www.deezer.com/track/2514411401";;"https://open.spotify.com/track/5B5L7mA8J6DPIwD5rZkAOl"
"Angela Gheorghiu";"Bof/ 2046";"Casta diva (Acte I) air de norma";"2004";"VIRGIN";1752317167;1752317369;;;
"Orchestre Pasdeloup";"Oeuvres symphonique de compositrices";"Aether : 1. Brumeux, mystérieux - pour orchestre";"2023";"PRESENCE COMPOSITRICES";1752317370;1752317646;;;
"Ramp";"Come Into Knowledge";"Everybody loves the sunshine";"1977";"VERVE";1752317596;1752317819;"https://www.deezer.com/track/954678";;"https://open.spotify.com/track/4BDIh3R6eSK6BqSx8n3Tfc"
"Bruno Morais";"A vontade superstar";"A vontade";"2012";"BLACK BROWN & WHITE";1752317808;1752318049;"https://www.deezer.com/track/66750972";;
"Hermeto Pascoal & Grupo";"Só não toca quem não quer";"Garrote (feat. Carlos Malta, Jovino Santos Neto, Itiberê Zwarg, Marcio Bahia & Silvana Malta)";"1987";"SCUBIDU MUSIC";1752318048;1752318230;;;
"Juan Diego Florez";"Italia";"Chitarra romana - arrangement pour ténor 2 guitares acoustiques mandoline et accordéon";"2015";"DECCA";1752318229;1752318436;;;
"R.E.M.";"Out of time";"Losing my religion";"1991";"WARNER";1752318434;1752318699;"https://www.deezer.com/track/136334560";;"https://open.spotify.com/track/31AOj9sFz2gM0O3hMARRBx"
"Duo Ruut";"Ilmateade";"Hobusemäng (Horse game)";"2025";"DUO RUUT MUSIC";1752318698;1752318894;;;
"Dorothy Ashby";"Feeling good";"Feeling good";"1965";"CHARD";1752318891;1752319205;;;
"Katerine";"Les creatures";"Jamais je ne t'ai dit que je t'aimerais toujours oh mon amour";"1999";"BARCLAY";1752319202;1752319381;;;
"Rosie Lowe";"Lover, Other";"This before";"2024";"BLUE FLOWERS MUSIC";1752319379;1752319598;"https://www.deezer.com/track/2763545211";;"https://open.spotify.com/track/56g90YcA2abmRIHzLRFVjJ"
"Korea Town Acid";"Glow up";"Ching chi ca ching";"2025";"";1752319596;1752319775;"https://www.deezer.com/track/3369223711";;"https://open.spotify.com/track/16n8RejcnUMiKVIqBk3PkF"
"Mac Demarco";"One Wayne G";"20200316";"2023";"MAC DEMARCO, LLC";1752319774;1752319966;"https://www.deezer.com/track/2238193917";;"https://open.spotify.com/track/3UjuYVdu2pBMbJUz7h8ZyJ"
"Tom Ze";"Estudando o Samba (1976) / Correio da estação do bras (1978)";"Menina Jesus";"1978";"WM BRAZIL";1752319960;1752320171;"https://www.deezer.com/track/261964521";;"https://open.spotify.com/track/5o4fjdN3d1jGhb6liuTcrd"
"Herbie Hancock";"Sunlight";"I thought it was you";"1978";"CBS";1752320169;1752320706;"https://www.deezer.com/track/2167369";;"https://open.spotify.com/track/0taRW8bPp2xW6ewm6PDMTZ"
"Ennio Morricone";"Morricone secret";"L'immoralità : L'immoralità (edit)";"1978";"DECCA";1752320698;1752320884;;;
"Lana Del Rey";"Born to die - The paradise edition";"Summertime sadness";"2013";"LANA DEL REY";1752320882;1752321146;"https://www.deezer.com/track/18190280";;
"Miki";"graou";"motherlode";"2025";"AUTOPRODUCTION";1752321144;1752321315;"https://www.deezer.com/track/3215567391";;"https://open.spotify.com/track/3gAmawtXRNOVsRR7o708Cv"
"Boards Of Canada";"Music has the right to children";"Open the light";"1998";"WARP RECORDS";1752321312;1752321577;"https://www.deezer.com/track/29373721";"https://music.apple.com/fr/album/open-the-light/281116024?i=281116092&uo=4";"https://open.spotify.com/track/6YKnA7JgJsvnd1gKD3vdED"
"Sidsel Endresen";"New conception of jazz / Box";"You might say";"2000";"JAZZLAND";1752321575;1752321906;;;
"Keanu Nelson";"Wilurarrakutu";"Warumpinya";"2023";"MISSISSIPPI RECORDS";1752321904;1752322161;"https://www.deezer.com/track/2981459401";;"https://open.spotify.com/track/5djkLEXLK3067NluxtafSU"
