"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify"
"Jacques Dutronc";"On nous cache tout on nous dit rien : 1966 - 1968";"Hippie hippie hourrah";"1967";"BMG (DISTR)";1729072687;1729072877;"https://www.deezer.com/track/539745";;
"Jacques Dutronc";"On nous cache tout on nous dit rien : 1966 - 1968";"Hippie hippie hourrah";"1967";"BMG (DISTR)";1729072844;1729073034;"https://www.deezer.com/track/539745";;
"Pierre Henry";"Messe pour le temps present et musiques concretes pour Maurice bejart";"Psyché rock";"1967";"PHILIPS";1729072875;1729073046;;;
"Grater Flip";"Pigalle";"Hide and Seek  (Feat. Babx & Poni Hoax's Nicolas Ker et Alice Lewis)";"2014";"VICIOUS CIRCLE";1729073036;1729073250;;;
"Googoosh";"Rangarang : Pre-revolutionary iranian pop";"Age bemooni";"1968";"VAMPISOUL";1729073245;1729073529;;;
"June Christy";"Ladies in blue";"Something cool";"1953";"DREYFUS";1729073528;1729073784;"https://www.deezer.com/track/124172148";;
"Shirley Jones";"BOF / The music man";"The music man : Till there was you";"1962";"WARNER BROS";1729073780;1729073959;;;
"Warriors Of The Dystotheque";"It's a beautiful thing";"Smile while you're sleeping";"2024";"DSPPR";1729073955;1729074148;"https://www.deezer.com/track/2857796642";"https://music.apple.com/fr/album/smile-while-youre-sleeping/1776804299?i=1776804301&uo=4";"https://open.spotify.com/track/6wxtukWGqSBzT4bwz7VSbT"
"Charlotte Day Wilson";"Cyan blue";"Do You Still";"2024";"STONE WOMAN MUSIC";1729074144;1729074387;;;
"Munya";"Munya";"Trop tard";"2019";"LUMINELLE";1729074385;1729074564;"https://www.deezer.com/track/901593872";;
"R. Stevie Moore";"Glad music";"Colliding circles";"1986";"NEW ROSE RECORDS";1729074554;1729074781;;"https://music.apple.com/fr/album/colliding-circles/279665873?i=279665922&uo=4";"https://open.spotify.com/track/09xL3XqjhuQWVGAQ6vgLUa"
"Flaer";"Preludes";"Pasture";"2023";"ODDA RECORDINGS";1729074781;1729074918;;;"https://open.spotify.com/track/1bdbzBH0QhzToUpoqKRBk1"
"Joan As Police Woman";"Lemons, limes and orchids";"Full-time heist";"2024";"PIAS";1729074894;1729075130;;;"https://open.spotify.com/track/1OYrRr2BlWAt0LIHNdqjYt"
"Erykah Badu";"Baduizm";"Otherside of the game";"1997";"BMG";1729075126;1729075518;;;
"Lonnie Liston Smith";"Cosmic funk";"Naima";"1974";"BMG RCA";1729075511;1729075748;;;"https://open.spotify.com/track/3PK1UKYKo4AgR1KKXKQ47o"
"Parental";"Mathuniversal";"Rebuild (instrumental)";"2023";"HHV";1729075746;1729075988;;;
"MC Solaar";"Qui sème le vent récolte le tempo";"Caroline";"1991";"POLYDOR";1729075969;1729076251;;;"https://open.spotify.com/track/7esR7jO5Fyl78B6CwwhZJy"
"Scone Cash Players";"Brooklyn to Brooklin";"Anadira";"2022";"DAPTONE RECORDS";1729076238;1729076416;;;"https://open.spotify.com/track/0L0c53mSGUa2GWYfD3rT8m"
"Francis Lai";"BOF / Le bobo (the bobo)";"Le bobo : Olimpia’s theme";"1967";"QUARTET RECORDS";1729076415;1729076648;;;
"Jackie De Shannon";"What the world needs now is ....";"What the world needs now is love";"1965";"EMI";1729076645;1729076836;;;
"Young Gun Silver Fox";"Am waves";"Love guarantee";"2018";"LEGERE RECORDINGS";1729076834;1729077095;"https://www.deezer.com/track/499845502";;"https://open.spotify.com/track/57xoKC6t93UCoBuvKlNDqv"
"Tindersticks";"Soft tissue";"Nancy";"2024";"CITY SLANG";1729077092;1729077305;;;"https://open.spotify.com/track/3VSG4DSJRbtTzklagNp7RV"
"Mac Demarco";"One Wayne G";"20200316";"2023";"MAC DEMARCO, LLC";1729077302;1729077493;;;"https://open.spotify.com/track/3UjuYVdu2pBMbJUz7h8ZyJ"
"Yaya Bey";"Evidence / Crying through my teeth";"Crying through my teeth";"2023";"NINJA TUNE";1729077488;1729077628;;;"https://open.spotify.com/track/20iD8PakuwRgP2puGQYIUE"
"She Keeps Bees";"Kinship";"First quarter moon";"2019";"BA DA BING RECORDS";1729077627;1729077845;"https://www.deezer.com/track/630424622";;"https://open.spotify.com/track/2nQX4mIy23Z8zNsxFYOnTG"
"Jane Birkin";"Quoi";"Jane B.";"1968";"POLYDOR";1729077839;1729078023;;;
"Glenn Jones";"The wanting";"The great pacific northwest";"2011";"THRILL JOCKEY";1729078018;1729078313;;;"https://open.spotify.com/track/1COwbYslt7Ofxabim6CzEg"
"Dinah Shore";"For sentimental reasons";"Buttons and bows";"1947";"CAPITOL";1729078309;1729078430;;;
"The Sextones";"Without you";"Without you";"2023";"RECORD KICKS";1729078430;1729078617;;;"https://open.spotify.com/track/7jbk4u9OToFfdtbGVF8GpG"
"Veronica Swift";"Confessions";"I'm hip";"2019";"MACK AVENUE";1729078616;1729078756;;;"https://open.spotify.com/track/7bFlLZNFE7P0MExIq4IaVw"
"Kibrom Birhane";"Here and there";"Maleda";"2022";"FLYING CARPET RECORDS";1729078754;1729079096;;;"https://open.spotify.com/track/3GWgdyqkm0KxELmPpgI8WL"
"Slim & The Beast";"Tongue tied";"Tongue Tied";"2021";"UNITY GROUP";1729079095;1729079320;;;"https://open.spotify.com/track/2QtCpGf0B6AKxd59KSGllX"
"Jungle";"Volcano";"Good at breaking hearts";"2023";"CAIOLA RECORDS";1729079318;1729079532;;;"https://open.spotify.com/track/6J4JyWGym75LACyBWqipKv"
"Ural Thomas & The Pain";"Dancing dimensions";"Dancing dimensions";"2023";"BELLA UNION";1729079518;1729079733;;;
"Booker T & The Mg'S";"BOF / Up tight";"Run tank run";"1969";"STAX RECORDS";1729079730;1729079885;;;
"Sly & The Family Stone";"The essential";"Family affair";"1971";"EPIC";1729079878;1729080061;;;
"Blood Sweat & Tears";"Greatest hits";"And when I die";"1972";"CBS";1729080053;1729080294;;;
"Jesca Hoop";"Order of romance";"Sudden light";"2022";"MEMPHIS INDUSTRIES";1729080293;1729080520;;;"https://open.spotify.com/track/45IgHaznbvIHXMkAmlwy5N"
"Orchestre Philharmonique De La Scala De Milan";"The Fellini album";"La dolce vita : 8. La dolce vita - suite pour orchestre";"2019";"DECCA";1729080520;1729080671;;;
"Tony Bennett";"Columbia jazz : The beat of my heart / CD 6";"The beat of my heart";"1957";"COLUMBIA";1729080669;1729080812;;;"https://open.spotify.com/track/4Q0YpRJhGAYTzwXYrUuiJF"
"Carla Bruni";"The Winner takes it all";"The winners takes it all";"2017";"BARCLAY";1729080810;1729081022;;;
"BIM (Benin International Musical)";"Positive vodoun";"Biowa";"2024";"AUTOPRODUCTION";1729081019;1729081237;;;
"L'Attirail";"La route intérieure";"Baba zastava";"2015";"LES CHANTIERS SONORES";1729081232;1729081401;"https://www.deezer.com/track/102664060";;"https://open.spotify.com/track/26jRBqFwomDz6dHRLUfbdr"
"Johnny Cash";"American III : Solitary man";"I won't back down";"2000";"COLUMBIA";1729081399;1729081525;;"https://music.apple.com/fr/album/i-wont-back-down/1440821714?i=1440821731&uo=4";"https://open.spotify.com/track/6b0AtCzgnYrb7T84o18V4l"
"Meskerem Mees";"Best friend";"Best friend";"2022";"MAYWAY RECORDS";1729081522;1729081705;"https://www.deezer.com/track/2596087122";;"https://open.spotify.com/track/4F2OilypcmGv2TJIfto9sr"
"Orion Sun";"Orion";"These days";"2024";"MOM+POP";1729081702;1729081896;;;"https://open.spotify.com/track/7fW6Jfqg76CabIAjr437at"
"Careless Hands";"When Dreams Slip Through";"New lamps for old";"2021";"SMILING C";1729081893;1729082072;;;"https://open.spotify.com/track/6zwdFoBIcfqYl3pCl3Wj3F"
"Santana";"Moonflower";"She's not there";"1977";"CBS";1729082067;1729082308;;;"https://open.spotify.com/track/44JITu0xanJn3TLMQZJw0G"
"Benjamin Biolay";"Palermo Hollywood";"Palermo Queens";"2016";"BARCLAY";1729082303;1729082522;;;"https://open.spotify.com/track/0ccnSMJcRLEtDXgz5EDXhR"
"Matt Maltese";"Bad contestant";"Nightclub love";"2018";"ATLANTIC RECORDS UK";1729082514;1729082761;;;"https://open.spotify.com/track/6Ly7bORyX2n7baY1RcEWsK"
"Holger Czukay";"Movie !";"Cool in the pool (instrumental)";"1979";"GROENLAND RECORDS";1729082758;1729083056;;;
"The Beatles";"Revolver";"Love you to";"1966";"EMI";1729083055;1729083231;;"https://music.apple.com/fr/album/love-you-to/1441164670?i=1441164815&uo=4";
"Ibrahim Ag Alhabib (Compositeur, Chant, Guitare)";"Amatssou";"Jayche atarak";"2023";"WEDGE";1729083230;1729083587;;;
"Fela Kuti";"Yellow fever";"Yellow fever (Edit)";"1976";"KNITTING FACTORY RECORDS";1729083583;1729083914;;;
"Ezra Collective";"Dance, No One’s Watching";"Palm wine";"2024";"Partisan Records";1729083911;1729084225;;"https://music.apple.com/fr/album/palm-wine/1747954897?i=1747955162&uo=4";"https://open.spotify.com/track/0ukf5LnVs5IIbRIgYmOOe3"
"Kokoroko";"Could we be more";"We give thanks";"2022";"BROWNSWOOD RECORDINGS";1729084224;1729084445;;;"https://open.spotify.com/track/1whO1RzuS19yG358T4d8G6"
"Woods";"Love is love";"Love is Love";"2017";"";1729084440;1729084736;"https://www.deezer.com/track/144512334";"https://music.apple.com/fr/album/love-is-love/1211867017?i=1211867178&uo=4";"https://open.spotify.com/track/7sFwjRQMLwLlCpbzeFuXv7"
