"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer"
"Acantha Lang";"Beautiful dreams";"It's gonna be alright";2023;"MAGNOLIA BLUE RECORDS";1707645352;1707645627;"https://open.spotify.com/track/4JEmIoL39YgGIWS5JocvoY";;
"Skence";"Mayestic park";"Babi guling";2022;"NOWADAYS RECORDS";1707645624;1707645748;"https://open.spotify.com/track/2Wo44TEjO0AgxGKJdPpCWw";;
"Jeanne Moreau";"Le tourbillon";"Tout ce que je veux";1966;"POLYGRAM";1707645746;1707645847;;;
"The Beatles";"Abbey road";"Here comes the sun";1969;"EMI";1707645842;1707646026;;;
"Dina Ogon";"Oas";"Bakom glaset";2023;"PLAYGROUND MUSIC";1707646024;1707646212;"https://open.spotify.com/track/5PcunE67SSqC1cX5zBQqfM";;
"Resavoir";"Resavoir";"Inside minds";2023;"INTERNATIONAL ANTHEM";1707646209;1707646364;"https://open.spotify.com/track/3t4xRPPQprHQIV2nrj3VZs";"https://music.apple.com/fr/album/inside-minds/1697321446?i=1697321455&uo=4";
"Stevie Wonder";"Songs in the key of life";"Knocks me off my feet";1976;"MOTOWN";1707646362;1707646579;"https://open.spotify.com/track/4C5GsegFD0j5ujSr1y93Oj";;
"Mayer Hawthorne";"The Walk";"The walk";2011;"UNIVERSAL";1707646578;1707646797;"https://open.spotify.com/track/7tBZa65xUKMMan9tIMPqbi";;"https://www.deezer.com/track/13832477"
"Ensemble O-Celli";"The sunnyside of Ô-Celli";"Floresta do Amazonas : Melodia sentimental - arrangement pour 8 violoncelles";2019;"CYPRES";1707646795;1707646975;;;
"Harry Nilsson";"The RCA albums collection : Aerial pandemonium ballet / CD 6";"Without her (new vocals and remixed)";1967;"RCA";1707646976;1707647107;;;
"Bertrand Belin";"Tambour vision";"La nouvelle";2022;"WAGRAM MUSIC - CINQ 7";1707647107;1707647265;"https://open.spotify.com/track/0gvwJ6RNxBu0HvpVn72u6E";"https://music.apple.com/fr/album/la-nouvelle/1649192261?i=1649193578&uo=4";"https://www.deezer.com/track/1957448637"
"David Bowie";"The singles collection";"China girl";1983;"EMI";1707647264;1707647518;;;
"Hermanos Gutierrez";"El bueno y el malo";"Thunderbird";2022;"EASY EYE SOUND / CONCORD";1707647516;1707647723;"https://open.spotify.com/track/36gUdwmMhZXcwOSaUkTPty";"https://music.apple.com/fr/album/thunderbird/1632317760?i=1632317774&uo=4";"https://www.deezer.com/track/1976792167"
"Rocio Marquez";"El nino";"El venadito";2014;"L'AUTRE DISTRIBUTION";1707647720;1707647962;;;
"J. E. Sunde";"Je sunde (Extrait)";"Easy kid";2019;"VIETNAM";1707647953;1707648121;;;
"Powfu & Beabadoobee";"Death Bed";"Death Bed";2020;"COLUMBIA";1707648117;1707648289;;;
"The Soul Children";"Chronicle";"Hold on, i'm coming";1970;"CARRERE";1707648286;1707648487;;;
"Harrison";"Birds, bees, the clouds & The trees";"Music box";2023;"LAST GANG RECORDS";1707648486;1707648599;"https://open.spotify.com/track/29zpVol3cj8w6iJydFHWaZ";;"https://www.deezer.com/track/2164319687"
