"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify"
"Robin Mac Kelle";"Impressions of Ella";"Robbin's nest";2023;"NAIVE";1710928575;1710928847;;;
"Chu Kosaka";"Tokyo riddim 1976-1985";"Music";1976;"TIME CAPSULE";1710928844;1710929159;;;
"KIDDY SMILE";"ONE TRICK PONY";"BE HONEST";2018;"NEVERBEENER RECORDS - GRAND MUSIQUE MANAGEMENT";1710928844;1710929125;"https://music.apple.com/fr/album/be-honest/1399051543?i=1399052540&uo=4";"https://www.deezer.com/track/513051692";"https://open.spotify.com/track/7lgDGwTJh0CMpXw7QGohBm"
"Ghost Funk Orchestra";"A trip to the moon";"Space Walk";2024;"KARMA CHIEF RECORDS";1710929098;1710929256;;"https://www.deezer.com/track/2540553281";"https://open.spotify.com/track/0ocf18zVpol65Q9BX49Y3h"
"Hugh Grant";"BOF / Wonka";"Oompa loompa";2023;"WATERTOWER MUSIC";1710929487;1710929549;;;"https://open.spotify.com/track/17bN37TI0A1ZqTB5XGvQj7"
"A Tribe Called Quest";"We got it from here... thank you 4 your service";"The space program";2016;"EPIC";1710929487;1710929540;"https://music.apple.com/fr/album/the-space-program/1173106678?i=1173106781&uo=4";;"https://open.spotify.com/track/203xmWRHAyqwW6AkGkhhVM"
"Dean Martin";"Café Roma";"Luna mezzo mare";1958;"IMC MUSIC";1710929547;1710929798;;"https://www.deezer.com/track/130369316";
"Orchestre De La Rca Victor";"Anna Moffo : The complete RCA recital albums / CD 7";"Naughty Marietta : Italian street song (Acte I)";2015;"RCA";1710929547;1710929675;;;
"Mato";"Hollywoo dub";"Love theme from the godfather";2016;"FAVORITE RECORDINGS";1710929797;1710929946;;;
"James Brown";"JB's 40th anniversary";"40th anniversary mix";1997;"JB";1710929945;1710930399;;;
"J. Bernardt";"Taxi / Matter of time";"Taxi";2024;"PLAY IT AGAIN SAM";1710930398;1710930622;"https://music.apple.com/fr/album/taxi/1730728829?i=1730729000&uo=4";"https://www.deezer.com/track/2644909862";"https://open.spotify.com/track/250dcPo8DV0Iz0CkrFZDop"
"Jessica Pratt";"Quiet signs";"Opening night";2018;"MEXICAN SUMMER";1710930620;1710930720;;"https://www.deezer.com/track/2583123552";
"Mamama";"Hier sera meilleur";"Apprends-moi";2024;"BYEBYE RECORDS";1710930718;1710931033;"https://music.apple.com/fr/album/apprends-moi/1729788262?i=1729788263&uo=4";;"https://open.spotify.com/track/4yVVBdtlRptvJNsQp67MuZ"
"White Feather";"We are the children of the sun";"Summer days golden haze";1983;"BBE MUSIC";1710931031;1710931266;;;
"The Zombies";"The EP collection";"Whenever you're ready";1965;"SEE FOR MILES RECORDS";1710931264;1710931426;;;
"Okko";"Sitar & electronics";"A day in the life";1971;"BASF";1710931424;1710931710;"https://music.apple.com/fr/album/a-day-in-the-life/773371954?i=773372046&uo=4";"https://www.deezer.com/track/73222147";
"Avije";"Freedom";"Freedom";2024;"AUTOPRODUCTION";1710931707;1710931935;;;"https://open.spotify.com/track/7plslZumAXf9rFuxEssWda"
"A Tribe Called Quest";"We got it from here... thank you 4 your service";"The space program";2016;"EPIC";1710931934;1710932275;"https://music.apple.com/fr/album/the-space-program/1173106678?i=1173106781&uo=4";;"https://open.spotify.com/track/203xmWRHAyqwW6AkGkhhVM"
"Clea Vincent";"FIP sacré français !";"Panama Paname";2023;"WAGRAM MUSIC";1710932191;1710932403;"https://music.apple.com/fr/album/panama-paname/1699831736?i=1699832569&uo=4";;
"Holly Cole";"Shade";"Too darn hot";2003;"INDIGO";1710932191;1710932380;;;"https://open.spotify.com/track/1LgYAeFFOMp0GTd3gfOQLH"
"Eric Hilton";"Sound vagabond";"Poppy fields";2024;"MONTSERRAT HOUSE";1710932401;1710932580;;;"https://open.spotify.com/track/3qCTBbVATQN9bSu6b1u91g"
"Cymande";"Renegades of funk";"Brothers on the slide";1973;"NEWHOUSE REC";1710932589;1710932838;;"https://www.deezer.com/track/768855652";
"Polyrhythm Addicts";"Rhyme related";"Take me home";1999;"NERVOUS RECORDS";1710932835;1710933059;;;
"The Bas Lexter Ensample";"Tres greatful amigos";"Blessings (remix Aaron Bingle)";2012;"DEJA - TUNES";1710933058;1710933301;;;
