"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Lou Reed";"NYC man";"Dirty blvd.";1989;"BMG";1704880630;1704880840;"https://music.apple.com/fr/album/dirty-blvd/979401773?i=979401777&uo=4";"https://open.spotify.com/track/4TDLfAmx45EpSiQYG6hCzT";
"Stan Getz";"Jazz samba";"E luxo so";1963;"VERVE";1704880837;1704881058;;;"https://www.deezer.com/track/598083942"
"Isabelle Aubret";"Isabelle Aubret";"La ville est là";1971;"DISQUES MEYS";1704881055;1704881203;;;
"Kamasi Washington";"Heaven and earth";"Testify (feat. Patrice Quinn)";2018;"YOUNG TURKS";1704881200;1704881543;;;
"Nancy Sinatra";"These boots are made for walkin'";"As tears go by";1966;"NANCY S";1704881539;1704881713;"https://music.apple.com/fr/album/as-tears-go-by/1576574712?i=1576574727&uo=4";;
"Stephen Ulrich";"Music from this American life";"Rinse cycle";2023;"BARBES RECORDS";1704881706;1704881974;"https://music.apple.com/fr/album/rinse-cycle/1659892633?i=1659893526&uo=4";"https://open.spotify.com/track/1k5zKbmWut7i2FKF2X50ck";"https://www.deezer.com/track/2073566957"
"Jerry Reed";"Jerry Reed explores guitar country";"A worried man";1973;"RCA VICTOR RECORDS LABEL NASHVILLE";1704881866;1704882018;;;"https://www.deezer.com/track/7398851"
"Regina Spektor";"What we saw from the cheap seats";"Jessica";2012;"SIRE";1704882010;1704882121;;"https://open.spotify.com/track/5N3XUdnK5klAU2TffilhBG";"https://www.deezer.com/track/29472871"
"Sofie Royer";"Feeling bad forsyth street";"Feeling bad forsyth street";2022;"STONES THROW RECORDS";1704882109;1704882332;;"https://open.spotify.com/track/4DGiTzPPKAbijVhJtmmqCL";"https://www.deezer.com/track/1810116667"
"John Lennon";"The John Lennon collection";"Instant karma!";1970;"PARLOPHONE";1704882330;1704882527;;;
"Francis Lai";"Psychemagik presents Magik sunset (part 2)";"Young freedom";1978;"LENG RECORDS";1704882522;1704882725;"https://music.apple.com/fr/album/young-freedom/1029413128?i=1029413270&uo=4";;
"Jurassic 5";"Power in numbers";"Freedom";2002;"INTERSCOPE RECORDS";1704882720;1704882919;"https://music.apple.com/fr/album/freedom/1673109407?i=1673109708&uo=4";"https://open.spotify.com/track/51mk2bAJNej4mpA2Q6Zr88";
"Yelli Yelli";"Liberté";"Liberté";2020;"CRYBABY";1704882918;1704883143;"https://music.apple.com/fr/album/libert%C3%A9/1541897342?i=1541897858&uo=4";"https://open.spotify.com/track/5vnK8mrGFbdTcQoQzUx97x";
"Msaki & Tubatsi";"Synthetic hearts";"Madonna";2023;"NO FORMAT";1704883135;1704883320;;;
"Francoise Hardy";"Le temps des souvenirs";"Traüme";1970;"VIRGIN";1704883319;1704883503;;"https://open.spotify.com/track/3X5Cl3hNudJs6PX4JVPzDt";
"Bruno Philippe";"Beethoven et Schubert : Oeuvres pour violoncelle et piano";"Nacht und Träume D 827 - Arrangement pour violoncelle et piano";2017;"Harmonia Mundi";1704883501;1704883720;;;
"Czesare";"Alba";"Regards";2023;"VAGH & WEINMANN MUSIC";1704883714;1704883892;;"https://open.spotify.com/track/5kDqazhCrOJFlQmwla9MR7";"https://www.deezer.com/track/2259669117"
"Eels";"Hombre lobo";"That look you give that Guy";2009;"VAGRANT";1704883892;1704884144;;"https://open.spotify.com/track/5LaE3oXGo5J6ORlGmTlnIb";"https://www.deezer.com/track/69000284"
"Norah Jones";"Not too late";"Thinking about you";2007;"BLUE NOTE";1704884141;1704884338;"https://music.apple.com/fr/album/thinking-about-you-live/716405004?i=716405240&uo=4";"https://open.spotify.com/track/0suRVpl5fIZVm7PuROSRsQ";"https://www.deezer.com/track/3320893"
"Brandee Younger";"Brand new life";"If it's magic";2023;"DECCA RECORDS";1704884337;1704884545;"https://music.apple.com/fr/album/if-its-magic/1671212000?i=1671212677&uo=4";"https://open.spotify.com/track/6WJZv1olL7qrDpEIqfdARu";"https://www.deezer.com/track/2216973337"
"Dom La Nena";"Soyo";"Volto ja";2015;"SIX DEGREES";1704884542;1704884737;;"https://open.spotify.com/track/1xkokQlfAorIxtGzRGFlji";
"Laura Gibson";"Empire builder";"Two kids";2016;"CITY SLANG";1704884734;1704884931;;"https://open.spotify.com/track/694gdmyRaczYnjcsyFxF0A";
"Shirley Hurt";"Shirley Hurt";"All looks the same to me";2023;"MELODIC RECORDS";1704884929;1704885183;;;"https://www.deezer.com/track/2396822155"
"Piero Umiliani";"BOF / Il corpo";"In the village";1974;"EASY TEMPO";1704885176;1704885329;;;"https://www.deezer.com/track/4574446"
"Deltron 3030";"Deltron 3030";"Memory loss";2008;"TRAFFIC";1704885322;1704885599;;;"https://www.deezer.com/track/10868223"
"Michel Polnareff";"Passé présent";"Le Bal Des Laze";1968;"UNIVERSAL";1704885597;1704885897;"https://music.apple.com/fr/album/le-bal-des-laze/1444161161?i=1444161314&uo=4";"https://open.spotify.com/track/4F7sAuWOLpyL1EzuwFDeL8";"https://www.deezer.com/track/1117111"
"Jaye P.Morgan";"Jaye P. Morgan";"Keepin' it to myself";1976;"WEWANTSOUNDS";1704885890;1704886091;;;
