"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Lossapardo";"Nostalgia";"Nostalgia";"2024";"ROCHE MUSIQUE";1716458224;1716458476;"https://music.apple.com/fr/album/nostalgia/1718790653?i=1718790658&uo=4";"https://open.spotify.com/track/0wJPMQggJBautrP5cRmfQO";
"Timber Timbre";"Demon host";"Demon Host";"2010";"FULLTIME";1716458476;1716458694;;;
"Sibylle Baier";"Colour green";"Tonight";"1973";"ORANGE TWIN RECORDS";1716458687;1716458835;;;
"Royal Philharmonic Orchestra De Londres";"Alfred Hitchcock et la musique";"La mort aux trousses : Prélude";"2018";"MILAN MUSIC";1716458829;1716459013;;;
"London Symphonic Concert Band";"Bof / INEDITS DE LA TRILOGIE STAR WARS (LES)";"Ewok celebration (film version) / End credits (film version)";"1983";"TWENTY CENTURY FOX";1716459012;1716459399;;;
"Juan Wauters";"Wandering rebel";"Wandering rebel (feat. John Carroll Kirby)";"2023";"CAPTURED TRACKS";1716459390;1716459540;;;
"Sampha";"Lahai";"Spirit 2.0";"2023";"YOUNG / BEGGARS";1716459539;1716459834;;"https://open.spotify.com/track/57s2fT1A0hOxscqF2Jipd5";
"Joe Hisaishi";"B.O.F./ Un pilote de légende Porco Rosso";"Les Femmes De Piccolo";"1995";"LA BANDE SON";1716459825;1716459952;;;
"Serge Gainsbourg";"De Gainsbourg a gainsbarre : Vol 2 : 1961-1962-1963";"La Chanson De Prevert";"1961";"PHILIPS";1716459946;1716460129;;"https://open.spotify.com/track/0Y04xGwKImCqVSFZQI5All";
"Nesrine";"Nesrine";"Vitamin C";"2020";"ACT";1716460123;1716460351;;"https://open.spotify.com/track/5z0ZvQxqg0negGgqnksdVK";
"Aphex Twin";"Drukqs";"Jynweythek";"2001";"SOURCE";1716460345;1716460480;;"https://open.spotify.com/track/3I0rWmF86CwQpajoZjkXtG";
"Youn Sun Nah";"Elles";"Cocoon";"2023";"WARNER MUSIC ARTS";1716460473;1716460733;;;
"Céu";"Novela";"Mucho oro";"2024";"URBAN JUNGLE / ONERPM";1716460723;1716460930;"https://music.apple.com/fr/album/mucho-%C3%B4ro/1740125744?i=1740125962&uo=4";"https://open.spotify.com/track/6ACqKjk2L3ui2NAss7Oej1";
"Florence Adooni & Erobique";"Mam tola";"Bach in Africa";"2023";"PHILOPHON";1716460929;1716461112;;;
"Vampire Weekend";"Only God was above us";"Capricorn";"2024";"COLUMBIA";1716461111;1716461359;;"https://open.spotify.com/track/4oAGV7IADPWfkpk6aGQqZt";
"The Beach Boys";"The platinum collection";"Good vibrations";"1966";"EMI";1716461359;1716461579;;;
"Michel Polnareff";"Passé présent";"Mes regrets";"1967";"UNIVERSAL";1716461573;1716461786;;;
"Hasna El Becharia";"Djazaïr johara";"Koul chi al oualidine";"2001";"INDIGO";1716461780;1716462025;;"https://open.spotify.com/track/3RAbcTmsHc6lGU7WZ4rxrt";
"Bernhard Herzog";"Christian Heinrich Rinck : Oeuvres pour orgue";"12 Adagios pour orgue op 57 : 8. Adagio en Mi Maj";"2021";"COVIELLO CLASSICS";1716462019;1716462138;;;
"Guy Beart";"D'aujourd'hui et de tous les temps";"La vénus mathématique";"1974";"TEMPOREL@";1716462132;1716462373;;;
"Grady Tate";"BOFTV / Multiplication rock";"I got six";"1973";"CAPITOL CATALOG MKT (C92)";1716462369;1716462556;;"https://open.spotify.com/track/3URPHchB7mrdQrghynx4Zn";
"De La Soul";"The best of";"The magic number";"1989";"RHINO";1716462550;1716462745;;"https://open.spotify.com/track/4hB8J06D2ZaGkWZDOMpYZB";
"Figub Brazlevic & Parental";"Métro-bahn";"Parlin-beris (super city)";"2024";"KREKPEK";1716462746;1716462898;;;
"Ana Egge";"White tiger";"I'm goin' bossa nova";"2018";"STORYSOUND RECORDS LLC";1716462891;1716463106;;"https://open.spotify.com/track/3x3wfWnuwBTsRCAAEHitlF";
"Laura Villa";"Bossa nova";"O bossa nova";"1962";"VADIM MUSIC";1716463100;1716463236;;;
"Elvis Presley";"Bossa Nova Baby";"Bossa nova baby (Dj Snatch remix)";"2014";"AUTOPRODUCTION";1716463235;1716463406;;;
"Brian Setzer";"Setzer goes instru-mental !";"Hot love";"2011";"SURFDOG RECO";1716463405;1716463580;;"https://open.spotify.com/track/61jDNm5rz2fD5aljdBapuo";
"Prince";"For you";"So blue";"1978";"WARNER BROS";1716463573;1716463846;;"https://open.spotify.com/track/0qc7kijs5jzvQH43YrTOPf";
"Bryony Jarman-Pinto";"Below dawn";"Leap";"2024";"TRU THOUGHTS";1716463839;1716464097;"https://music.apple.com/fr/album/leap/1717620519?i=1717620525&uo=4";"https://open.spotify.com/track/7qmm8AVKb9Ahr5VhxkkBo4";
"Freedust";"One shot / Chilling in";"Chilling in";"2021";"DANCA";1716464095;1716464269;;"https://open.spotify.com/track/0M33Yd6EOXmxTUMhKwVgmb";
"Clair";"La maison magique";"La joie";"2023";"MAISON MAGIQUE";1716464260;1716464459;;"https://open.spotify.com/track/7lnIB3RBPsCq1DDmcQ43P7";
"Three Dog Night";"Bof / 28 jours en sursis";"Joy to the world";"1970";"VARESE SARABANDE";1716464458;1716464676;;"https://open.spotify.com/track/2ymeOsYijJz09LfKw3yM2x";
"Charlie Shavers & Ray Bryant Quartet";"Complete recordings volume 1";"When the saint go marching in";"1959";"LONE HILL JAZZ";1716464670;1716464845;;;
"Louis Armstrong";"Louis Armstrong meets Oscar Peterson";"I'll never be the same";"1957";"VERVE";1716464844;1716465057;;"https://open.spotify.com/track/3A1GayEc2gXLmUjHl2g2ST";
"Sebastian";"What a wonderful world (feat. Ehla)";"What a wonderful world";"2023";"ED BANGER";1716465050;1716465281;;"https://open.spotify.com/track/6wtuKL53sywtKEbEiBArqE";
"Ella Grace";"Reverence";"Wannanumbawayhours";"2024";"AUTOPRODUCTION";1716465280;1716465408;;;
"Mr Brooks";"Gather in the Mushrooms : The british acid folk underground 1968-1974";"The family";"1971";"CASTLE MUSIC";1716465407;1716465593;;;
"The Sextones";"Love can't be borrowed";"The Other Side";"2023";"RECORD KICKS";1716465592;1716465759;"https://music.apple.com/fr/album/the-other-side/1683069707?i=1683069714&uo=4";"https://open.spotify.com/track/1NuK83hfiuWBoVztSaNGUh";"https://www.deezer.com/track/2259400627"
"The Brothers Johnson";"Look Out For #1";"Come together";"1976";"A&M";1716465758;1716466013;;"https://open.spotify.com/track/0zSBYlajZsCFkrDE5skmPb";
"The Beatles";"The Beatles (2009 stéréo remaster)";"Don't pass me by";"1968";"EMI";1716466007;1716466241;;;
"Les Yeux Noirs";"A band of gypsies";"Danse des flèches (folklore roumain)";"1992";"BUDA";1716466235;1716466366;;;
"Boby Lapointe";"L'integrale de Boby Lapointe";"Je joue du violon tzigane";"1964";"UNIVERSAL";1716466365;1716466411;;;
"Philippa Hyde";"From Purcell to Haendel / Musique à Londres vers 1700";"For rural and sincerer joys : His arms and voice o'ver all prevail (ground) - symphony song pour soprano 2 violons et basse continue";"2011";"CHANDOS";1716466411;1716466615;;;
"Belle And Sebastian";"Fold your hands child, you walk like a peasant";"The model";"2000";"PIAS";1716466609;1716466847;;"https://open.spotify.com/track/0PK85svBka8vzcNZNOl8UF";
"New Visionaries";"Roadmaps";"Scandinavian railways";"2024";"LOVEMONK RECORDS";1716466841;1716467077;;"https://open.spotify.com/track/6yGF1WQL9VxJQ78ZBH33st";
"Charlotte Day Wilson";"Cyan blue";"Do You Still";"2024";"STONE WOMAN MUSIC";1716467076;1716467319;;;
"Bibi Club";"Le soleil et la mer";"Le balcon";"2022";"SECRET CITY RECORDS";1716467318;1716467507;;"https://open.spotify.com/track/4jXso2A9kl718mAXISlh1B";
"The Loire Valley Calypsos";"Tinkle Bell remixes";"Tinkle Bell (Sadeedo Remix)";"2023";"MAAULA RECORDS";1716467503;1716467711;;;
"Celia Cruz";"La reina del ritmo cubano";"Pa' la paloma";"1964";"SEECO/TR";1716467705;1716467887;;;
"Arno";"Opex";"La paloma adieu (feat. Mireille Mathieu)";"2022";"PIAS LE LABEL";1716467886;1716468079;;;
"John Ellis Quartet";"Bizet : Carmen in Jazz";"Habanera";"2023";"Blue Room";1716468078;1716468380;;"https://open.spotify.com/track/7wDd6fVrVN7pzcZBRrqRtZ";
"Aretha Franklin";"20 greatest hits";"Spanish Harlem";"1971";"ATLANTIC";1716468379;1716468592;;;
"Byrds";"We have ignition";"Spanish harlem incident";"1965";"COLUMBIA";1716468586;1716468707;;;
"Michelle David & The True-Tones";"Brothers & sisters";"Peace";"2024";"RECORD KICKS";1716468700;1716468875;;"https://open.spotify.com/track/4NDmVWAuXPwRMbeoC7u7jm";
"Will Samson";"Ground luminosity";"Tumble";"2015";"TALITRES";1716468869;1716469031;;"https://open.spotify.com/track/6y58AsjpuliJKYUL4cGCKv";
"Paul Simon";"Over the bridge of time";"American tune";"1973";"SONY";1716469024;1716469247;;"https://open.spotify.com/track/3g3xDtGtU0asKw6iYCYiG5";
"Kendrick Lamar";"To pimp a butterfly";"Alright";"2015";"AFTERMATH";1716469268;1716469465;"https://music.apple.com/fr/album/alright/1440828886?i=1440829463&uo=4";"https://open.spotify.com/track/3iVcZ5G6tvkXZkZKlMpIUs";
"Melvin Van Peebles";"Bof / Don't play us cheap";"Saturday night";"1972";"STAX";1716469464;1716469545;"https://music.apple.com/fr/album/saturday-night/1469121120?i=1469121138&uo=4";"https://open.spotify.com/track/4ZDUuoVkW7gimBNZQGBar7";"https://www.deezer.com/track/2546263072"
"Ben Webster";"Ben Webster meets Oscar Peterson";"Sunday";"1959";"VERVE";1716469545;1716469774;"https://music.apple.com/fr/album/sunday/1591859686?i=1591859690&uo=4";;"https://www.deezer.com/track/2177566"
"Wanda Stafford";"Praise poems / Vol. 3";"Happy sunday";"1967";"TRAMP RECORDS";1716469772;1716469967;;;
"Sweat Like An Ape";"Dance to the ring in our ears";"Kristoffer's wild sunday night";"2017";"PLATINUM";1716469966;1716470242;;;
"Mamama";"Hier sera meilleur";"Tu seras mon ami";"2024";"BYEBYE RECORDS";1716470237;1716470475;;"https://open.spotify.com/track/6BMkcpkJsNx5s4fdgZD3mw";"https://www.deezer.com/track/2585061562"
"Claudio Arrau";"Frederic Chopin : 14 valses /  Claudio arrau";"Valse n°6 en Ré bémol Maj op 64 n°1(valse du petit chien) (valse minute)";"1980";"PHILIPS";1716470474;1716470618;;;
"Bill Withers";"Still Bill";"Lean on me";"1972";"COLUMBIA";1716470617;1716470868;;"https://open.spotify.com/track/3M8FzayQWtkvOhqMn2V4T2";
"Andrea Aaron";"Iris";"Love Guru";"2024";"AUTOPRODUCTION";1716470865;1716471078;;"https://open.spotify.com/track/7ba12mpdsD6cdjJe6gApoq";"https://www.deezer.com/track/2380006515"
"Baroto";"Coast groove";"Coast groove";"2023";"RIVAMARE RECORDS";1716471093;1716471236;;"https://open.spotify.com/track/1NVr8gO4zW316hUnZJm5Uu";
"Astrud Gilberto";"I haven't got anything better to do";"Wailing of the willow";"1969";"VERVE";1716471230;1716471364;"https://music.apple.com/fr/album/wailing-of-the-willow/1444106637?i=1444106837&uo=4";"https://open.spotify.com/track/30sof3WUBeyzfK6xklVz1V";"https://www.deezer.com/track/79084037"
"Laufey";"From the start";"From the start";"2023";"PROPELLER CREATIVE LTD";1716471360;1716471532;;"https://open.spotify.com/track/43iIQbw5hx986dUEZbr3eN";"https://www.deezer.com/track/2238153377"
"Them";"The story of Them";"One two brown eyes";"1964";"A & M";1716471531;1716471680;;;"https://www.deezer.com/track/1138127052"
"Chuck Berry";"A complete introduction to Chess Checker Cadet";"Maybellene";"1955";"CHESS";1716471678;1716471820;"https://music.apple.com/fr/album/maybellene/1483868760?i=1483868761&uo=4";;"https://www.deezer.com/track/2689637"
"The Winston Brothers";"Drift";"Metering";"2022";"COLEMINE RECORDS";1716471819;1716472006;"https://music.apple.com/fr/album/metering/1640052920?i=1640053132&uo=4";"https://open.spotify.com/track/0CTSJP8pIouKGj8iUHUQeG";"https://www.deezer.com/track/1868892457"
"Charles Bradley";"No time for dreaming";"Why is it so hard ?";"2011";"DAPTONE";1716472005;1716472250;;;
"Alberta";"Conversations";"Un chat un chat";"2024";"ALMOST-MUSIQUE";1716472250;1716472473;;"https://open.spotify.com/track/09cOs5CtS1mPTwcqb5p1CX";"https://www.deezer.com/track/2628299292"
"Baraka";"Baraka";"World of content";"2022";"AUTOPRODUCTION";1716472473;1716472692;"https://music.apple.com/fr/album/world-of-content/1644862562?i=1644862574&uo=4";"https://open.spotify.com/track/6Wrm3JReyCTbPEE8Ni2GB6";
