"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer"
"Janis Joplin";"The essential";"Women is losers";"1967";"COLUMBIA";1731146307;1731146429;"https://open.spotify.com/track/17jKybtnI3cORPYawoXiMG";;
"Cannonball Adderley";"Bohemia after dark";"Carribean cutie (alternate)";"1955";"SAVOY";1731146427;1731146731;"https://open.spotify.com/track/4sreWIDV2193Wfw4s6Zf6Z";"https://music.apple.com/fr/album/carribean-cutie-alternate/1421403444?i=1421404038&uo=4";"https://www.deezer.com/track/7669829"
"Calypso Rose";"Calypso queen";"Calypso Queen";"2016";"BECAUSE";1731146730;1731146921;"https://open.spotify.com/track/61iRFcNPdE7dg2RmdhrdZe";"https://music.apple.com/fr/album/calypso-queen/1095844608?i=1095844936&uo=4";"https://www.deezer.com/track/121487308"
"Boris Vian";"Boris Vian chante Boris Vian/Et ses interpretes";"Calypso blues";"1957";"POLYGRAM";1731146921;1731147051;;;
"Laure Favre Kahn";"Laure Favre-Kahn interprète Louis Moreau Gottschalk";"Manchega RO 143 op 38";"2008";"TRANSART";1731147050;1731147297;;;
"Joni Mitchell";"For the roses";"Judgement of the moon and stars (Ludwig's tune)";"1972";"NONESUCH";1731147288;1731147606;"https://open.spotify.com/track/0UaUU6Od7UUh4AT49Bx3HG";"https://music.apple.com/fr/album/judgement-of-the-moon-and-stars-ludwigs-tune/217509433?i=217510086&uo=4";"https://www.deezer.com/track/718558"
"Nicolas Michaux";"Vitalisme";"Au revoir ma chérie";"2024";"CAPITANE RECORDS";1731147604;1731147826;"https://open.spotify.com/track/02cYzAP3gKNQXKXRsbq7Gh";;"https://www.deezer.com/track/2976138311"
"Vulfmon";"Here we go Jack";"Never can say goodbye (feat. David T. Walker & Solomon Dorsey)";"2022";"VULF RECORDS";1731147823;1731148045;;"https://music.apple.com/fr/album/never-can-say-goodbye-feat-david-t-walker-solomon-dorsey/1637071179?i=1637071708&uo=4";
"Prince";"The gold experience";"The most beautiful girl in the world";"1995";"WARNER BROS";1731148043;1731148309;"https://open.spotify.com/track/0aPaGIX2QIMAH5SMp0VEMe";"https://music.apple.com/fr/album/the-most-beautiful-girl-in-the-world/1421416467?i=1421417206&uo=4";"https://www.deezer.com/track/536618412"
"Cocorosie";"Noah's ark";"Beautiful boyz";"2005";"TOUCH AND GO";1731148306;1731148666;"https://open.spotify.com/track/3tg4udJ4NcPIe0SJOs4oIH";"https://music.apple.com/fr/album/beautiful-boyz/1120082645?i=1120082700&uo=4";"https://www.deezer.com/track/126047061"
"Johnny Hodges";"3 shades of blue";"Black, brown and beautiful";"1970";"BMG";1731148577;1731148805;"https://open.spotify.com/track/1uxNh7rSnbwJMOkiS4Wgyy";"https://music.apple.com/fr/album/black-brown-and-beautiful/392773647?i=392773943&uo=4";"https://www.deezer.com/track/1733682467"
"The Dramatics";"Whatcha see is watcha get";"Beautiful people (bonus)";"1971";"CONCORD MUSIC GROUP";1731148670;1731148894;;;
