"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify"
"The Pro-Teens";"MF Teen : Your concurrence in the above is assumed";"The gas face";"2024";"COLLEGE OF KNOWLEDGE RECORDS";1734083999;1734084129;;;
"Wu Tang Clan";"The W";"Hollow bones";"2000";"LOUD RECORDS";1734084125;1734084342;;;
"Ken Boothe";"Crying over you - Anthology 1963 to 1978 (disc 1)";"Is it because I'm black";"1974";"TROJAN";1734084328;1734084559;"https://www.deezer.com/track/1442716332";;
"Bakar";"Nobody's home";"Free";"2022";"BLACK BUTTER";1734084558;1734084744;"https://www.deezer.com/track/1620000642";"https://music.apple.com/fr/album/free/1594190834?i=1594191148&uo=4";"https://open.spotify.com/track/5E8wZrVyC3y52WQSkcZnEP"
"Niklas Paschburg";"Panta rhei";"Zimt";"2023";"7K!";1734084744;1734084937;"https://www.deezer.com/track/2022670097";;"https://open.spotify.com/track/4fgYBEls02Xw6HRYUnSUMP"
"Kim Deal";"Nobody loves you more";"Summerland";"2024";"4AD";1734084936;1734085117;"https://www.deezer.com/track/3069813571";"https://music.apple.com/fr/album/summerland/1761322322?i=1761322614&uo=4";"https://open.spotify.com/track/039UNzELUQod4eq1Pve9Av"
"Sarah Vaughan";"After Hours";"My favorite things";"1961";"ROULETTE @";1734085115;1734085280;"https://www.deezer.com/track/18002049";"https://music.apple.com/fr/album/my-favorite-things/944931451?i=944931456&uo=4";
"Sophie Deschaumes";"La belle et le clochard";"Chanson des siamois";"1953";"WALT DISNEY RECORDS";1734085277;1734085391;;;
"Akiko Wada";"Nippon girls / Vol. 2 : japanese pop, beat & rock 'n' roll 1965-1970";"Waratte yurushite";"1970";"ACE RECORDS";1734085390;1734085548;"https://www.deezer.com/track/1382467962";;
"Gregor Huebner";"Racing mind : oeuvres pour cordes composées par Gregor Huebner";"Concerto op 22 : From Africa - pour violon et orchestre";"2010";"NEU KLANG";1734085547;1734085739;;;
"Moonchild";"The truth (acoustic)";"The truth (Acoustic)";"2023";"TRU THOUGHTS";1734085738;1734085969;"https://www.deezer.com/track/2417234115";"https://music.apple.com/fr/album/the-truth-acoustic/1689423408?i=1689423409&uo=4";"https://open.spotify.com/track/41Omyz5CX0Y6J3ftlbAJbJ"
"Blue Material";"HIGHWIRE";"Highwire";"2024";"NICE GUYS";1734085963;1734086156;"https://www.deezer.com/track/3050330371";;"https://open.spotify.com/track/5UctBuwgCZvzY2QgWnuUej"
"Harry Nilsson";"The RCA albums collection : Sessions 1967 - 1968 / CD 15";"Miss butter's lament";"1967";"RCA";1734086153;1734086291;"https://www.deezer.com/track/70094138";;
"Buddy Holly";"The best of Buddy Holly";"Everyday";"1957";"SEQUEL";1734086290;1734086417;"https://www.deezer.com/track/13210871";;
"Tiki Paradise";"MaAuLa-o-rama vol.5 - Exotic Amuse bouche";"Island fever";"2020";"MAAULA RECORDS";1734086416;1734086555;"https://www.deezer.com/track/1120886232";"https://music.apple.com/fr/album/island-fever/1537573402?i=1537573467&uo=4";"https://open.spotify.com/track/2hvSwOAak9bV0tYL5VmV5N"
