"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Lady Wray";"Piece of me";"Come on in";2022;"BIG CROWN RECORDS";1711101430;1711101648;"https://www.deezer.com/track/1484977082";"https://open.spotify.com/track/6HwVmEL610Sd9QtZ96Ysmr";
"Marie Urbain";"Ton aventure";"Mon amour mon ami";2023;"FREEDONIA / SONY";1711101647;1711101776;;;
"The Diasonics";"Origin of forms";"Alamandine";2021;"RECORD KICKS";1711101775;1711101961;;;
"Tommy James And The Shondells";"Bof / Coffee and cigarettes";"Crimson and clover";1968;"MILAN";1711101958;1711102280;"https://www.deezer.com/track/888380492";;
"Dina Ogon";"Oas";"Berget";2023;"PLAYGROUND MUSIC";1711102280;1711102475;;"https://open.spotify.com/track/7gdRvpMZATkoCadNtNDZyH";
"A Tribe Called Quest";"Peoples instinctive travels and the path of rhythm";"Can I kick it ?";1990;"JIVE/LEGACY";1711102472;1711102723;;;
"Oan Kim & The Dirty Jazz";"Rebirth of Innocence";"Kicking the doors";2024;"ARTWORK RECORDS / PIAS";1711102724;1711102889;;;
"Tom Ze";"Tom Zé";"Lá vem a onda";1970;"RGE";1711102889;1711103069;"https://www.deezer.com/track/93591712";"https://open.spotify.com/track/5fwEN7ftDTrqTpxOwadeIX";
"Lili Boniche";"Là-bas, mon pays";"Alger Alger";1958;"SAINT GEORGE";1711103068;1711103382;;;
"Kronos Quartet";"Floodplain";"Ya habibi ta'ala (my love, come quickly)";2009;"NONESUCH";1711103382;1711103558;;;
"J. Bernardt";"Taxi / Matter of time";"Matter of time";2024;"PLAY IT AGAIN SAM";1711103555;1711103834;"https://www.deezer.com/track/2649747352";"https://open.spotify.com/track/7dm5viOVNX5bv2COcf36cx";
"BadBadNotGood";"Sleeper";"Sleeper";2023;"XL RECORDINGS";1711103826;1711104069;"https://www.deezer.com/track/2474141921";"https://open.spotify.com/track/5UWJ898JHDe9Ong9Gnkdhd";
"Peggy Lee";"Kinked!";"I go to sleep";1965;"ACE RECORDS";1711104067;1711104187;"https://www.deezer.com/track/11266438";"https://open.spotify.com/track/3UeJfsP9KekC5VVvIZ0444";
"Session Victim";"Low key, low pressure";"Porchless";2023;"NIGHT TIME STORIES";1711104185;1711104364;;"https://open.spotify.com/track/6HqmcBnNNt29bU9AFLdW1G";
"Jacques";"L' importance du vide";"Avec les mots";2022;"RECHERCHE & DEVELOPPEMENT / R&D";1711104362;1711104579;"https://www.deezer.com/track/2658393272";;
"Benny Sings";"Benny... At home";"For your love";2007;"SONAR KOLLEKTIV";1711104578;1711104824;"https://www.deezer.com/track/45403441";"https://open.spotify.com/track/3OcqJw23Wt93MeUgBIZCE8";
"Horace Andy";"The Kingston rock";"Unity strenght & love";1974;"DUB STORE RECORDS";1711104824;1711104962;;;
"Lucas Arruda";"Sambadi (cd promo)";"Na feira";2013;"FAVORITE RECORDINGS";1711104959;1711105046;;"https://open.spotify.com/track/3cJv6vYl0vfqRrfz2PA0lU";
"David Walters";"Ki sa ?";"Ki sa ?";2024;"HEAVENLY SWEETNESS";1711105042;1711105247;;;
"Keziah Jones";"Black orpheus";"Femiliarise";2003;"DELABEL";1711105246;1711105416;;"https://open.spotify.com/track/43kju6RzvVhqRUfP1DN2q4";
"Norah Jones";"Running";"Running";2024;"DECCA RECORDS";1711105413;1711105619;;"https://open.spotify.com/track/1TX83ZAjBcPPch8iy0aNve";"https://music.apple.com/fr/album/running/1725041334?i=1725041515&uo=4"
"Blue Lab Beats";"We will rise";"Great lemon (interlude)";2021;"BLUE NOTE";1711105617;1711105698;"https://www.deezer.com/track/1286595042";"https://open.spotify.com/track/0YPlvuV1KZ7SR8ddYwO8Is";"https://music.apple.com/fr/album/great-lemon-interlude/1560160169?i=1560160603&uo=4"
"Jonwayne";"Jonwayne is retired - EP";"Green light (feat. Anderson Paak)";2015;"AUTHORS / THE ORDER LABEL";1711105698;1711105991;;;
"King Harvest";"Dancing in the moonlight";"Dancing in the moonlight";1973;"AMERICA RECORDS";1711105990;1711106158;;"https://open.spotify.com/track/0q21FNwES2bbtcduB6kjEU";
"Micah P Hinson And The Nothing";"Micah P Hinson and The nothing (CD promo FIP)";"The life, living, death and dying, of a certain and peculiar L.J. Nichols";2013;"TALITRES RECORDS";1711106154;1711106449;;;
"Monster Rally";"Flower shower (ep)";"Wavebreak";2023;"MONSTER RALLY";1711106446;1711106622;"https://www.deezer.com/track/2259961567";"https://open.spotify.com/track/6lx0WBE7Btd7hTMTgleYlc";
"Barbara Hendricks";"Barbara Hendricks interprète des mélodies françaises";"Plaisir d'amour- pour soprano et piano";1996;"EMI";1711106615;1711106781;;;
"Arlo Parks";"Collapsed in sunbeams";"Portra 400";2021;"TRANSGRESSIVE";1711106781;1711106955;"https://www.deezer.com/track/1100051442";"https://open.spotify.com/track/7cMBZ7xDUb25N1We6DyoPk";
"Prince";"Lotusflow3r/Mplsound";"Dance 4 me";2009;"BECAUSE";1711106953;1711107252;"https://www.deezer.com/track/536624722";"https://open.spotify.com/track/2uDh6JEo515miAtjuGjGMr";
"Mac Demarco";"One Wayne G";"20190724 2";2023;"MAC DEMARCO, LLC";1711107250;1711107358;;"https://open.spotify.com/track/6L3kq3nfseC0GL1NRPGJaC";
"Merryn Jeann";"Dog beach";"Me B4 U";2024;"RESCUE / RETURN RECORDS";1711107355;1711107499;"https://www.deezer.com/track/2621444012";"https://open.spotify.com/track/1FvjybBuJFQHnmKRLM3yBK";
"Cosmo Sheldrake";"The much much how how and I";"Linger a while";2017;"TRANSGRESSIVE";1711107499;1711107607;"https://www.deezer.com/track/483074902";;
"Moondog";"Moondog";"Voices of spring";1969;"CBS";1711107604;1711107711;;;
"Marta Kubisova";"Ne! The Soul Of Marta Kubisová";"Chci pravo";1969;"DIFFER-ANT D";1711107709;1711107886;;;
"Alexandre Desplat (Chef d'orchestre)";"BOF / The grand Budapest hotel";"A troops barracks (requiem for the grand budapest)";2014;"ABKCO RECORDS";1711107885;1711108202;"https://www.deezer.com/track/74929110";"https://open.spotify.com/track/5W29zAC8IgwiBUCtszh5fj";
"The Sugarcubes";"The great crossover potential";"Birthday";1988;"MOTHER RECORDS";1711107972;1711108209;"https://www.deezer.com/track/2629557212";"https://open.spotify.com/track/55MEbqyxZphjB0beZ7YT0f";
