"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify"
"Riz Ortolani";"Confessione di un commissario di polizia al procuratore della repubblica";"Il ricordo di serena";"1972";"RCA";1723578398;1723579352;"https://www.deezer.com/track/51558461";;
"Super Plage";"Magie à minuit";"Attraction";"2023";"LISBON LUX RECORDS";1723579348;1723579533;"https://www.deezer.com/track/2206729347";"https://music.apple.com/fr/album/attraction/1678965188?i=1678965420&uo=4";"https://open.spotify.com/track/3lHJem9F45QDtOMydiXyjV"
"Sade";"The ultimate collection";"Hang on to your love";"1994";"SONY";1723579531;1723579798;"https://www.deezer.com/track/1030651912";;"https://open.spotify.com/track/6KIS5YIZAyeiFNx1aE1OhY"
"Lyn Christopher";"The ladies of too slow to disco";"Take Me With You";"1973";"HOW DO YOU ARE";1723579788;1723579974;;;"https://open.spotify.com/track/4yYJ3yJFf3LyMX2EcYy9Dt"
"Clement Bazin";"Everything matters";"Lullaby";"2018";"NOWADAYS RECORDS";1723579962;1723580095;;;
"The Jeremy Spencer Band";"Flee";"Cool breeze";"1979";"ATLANTIC";1723580092;1723580303;"https://www.deezer.com/track/771825";"https://music.apple.com/fr/album/cool-breeze/265616241?i=265616750&uo=4";"https://open.spotify.com/track/3YVTmWQvPWVSktD0DhtSYQ"
"The War On Drugs";"A deeper understanding";"Thinking of a place";"2017";"ATLANTIC";1723580290;1723580959;"https://www.deezer.com/track/395723782";"https://music.apple.com/fr/album/thinking-of-a-place/1242366660?i=1242366959&uo=4";"https://open.spotify.com/track/4Sd5tbNP4q8wS64abqwfkN"
"Deki Alem";"Fluent stutter (ep)";"Main character";"2023";"AUTOPRODUCTION";1723580954;1723581165;"https://www.deezer.com/track/2593087482";"https://music.apple.com/fr/album/main-character/1722238441?i=1722238454&uo=4";"https://open.spotify.com/track/2EqZTLLNYOG6ZG9mSwiry7"
"Jimmy Somerville";"Read my lips";"From this moment on (From 'Red Hot + Blue')";"2023";"LONDON MUSIC STREAM";1723581163;1723581360;;;
"Chagrin D'Amour";"Chacun fait c'qui lui plait";"Au paradis";"1981";"PHILIPS";1723581350;1723581470;;;
"Sefi Zisling";"Time grove roots";"Avocado dance";"2018";"WAH WAH 45S";1723581454;1723581780;;;
"Fela Kuti & Africa 70";"Lady";"Lady (edit)";"1972";"KNITTING FACTORY RECORDS";1723581779;1723582130;;;
"La Chica";"BEMBÉ - TNO";"Bembé";"2024";"NOWADAYS RECORDS";1723582128;1723582367;"https://www.deezer.com/track/2863221762";;"https://open.spotify.com/track/0eXN6nfpX3ByLvxYfh4eC1"
"Japanese Breakfast";"Jubilee";"Slide tackle";"2021";"DEAD OCEANS";1723582366;1723582582;"https://www.deezer.com/track/1257797172";;"https://open.spotify.com/track/5ksM8r8u4AjMwvtqUif9W1"
"Prince";"Around the world in a day";"Raspberry beret";"1985";"WARNER";1723582580;1723582791;"https://www.deezer.com/track/775712";;"https://open.spotify.com/track/2I1W3hcSsPIsEJfD69pHrW"
"Abraxas";"Monte Carlo";"Gobekli tepe";"2022";"SUICIDE SQUEEZE";1723582803;1723583050;"https://www.deezer.com/track/1820924077";;"https://open.spotify.com/track/4bxNvIW55ptETC8c6xSVyl"
"Khruangbin";"The universe smiles upon you";"Two fish and an elephant";"2015";"NIGHT TIME STORIES";1723583040;1723583254;"https://www.deezer.com/track/488044332";;"https://open.spotify.com/track/2kGMBOPXMtb9gxzVYdplg9"
"Mumbletrain";"Marc Sloan : Reel to Real Vol. 1";"Through the middle";"2020";"AUTO PRODUCTION";1723583248;1723583427;;;
"Forest Law";"Zero";"Timbre (feat. Momoko Gill)";"2024";"BONGO JOE";1723583419;1723583629;;;
"La Franche Touche";"W";"W";"2019";"AUTOPRODUCTION";1723583637;1723583757;;;
"Neil Young";"Greatest hits";"Old man";"1971";"REPRISE";1723583749;1723583951;;;
"Willie Nelson";"Shotgun Willie";"Devil in a sleepin' bag";"1973";"RHINO ATLANTIC";1723583947;1723584106;;;"https://open.spotify.com/track/7JSIPdukJ1MCWWa2sOBuWi"
"The Melodians";"Treasure isle/Duke Reid's legacy/The true story of ska, rocksteady, dub and reggae";"You don't need me";"";"JAHSLAMS";1723584101;1723584280;"https://www.deezer.com/track/2365642705";;"https://open.spotify.com/track/0n3n5FF2lFdPnByJgA44cF"
"The Four Preps";"Twenty-Six Miles: The Very Best of the Four Preps (1956-1962)";"26 Miles (Santa Catalina)";"1957";"JASMINE RECORDS";1723584285;1723584430;"https://www.deezer.com/track/75753184";;
"Julie London";"Calendar girl";"People who are born in may";"1956";"LONDON";1723584420;1723584523;"https://www.deezer.com/track/11072266";;
"Miles Davis";"BOF / Ascenseur pour l'échafaud";"Ascenseur pour l'échafaud : Au bar du petit bac";"1958";"FONTANA";1723584517;1723584688;;;
"Samia Farah";"Samia Farah";"Ma devise";"1999";"SONY";1723584690;1723584871;;;
"Sting";"The best of";"Englishman in New York";"1987";"A&M";1723584861;1723585120;"https://www.deezer.com/track/2525863";;"https://open.spotify.com/track/4KFM3A5QF2IMcc6nHsu3Wp"
"Greentea Peng";"Man made";"Nah it ain't the same";"2021";"ECM";1723585113;1723585358;"https://www.deezer.com/track/1386283382";;"https://open.spotify.com/track/1XKmknaAseOoB7eIL1PjxC"
"Mf Doom";"Operation Doomsday";"Red and gold (original 12"""" instrumental)";"";"METAL FACE RECORDS";1723585357;1723585667;;;
"France Joli";"Royal funk / Vol. 2";"Gonna get over you";"1981";"WAGRAM MUSIC";1723585664;1723585893;;;
"Eddy Miath";"Zouk 80-90 """"Les années tubes""""";"La pli";"1991";"COULEURS MUSIC PUBLISHING";1723585891;1723586169;;;
"Cornell Campbell";"Sings hits from Studio One and more";"I shall not remove";"1997";"RHINO RECORDS";1723586164;1723586299;;;
"Saturno 4000";"Ma belle fille";"Ma Belle Fille";"2024";"BATOV RECORDS";1723586317;1723586504;"https://www.deezer.com/track/2738882341";"https://music.apple.com/fr/album/ma-belle-fille/1739797205?i=1739797206&uo=4";"https://open.spotify.com/track/6w9w6VBWDr5qk76lPmtL6N"
"Avije";"Marching through London";"Marching through London";"2024";"AUTOPRODUCTION";1723586501;1723586754;;;"https://open.spotify.com/track/1t3onStDjN5P2LkyAKQvHT"
"Variety Lab";"Hotel Costes Quatre";"London in the rain";"2003";"WAGRAM";1723586751;1723586965;;;
"The Dandy Warhols";"Distortland";"All the girls in london";"2016";"DISTORTLAND";1723586964;1723587129;;"https://music.apple.com/fr/album/all-the-girls-in-london/1240499385?i=1240499940&uo=4";"https://open.spotify.com/track/0rxrzjugc6s4Z0Vd3PZVaM"
"The Herbaliser";"Take London";"Take London (Intro)";"2005";"NINJA TUNE";1723587131;1723587163;"https://www.deezer.com/track/501124012";;
"Orchestre Symphonique De Londres";"Léo Delibes : Sylvia et Coppélia";"Sylvia : Barcarolle (Acte III Sc 15)";"1958";"";1723587162;1723587366;;;
"Julie Andrews";"Bof / Mary poppins";"Jolly holiday";"1964";"WALT DISNEY RECORDS";1723587365;1723587700;;;
"Elegance";"Absolument 80 tubes francais";"Vacances j'oublie tout";"1982";"EMI";1723587698;1723587892;;"https://music.apple.com/fr/album/vacances-joublie-tout/1663799496?i=1663805596&uo=4";
"Richard Schneider Jr";"Late night tales: Röyksopp";"Hello beach girls";"2013";"BENEDICT CUMBERBATCH";1723587893;1723588114;;;
"Tropical Hi Fi";"Colette secret garden";"Tahiti blue (featuring Mike Cooper)";"2016";"COLETTE";1723588105;1723588385;;;
"Steve & Teresa";"Aloha got soul";"Kaho'olawe song";"1983";"STRUT RECORDS";1723588373;1723588570;"https://www.deezer.com/track/215367331";;
"Peggy Lee";"Bof / American beauty";"Bali ha'i";"1949";"DREAMWORKS RECORDS";1723588571;1723588759;"https://www.deezer.com/track/73183264";"https://music.apple.com/fr/album/bali-hai/1589294896?i=1589294898&uo=4";
"Lucas Santtana";"Sobre noites e dias";"Particulas De Amor";"2014";"NO FORMAT";1723588758;1723589004;;;"https://open.spotify.com/track/7H4cYx0XRBHTVKLfrJQyYF"
"The Offline";"Les dunes";"Les dunes";"2024";"HIP DOZER";1723589001;1723589175;"https://www.deezer.com/track/2841917342";;"https://open.spotify.com/track/7aMnGcdZPi9LlkhHCQRPRb"
"Vonfelt";"Combien";"Combien";"2024";"VRAIMENT RECORDS";1723589172;1723589369;"https://www.deezer.com/track/2815050452";"https://music.apple.com/fr/album/combien/1747693181?i=1747693183&uo=4";"https://open.spotify.com/track/7s2oZStkUpYl8FKdtYk6f4"
