"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify"
"Avery Sunshine";"Norman jay presents good times 30 (cd promo)";"I got sunshine";"2011";"STRUT";1751104700;1751104893;;;
"Harvey Scales & The Seven Sounds";"Compilation : Eccentric soul : The Cuca label";"Glamour girl";"1963";"NUMERO GROUP";1751104786;1751104957;;;
"The Temptations";"The n° 1 Motown album";"My girl";"1964";"POLYDOR";1751104892;1751105053;"https://www.deezer.com/track/538643262";;
"The Fleetwoods";"Mes années 60";"Come softly to me";"1959";"WAGRAM MUSIC (DISTRIBUTEUR)";1751104971;1751105110;;"https://music.apple.com/fr/album/come-softly-to-me/1490970526?i=1490970527&uo=4";"https://open.spotify.com/track/7edWFCxQZCAvqgi3qsIPP4"
"Ray Bryant";"Lonesome traveler";"Gettin loose";"1966";"CADET";1751105050;1751105271;;;
"Trio Charpin";"Trio Charpin";"Doucement, doucement";"1958";"MERCURY";1751105108;1751105288;;;
"Pokey Lafarge";"Rock bottom rhapsody";"End of my rope";"2020";"NEW WEST RECORDS";1751105266;1751105443;"https://www.deezer.com/track/858707662";"https://music.apple.com/fr/album/end-of-my-rope/1493686700?i=1493686708&uo=4";"https://open.spotify.com/track/4zZW8ub0AvjHsLnAFHcnRO"
"Alex Tassel";"Past & present / A quiet place";"Happy";"2019";"PENINSULA";1751105286;1751105446;"https://www.deezer.com/track/662643362";"https://music.apple.com/fr/album/happy/1459279358?i=1459280051&uo=4";"https://open.spotify.com/track/2RHUjJxDUuydKOPvt02CKB"
"Johnny Montreuil";"Narvalos Forever";"J'avais une famille";"2019";"LES FACETIES DE LULUSAM";1751105442;1751105702;"https://www.deezer.com/track/657103342";;"https://open.spotify.com/track/2AousHwynSMADZJUXA4BoW"
"Pedro Fonte";"Luz Na Madrugada/Late Night Light";"Luz na madrugada";"2023";"YB MUSIC";1751105445;1751105630;"https://www.deezer.com/track/2353740105";"https://music.apple.com/fr/album/luz-na-madrugada/1696984143?i=1696984311&uo=4";"https://open.spotify.com/track/7j4qsEWekdOj38EsdBIqmf"
"Blondie";"Plastic Letters";"Once i had a love (aka the disco song) (1975 version)";"1977";"CHRYSALIS";1751105629;1751105864;;;
"Hermanito";"Please hold";"Homecoming";"2025";"AD HOC RECORDS";1751105701;1751105956;"https://www.deezer.com/track/3152458781";;"https://open.spotify.com/track/5ncFgt0VRAKcfgtlcvFgQv"
"Dirty Sound Magnet";"Dreaming in dystopia";"Flowers, Angels and Chaos";"2023";"WILD THING RECORDS (ACQUISITION)";1751105864;1751106135;"https://www.deezer.com/track/3207552401";"https://music.apple.com/fr/album/flowers-angels-and-chaos/1793619738?i=1793619924&uo=4";"https://open.spotify.com/track/4vF2Vhq1k9pc2jxgLFs1kN"
"Choeur De L Opera De Vienne";"Wolfgang Amadeus Mozart : Requiem";"Requiem en ré min K 626 : Lacrimosa";"1992";"DECCA";1751105950;1751106148;;;
"Jeffrey Silverstein";"You become the mountain";"By the hand";"2020";"ARROWHAWK";1751106133;1751106317;"https://www.deezer.com/track/873521162";;"https://open.spotify.com/track/2UFIRT4W128X6bwfNineH1"
"Pharoahe Monch";"Internal Affairs";"Simon says";"1999";"RAWKUS";1751106141;1751106314;"https://www.deezer.com/track/756923882";;"https://open.spotify.com/track/67IvfvAMYQzJEeHopvwMMW"
"Stereolab";"Instant holograms on metal films";"Transmuted Matter";"2025";"WARP RECORDS";1751106310;1751106563;"https://www.deezer.com/track/3315131451";"https://music.apple.com/fr/album/transmuted-matter/1802636797?i=1802636805&uo=4";"https://open.spotify.com/track/5uC8IfgKCq9RJucC3hNkOM"
"Chiara Mastroianni";"Home";"La Plage";"2004";"VIRGIN";1751106316;1751106582;;;"https://open.spotify.com/track/0q2fxTHlZg544EosF4xIBT"
"Kikagaku Moyo";"Masana temples";"Majupose";"2018";"GURU GURU BRAIN";1751106561;1751106803;"https://www.deezer.com/track/537787082";;"https://open.spotify.com/track/0D3dpw1HOmKovxdmoYA1b4"
"Jenny Alpha";"La serenade du muguet";"Azé kozé";"2008";"AZTEC MUSIQU";1751106575;1751106823;;;
