"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer"
"Carl Douglas";"Bof / Dumb and dumber : Get down get dumb";"Kung fu fighting";"1974";"RHINO RECORDS";1725789428;1725789620;"https://open.spotify.com/track/7K8QsHbmUpSX37oOCL4e2g";;
"Karate Boogaloo";"Hold your horses";"Ps emmylou";"2024";"COLEMINE RECORDS";1725789614;1725789829;"https://open.spotify.com/track/2PTN1Dm3PjoxB99aT4RRzL";"https://music.apple.com/fr/album/ps-emmylou/1726622737?i=1726622971&uo=4";
"Dewolff";"Love, death & in between";"Jacky go to sleep";"2023";"MASCOT RECORDS ,";1725789826;1725790129;"https://open.spotify.com/track/62yX8UqvWvM0A8oGYao3mc";;
"Bob Marley And The Wailers";"The best of Bob Marley and the Wailers / Legend vol 1";"No Woman No Cry";"1974";"ISLAND";1725790124;1725790549;;;
"Shuggie Otis";"Here comes Shuggie Otis";"Gospel groove";"1970";"EPIC";1725790542;1725790792;"https://open.spotify.com/track/55mwnnVCq90cdzFro3UFGZ";;"https://www.deezer.com/track/550980"
"Blakroc";"Blakroc";"What you do to me";"2009";"COOP";1725790783;1725791087;"https://open.spotify.com/track/0KbNGYDMKekF1F6597P0L3";;
"Sameer Ahmad";"La vie est bien faite";"Cholos";"2024";"BAD COP BAD COP / IHH RECORDS";1725791086;1725791267;"https://open.spotify.com/track/7IJpYLBgYkN1lCxV7t5Nly";"https://music.apple.com/fr/album/cholos/1728095840?i=1728095842&uo=4";"https://www.deezer.com/track/2640241762"
"Chancha Via Circuito";"La estrellala";"El pavo real (feat. Meridian Brothers)";"2022";"WONDERWHEEL RECORDINGS";1725791256;1725791462;;;"https://www.deezer.com/track/1924972567"
"Coco Bryce";"City pop";"Running away towards me";"2024";"MYOR MUSIC";1725791458;1725791732;"https://open.spotify.com/track/0S2frGeFwvauq622gw0Aj5";"https://music.apple.com/fr/album/running-away-towards-me/1752955039?i=1752955046&uo=4";
"Violet Indigo";"Check yourself";"Come thru";"2023";"FLORAL RECORDS";1725791728;1725791981;"https://open.spotify.com/track/3FwuIq2ddMTcDIN1CiQUQ4";"https://music.apple.com/fr/album/come-thru/1713418199?i=1713418636&uo=4";
"Thomas De Pourquery";"Let the monster fall";"Carry on";"2024";"BELIEVE";1725791977;1725792292;"https://open.spotify.com/track/4fOjcy4u9HrErUjHjXXZec";"https://music.apple.com/fr/album/carry-on/1725297329?i=1725298156&uo=4";
"Delvon Lamarr Organ Trio";"I told you so";"Careless Whisper";"2021";"COLEMINE RECORDS";1725792290;1725792623;"https://open.spotify.com/track/4xmkuzw1PuJ15xCC0YP6VY";"https://music.apple.com/fr/album/careless-whisper/1537206995?i=1537207214&uo=4";
"Dr. John";"In the right place";"Shoo fly marches on";"1973";"ATCO";1725792619;1725792809;"https://open.spotify.com/track/2GUCu4slhRbYXweSEYPUld";"https://music.apple.com/fr/album/shoo-fly-marches-on/145077581?i=145077033&uo=4";
"Bobbie Gentry";"The girl from chickasaw county";"He made a woman out of me";"1970";"UMC";1725792802;1725792953;"https://open.spotify.com/track/2gMxsK1P5PF65J6q4rsCYl";;
"J. E. Sunde";"Alice, Gloria and Jon";"Stop caring";"2023";"VIETNAM";1725792951;1725793157;;;
"Hans Zimmer";"B.O.F / Les associés";"No more pills";"2003";"VARESE SARABANDE";1725793153;1725793431;"https://open.spotify.com/track/5nX1nuN4wmunP10BgvQ04n";;"https://www.deezer.com/track/123821626"
"Molly Lewis";"On the lips";"Porque te vas";"2024";"JAGJAGUWAR";1725793428;1725793615;"https://open.spotify.com/track/4gz8byCTwlLFFqMYyVhQ32";"https://music.apple.com/fr/album/porque-te-vas/1712878079?i=1712878416&uo=4";"https://www.deezer.com/track/2507484011"
"Bella White";"Among other things";"Flowers on my bedside";"2023";"ROUNDER RECORDS";1725793611;1725793898;"https://open.spotify.com/track/5Xwds2CiV7Nic6DVE4o9UJ";;
"Juniore";"Trois, deux, un";"Grand voyageur";"2024";"LE PHONOGRAPHE";1725793894;1725794112;"https://open.spotify.com/track/6eKtyT2uEJMAgNsGQoOiYR";;
"Calexico";"Feast of wire";"Dub latina";"2003";"CITY SLANG";1725794110;1725794246;"https://open.spotify.com/track/2FhQMtYAuLDjFD9nfL9XsI";"https://music.apple.com/fr/album/dub-latina/1721074297?i=1721075469&uo=4";
"The Gaslamp Killer";"Legna";"She's coming";"2023";"CUSS RECORDS";1725794242;1725794439;"https://open.spotify.com/track/332nYYEc3lxSwK80DKZfIz";;
"Natacha Atlas";"Myriad road";"Nafs el hikaya";"2015";"DECCA RECORDS";1725794436;1725794676;"https://open.spotify.com/track/2dniQBHBVO3J6HHYG3dGyY";"https://music.apple.com/fr/album/nafs-el-hikaya/1442357772?i=1442358053&uo=4";
"Johnny Hartman";"All of me - The debonair Mr. Hartman";"I Concentrate on you";"1957";"BETHLEHEM RECORDS";1725794676;1725794904;;;
"Camille Berthollet";"Series";"Mission Impossible";"2021";"WARNER CLASSICS";1725794902;1725795056;;;
"Voyou";"Papillon";"Papillon";"2018";"ENTREPRISE";1725795054;1725795281;"https://open.spotify.com/track/6tAlnUfqb57ccGrJs8hme6";;
"Cautious Clay";"Karpeh";"Ohio";"2023";"BLUE NOTE";1725795279;1725795450;"https://open.spotify.com/track/2yyM5THIv0BU4Jo1twbXaL";;"https://www.deezer.com/track/2289445345"
"Vampire Weekend";"Father of the bride";"Flower moon (feat. Steve Lacy)";"2019";"COLUMBIA";1725795445;1725795681;"https://open.spotify.com/track/3ujuDsiyBLAXAB6dtNwpGu";"https://music.apple.com/fr/album/flower-moon-feat-steve-lacy/1454428976?i=1454428998&uo=4";"https://www.deezer.com/track/672770972"
"The Sure Fire Soul Ensemble";"Step down";"Time to rebuild";"2022";"COLEMINE RECORDS";1725795677;1725795858;"https://open.spotify.com/track/2S0MZEpm5CtFOFSwQOHUa7";"https://music.apple.com/fr/album/time-to-rebuild/1606237161?i=1606237172&uo=4";"https://www.deezer.com/track/1628670902"
"Balthazar";"Rats";"Do not claim them anymore";"2012";"PLAY IT AGAIN SAM";1725795857;1725796094;"https://open.spotify.com/track/4UshS2R3hNsOrVtxlDF7cx";;
"Davy Graham";"Collectors / 12 perles rares selectionnees par volume # 3";"No preacher blues";"1966";"";1725796091;1725796222;"https://open.spotify.com/track/5Uy4hK8Bv1h3Q2OgE4D2xx";;
"This Is The Kit";"Day of the dead";"Jack-a-roe";"2016";"4AD";1725796221;1725796489;"https://open.spotify.com/track/2Jl1KRIBhoxePq8CWPcoO3";"https://music.apple.com/fr/album/jack-a-roe/1545433332?i=1545434682&uo=4";
"Dumka";"Folklores";"Choro Jane";"2024";"KLARTHE RECORDS JAZZ";1725796486;1725796691;"https://open.spotify.com/track/0cEd9SUSiSY5ddCd0SqSb6";"https://music.apple.com/fr/album/choro-jane/1715766732?i=1715767044&uo=4";
"Céu";"Um gosto de sol";"Pode esperar";"2021";"WARNER";1725796690;1725796904;"https://open.spotify.com/track/76zAqNO6ROXpC9X3Himk9e";"https://music.apple.com/fr/album/pode-esperar/1593478931?i=1593479330&uo=4";"https://www.deezer.com/track/1542005932"
"Wouf Wouf";"Dehors";"Télétravail";"2023";"BONBONBON";1725796903;1725797065;"https://open.spotify.com/track/0mQTO2NhLuWzOfchhO4N6l";;"https://www.deezer.com/track/2528079121"
"Nits";"Tree house fire";"The wind has no clothes";"2024";"WERF RECORDS";1725797062;1725797211;"https://open.spotify.com/track/0bzmHcghNl8ti7hmwtjG8u";"https://music.apple.com/fr/album/the-wind-has-no-clothes/1718277501?i=1718277516&uo=4";
"Twit One";"Teenwolf";"Dommm";"2023";"MUTOMBO RECORDS";1725797209;1725797369;"https://open.spotify.com/track/44ZQ1Guq83mEx7REOyTmsK";;"https://www.deezer.com/track/1974938777"
"The Emotions";"Flowers (Bonus Track Version)";"Flowers";"1976";"LEGACY RECORDINGS";1725797365;1725797630;"https://open.spotify.com/track/7BngbNGLogotcTM0PSvnYB";;"https://www.deezer.com/track/78390484"
"Gystere";"A little story";"Peace";"2020";"SODASOUND";1725797628;1725797777;"https://open.spotify.com/track/3FNdlgHieERSltfWKkARhu";;
"Benny Sings";"Passionfruit";"Passionfruit";"2019";"STONES THROW";1725797777;1725797968;;;
"Bloom Bat";"Honeist weirdo";"Odd friends";"2024";"AUTOPRODUCTION";1725797968;1725798124;"https://open.spotify.com/track/4MWJzo57x1QoGCJOjfVfYS";;"https://www.deezer.com/track/2608379672"
"Allysha Joy";"The making of silk";"Hold on";"2024";"FIRST WORD";1725798123;1725798436;"https://open.spotify.com/track/5RgQdwMRfeLabhwh1HCre3";;
"Tanika Charles";"Papillon de nuit";"Rent free";"2022";"RECORD KICKS";1725798434;1725798569;"https://open.spotify.com/track/5M8KqQxnT6Sl2AdsMlRM37";;
"Gretchen Parlato";"Flor";"Sweet love (feat. Gerald Clayton)";"2021";"EDITION";1725798569;1725798819;;;
"Oan Kim & The Dirty Jazz";"Whispers";"Quintet";"2022";"AUTOPRODUCTION";1725798818;1725799058;;;
"Lena Horne & Gabor Szabo";"Lena Horne & Gabor Szabo";"Something";"1970";"Cherry red records";1725799056;1725799244;;;
"Lea Lu";"I call you";"Horses (feat. Daniela Sarda)";"2021";"LL RECORDS";1725799242;1725799433;;;
"Leyla McCalla";"Sun without the heat";"Give yourself a break";"2024";"ANTI";1725799426;1725799649;"https://open.spotify.com/track/4KPGLKVLc5fs9bQyjXjmub";;
"Cyro Delvizio";"Francisco Mignone : 12 études pour guitare";"12 Etudes pour guitare : 6. Assai vivo";"2022";"DA VINCI CLASSICS";1725799647;1725799796;;;
"Vanessa Paradis";"Vanessa paradis";"Be my baby";"1992";"REMARK";1725799794;1725799901;"https://open.spotify.com/track/5UkoitnvaDUSsq7cVsOdOh";"https://music.apple.com/fr/album/be-my-baby/1485763165?i=1485763172&uo=4";
"John Milk";"Treat me right";"Just A Feeling";"2014";"UNDERDOG RECORDS";1725800008;1725800228;;;"https://www.deezer.com/track/96061036"
"Adam Green";"Freeze my love";"Freeze my love";"2019";"30TH CENTURY RECORDS";1725800227;1725800366;"https://open.spotify.com/track/3iZQDK9pBJbMtwgjUk4x5w";;"https://www.deezer.com/track/2572466822"
"Butcher Brown";"King Butch";"Tidal wave";"2021";"CONCORD JAZZ";1725800364;1725800573;;;
"Romare";"Projections";"Motherless Child";"2015";"NINJA TUNE";1725800572;1725800880;"https://open.spotify.com/track/0y3z37R490UEdkyCdFmFDm";;
"Greyboy";"Soul mosaic";"Genevieve (quantic remix)";"2004";"UBIQUITY";1725800876;1725801149;;;"https://www.deezer.com/track/982790272"
"Roy Ayers";"BOF / Coffy";"Brawling broads";"1973";"UNIVERSAL MU";1725801148;1725801308;;"https://music.apple.com/fr/album/brawling-broads/1443906006?i=1443906388&uo=4";
"Blur";"Parklife";"To the end";"1994";"PARLOPHONE";1725801302;1725801545;;"https://music.apple.com/fr/album/to-the-end/867694889?i=867694937&uo=4";
"Jane Birkin";"Oh ! Pardon tu dormais";"A marée haute";"2020";"BARCLAY";1725801532;1725801797;"https://open.spotify.com/track/0IJn4toq48CRVUKOlTZik6";;"https://www.deezer.com/track/1165061842"
"Sandman Project";"Where did you go ?";"Where did you go";"2024";"BATOV";1725801795;1725802027;;;
"Metronomy & Pan Amsterdam";"Nice town";"Nice town (Original)";"2024";"NINJA TUNE";1725802026;1725802192;;"https://music.apple.com/fr/album/nice-town-original/1731403628?i=1731403629&uo=4";
"Soul Coughing";"Irresistible bliss";"Soft serve";"1996";"BARCLAY";1725802188;1725802379;"https://open.spotify.com/track/0mg6jbSRdINFZOPt8bt3AZ";"https://music.apple.com/fr/album/soft-serve/1349792353?i=1349792357&uo=4";
"Aretha Franklin";"Queen of soul";"The weight";"1970";"ATLANTIC";1725802377;1725802548;"https://open.spotify.com/track/39lw4tu2jDKW5kf7HGyqmM";;
"Louis Prima";"BOF / Nous finirons ensemble";"Pennies from heaven";"1957";"L R DU TRESOR";1725802546;1725802684;"https://open.spotify.com/track/4tmy6FB76bR5eLmx0zO1mn";;
"Fatbabs";"48° Nord";"The Rainbow Warrior";"2021";"BIG SCOOP RECORDS";1725802685;1725802877;"https://open.spotify.com/track/2poIHoLIBBBz5XxK7AT7G5";;
"Ensemble Vocal Melisme (S)";"Paul Ladmirault : Oeuvres pour choeurs";"10 chansons écossaises : Les jolies rives du lac Lomond - pour choeur mixte et piano";"2008";"SKARBO";1725802873;1725803125;;;
"Joni Mitchell";"I came to the city / Out of the city and down to the seaside";"Cactus tree";"1970";"REPRISE";1725803123;1725803398;;;
"Francoiz Breut";"Vif !";"Lichens";"2024";"62 RECORDS / PIAS";1725803396;1725803600;"https://open.spotify.com/track/17tBABfHP4GDPwmfeW65Gn";"https://music.apple.com/fr/album/lichens/1735587224?i=1735588019&uo=4";"https://www.deezer.com/track/2700878582"
"Nilufer Yanya";"Method actor";"Mutations";"2024";"NINJA TUNE";1725803599;1725803856;"https://open.spotify.com/track/0CPNtInZtdxtWNOBN5Nkhu";"https://music.apple.com/fr/album/mutations/1743430197?i=1743430206&uo=4";
"Dickie Harrell";"Ultra lounge / Space capades";"Drivin' around the block";"1960";"CAPITOL";1725803855;1725803987;;;
"The Doors";"L.A. Woman";"L.A. woman";"1971";"ELEKTRA";1725803985;1725804451;"https://open.spotify.com/track/6DmfWj5kOa1fX8AwN9byOn";;"https://www.deezer.com/track/65445461"
"Kiefer";"Between days";"Work and purpose (feat. 10.4 ROG)";"2021";"STONES THROW";1725804399;1725804401;;"https://music.apple.com/fr/album/work-and-purpose-feat-10-4-rog/1559836000?i=1559836006&uo=4";
"Madeleine Peyroux";"Secular hymns";"If The Sea Was Whiskey";"2016";"IMPULSE / UNIVERSAL";1725804448;1725804633;"https://open.spotify.com/track/3rDGqnRdUss7UhZJy87qnk";"https://music.apple.com/fr/album/if-the-sea-was-whiskey/1440870200?i=1440870595&uo=4";
"Soothsayers";"We are many versions";"Love and unity (Victor Rice dub)";"2022";"WAH WAH 45S";1725804631;1725804835;;;
