"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify"
"Collignon";"Bicicleta";"Estrada do sul";"2024";"GRIS GRIS RECORDS";1766052000;1766052185;"https://www.deezer.com/track/3152470011";;
"Jorge Ben";"Mojo club / Dancefloor jazz / Vol 6";"Ponta de lança Africano";"1977";"MOTOR MUSIC";1766052185;1766052414;;;
"Sallie Ford And The Sound Outside";"Sallie Ford & the sound outside";"I swear";"2011";"FARGO";1766052410;1766052593;;;
"The Selecter";"Ska heroes";"On my radio";"1979";"EMI";1766052591;1766052785;"https://www.deezer.com/track/1787674107";"https://music.apple.com/fr/album/on-my-radio/1629179487?i=1629179494&uo=4";"https://open.spotify.com/track/4EyTv9LXeOSP05xKnssamj"
"Calibro 35";"Mister magic";"Mister magic";"2025";"RECORD KICKS";1766052772;1766052992;"https://www.deezer.com/track/3590563352";;"https://open.spotify.com/track/4rpPAx8ukinniDROqa7GGG"
"Simone Mazzer & Cotonete";"Simone Mazzer & Cotonete";"Comment te dire adieu";"2020";"PRADO";1766052991;1766053173;;;
"Melodiesinfonie";"We gonna be ok";"Goodbye";"2022";"RADICALIS";1766053349;1766053497;"https://www.deezer.com/track/1679624977";"https://music.apple.com/fr/album/goodbye/1613525733?i=1613526396&uo=4";"https://open.spotify.com/track/1HVFYcbPgDks2ZKca0CZym"
"Shivaree";"Tainted love";"Helllo hello I'm back again";"2007";"V2 RECORDS";1766053496;1766053668;;;
"Peki Momes";"Peki Momés";"Baslangiç";"2025";"MOCAMBO RECORDS";1766053652;1766053790;"https://www.deezer.com/track/3454933421";;"https://open.spotify.com/track/5A3mMXG6AJI9vpXPAE8bt1"
"Luisa Maita";"Fio da memória";"Around you";"2016";"CUMBANCHA";1766053786;1766053986;"https://www.deezer.com/track/132937776";;"https://open.spotify.com/track/6JGOtaoE5rvT5y9b2vg2ST"
"The Zombies";"The EP collection";"Time of the season";"1968";"SEE FOR MILES RECORDS";1766053984;1766054194;"https://www.deezer.com/track/112325658";;
"Duo";"Duo";"French house";"2020";"LITA (AWAL)";1766054192;1766054394;"https://www.deezer.com/track/1875286187";;"https://open.spotify.com/track/3gA1C0Xw6g6AySuo8k5twW"
"Eighth Blackbird";"Filament";"Murder ballades : Tears for sister Polly";"2015";"CEDILLE RECORDS";1766054388;1766054561;;;
"Les Louanges";"Je confirme ma présence";"Je confirme ma présence";"2025";"BONSOUND";1766054559;1766054667;"https://www.deezer.com/track/3643029022";;"https://open.spotify.com/track/5Hycs03T6DODsC0i97ndGm"
"Sampology";"Ripened (feat. NMMWL)";"Ripened (feat. NMMWL)";"2025";"MIDDLE NAME RECORDS";1766054657;1766054846;;;
"The Young Rascals";"Groovin'";"Groovin'";"1967";"RHINO RECORDS";1766054845;1766054996;"https://www.deezer.com/track/81769154";"https://music.apple.com/fr/album/groovin/1778235498?i=1778236540&uo=4";"https://open.spotify.com/track/3c2kMiSB86tVq1J4oULmvL"
"Ara Kekedjian";"Bourj hammoud groove";"Intch imanayi";"";"HABIBI FUNK";1766054991;1766055165;"https://www.deezer.com/track/3505396881";"https://music.apple.com/fr/album/intch-imanayi/1833062029?i=1833062038&uo=4";"https://open.spotify.com/track/6itxO2hHi8oJvnouhIzkZX"
"David Holmes";"Bof / Ocean's thirteen";"Diamond location";"2007";"WARNER BROS";1766055159;1766055226;"https://www.deezer.com/track/679070";"https://music.apple.com/fr/album/diamond-location/256147739?i=256147887&uo=4";"https://open.spotify.com/track/2q7XRrWodTEjbDxhDY5Lbq"
"Lupe Fiasco";"Daydreamin'";"Daydreamin' (Feat. Jill Scott) (Radio Edit)";"2006";"WEA";1766055222;1766055450;;;
"Obongjayar";"Paradise Now";"Holy mountain";"2025";"SEPTEMBER RECORDINGS";1766055448;1766055596;"https://www.deezer.com/track/3398113451";;"https://open.spotify.com/track/2l5tfcgwEAi6gErNcsL5OU"
"Little Dragon";"Slugs of love";"Slugs of Love";"2023";"NINJA TUNE";1766055592;1766055833;"https://www.deezer.com/track/2266671967";;"https://open.spotify.com/track/1yiLwdxz2gVjksCwQI7yjN"
"Messer Chups";"Mondo harp";"The world we knew";"2019";"GITARACULA RECORDS";1766055827;1766055977;"https://www.deezer.com/track/1678325707";;
"Johnny Hallyday";"Petite fille";"Petite fille (Julian waits)";"1967";"PHILIPS (PHPS)";1766055974;1766056128;;;
"Amy Winehouse";"Lioness: Hidden treasures";"Will you still love me tomorrow ?";"2011";"UNIVERSAL MUSIC (LABEL & DISTRIBUTEUR)";1766056126;1766056387;;;
"Susan Cadogan";"A live injection anthology 1968 to 1979";"Hurt so good";"1975";"TROJAN RECORDS";1766056382;1766056566;"https://www.deezer.com/track/131318004";"https://music.apple.com/fr/album/hurt-so-good/1517864989?i=1517865972&uo=4";"https://open.spotify.com/track/0HKjMzVgFuFl7LwxFi5a8L"
"Son Rompe Pera";"Chimborazo";"El tamal";"2024";"AYA RECORDS";1766056564;1766056782;"https://www.deezer.com/track/2155399837";;
"Cal Tjader";"Bof / Fritz the cat";"Mamblues";"1972";"PRESTIGE";1766056782;1766056963;"https://www.deezer.com/track/867002922";;
"Nubiyan Twist";"Azimuth (feat. Eniola)";"Azimuth (feat. Eniola)";"2025";"STRUT";1766056959;1766057225;;"https://music.apple.com/fr/album/azimuth-feat-eniola/1850759713?i=1850759716&uo=4";
"Oh Wonder";"Ow";"Without you";"2015";"CAROLINE";1766057221;1766057444;"https://www.deezer.com/track/106061612";"https://music.apple.com/fr/album/without-you/1440871652?i=1440872088&uo=4";"https://open.spotify.com/track/0IVHlst3XMgzXUJbIyZ8oO"
"Dimone";"Dimoné";"Rosée sur le ronces";"2022";"ESTAMPE";1766057443;1766057609;;;
"Radoslav Kvapil";"Anton Dvorak : Oeuvre pour piano / Vol.4 (intégrale)";"13 esquisses poétiques op 85 B 161 : Danse des lutins";"1999";"SUPRAPHON OU SUPRAPHONET";1766057605;1766057794;;;
"David Bowie";"Hunky dory";"Life on Mars?";"1971";"EMI";1766057792;1766058018;"https://www.deezer.com/track/3155539";;"https://open.spotify.com/track/19WYZB2ljFAIx6v1lVwwPI"
"Solaris";"Space funk (afro-futurist electro funk in space 1976-84)";"Space invaders";"1981";"SOUL JAZZ RECORDS";1766058008;1766058223;"https://www.deezer.com/track/780919212";;
"N.A.S.A.";"The spirit of apollo";"The People Tree (feat. David Byrne, Chali 2na, Gift Of Gab & Z-Trip)";"2009";"ANTI";1766058217;1766058471;;;
"Sun Ra";"Lanquidity";"Where pathways meet";"1978";"EVIDENCE";1766058471;1766058732;;;
"Monde UFO";"7171";"Amalgamated";"2021";"FIRE RECORDS";1766058731;1766058906;"https://www.deezer.com/track/2306889025";;"https://open.spotify.com/track/1ji3pOWqjgOFVw09PPTi9p"
"Florent Marchet";"Bambi Galaxy";"Où Étais-Tu";"2014";"PIAS";1766058902;1766059201;"https://www.deezer.com/track/74294986";"https://music.apple.com/fr/album/o%C3%B9-%C3%A9tais-tu/779171937?i=779171998&uo=4";"https://open.spotify.com/track/53P3xmUbH81CC9ExHNHS9j"
"Lalo Schifrin";"Mannix soundtrack";"Mannix title track (short version)";"1967";"WARNER";1766059201;1766059289;;;
"Willie Colon";"Siembra";"Siembra";"1978";"FANIA";1766059287;1766059610;"https://www.deezer.com/track/686098842";;"https://open.spotify.com/track/362GCFRPvy9wChpMudJMAx"
"Bad Bunny";"Debi tirar mas fotos";"Pitorro de coco";"2025";"RIMAS";1766059609;1766059816;"https://www.deezer.com/track/3171003101";;"https://open.spotify.com/track/14QaXYIK3K3QPtezqxRRPN"
"Y La Bamba";"Collapse";"Mas manos";"2023";"TENDER LOVING EMPIRE";1766059814;1766060070;"https://www.deezer.com/track/2226883297";;"https://open.spotify.com/track/4Kv4NZyQuQFpRhnBc2A3Dh"
"Khruangbin";"The universe smiles upon you ii";"The man who took my sunglasses ii";"2025";"DEAD OCEANS";1766060069;1766060178;"https://www.deezer.com/track/3595955302";;"https://open.spotify.com/track/6aG4gndzvSGopOEH6mSwh9"
"Khruangbin";"The universe smiles upon you ii";"White gloves ii";"2025";"DEAD OCEANS";1766060177;1766060467;"https://www.deezer.com/track/3595955292";;"https://open.spotify.com/track/4EGilW7VYfTULk4RENDfJp"
"Merger";"Armageddon time";"Evergreen land";"1980";"EMERGENCY RECORDS";1766060466;1766060817;;;
"Chagrin D'Amour";"Chacun fait c'qui lui plait";"Sainte nitouge";"1981";"PHILIPS";1766060814;1766060888;"https://www.deezer.com/track/565628582";;
"Dr Feelgood";"All through the city";"Oyeh";"1975";"5099995804026";1766060887;1766061035;;;
"Muddy Waters";"Confessin the blues";"Mannish boy";"1955";"BMG";1766061034;1766061205;"https://www.deezer.com/track/587132";"https://music.apple.com/fr/album/mannish-boy/1741235928?i=1741236009&uo=4";
"Burl Ives";"BOF TV / Fargo  (Saison 2)";"One hour ahead of the posse";"1952";"SONY CLASSICAL";1766061204;1766061388;"https://www.deezer.com/track/11584961";"https://music.apple.com/fr/album/one-hour-ahead-of-the-posse/1087133432?i=1087133739&uo=4";
"Crook Decker";"Graffiti lagoon";"Cheapskate";"2025";"ALL MY THOUGHTS";1766061387;1766061527;"https://www.deezer.com/track/3625543852";;"https://open.spotify.com/track/1ZAwDcoU0rLkdeGue51C1m"
"Warhaus";"We fucked a flame into being";"Leave with me";"2016";"PIAS";1766061520;1766061717;"https://www.deezer.com/track/131130422";;"https://open.spotify.com/track/2cRz2BlpnJYQzNknHn11uZ"
"Tommy Guerrero";"A little bit of something";"Blue masses";"2000";"SOURCE/VIRG";1766061713;1766061863;"https://www.deezer.com/track/436459042";"https://music.apple.com/fr/album/blue-masses/1320197773?i=1320201706&uo=4";"https://open.spotify.com/track/6UZ43Lg4yXc0MqZ8rlWPun"
