"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"deezer";"itunes"
"Kerri Chandler";"90's house & garage";"Ladbroke grove";"2015";"Z RECORDS";1717790892;1717791198;"https://open.spotify.com/track/1JivtOsCFfTyQDji6u4NbU";;
"Rodeo Spaghetti";"Bien salé";"Italian mariachi (feat. Sebastien Ruiz Levy)";"2019";"ZE BOURGEOIZ / INOUI DISTRIBUTION";1717794059;1717794566;;;
"Brunetta E I Soui Balubas";"Ciao Bella !: Italian girl singers of the 60s";"Baluba shake";"1966";"ACE RECORDS";1717794565;1717794703;;;
"Baxter Dury";"Slumlord";"Slumlord";"2020";"PIAS";1717794701;1717794906;"https://open.spotify.com/track/321Dazq9K6yfHNQC1JeqK2";"https://www.deezer.com/track/803817982";
"Doja Cat";"Paint the town red";"Paint the town red";"2023";"RCA";1717794897;1717795103;"https://open.spotify.com/track/2IGMVunIBsBLtEQyoI1Mu7";"https://www.deezer.com/track/2387373015";"https://music.apple.com/fr/album/paint-the-town-red/1699830841?i=1699831061&uo=4"
"Dusty Springfield";"Complete A and B sides 1963-1970";"Am I the same girl";"1979";"ECLIPSE";1717795102;1717795280;;;
"Roger Miller";"Billboard top country hits 1964";"Chug-a-lug";"1964";"RHINO RECORDS";1717795281;1717795407;"https://open.spotify.com/track/0pXTXRA19UOtib2BeuNEFX";"https://www.deezer.com/track/602429482";
"Scotty Moore";"Country instumental / I love country";"Milk cow blues";"1984";"CBS";1717795402;1717795546;;"https://www.deezer.com/track/132197232";
"Juniore";"Le silence";"Le silence";"2024";"LE PHONOGRAPHE";1717795542;1717795747;"https://open.spotify.com/track/2HxU432YufOpu8qaJIed2P";;"https://music.apple.com/fr/album/le-silence/1736476413?i=1736476419&uo=4"
"Sababa 5";"Middle eastern grooves";"Rosenzweig";"2023";"BATOV RECORDS";1717795742;1717795909;"https://open.spotify.com/track/72fdHkurLBDCoUUoXNIjYd";;
"A Tribe Called Quest";"Peoples instinctive travels and the path of rhythm";"Can I kick it ?";"1990";"JIVE/LEGACY";1717795906;1717796158;;;
"Haim";"Summer girl";"Summer girl";"2019";"POLYDOR RECORDS";1717796157;1717796361;;"https://www.deezer.com/track/720054662";
"Aldous Harding";"Aldous harding";"Beast";"2014";"LYTTELTON RECORDS";1717796361;1717796516;;;
"Ralph Vaughan-Williams (Compositeur)";"And love said";"Songs of Travel: 2. Let beauty awake - pour soprano et piano";"2021";"Alpha Classics";1717796511;1717796635;"https://open.spotify.com/track/1ku7lHMXEm5ixMBUdx6iWC";"https://www.deezer.com/track/1400669942";
"Alfio Origlio";"Ricordo";"How Deep Is Your Love";"2000";"CRISTAL RECORDS";1717796629;1717796869;;"https://www.deezer.com/track/13379303";
"Nathaniel Rateliff & The Night Sweats";"The future";"Love don’t";"2021";"VIRGIN RECORDS";1717796864;1717797166;"https://open.spotify.com/track/31ZxzRFepEtFwGcJiR2ePy";;
"The Butterfly Ball";"The butterfly ball";"Love is all (feat. Ronnie James Dio)";"1974";"LINE";1717797154;1717797348;;;
"Les Rita Mitsouko";"The no comprendo";"Les histoires d'a.";"1986";"VIRGIN";1717797345;1717797583;;;
"Julian Lage & Chris Eldridge";"Mount royal";"Henry";"2017";"FREE DIRT RECORDS";1717797618;1717797842;"https://open.spotify.com/track/1pSPcbVSSHAo7gE48mlY0A";;
"Jessica Pratt";"Here in the pitch";"Better hate";"2024";"CITY SLANG";1717797838;1717798064;"https://open.spotify.com/track/2Y1rQrW4YKgmuPTxqquLqB";;
"Mama Cass & The Big Three";"Essential Folk Masters";"Grandfather's clock";"1964";"CLASSIC MUSIC";1717798061;1717798174;;"https://www.deezer.com/track/544314742";
"Shocking Blue";"At home";"Venus";"1969";"RED BULLET";1717798173;1717798357;"https://open.spotify.com/track/0Z3xhSOhrawLV81YdiDiiJ";"https://www.deezer.com/track/60703394";"https://music.apple.com/fr/album/venus/293336477?i=293336485&uo=4"
"The Olympians";"The Olympians";"Sirens of Jupiter";"2016";"DAPTONE RECORDS";1717798354;1717798571;"https://open.spotify.com/track/0yEs9toiItKB3X0uaVcnL5";"https://www.deezer.com/track/807964342";"https://music.apple.com/fr/album/sirens-of-jupiter/1488040231?i=1488040232&uo=4"
"Jalen Ngonda";"Come around and love me";"It takes a fool";"2023";"DAPTONE RECORDS / MODULOR";1717798566;1717798751;"https://open.spotify.com/track/3vdfmxNcwJHonDzazX5Y5b";;
"Joe Yorke";"Hopeless";"Still dreaming";"2023";"RHYTHM STEADY";1717798748;1717798907;"https://open.spotify.com/track/5qhOwNhLn6KLtQ3Exw8pTA";;"https://music.apple.com/fr/album/still-dreaming/1708963114?i=1708964896&uo=4"
"Amoue";"Je me souviens";"Je me souviens";"2021";"LVCO PRODUCTION";1717798908;1717799095;"https://open.spotify.com/track/6cPgMtHunG243pHjc9nqnK";;
"Joe Hisaishi";"Bof / Eté de Kikujiro";"Summer road";"1999";"POLYDOR";1717799092;1717799279;"https://open.spotify.com/track/6CXfGDeeKUPVeDBBO0BlGs";;"https://music.apple.com/fr/album/summer-road/1498700467?i=1498700699&uo=4"
"Nat King Cole";"The complete after midnight sessions";"Route 66";"1956";"CAPITOL";1717799277;1717799496;;;
"Santi Sans";"Pop a la catalana / Jazz bossa & groovy sounds";"El meu trastet (road hog)";"1967";"VADIM MUSIC";1717799495;1717799636;;;
"Calle 13";"Entren los que quieran";"Muerte en hawaii";"2010";"SONY MUSIC LATIN";1717799630;1717799820;"https://open.spotify.com/track/3kNVYo6BJE9AENxzokM9YC";;
