"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify"
"Madison McFerrin";"You + I";"No room";2020;"AUTOPRODUCTION";1705744619;1705744838;;;
"Johnny Keating And His Kombo";"Temptation/percussive moods";"The donkey serenade";1962;"VOCALION";1705744840;1705744973;;;
"Dani";"Dani* : Integrale des enregistrements Pathe-Marconi";"Dring dring";1967;"EMI";1705744972;1705745114;"https://music.apple.com/fr/album/dring-dring/1368046997?i=1368047014&uo=4";"https://www.deezer.com/track/482126062";"https://open.spotify.com/track/1EgV9xlUbbUOBxFkYcPApD"
"George Harrison";"Dark horse";"Ding dong, ding dong";1974;"PARLOPHONE";1705745113;1705745336;"https://music.apple.com/fr/album/ding-dong-ding-dong-2014-mix/1666653115?i=1666653121&uo=4";;
"Molly Johnson";"Lucky";"If I were a bell";2008;"VERVE";1705745329;1705745492;"https://music.apple.com/fr/album/if-i-were-a-bell/1443867314?i=1443867453&uo=4";;"https://open.spotify.com/track/6kcq6xKnO3MeeUlOKR3ru8"
"The Liminanas";"BOF / Le bel été";"Simon";2019;"BECAUSE MUSIC";1705745490;1705745636;;;"https://open.spotify.com/track/3uWOPeJzA4VuiXjTQiqhHv"
"Brian Protheroe";"Pinball and other stories";"Hotel";1976;"PICKLED EGG";1705745635;1705745842;"https://music.apple.com/fr/album/hotel/1629189049?i=1629189057&uo=4";"https://www.deezer.com/track/1787726807";"https://open.spotify.com/track/0bqDnZkb8EpMc2wvE9XLws"
"Wayne Snow";"Figurine";"Faceless";2021;"ROCHE MUSIQUE";1705745840;1705746084;"https://music.apple.com/fr/album/faceless/1564471269?i=1564471719&uo=4";"https://www.deezer.com/track/1352780082";"https://open.spotify.com/track/1FPd0Ovh4N3CXoF2RO89W4"
"Les McCann";"Layers";"Sometimes I cry";1973;"RHINO ATLANTIC";1705746083;1705746402;;;"https://open.spotify.com/track/6gA0ps6IzjBj7azFvWjWME"
"Massive Attack";"Blue lines";"Be thankful for what you've got";1990;"CIRCA RECORDS";1705746399;1705746641;;;
