"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify"
"Manu Dibango";"À la Jamaïque";"Kumbele style";"1980";"SOUL MAKOSSA";1714337829;1714337970;"https://www.deezer.com/track/1702276197";;
"Joyce";"Feminina";"Coração de criança";"1980";"KLIMT RECORDS";1714337976;1714338169;;;
"Clea Vincent";"Tropi-Clea / Vol. 2";"N'allez pas travailler";"2020";"MIDNIGHT SPECIAL RECORD";1714338161;1714338339;;;"https://open.spotify.com/track/0pAoBw2wq8JydayGz1ZBiv"
"Nick Waterhouse";"Never twice";"I had some money (but I spent it)";"2016";"INNOVATIVE LEISURE";1714338337;1714338526;;;"https://open.spotify.com/track/7ecxtP4iBode3CFDb3E99s"
"Freddie King";"The Backbeat of Rock and Roll";"Hide away";"";"FAMOUS FLAMES RECORDS";1714338521;1714338675;;;"https://open.spotify.com/track/2bV2rAslNR4CjjG8CuEQhZ"
"The Rolling Stones";"The rolling stones : Tattoo you";"Start me up";"1981";"CBS";1714338673;1714338882;;"https://music.apple.com/fr/album/start-me-up-2021-remaster/1584861492?i=1584861495&uo=4";
"Cate Le Bon";"Mug museum";"No god";"2013";"TURNSTILE";1714338883;1714339161;;;"https://open.spotify.com/track/51SRIkOy8018GvLoCoTZJL"
"Orchestre O.K. Jazz";"Congo Funk ! Sound madness from the shores of the mighty Congo rive";"Kiwita kumunani";"1969";"ANALOG AFRICA";1714339152;1714339376;;;
"Makaya McCraven";"Universal beings";"Inner flight";"2018";"INTERNATIONAL ANTHEM";1714339372;1714339539;;;"https://open.spotify.com/track/0uxgN97AvcTbJFZSflyoKa"
"Morphine";"Good";"Claire";"1993";"RYKO";1714339534;1714339716;"https://www.deezer.com/track/3859215";;
"Edu Lobo";"Missa breve";"Zanga, zangada";"1973";"ODEON";1714339718;1714339904;"https://www.deezer.com/track/3447643";;
"John Roseboro";"Johnny";"How to pray";"2023";"PUBLIC CONFESSION ART HOUSE";1714339899;1714340075;;;"https://open.spotify.com/track/2ABSIwSLt40a1zI0BarWKl"
"Simon & Garfunkel";"Sounds of silence";"Anji";"1968";"CBS";1714340071;1714340204;;;
"Jgrrey";"Theirs 13";"Theirs 13";"2023";"PACE";1714340201;1714340325;;;
"Massive Attack";"Collected";"Safe From Harm";"1991";"VIRGIN";1714340312;1714340629;"https://www.deezer.com/track/3157629";;
"The Liminanas & Laurent Garnier";"De pelicula";"Tu tournes en boucle";"2021";"BERRETO MUSIC / BECAUSE MUSIC";1714340632;1714340846;;;
"Scientist";"King of dub";"Everlasting version";"1983";"KINGDOM RECORDS";1714340842;1714341146;;;
"Bo'Vel";"Changes";"Check4 U (original)";"1996";"ATHENS OF THE NORTH RECORDS";1714341140;1714341358;;;
"David Datunashvil";"We are the children of the sun";"(wonders)";"2022";"BBE MUSIC";1714341358;1714341566;;;
"Deodato";"Prélude";"Prelude to the afternoon of a faun / Prelude à l'après-midi d'un faune";"1972";"EPIC";1714341586;1714341888;;;
"Thelma Houston";"Motown dream girls";"Don't leave me this way";"1976";"MOTOWN";1714341888;1714342105;"https://www.deezer.com/track/3067260";"https://music.apple.com/fr/album/dont-leave-me-this-way/1439279410?i=1439279592&uo=4";"https://open.spotify.com/track/51qi5dgc9CsotM87GmRkAX"
"Mork";"Towards the sun (feat. Dom Beats)";"Towards the sun";"2024";"ALBERT'S FAVOURITES";1714342102;1714342359;"https://www.deezer.com/track/2647011202";;"https://open.spotify.com/track/0EYLmjuvCUburrwbmvsPiv"
"Clair";"La maison magique";"La joie";"2023";"MAISON MAGIQUE";1714342357;1714342555;;;"https://open.spotify.com/track/7lnIB3RBPsCq1DDmcQ43P7"
"Alex Bleeker";"Heaven on the Faultline";"Swang";"2021";"NIGHT BLOOM RECORDS";1714342556;1714342686;;;"https://open.spotify.com/track/6p0td73RSv8jl8OOHEBBeU"
"Khruangbin & Vieux Farka Toure";"Ali";"Diarabi";"2022";"SECRETLY CANADIAN";1714342680;1714342981;;;
"Bongmaster Inc";"Happy cones";"Brothers & Sisters";"2006";"KARTEL";1714342970;1714343322;"https://www.deezer.com/track/3834319";;"https://open.spotify.com/track/3FgmWzMd8cTTRPQGyDjuLT"
"November Ultra";"Bedroom walls";"Soft & tender";"2022";"HOLLYWOOD SUMMER RECORDS";1714343326;1714343589;;;"https://open.spotify.com/track/4A2943U1KOEH6Uc3KNLbq3"
"Kenny Burrell";"Blues: The common ground";"Soulful brothers";"1968";"VERVE";1714343582;1714343864;;;"https://open.spotify.com/track/47pICj8jM5ecqYBwrjhVis"
"John Lee Hooker";"Boom boom";"Boom boom";"1992";"VIRGIN";1714343859;1714344115;;;
"Sugar Pie DeSanto";"Chess soul/A decade of Chicago's finest";"Soulful dress";"1964";"UNIVERSAL";1714344111;1714344278;;;
"La Poison";"Le monde va mal";"Le monde va mal";"2021";"PIAS";1714344281;1714344502;"https://www.deezer.com/track/2560467362";"https://music.apple.com/fr/album/le-monde-va-mal/1564099632?i=1564099640&uo=4";"https://open.spotify.com/track/1XBmHwOnontQgOO2kv9buF"
"Jimmy Smith";"Version excursion";"I'm gonna love you just a little bit more babe";"1974";"HARMLESS RECORDINGS";1714344497;1714344761;;;
"Surprise Chef";"All news is good news";"All news is good news";"2020";"MR BONGO";1714344753;1714345014;"https://www.deezer.com/track/921021762";;"https://open.spotify.com/track/6xNouwojGWhHlweVGfAI9H"
"Lord Apex";"The good fight";"Smokers lounge (feat BONES)";"2023";"E-M WORLDWIDE";1714345008;1714345232;;;
"Feist";"Let it die";"Mushaboom";"2004";"POLYDOR";1714345242;1714345460;"https://www.deezer.com/track/2431285";"https://music.apple.com/fr/album/mushaboom/324199526?i=324199978&uo=4";"https://open.spotify.com/track/66olzBxCgKlpFRB1LKH5pO"
"Gecko Turner";"Somebody from badajoz";"Ain't no fun preachin' to the choir";"2023";"LOVEMONK RECORDS";1714345452;1714345677;;;"https://open.spotify.com/track/3QE0cpvmeJ6r8SoMrehBLH"
"Laurent Bardainne & Tigre d’eau douce";"Eden Beach Club";"Eden";"2024";"";1714345670;1714345957;;"https://music.apple.com/fr/album/eden/1729904279?i=1729904625&uo=4";
"Romano Bianchi";"Le don et la disgrâce";"HS to HS";"2023";"STONE PIXELS RECORDS";1714345952;1714346103;;;
"Dana Gillespie";"Foolish seasons";"Dead";"1968";"REV-OLA";1714346103;1714346291;"https://www.deezer.com/track/1883566247";;"https://open.spotify.com/track/0tofdkB1rkWzQBJKeXlxjK"
"Chakachas";"Bof / Boogie nights";"Jungle fever";"1972";"CAPITOL";1714346288;1714346548;;;
"Luis Santi Y Su Conjunto";"Florida funk : Funk 45s from the alligator state";"Los feligreses";"1975";"JAZZMAN RECORDS";1714346544;1714346784;;;
"Bolis Pupul";"Letter to yu";"Ma tau wai road (with Salah Pupul)";"2024";"DEEWEE";1714346781;1714347015;;;"https://open.spotify.com/track/6SahlIYFk1IHwMFKSIpXhc"
"Falco";"Einzelhaft";"Der Kommissar";"1982";"A&M RECORDS";1714347016;1714347240;;;"https://open.spotify.com/track/3TBRJsLCcwroEkA3tD4u2N"
"DJ Harrison";"Shades of yesterday";"Ebony moonbeams";"2024";"STONES THROW RECORDS";1714347235;1714347346;;;"https://open.spotify.com/track/0M7tjjTdaOeFjbtcyL8O1H"
"Janek Van Laak";"Circle of madness";"Here to slay (feat. Madeleine Rose)";"2024";"SONAR KOLLEKTIV";1714347344;1714347506;;;
"Devendra Banhart";"Ma";"Kantori Ongaku";"2019";"NONESUCH";1714347506;1714347722;;;"https://open.spotify.com/track/20ITxdJZk7A72NaKvw1PAF"
"Orchestre Philharmonique Arctique";"Arctic";"The arctic suite : 2. Aurora - pour violon et orchestre";"2023";"SONY CLASSICAL";1714347721;1714347902;;;
"Bjork";"Homogenic";"All Is Full of Love";"1997";"MOTHER";1714347888;1714348128;;"https://music.apple.com/fr/album/all-is-full-of-love-howies-version/1726654447?i=1726654729&uo=4";"https://open.spotify.com/track/242g4wxl3FZvDYA4xYLqre"
"Creedence Clearwater Revival";"Bayou country";"Born on the bayou";"1969";"FANTASY";1714348117;1714348430;"https://www.deezer.com/track/883641";"https://music.apple.com/fr/album/born-on-the-bayou/1440925821?i=1440926253&uo=4";"https://open.spotify.com/track/587bVBCHYW5Q2VNRLig4AS"
"Alice Dona";"Alice Dona : Intégrale en français et inédits en langues étrangères / Succès 1963 - 1964";"C'est pas prudent";"1963";"EMI";1714348425;1714348578;"https://www.deezer.com/track/6627041";;
"Out Of The Ordinary";"Stranger things have happened";"The Ballad Of Kenny Buchanan";"2019";"RAMROCK RED RECORDS";1714348573;1714348698;;;
"Oscar Brown Jr";"Movin' on";"A dime away from a hotdog";"1972";"ATLANTIC";1714348704;1714348891;;;
"Grant Green";"Say it loud ! (Brotherhood, pride & groove on Blue Note)";"I don't want nobody to give me nothing";"1969";"BLUE NOTE";1714348889;1714349238;;;
"Gal Costa";"India";"Pontos de luz";"1973";"MR BONGO";1714349234;1714349394;;;"https://open.spotify.com/track/4ABzNwtzvzvXsQMBIrdF39"
"Steve Winwood";"About time";"Different light";"2003";"SANCTUARY";1714349392;1714349782;;"https://music.apple.com/fr/album/different-light/20636223?i=20636193&uo=4";"https://open.spotify.com/track/53TUD2DIJlqEalaIvT0sRS"
"Project Gemini";"Colours & light";"Lost in the woods (bachannal)";"2024";"MR BONGO";1714349785;1714350011;;"https://music.apple.com/fr/album/lost-in-the-woods-bachannal/1721546677?i=1721547367&uo=4";
"Jamma-Dee";"Perceptions";"Saturday";"2023";"NBN RECORDS";1714350009;1714350177;;"https://music.apple.com/fr/album/saturday/1701179733?i=1701180121&uo=4";"https://open.spotify.com/track/1OVfBd7l7MwKG3kpxEjtg6"
"Sameer Ahmad";"La vie est bien faite";"Daddy cool";"2024";"BAD COP BAD COP / IHH RECORDS";1714350174;1714350422;;"https://music.apple.com/fr/album/daddy-cool/1728095840?i=1728095848&uo=4";"https://open.spotify.com/track/1nAbMsNUIW0tdzb8GYJnfu"
"Lonnie Liston Smith";"Expansions";"Voodoo woman";"1975";"BMG/RCA";1714350422;1714350676;;;"https://open.spotify.com/track/4q7llboOSWJZPRL5ertlCf"
"Cheikha Remitti";"Cheikha Rimitti/Nouar";"Hak hak";"1999";"SONO";1714350675;1714351082;;;
"Gorillaz";"Humanz";"She's my collar (Feat. Kali Uchis)";"2017";"PARLOPHONE RECORDS";1714351079;1714351287;;;"https://open.spotify.com/track/3lIxtCaROdRDuTnNBDm3n2"
"Billie Eilish";"NDA";"NDA";"2021";"POLYDOR";1714351286;1714351479;"https://www.deezer.com/track/1449740572";"https://music.apple.com/fr/album/nda/1564530719?i=1564531177&uo=4";"https://open.spotify.com/track/38GBNKZUhfBkk3oNlWzRYd"
"Arctic Monkeys";"Am";"Do I wanna know ?";"2013";"DOMINO RECORDING CO LTD";1714351478;1714351746;;;
"Leon Phal";"Stress killer";"Vibing in ay";"2023";"HEAVENLY SWEETNESS";1714351747;1714351990;"https://www.deezer.com/track/2342875225";"https://music.apple.com/fr/album/vibing-in-ay/1694358761?i=1694358765&uo=4";"https://open.spotify.com/track/3HIA9qP0VRXwGPu9JGhntM"
"Baron Retif & Concepcion Perez";"Funk";"On fait comment";"2023";"MOSTLA / MUSIQUE LARGE";1714351990;1714352221;;;"https://open.spotify.com/track/0csQIZy0hZjzvcBddxxAiv"
"L'Imperatrice";"Me Da Igual";"Me da Igual";"2024";"";1714352218;1714352424;"https://www.deezer.com/track/2655898762";"https://music.apple.com/fr/album/me-da-igual/1736766809?i=1736767086&uo=4";"https://open.spotify.com/track/0ri4EFGPe0GqSl8Mp1yYuE"
"Reyna Tropical";"Malegría";"Lo siento";"2024";"PSYCHIC HOTLINE";1714352444;1714352618;"https://www.deezer.com/track/2585375882";;"https://open.spotify.com/track/44jJprZA3rKSrDIq31opcQ"
"Emma-Jean Thackray";"Yellow";"Our people";"2021";"MOVEMENTT";1714352617;1714352902;;;"https://open.spotify.com/track/3NsU1w37pHmQ1lN7H6T20a"
"Herbie Hancock";"Thrust";"Spank-a-lee";"1974";"COLUMBIA";1714352895;1714353327;"https://www.deezer.com/track/622414";"https://music.apple.com/fr/album/spank-a-lee/186421713?i=186423645&uo=4";"https://open.spotify.com/track/5V1uxpCzvNu94nyQX8gVUm"
"Jamiroquai";"The return of the space cowboy";"Mr Moon";"1994";"SONY";1714353323;1714353643;;;"https://open.spotify.com/track/2k3MqTGANsyR1knJbR4kIg"
"The Mauskovic Dance Band";"The mauskovic dance band";"Drinks by the sea";"2019";"SOUNDWAY RECORDS";1714353643;1714353862;;;"https://open.spotify.com/track/6FoYuDcvcjTqFdlZSvzONc"
"King Gizzard & The Lizard Wizard";"Changes";"No body";"2022";"KGLW (KING GIZZARD & THE LIZARD WIZARD)";1714353857;1714354079;;;"https://open.spotify.com/track/2bNqs5SLWjOtwcohKAdlgJ"
"Daniel Villarreal";"Lados B";"Sunset cliffs";"2023";"INTERNATIONAL ANTHEM";1714354077;1714354345;"https://www.deezer.com/track/2357336235";;"https://open.spotify.com/track/0WGJ7bgk0IYoSgEcPcR6YT"
"Piers Faccini";"Tearing sky";"Sharpening bone";"2006";"LABEL BLEU";1714354342;1714354606;;;"https://open.spotify.com/track/2uwWXmfBOkNSYddZvtQNs5"
"Cochemea";"Vol. 2 : Baca sewa";"Curandera";"2021";"DAPTONE RECORDS";1714354606;1714354825;;;"https://open.spotify.com/track/7lWPmy23Qd7FEIk2GbJsEM"
"Ben Harper";"Fight for your mind";"Burn one down";"1995";"VIRGIN";1714354819;1714355028;;"https://music.apple.com/fr/album/burn-one-down/715793784?i=715794535&uo=4";"https://open.spotify.com/track/2QzMJkYUhThZxM94ahgOzN"
"Hubert Sumlin";"Hubert Sumlin and his friends/Kings of Chicago blues vol.2";"Funky roots";"1971";"SONY";1714355023;1714355248;;;
"Amy Winehouse";"Back to black";"Some Unholy War";"2006";"ISLAND REC";1714355246;1714355387;"https://www.deezer.com/track/2176860";"https://music.apple.com/fr/album/some-unholy-war/1422677780?i=1422677789&uo=4";"https://open.spotify.com/track/5DEitTu33CUjozBijXiLNb"
"Adi Oasis";"Lotus glow (instrumentals)";"Get it got it";"2023";"ADI OASIS";1714355391;1714355635;"https://www.deezer.com/track/2071647197";;"https://open.spotify.com/track/1PJZoofwSD9VJ4HmIFIJZy"
"Blick Bassy";"Mádibá";"Nop";"2023";"INFINE";1714355634;1714355795;;"https://music.apple.com/fr/album/nop/1739148838?i=1739151077&uo=4";"https://open.spotify.com/track/2gkbseJ30HYh2GCjAMcHgr"
"Rahill";"Flowers at your feet";"Futbol";"2023";"BIG DADA";1714355795;1714356004;"https://www.deezer.com/track/2254870617";;"https://open.spotify.com/track/1tBR4EX2S4YonuXB0mwRvT"
"S3a";"Pages";"Friends";"2019";"DIRT CREW RECORDINGS";1714356024;1714356331;;;
"Prince";"Prince";"Sexy dancer";"1979";"WARNER";1714356322;1714356580;"https://www.deezer.com/track/4288237";;"https://open.spotify.com/track/62swKfU8FW7mUMjsYzX7O4"
"Ishida Ayumi";"Light mellow rainbow";"Journey";"2014";"COLUMBIA";1714356578;1714356779;;;
"Men I Trust";"Hard to let go";"Hard to Let Go";"2022";"INDEPENDENT";1714356776;1714357022;"https://www.deezer.com/track/2581741082";;"https://open.spotify.com/track/3XBQUmjwquZPzTNtOqj7N7"
"Marion Rampal";"Oizel";"Oizeau";"2024";"LES RIVIERES SOUTERRAINES";1714357023;1714357213;"https://www.deezer.com/track/2585232322";"https://music.apple.com/fr/album/oizeau/1721394113?i=1721395622&uo=4";"https://open.spotify.com/track/4wyCDEypGKhCcvh1itrYVo"
"Jean Pierre Rampal";"Classic Gershwin";"Liza";"1987";"CBS";1714357206;1714357348;;;
"Jethro Tull";"Stand Up (A Steven Wilson stéréo remix)";"Living in the past";"1969";"PARLOPHONE RECORDS";1714357347;1714357549;;"https://music.apple.com/fr/album/living-in-the-past/699620744?i=699621114&uo=4";
"Mark Rodney";"Earl's Closet : The Lost Archive of Earl Mcgrath, 1970-1980";"California";"2022";"LIGHT IN THE ATTIC RECORDS";1714357545;1714357722;"https://www.deezer.com/track/1740715667";;"https://open.spotify.com/track/3emwqTh6RoRzCYCVZ0aIVM"
"Matata";"Best of Matata";"I believe her";"1974";"SOUL POSTERS";1714357723;1714357885;;;
"Audrey";"This is trojan boss reggae";"Sweeter than sugar";"1970";"TROJAN RECORDS";1714357876;1714358075;;;
"Tommy Guerrero";"Soul food taqueria";"Another brother gone";"2002";"MO WAX";1714358069;1714358211;"https://www.deezer.com/track/436458492";;"https://open.spotify.com/track/1i8svXT633tXzs6GcekOtw"
"Anderson .Paak";"Come Down feat. T.I. (Radio Edit)";"Come Down feat. T.I. (Dirty version)";"2016";"MEMBRAN ENTERTAINMENT GROUP";1714358212;1714358489;;;
"Varnish La Piscine";"Nubian farlow";"Nubian farlow";"2023";"BECAUSE";1714358488;1714358636;"https://www.deezer.com/track/2135779617";;"https://open.spotify.com/track/4e2IYSagATnhdFaxSV3Abk"
"Kazuki Isogai";"Seawater";"Vida";"2024";"STEREFOX RECORDS";1714358636;1714358778;;;"https://open.spotify.com/track/24xV1kxfd5a4hDXpRHivUr"
"Polycool";"Lovoscope";"Please babe";"2023";"POLYCOOL";1714358773;1714358918;"https://www.deezer.com/track/2161364947";;"https://open.spotify.com/track/3VA4sZOFHqK5d0Wsfp9cTU"
"Steve Hiett";"Girls in the grass";"Are these my memories?";"2019";"BE WITH RECORDS";1714358914;1714359084;;;"https://open.spotify.com/track/1NPf5FCRtTxNlm5XGhkKhw"
"Suba";"Nueva bossa nova";"Felicidade";"2002";"FAROUT";1714359078;1714359336;;;
"Brigitte Fontaine";"Morceaux de choix";"C'est normal";"1973";"VIRGIN";1714359336;1714359593;;;
"The Lijadu Sisters";"Afro - beat soul sisters";"Gbowo mi";"1979";"SOUL JAZZ RECORDS";1714359602;1714359814;;;
"Carolyn Catlyn";"The lovers rock story (the best of the early years)";"Peaceful woman";"1977";"KICKIN MUSIC";1714359807;1714360035;;;
"Melodiesinfonie";"We gonna be ok";"Introspective";"2022";"RADICALIS";1714360029;1714360200;"https://www.deezer.com/track/1679625087";;"https://open.spotify.com/track/5VZjewApZLk6JgC3YL31lj"
"Thomas De Pourquery";"Let the monster fall";"Back from the war";"2024";"BELIEVE";1714360196;1714360448;;;"https://open.spotify.com/track/68HQxa5VaW3lHrNNlzVVhy"
"Hiroki Tamaki";"Nippon acid folk 1970-1980";"Beautiful Song";"1980";"TIME CAPSULE";1714360448;1714360745;;;
"Crosby";"Greatest hits";"Teach Your Children";"1970";"ATL";1714360741;1714360913;;;
"Eddy Mitchell";"Tout Eddy";"Sur la route de memphis";"1976";"POLYDOR";1714360910;1714361081;;;"https://open.spotify.com/track/6NQ1iVoOqcYKDdsrkLi1PK"
"Molly Lewis";"For the birds : The birdsong project (Vol. I)";"Whistling in the dark";"2022";"SEARCH PARTY - DOWNTOWN RECORDS";1714361077;1714361192;;;"https://open.spotify.com/track/4lVZlnAZIaI3Ci5kQqR6nW"
"Ella Fitzgerald";"Ella Fitzgerald : The legendary Decca recordings / CD 3";"Imagination";"1954";"VERVE";1714361197;1714361351;;;"https://open.spotify.com/track/5k5m4vYBJYgHg9vOozNgJZ"
"Barbara Hendricks";"Barbara Hendricks interprète des mélodies françaises";"Plaisir d'amour- pour soprano et piano";"1996";"EMI";1714361349;1714361514;;;
"Reinel Bakole";"Healing Exhaustion";"Roots & wires";"2024";"1878596 RECORDS DK2";1714361513;1714361729;;;"https://open.spotify.com/track/5gxLI3AgTvJ5fStzkZIifL"
"Jo Wedin";"Menace : In Sync";"Things aren't getting better";"2023";"MENACE";1714361728;1714361870;"https://www.deezer.com/track/2735199141";"https://music.apple.com/fr/album/things-arent-getting-better/1690423421?i=1690423422&uo=4";"https://open.spotify.com/track/6PkkjzD9SImZZfsPia6lM4"
"Pierre Daven-Keller";"Kino music";"Dakota Jim";"2019";"KWAIDAN";1714361874;1714362110;;;"https://open.spotify.com/track/0IIlma9xzJhiKDXcXiopX2"
"David Bowie";"The singles collection";"Ashes to ashes";"1980";"EMI";1714362107;1714362368;;;
"Goat";"Commune";"Goatchild";"2014";"ROCKET RECORDINGS";1714362365;1714362604;;;"https://open.spotify.com/track/143GGLjR7rpIgad1eUeq4L"
"Wynder K Frog";"Into the fire";"Cool hand Stanley";"1970";"UNITED ARTISTS";1714362600;1714362932;;;
"Al Jarreau";"Glow";"Milwaukee";"1976";"REPRISE RECORDS";1714362920;1714363201;"https://www.deezer.com/track/75942303";"https://music.apple.com/fr/album/milwaukee/838311306?i=838311327&uo=4";"https://open.spotify.com/track/6BNdVSFBF0HO5Ly2M55IXw"
"Yann Kornowicz";"Videoclub II";"Detective opening";"2024";"BEATSQUEEZE RECORDS";1714363209;1714363382;;;
"BadBadNotGood";"Sour soul";"Gunshowers (Feat. Elzhi)";"2015";"LEX RECORDS";1714363370;1714363553;;;
"Serge Gainsbourg";"De Gainsbourg a gainsbarre : Vol 7 : 1975-1976-1977-1978-1981";"Aeroplanes";"1976";"PHILIPS";1714363549;1714363702;;"https://music.apple.com/fr/album/a%C3%A9roplanes/1442994434?i=1442994837&uo=4";"https://open.spotify.com/track/7xhL0cWSXeFLUeGTQl61eN"
"Air";"Moon safari";"You make it easy";"1998";"VIRGIN";1714363697;1714363935;;;"https://open.spotify.com/track/1SxkYuCQOVyzJaQYqIvVjZ"
"Mac Demarco";"One Wayne G";"20201125";"2023";"MAC DEMARCO, LLC";1714363939;1714364110;;;"https://open.spotify.com/track/5SbjrcEN7amPcLwWSoGHAt"
"Tom Ze";"Série dois momentos : Se o caso é chorar ( 1972 ) / Todos os olhos ( 1973 )";"Brigitte Bardot";"1973";"WARNER MUSIC BRASIL";1714364108;1714364281;;;"https://open.spotify.com/track/6MoIvRHFnqlST9T7eU4A2q"
"Brigitte Bardot";"Brigitte Bardot";"Maria ninguem";"1964";"PHILIPS";1714364279;1714364436;;;
"Kazuko Hohki";"Kazuko hohki chante brigitte bardot";"La Madrague";"1989";"CHABADA";1714364435;1714364606;;;
"Swingin' Affair";"Swingin' Affair fait sa B.O";"Le gendarme de Saint Tropez : Marche des gendarmes";"2021";"FREMEAUX & ASSOCIES";1714364609;1714364866;;;
"Khruangbin";"A la sala";"Hold me up (thank you)";"2024";"DEAD OCEANS";1714364865;1714365095;;;"https://open.spotify.com/track/0juMDnoo3u3uDJ32wjK2BF"
"Don Melody Club";"Zonder Pardon";"Tederheid";"2024";"LES DISQUES BONGO JOE";1714365085;1714365334;;;"https://open.spotify.com/track/1AxyUjIBNoRFIb6s4sw1G4"
"Daft Punk";"Human after all";"Make love";"2005";"VIRGIN";1714365317;1714365598;;"https://music.apple.com/fr/album/make-love/696478788?i=696479081&uo=4";"https://open.spotify.com/track/1WnXCfO6oIxG0TbJj29MqR"
"Jay Som";"Anak ko";"Tenderness";"2019";"LUCKY NUMBER";1714365598;1714365836;;;"https://open.spotify.com/track/6xlO0KbxxktH6OnY56wkwF"
"Roberta Flack";"Roberta Flack and Donny Hathaway";"You've lost that loving feeling";"1972";"ATLANTIC";1714365834;1714366228;;;
"Isaac Hayes";"BOF / Shaft";"Shaft strikes again";"1971";"STAX";1714366225;1714366409;;"https://music.apple.com/fr/album/shaft-strikes-again/1440937741?i=1440938060&uo=4";
"Anne Marie Panzarella";"Wolfgang Amadeus Mozart : Requiem K 626 et Ave verum corpus K 618";"Requiem en ré min K 626 pour soli choeur et orchestre : Tuba mirum";"";"ERATO";1714366405;1714366601;;;
"Arve Henriksen";"Places of worship";"Shelter from the storm";"2013";"RUNE GRAMMOFON";1714366596;1714366799;"https://www.deezer.com/track/610739362";;"https://open.spotify.com/track/4cCVaWqd2CJp1z0IVFb21J"
"Olivier et Clare Manchon";"BOF / En attendant Bojangles";"La danse d'Antoinette";"2022";"UNIVERSAL MUSIC";1714366800;1714367003;;;
"Sammy Davis Jr.";"The Sammy Davis Junior story : Yes I can cd2";"A lot of livin' to do";"1962";"";1714367004;1714367168;;;
"Blossom Dearie";"The quintessence Paris New York Europe 1953-1962";"Chez moi";"1960";"FREMEAUX & ASSOCIES";1714367167;1714367353;"https://www.deezer.com/track/2440838";;"https://open.spotify.com/track/16UdsCC8mjirUrtjA9HaG5"
"Pawpaw Rod";"This Must Be A PawPaw Rod EP";"Love On You";"2023";"GODMODE";1714367352;1714367539;;"https://music.apple.com/fr/album/love-on-you/1709563053?i=1709563065&uo=4";"https://open.spotify.com/track/0xV1udwDCxDnX2srYNxRpl"
"Moods";"Music ruined my life";"Let it slide";"2021";"BOOGIE ANGST";1714367538;1714367722;;"https://music.apple.com/fr/album/let-it-slide/1587170675?i=1587170776&uo=4";"https://open.spotify.com/track/75aMPmBFueh3IRHWsAtZPQ"
"Loleatta Holloway";"Salsoul essentials";"Runaway";"1977";"CHARLY";1714367721;1714368005;"https://www.deezer.com/track/63424340";;
