"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify"
"John Scofield";"A moment's peace";"I will";"2011";"EMARCY";1761386231;1761386425;"https://music.apple.com/fr/album/i-will/1443189344?i=1443189354&uo=4";"https://www.deezer.com/track/10495577";"https://open.spotify.com/track/4H5tCJkYpYp2CmlL7EQq0i"
"The Beatles";"The Beatles";"I will";"1968";"EMI";1761386423;1761386527;"https://music.apple.com/fr/album/i-will/1441133180?i=1441133910&uo=4";;
"Janis Joplin";"I got dem ol' kozmic blues again mama";"Maybe";"1969";"COLUMBIA";1761386526;1761386748;"https://music.apple.com/fr/album/maybe/1073650135?i=1073650389&uo=4";"https://www.deezer.com/track/118994322";"https://open.spotify.com/track/0xGSeBsG4V8Scc5YqpZQ66"
"Har Mar Superstar";"Bye bye 17";"Lady you shot me";"2013";"CULT RECORDS";1761386747;1761386927;;;
"Surprise Chef";"All news is good news";"Yung Boi suite";"2020";"MR BONGO";1761386925;1761387223;;"https://www.deezer.com/track/921021802";"https://open.spotify.com/track/06PpkLUklPAAMzywkBr3TM"
"Cesar Precio";"La suite logique des choses";"D'autres îles en soi";"2024";"OBJET DISQUE - LABEL SERVICE";1761387219;1761387601;;"https://www.deezer.com/track/2964593791";"https://open.spotify.com/track/0tt7ziJ3vxsmebJRrzOpAK"
"Quantic & Nidia Gongora";"Almas conectadas";"Adiós Chacón";"2021";"TRU THOUGHTS";1761387599;1761387958;;;
"Ala.Ni";"Sunshine Music";"This Is Why";"2025";"NO FORMAT";1761387958;1761388144;;"https://www.deezer.com/track/3416611531";"https://open.spotify.com/track/1qBjo6xn0EWEknbqjELAlK"
"Kenny Burrell";"Kenny Burrell & John Coltrane";"Why Was I Born?";"1958";"PRES";1761388143;1761388337;;;
"Norah Jones";"Come away with me";"Don't know why";"2001";"BLUENOTE";1761388334;1761388517;;"https://www.deezer.com/track/3155839";
"Henri Salvador";"Homme studio";"Marjorie (1971)";"1971";"BORN BAD RECORDS";1761388515;1761388652;;;
"Ali Farka Toure";"Talking TImbuktu";"Bonde";"1994";"NIGHT&DA";1761388648;1761388972;;;
"Bob Marley";"Africa unite : The singles collection";"Redemption song";"1980";"MELO";1761388970;1761389196;;;
"Julian Lage";"The layers";"Double southpaw";"2023";"BLUE NOTE";1761389196;1761389376;;"https://www.deezer.com/track/2120978987";"https://open.spotify.com/track/1DZrcuq1jMOUZX1I13AYAp"
"Melody Gardot";"My one and only thrill";"Who will comfort me";"2009";"UNIVERSAL";1761389375;1761389669;;"https://www.deezer.com/track/4619056";"https://open.spotify.com/track/5jl4IPTqY0gE7fbmxCZ88B"
"Gabi Hartmann";"La femme aux yeux de sel";"Salinda, la fille aux yeux de sel";"2025";"MASTERWORKS";1761389666;1761389883;;"https://www.deezer.com/track/3199910741";"https://open.spotify.com/track/5HpS9EsSmqyHWHWEmwo4dG"
