"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify"
"Lio";"Peste of !";"Le Banana split";"1979";"";1742637518;1742637668;"https://www.deezer.com/track/2417394";;
"Genevieve Artadi";"Dizzy strange summer";"I hate when I can’t feel my heart";"2020";"BRAINFEEDER";1742637664;1742637812;"https://www.deezer.com/track/971257092";"https://music.apple.com/fr/album/i-hate-when-i-cant-feel-my-heart/1513436020?i=1513436021&uo=4";"https://open.spotify.com/track/4CqY8pGlSQkrbDClNB80gb"
"DJ Cam";"Trip do Brasil : Best of brazilian vibes with electronic beatz";"Birds also sing for Amazonia";"2014";"PASSPORT SONGS MUSIC";1742637811;1742637995;;;
"Polo & Pan";"Les Jolies Choses";"Les Jolies Choses";"2021";"CAROLINE";1742637969;1742638189;"https://www.deezer.com/track/1402072822";"https://music.apple.com/fr/album/les-jolies-choses/1594343935?i=1594344017&uo=4";"https://open.spotify.com/track/03WMhty0KQ2ppU30LiyKy4"
"Isolde Lasoen";"Oh dear";"Oh dear";"2023";"MAYWAY RECORDS";1742638172;1742638362;"https://www.deezer.com/track/2608130592";"https://music.apple.com/fr/album/oh-dear/1724173726?i=1724173982&uo=4";"https://open.spotify.com/track/0yGXjlC5Tco3lK9I1p1amA"
"Derya Yildirim & Grup Simsek";"Yarin yoksa";"Cool hand";"2025";"BIG CROWN RECORDS";1742638361;1742638621;"https://www.deezer.com/track/2937654221";;"https://open.spotify.com/track/1UZkvUDW7lKf55MoXICwWX"
"Krajenski";"B 3 vol.2";"Hope";"2024";"AGOGO RECORDS";1742638616;1742638805;;"https://music.apple.com/fr/album/hope/1762692104?i=1762692108&uo=4";
"Busta Rhymes";"It Ain't Safe No More...";"I know what you want";"2002";"J RECORDS";1742638800;1742639092;;;
"The Tams";"The ABC's of soul / vol 1";"Hey girl don't bother me";"1964";"GEFFEN RECORDS";1742639084;1742639229;"https://www.deezer.com/track/3150939071";;
"Jacques Helian Et Son Nouvel Orchestre";"Qu'il fait bon vivre";"Qu'il Fait Bon Vivre";"1959";"FESTIVAL";1742639225;1742639367;;;
"Toots And The Maytals";"54-46 was my number (Anthology 1964-2000)";"(Take me home) country roads";"1973";"TROJAN";1742639366;1742639568;;;
"The Meters";"Struttin";"Ease back";"1967";"CHARLY RECORDS";1742639560;1742639747;"https://www.deezer.com/track/912161162";;
"Michael Rault";"It's new day tonight";"I'll be there";"2018";"WICK RECORDS";1742639744;1742639951;"https://www.deezer.com/track/779503002";;"https://open.spotify.com/track/0UJ3Q5B6GrYJdwp8YHfMrY"
"Pink Floyd";"Echoes - the best";"See Emily play";"1967";"EMI";1742639949;1742640116;"https://www.deezer.com/track/116914280";"https://music.apple.com/fr/album/see-emily-play/1067444712?i=1067444768&uo=4";
"Peter Cat Recording Co";"Bismillah";"Remain in me";"2019";"PANACHE";1742640115;1742640408;;;
"Francois Petitprez";"Stay tuned";"8 Valses poéticos : 1. Melodico - arrangement pour quintette de cuivres";"2018";"KLARTHE";1742640404;1742640591;;;
"Arthur Conley";"Shake, rattle & roll";"A Change Is Gonna Come";"1967";"RHINO ATLANTIC";1742640590;1742640783;"https://www.deezer.com/track/62167430";"https://music.apple.com/fr/album/a-change-is-gonna-come/1182923136?i=1182923193&uo=4";"https://open.spotify.com/track/7L5lgRsIWBWssZFS7M1xag"
"Brain Damage";"Oide oide";"Azuki arai";"2025";"JARRING EFFECTS LABEL";1742640782;1742640886;;;
"Edith Piaf";"L'homme a la moto";"Enfin le printemps";"";"EMI";1742640883;1742641023;"https://www.deezer.com/track/15481705";"https://music.apple.com/fr/album/enfin-le-printemps/1015431629?i=1015432543&uo=4";"https://open.spotify.com/track/3sZAX2Gq3kPR073t5Qu4ri"
"Akale Wube";"Sost";"Spring no come";"2014";"CLAPPSON";1742641022;1742641283;"https://www.deezer.com/track/81774934";;"https://open.spotify.com/track/07DGZiWVpWyjo8xldchZ9B"
"Cotonete";"Victoire de la musique";"Venezuela";"2024";"HEAVENLY SWEETNESS";1742641276;1742641627;"https://www.deezer.com/track/2622051562";"https://music.apple.com/fr/album/venezuela/1725971393?i=1725971409&uo=4";"https://open.spotify.com/track/5MiroiiGhMht59cRjD3Ldj"
"Arimasen";"Akasaka soul funk 1969-1977";"Strawberry jam";"2025";"180G";1742641618;1742641871;;;
"Ervin Rucker";"The soulful side of gme & musette records";"She's alright";"1965";"TRAMP RECORDS";1742641869;1742642014;;;
