"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Dawn Again";"Every dog’s hotel";"Every dogs hotel";"2024";"HELL YEAH RECORDINGS";1717530995;1717531203;;;
"Prince";"Sign O' the times (super deluxe edition)";"Sign O' the times";"1987";"WARNER RECORDS";1717531237;1717531534;"https://music.apple.com/fr/album/sign-o-the-times/1520460179?i=1520460180&uo=4";;
"Francis Bebey";"Paris - Dougou";"Crocodile crocodile crocodile";"1990";"OZILEKA";1717531534;1717531780;"https://music.apple.com/fr/album/crocodile-crocodile-crocodile/1204449113?i=1204449177&uo=4";"https://open.spotify.com/track/40zGiTFlQKxwKB8hQ4QTme";
"Ikoqwe";"Ikoqwe : The beginning, the medium, the end and the infinite";"Pele";"2021";"CRAMMED DISC";1717531775;1717531952;;"https://open.spotify.com/track/1YW7ZPhzJAjxzXYppUTvRg";
"Tshegue";"Mais";"Mais";"2022";"BELIEVE DIGITAL";1717531950;1717532152;;"https://open.spotify.com/track/4EzTZrPNxui7ovuaCixG3a";"https://www.deezer.com/track/1962885557"
"Sameer Ahmad";"La vie est bien faite";"C'est la vie";"2024";"BAD COP BAD COP / IHH RECORDS";1717532152;1717532376;"https://music.apple.com/fr/album/cest-la-vie/1728095840?i=1728095844&uo=4";"https://open.spotify.com/track/093fsrk16CHs1ViZkHDRE6";
"Khruangbin";"A la sala";"Ada jean";"2024";"DEAD OCEANS";1717532363;1717532562;"https://music.apple.com/fr/album/ada-jean/1721004325?i=1721004336&uo=4";"https://open.spotify.com/track/1k9NCfhr7kBZThlVSdXJFa";
"The Doors";"Break on through";"The end";"1967";"ELLEKTRA";1717532554;1717533253;"https://music.apple.com/fr/album/the-end/640047463?i=640047587&uo=4";"https://open.spotify.com/track/5UgT7w6zVZjP3oyawMzbiK";
"Kourosh Yaghmaei";"Back from the brink";"Tak derakht";"1974";"NOW AGAIN";1717533262;1717533566;;;"https://www.deezer.com/track/13509443"
"Funkadelic";"Mommy,what's a funkadelic?";"I got a thing you got a thing everybody's got a thing";"1970";"PATHE MARCONI";1717533563;1717533797;;;
"Dewolff";"Wolffpack";"Lady J";"2021";"MASCOT RECORDS ,";1717533789;1717534127;"https://music.apple.com/fr/album/lady-j/1600466466?i=1600466473&uo=4";"https://open.spotify.com/track/4y4s1stbokfgFCNhQVFaio";"https://www.deezer.com/track/1587057742"
"Slash";"Orgy of the damned";"The pusher (feat. Chris Robinson)";"2024";"GIBSON RECORDS";1717534127;1717534551;;;
"Ali Shaheed Muhammad";"Jazz is dead / Vol. 4";"Quiet storm";"2020";"JAZZ IS DEAD";1717534541;1717534801;;;
"Bobbi Humphrey (Flûte traversière)";"Satin Doll";"Satin Doll";"2002";"Blue Note";1717534798;1717535044;;"https://open.spotify.com/track/63yLILdzEynaG2dBLrGIvm";
"Sly & The Family Stone";"The essential";"Everybody is a star";"1969";"EPIC";1717535052;1717535235;;;
"The Teskey Brothers";"The winding way";"Oceans of emotions";"2023";"DECCA MUSIC GROUP";1717535227;1717535459;"https://music.apple.com/fr/album/oceans-of-emotions/1669559073?i=1669559516&uo=4";"https://open.spotify.com/track/3bIdWXtBtDqES9h21vls42";
"Dick Hyman And The Group";"The soulful """"mirrors"""" sound";"The dock of the bay";"1968";"BLUE MOON";1717535456;1717535599;;;
"The Rolling Stones";"Flowers";"My girl";"1967";"ABKCO RECORD";1717535597;1717535754;"https://music.apple.com/fr/album/my-girl/1469558372?i=1469560204&uo=4";"https://open.spotify.com/track/47eWF81LJRr4jW3lO1FuYJ";"https://www.deezer.com/track/9956056"
"Reiko Ohara";"Nippon girls: Japanese pop, beat & bossa nova 1966-1970";"Peacock baby";"1968";"BIGBEAT";1717535751;1717535918;;;
"Joe Hisaishi";"Bof / Eté de Kikujiro";"Mad summer";"1999";"POLYDOR";1717535915;1717536089;"https://music.apple.com/fr/album/mad-summer/1498700467?i=1498700682&uo=4";"https://open.spotify.com/track/35U6VAcsGRVhlNBNVCwifa";
"Irene Jacob";"En bas de chez moi";"En japonais";"2016";"NAIVE";1717536086;1717536248;;"https://open.spotify.com/track/7a8X0F7lzIbENXmnlRZxZj";"https://www.deezer.com/track/119764058"
"Roseaux";"Roseaux";"Walking On the Moon";"2012";"TOT OU TARD";1717536243;1717536567;;"https://open.spotify.com/track/2uSQGq0WuAVhAJk3xoMJJu";"https://www.deezer.com/track/605708322"
"Cibelle";"Cibelle";"Waiting";"2003";"CRAMNED";1717536559;1717536935;;"https://open.spotify.com/track/5BK2rcE0RhhJW2kjhGmTPS";"https://www.deezer.com/track/588538902"
"Portishead";"Glory box";"Sheared box";"1994";"GO-BEAT";1717536932;1717537140;;;
"MC Solaar";"Paradisiaque";"Illico presto";"1997";"POLYDOR";1717537126;1717537387;"https://music.apple.com/fr/album/illico-presto/1594572393?i=1594572917&uo=4";;"https://www.deezer.com/track/1548545992"
"A Polylogue From Sila";"Banzaï Lab Compilation Volume X (Présent)";"Hide and Seek (feat. Joey Steffens)";"2017";"BANZAI LAB";1717537377;1717537692;;;
"Tank And The Bangas";"Red balloon";"Cafe du monde";"2022";"VERVE";1717537699;1717537938;;"https://open.spotify.com/track/3GaQ08cEZH996bMkmyyof4";
"Magnus Lindgren";"Stockholm underground";"Chain of fools";"2017";"ACT MUSIC";1717537935;1717538164;;"https://open.spotify.com/track/1EgVTIEoUt8jpRG5qDPJjl";"https://www.deezer.com/track/387973721"
"Jean Pierre Rampal";"Jean Pierre Rampal et Aurèle Nicolet : musique de chambre et symphonique";"Divertissement en Ut Maj hob iv : 1 : Allegro moderato - pour 2 flutes traversieres et basson";"";"";1717538161;1717538369;;;
"Elvis Presley";"Elivis with Royal Philharmonic orchestra - Christmas (Deluxe Edition)";"Oh little town of Bethlehem";"2017";"SONY";1717538367;1717538527;;"https://open.spotify.com/track/7xZvIZoV2BOiJ470NyAmG2";
"Vivre!";"Vol.1";"Pauvre Jésus-Christ";"2020";"FREAKSVILLE RECORDS";1717538528;1717538751;"https://music.apple.com/fr/album/pauvre-j%C3%A9sus-christ/1522890923?i=1522890925&uo=4";"https://open.spotify.com/track/0CSXgnGaxhmOIMMlkD7ZtX";"https://www.deezer.com/track/1016530582"
"Brad Mehldau";"Après Fauré";"Prelude";"2024";"NONESUCH";1717538791;1717538997;"https://music.apple.com/fr/album/prelude/1733538927?i=1733538944&uo=4";"https://open.spotify.com/track/1RiVACySefHd4fppGkcQJq";"https://www.deezer.com/track/2680840832"
