"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Quantic & Nidia Gongora";"Almas conectadas";"Adiós Chacón";"2021";"TRU THOUGHTS";1745315705;1745316063;;;
"Andrea Laszlo De Simone";"Vivo (radio edit)";"Vivo (radio edit)";"2021";"UNIVERSAL";1745316062;1745316328;;;
"Timber Timbre";"Creep on creepin'on";"Lonesome hunter";"2011";"FULL TIME HOBBY";1745316328;1745316606;"https://www.deezer.com/track/3076096801";"https://open.spotify.com/track/5qztDPYgsCbXhzMHvYp48r";
"Paul McCartney & Wings";"Wingspan hits and history";"Let me roll it";"1973";"EMI";1745316604;1745316890;;;"https://music.apple.com/fr/album/let-me-roll-it/1440951787?i=1440952747&uo=4"
"John Scofield";"That's what I say / John Scofield plays the music of Ray Charles";"Let's go get stoned";"2005";"VERVE";1745316888;1745317095;"https://www.deezer.com/track/2449903";"https://open.spotify.com/track/3eVq14lnpLtzAWv8Y4QoSS";
"Oscar Jerome";"The fork";"Sex on toast";"2025";"NEW SOIL";1745317092;1745317370;"https://www.deezer.com/track/3101862351";"https://open.spotify.com/track/0IkJPBwTsCRA9xfc06hvV2";
"Tyler The Creator";"CHROMAKOPIA";"Take your mask off (feat. Daniel Caesar & LaToiya Williams)";"2024";"COLUMBIA";1745317367;1745317621;;;
"Francois & The Atlas Mountains";"Age fleuve";"Adorer";"2025";"INFINE";1745317617;1745317833;"https://www.deezer.com/track/3086380811";"https://open.spotify.com/track/6L4XpBOA7RLqOzPisXagbT";
"Noga Erez";"The vandalist";"P.l.e.a.s.e.";"2024";"ATLANTIC";1745317831;1745317996;"https://www.deezer.com/track/2961066141";"https://open.spotify.com/track/6Fx1Qf8RfCu50sYiAyA4JF";
"Altin Gun";"Alem";"Özüne özüm kurban";"2021";"AUTOPRODUCTION";1745317995;1745318194;;;
"Gaye Su Akyol";"Anadolu Ejderi";"Vurgunum ama acelesi yok";"2022";"GLITTERBEAT";1745318191;1745318475;"https://www.deezer.com/track/1890456907";"https://open.spotify.com/track/1yiWGEADkJPYlMalqk1VfC";
"Little Barrie & Malcolm Catto";"Electric war";"Zero sun";"2025";"EASY EYE SOUND";1745318472;1745318678;;;
"Veronique Sanson";"Hollywood";"Les délices d'hollywood";"1977";"WEA";1745318678;1745318925;;;
"Allen Toussaint";"Toussaint: The real thing 1970-1975";"Either";"1970";"RAVEN RECORDS";1745318920;1745319053;;;
"Dr. John";"In the right place";"Shoo fly marches on";"1973";"ATCO";1745319052;1745319242;"https://www.deezer.com/track/724495";"https://open.spotify.com/track/2GUCu4slhRbYXweSEYPUld";"https://music.apple.com/fr/album/shoo-fly-marches-on/145077581?i=145077033&uo=4"
"Baron Retif & Concepcion Perez";"Funk";"On fait comment";"2023";"MOSTLA / MUSIQUE LARGE";1745319236;1745319450;"https://www.deezer.com/track/2266876857";"https://open.spotify.com/track/0csQIZy0hZjzvcBddxxAiv";
"Oklou";"Choke enough";"Want to wanna come back";"2025";"TRUE PANTHER RECORDS / BECAUSE MUSIC";1745319446;1745319612;"https://www.deezer.com/track/3068785141";"https://open.spotify.com/track/2UDrBIctO85nZ3aFQmhUxx";"https://music.apple.com/fr/album/want-to-wanna-come-back/1777803124?i=1777803458&uo=4"
"Kuna Maze";"Layers";"Maina";"2025";"TRU THROUGHTS";1745319609;1745319803;"https://www.deezer.com/track/3128083341";"https://open.spotify.com/track/0vZ1jZfPkjObAcIe6UQwa8";"https://music.apple.com/fr/album/maina/1783149553?i=1783149556&uo=4"
"Ron Trent";"What do the stars say to you";"Endless love";"2022";"LATE NIGHT TALES";1745319800;1745320098;;;
"San Proper";"Ferotones";"Remember the future ?";"2022";"DOPENESS GALORE";1745320096;1745320360;;;
"Blasé";"Blablabla";"I need it (from you) (feat. Cola Boyy)";"2025";"RECORD MAKERS";1745320360;1745320538;"https://www.deezer.com/track/3182551291";"https://open.spotify.com/track/0nLPnWIPTqiLC3dtHU7Var";
"Khruangbin";"The universe smiles upon you";"August twelve";"2015";"NIGHT TIME STORIES";1745320539;1745320894;"https://www.deezer.com/track/2950477151";"https://open.spotify.com/track/6JoIfxSRHuhdDiA7l10CqP";"https://music.apple.com/fr/album/august-twelve/1098176465?i=1098176724&uo=4"
"Haruomi Hosono";"Tropical dandy";"Sans titre";"1975";"IMPORT";1745320884;1745321175;;;
"Bernard Chabert";"Wizzz french psychorama / Vol. 3";"Une plage bordée de cocotiers";"1969";"BORN BAD RECORDS";1745321159;1745321331;"https://www.deezer.com/track/482720172";;
"Johnny Kidd";"The Johnny Kidd memorial album / you cheating heart";"Shakin' all over 65";"1960";"DISKY";1745321328;1745321469;;;
"Link Wray";"The Backbeat of Rock and Roll";"Rumble";"1958";"FAMOUS FLAMES RECORDS";1745321466;1745321611;"https://www.deezer.com/track/68437348";"https://open.spotify.com/track/5rQPkBBA2HO8hh9KtufPPo";
"The Tartans";"Rocksteady greats of the 60s, Vol. 1";"Real gone sweet";"1972";"K&K RECORDS";1745321605;1745321778;"https://www.deezer.com/track/3260720081";"https://open.spotify.com/track/1wrXjvIwfvD2QvOlSEf1Ld";"https://music.apple.com/fr/album/real-gone-sweet/1799424849?i=1799425080&uo=4"
"Aaron Frazer";"Into The Blue";"The fool";"2024";"DEAD OCEANS";1745321774;1745322006;"https://www.deezer.com/track/2704047162";"https://open.spotify.com/track/2OnaARHVNv7hNRy1FJ5EUu";
"Ingeborg Danz";"Dora Pejacevic : Lieder";"7 lieder op 23 : Es jagen sich Mond und Sonne op 23 n°4 - pour contralto";"2012";"CPO";1745321999;1745322154;;;
