"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"deezer";"itunes"
"Jack White";"Entering heaven alive";"A madman from Manhattan";2022;"2022 THIRD MAN RECORDS";1707558943;1707559206;"https://open.spotify.com/track/3H0OE565jnpp1SoDzRcjKS";;
"John Coltrane";"Le genie de John Coltrane";"My little brown book";1962;"UNIVERSAL";1707559202;1707559521;;;
"The Durutti Column";"Fidelity";"Future perfect";1996;"DISQUES DU CREPUSCULE";1707559517;1707559835;"https://open.spotify.com/track/0RlpgTdnxatoTRBvG34zaB";"https://www.deezer.com/track/63275391";
"Natascha Rogers";"Onaida";"Run";2024;"NO FORMAT";1707559828;1707560067;"https://open.spotify.com/track/1WOlwBIrd3RuIZt2C2jwiD";;
"Omar Sosa (Piano, Percussions, Chant)";"An East African Journey";"Tsiaro tsara (feat. Rajery)";2021;"Ota Records / MDC / PIAS";1707560061;1707560300;;;"https://music.apple.com/fr/album/tsiaro-tsara-feat-rajery/1551661236?i=1551661261&uo=4"
"Aretha Franklin";"Aretha now";"Think";1968;"ATLANTIC";1707560298;1707560433;"https://open.spotify.com/track/4yQw7FR9lcvL6RHtegbJBh";;
"The Commands";"Eccentric soul : the dynamic label";"Hey its love";1966;"NUMEROGROUP";1707560431;1707560570;;;
"Juniore";"Un, deux , trois";"Bizarre";2020;"A+LSO/SONY";1707560568;1707560787;"https://open.spotify.com/track/2IoUEBIJQFgAFZwnh000UQ";;
"Paint";"Paint";"Heaven in farsi";2018;"MEXICAN SUMMER";1707560786;1707560958;"https://open.spotify.com/track/0VF2m2DNQt4TPvEtRrB3cc";;"https://music.apple.com/fr/album/heaven-in-farsi/1420612519?i=1420613646&uo=4"
"Lord Apex";"The good fight";"In your heart (feat Greentea Peng)";2023;"E-M WORLDWIDE";1707560956;1707561190;;;
"Young & Company";"Spirit of funk";"I like (what you are doind to me)";1980;"WAGRAM";1707561188;1707561621;;;
"Helen Davis";"Satisfaction / Yesterday a King";"Satisfaction";1977;"CARRERE";1707561618;1707561870;"https://open.spotify.com/track/0kp7S9aWPggj0MWDdeppx0";"https://www.deezer.com/track/1841859247";"https://music.apple.com/fr/album/satisfaction/1652700912?i=1652700913&uo=4"
"Keith Mansfield";"The sound gallery / Vol.1";"Young scene";1968;"EMI";1707561863;1707561943;"https://open.spotify.com/track/0pIzLuwkRshQUhpjvW3HiF";;"https://music.apple.com/fr/album/young-scene/1189708167?i=1189709738&uo=4"
"De Flore";"Météo astrale";"Météo astrale";2023;"BONBONBON";1707561942;1707562175;"https://open.spotify.com/track/349gkklFcbdSdB4JI5V46e";"https://www.deezer.com/track/2448203015";
"Mimismooth";"Panamá libre";"Aicha konten (palka remix)";2024;"EARTHLY MEASURES";1707562158;1707562457;;;
"Amie Doherty";"BOF TV / Blue eye samurai";"Stranger in town";2023;"NETFLIX MUSIC";1707562446;1707562640;"https://open.spotify.com/track/2YsELDvEE7QNLDTNF9mObd";"https://www.deezer.com/track/2481340911";
"Canned Heat";"Boogie with Canned Heat";"On the road again";1968;"VIRGIN";1707562627;1707562925;"https://open.spotify.com/track/0PRJmbFX6z9OxQ57OFHCqd";;
"John Mayall";"Bluesbreakers with Eric Clapton";"All your love";1966;"DERAM";1707562925;1707563137;;;
"The Winston Brothers";"Drift";"High Life";2022;"COLEMINE RECORDS";1707563135;1707563397;"https://open.spotify.com/track/5m46QkaM5xHBVdSUX10iZC";"https://www.deezer.com/track/1868892487";"https://music.apple.com/fr/album/high-life/1640052920?i=1640053143&uo=4"
"Main Source";"Breaking atoms";"Time";1991;"WILD PITCH";1707563392;1707563628;;;
"Madone";"Reconstructing the universe";"Marine";2022;"MADONE / FREE HAND RECORDS";1707563627;1707563823;"https://open.spotify.com/track/4oXVaQJZfY6aF3Xj388RJs";"https://www.deezer.com/track/1615987672";"https://music.apple.com/fr/album/marine/1605472318?i=1605472319&uo=4"
"The Clash";"London calling";"The Guns of Brixton";1979;"CBS";1707563819;1707564009;"https://open.spotify.com/track/1d0RJmZXAncCnTYHFlhaj4";;"https://music.apple.com/fr/album/the-guns-of-brixton/267986379?i=267986430&uo=4"
"The Crystalites";"Derrick Harriott Reggae, Funk & Soul (1969-1975)";"Stranger in town";;"DUB STORE RECORDS";1707564001;1707564171;"https://open.spotify.com/track/1v9RLutZVYZmVJJ83JktUQ";;"https://music.apple.com/fr/album/stranger-in-town/1556689117?i=1556689132&uo=4"
"Sheila Majek & Des Majek";"Green Leaves";"Mother nature";1989;"SOUNDWAY RECORDS";1707564170;1707564421;;;
"Marta Del Grandi";"Selva";"Eye of the day";2023;"FIRE RECORDS";1707564417;1707564606;"https://open.spotify.com/track/3M5zmqmD9yjsi9QuDNIWGk";;
"Rozi Plain";"Prize";"Complicated";2023;"MEMPHIS INDUSTRIES";1707564602;1707564881;"https://open.spotify.com/track/1i1OQB7O6Sr7mb6qddXbIM";;
"Nadege Rochat";"La vida breve : Oeuvres pour violoncelle et guitare";"Vocalise-étude en forme de habanera M 51 - arrangement pour violoncelle et guitare acoustique";2014;"ARS PRODUKTION";1707564877;1707565062;;;
"Willie Hutch";"Can you dig it ? The music and politics of black action films";"Brother's gonna work it out";1973;"SOUL JAZZ RECORDS";1707565061;1707565345;;"https://www.deezer.com/track/465417242";"https://music.apple.com/fr/album/brothers-gonna-work-it-out-soundtrack-the-mack/1444124662?i=1444124853&uo=4"
"Billy Paul";"The very best of Billy Paul & Bill Withers";"Your song";1972;"SONY MUSIC MEDIA";1707565344;1707565735;"https://open.spotify.com/track/5TUs6T93fNFvgQov6MlYkP";;
"The Arcs";"Electrophonic chronic";"Califone";2023;"EASY EYE SOUND";1707565732;1707565805;;;
"La Poison";"Décadanse générale";"Sex a pile";2024;"H.Y.P.";1707565802;1707565980;;;
"Devo";"Freedom of choice";"Girl u want";1980;;1707565978;1707566153;"https://open.spotify.com/track/7aLqagsvH0UhwElKSR8rAj";;
"Moments And Whatnauts";"Soul magic";"Girls";1974;"AVANTI RECORDS";1707566152;1707566289;;;
"Yaya Bey";"Chasing the bus";"Chasing the bus";2024;"BIG DADA";1707566286;1707566470;"https://open.spotify.com/track/2nvb9TWAONy5kzsqEUyT2z";;
"Traffic";"Mr. Fantasy";"Dear mr. fantasy (*) [mono us version]";1967;"ISLAND";1707566470;1707566804;;;
"Manoel Abilio";"Brazilian beats 7";"Luiza manequim";1979;"MR BONGO";1707566803;1707566986;;;
"Dom Salvador";"Samba soul 70 !";"Guanabara";1971;"PLYGRAM";1707566984;1707567172;;;
"Lenny Kravitz";"Mama said";"What goes around comes around";1991;"VIRGIN";1707567171;1707567461;"https://open.spotify.com/track/2geuo6XzeeIZc2lS9iQyWT";;
"Sinclair";"Que justice soit faite !";"Voir ailleurs";1993;"WAGRAM";1707567454;1707567793;;;
"Adi Oasis";"Lotus glow";"Marigold";2023;"UNITY GROUP";1707567786;1707568122;;;
"Daniel Villarreal";"Lados B";"Bring it";2023;"INTERNATIONAL ANTHEM";1707568121;1707568447;"https://open.spotify.com/track/3jI3Fya8BCuR8z90DQgsRW";"https://www.deezer.com/track/2357336265";
"Gabi Hartmann";"Gabi Hartmann";"Baby";2023;"MASTERWORKS / SONY MUSIC ENTERTAINMENT";1707568445;1707568659;"https://open.spotify.com/track/7Lo9xvnSEyh1dodL2QS79u";"https://www.deezer.com/track/2077643647";
"Matthew E. White";"Big inner";"One of these days";2012;"SPACEBOMB RECORDS";1707568657;1707568973;;;"https://music.apple.com/fr/album/one-of-these-days/588359647?i=588360149&uo=4"
"Molly Lewis";"On the lips";"The crying game";2024;"JAGJAGUWAR";1707568971;1707569166;"https://open.spotify.com/track/1G9vZiz2B20W5YLfaNT3EF";;"https://music.apple.com/fr/album/the-crying-game/1712878079?i=1712878591&uo=4"
"Joe Yorke";"Hopeless";"Rough living";2023;"RHYTHM STEADY";1707569163;1707569338;"https://open.spotify.com/track/4m7DEEfaBFlie6TeMcOJ8Y";;"https://music.apple.com/fr/album/rough-living/1708963114?i=1708964444&uo=4"
"Massive Attack";"Mezzanine";"Man next door";1998;"VIRGIN";1707569335;1707569689;"https://open.spotify.com/track/2Tz5THgkMOQeaW6DlqAlIa";"https://www.deezer.com/track/3129752";
"Morcheeba";"Big calm";"Big calm";1998;"CHINA RECORDS";1707569688;1707570046;"https://open.spotify.com/track/2z6WRrNKmMHgiFJnwsdGEi";;
"Herbie Hancock";"The new standard";"All apologies";1996;"VERVE";1707570038;1707570341;"https://open.spotify.com/track/2oNYOxcWACEYHd2uPge9P4";;
"Patti Smith";"Outside society";"Smells like teen spirit";2007;"SONY";1707570338;1707570684;"https://open.spotify.com/track/05Umbh1rVwvTUWHnhRcENn";;
"Charles Bradley";"Black velvet";"Stay Away";2018;"DAPTONE RECORDS";1707570681;1707570873;"https://open.spotify.com/track/3Vp46WyYKnZD6CPOLubUXe";"https://www.deezer.com/track/779454782";
"Nirvana";"In utero";"Dumb";1993;"GEFFEN RECORDS";1707570871;1707571022;"https://open.spotify.com/track/5gRcv46AMTrosmTOqrOV3Q";;
"Yaron Herman";"Follow the white rabbit";"Heart shaped box";2010;"ACT";1707571019;1707571293;"https://open.spotify.com/track/5i17LHqATVUzB3qJaUcNkO";;
"Blick Bassy";"Mádibá";"Bengue";2023;"INFINE";1707571290;1707571501;"https://open.spotify.com/track/6agHLqRkxKMnmV1qm3w3oU";"https://www.deezer.com/track/2173199007";"https://music.apple.com/fr/album/bengue/1675314554?i=1675314963&uo=4"
"Cindy Pooch";"In nomine corpus";"Enlève ton coeur";2023;"INFINE";1707571502;1707571725;"https://open.spotify.com/track/3qbE226QcOrjARQUJ8vbl8";"https://www.deezer.com/track/2329593625";
"Jorja Smith";"Falling or flying";"Makes Sense";2023;"BECAUSE";1707571725;1707571865;;;
"Leon Phal";"Stress killer";"Clarity";2023;"HEAVENLY SWEETNESS";1707571865;1707572046;"https://open.spotify.com/track/6mS1was1zrbSgvhX1gPGjs";"https://www.deezer.com/track/2342875315";"https://music.apple.com/fr/album/clarity/1694358761?i=1694359183&uo=4"
