"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer"
"Nomo";"Ghost rock";"Nova";"2008";"UBIQUITY";1717358349;1717358443;"https://open.spotify.com/track/3xmeffiwPNt7tt90bG7H9z";;
"Radiohead";"OK Computer";"Subterranean homesick alien";"1997";"PARLOPHONE";1717358440;1717358707;"https://open.spotify.com/track/2CVV8PtUYYsux8XOzWkCP0";;
"White Rainbow";"Prism of Eternal Now";"Warm clicked fruit";"2007";"KRANKY";1717358697;1717359235;"https://open.spotify.com/track/6y4SArVasvEYy5tfw3UFa9";"https://music.apple.com/fr/album/warm-clicked-fruit/264815205?i=264815245&uo=4";"https://www.deezer.com/track/62319243"
"Unkle";"Psyence Fiction";"Lonely soul";"1998";"MO' WAX RECORDIN'S";1717359235;1717359767;"https://open.spotify.com/track/2LmFeLBe39IfY0XfqJ0vOi";;
"Ray Charles";"The genius hits the road";"Georgia on my mind";"1960";"CONCORD JAZZ";1717359766;1717359978;;"https://music.apple.com/fr/album/georgia-on-my-mind/539489004?i=539489753&uo=4";"https://www.deezer.com/track/62375115"
"Johnny Hartman";"The complete Bee Hive sessions discs IV, V & VI";"Moonlight in Vermont";"";"MOSAIC RECORDS";1717359978;1717360156;"https://open.spotify.com/track/0IIG5qxX8k08mJZ1xxpFQy";"https://music.apple.com/fr/album/moonlight-in-vermont/273374253?i=273374477&uo=4";
"Celeste";"Lately";"Both sides of the moon";"2019";"MERCURY";1717360156;1717360407;"https://open.spotify.com/track/3zBCukLskhPfajaRaGgEvc";;
"Baby Rose";"One last dance";"One last dance";"2024";"SECRETLY CANADIAN";1717360403;1717360607;"https://open.spotify.com/track/2hFJkTkYuul6obJwUakb0v";;
"Ahmed Malek";"Algerie : 1970's algerian folk & pop";"Silence des cendres";"1976";"SUBLIME FREQUENCIES";1717360604;1717360784;;;
"Giorgio Moroder";"Son of my father (remastered bonus track edition)";"Tears";"1972";"REPERTOIRE RECORDS";1717360782;1717360923;"https://open.spotify.com/track/5NlE41EOsosKhrlwRuzrqz";"https://music.apple.com/fr/album/tears-remastered/647037366?i=647037740&uo=4";
