"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer"
"Kourosh Yaghmaei";"Back from the brink";"Gole yakh";1973;"NOW AGAIN";1705571730;1705572034;;;
"Bo/Persepolis";"Persepolis";"Dans la vie, tu rencontreras beaucoup de cons";2007;"DELABEL";1705572028;1705572201;;;
"Lovin Spoonful";"Lovin' spoonful : The ep collection";"It's not time now";1966;"SEE FOR MILES";1705572202;1705572369;;;
"King S Singers";"Johann Strauss fils / King's singers";"Perpetuum mobile op 257";1990;;1705572366;1705572556;;;
"Blossom Dearie";"Once upon a summertime";"Doop-doo-de-doop (a doodlin song)";1958;"VERVE";1705572554;1705572690;;;
"Roland Kovac";"King size";"Good old Sherlock";1974;"SELECTED SOUND";1705572688;1705572845;"https://open.spotify.com/track/7fjzgniSdYJUVdK3DYLgu5";;
"Adi Oasis";"No more words vol. 1";"Multiply (Vin'S da Cuero Remix)";2023;"TWENTYONEARTS (ACQUISITION)";1705572844;1705573036;;;
"Slap!";"Feeling good (EP)";"Dark knights";2018;"COWGIRLS & COMPANY";1705573034;1705573221;"https://open.spotify.com/track/52bvBiKKDdO1Y9uK8FOUnl";;
"Ahmed Ben Ali";"Subhan";"Subhana";2020;"HABIBI FUNK";1705573214;1705573509;"https://open.spotify.com/track/28pnHNZWzhn2HJ13zatziE";"https://music.apple.com/fr/album/subhana/1687073950?i=1687074200&uo=4";
"Herb Alpert";"The very best of herb alpert";"Rise";1991;"A&M";1705573496;1705573725;;;"https://www.deezer.com/track/1064775022"
"Jacques Higelin";"Alertez les bébés !";"Aujourd'hui la crise";1976;"EMI";1705573723;1705573980;"https://open.spotify.com/track/7c9C1bRwtXOnwbEN3mYaHu";"https://music.apple.com/fr/album/aujourdhui-la-crise/1240260127?i=1240262793&uo=4";
"Cocosuma";"We were a trio";"Blowing oceans by";2005;"CHRONO";1705573969;1705574177;;;
"Weyman Thompson";"Com.Mus. / The duke and the greek inheritance";"I aint no junkie";1988;"GMT DIGITAL REC OU PRODUCTION";1705574174;1705574441;;;
"John Cameron";"Music for dancefloors / The KPM Music Library";"Swamp fever";2013;"STRUT";1705574435;1705574602;"https://open.spotify.com/track/02pxqzD1T3havVw9eoLf4B";"https://music.apple.com/fr/album/swamp-fever/620499979?i=620501019&uo=4";
"Beastie Boys";"Ill communication";"Flute loop";1994;"GRAND ROYAL";1705574598;1705574713;"https://open.spotify.com/track/1yUl2G3VJdkidTqXWBt2UD";"https://music.apple.com/fr/album/flute-loop/724771323?i=724772453&uo=4";
"Bas Jan";"Back to the swamp";"Margaret Calvert drives out";2023;"FIRE RECORDS";1705574708;1705574991;"https://open.spotify.com/track/2bfS4jPkZ1ihD147bCrtTT";"https://music.apple.com/fr/album/margaret-calvert-drives-out/1694503154?i=1694503853&uo=4";"https://www.deezer.com/track/2344203005"
"Melodiesinfonie";"Softboi";"Agua salgada (feat. Pedro Mizutani)";2023;"MELODIESINFONIE";1705574984;1705575168;"https://open.spotify.com/track/4UnYgoskxYmkkxLj9ZmAEp";"https://music.apple.com/fr/album/a-gua-salgada-feat-pedro-mizutani/1692528715?i=1692529168&uo=4";
"George Fenton";"Bof / Groundhog day";"Phil getz the girl";1993;"EPIC";1705575166;1705575374;;;
"Serge Gainsbourg";"De Gainsbourg a gainsbarre : Vol 7 : 1975-1976-1977-1978-1981";"Aeroplanes";1976;"PHILIPS";1705575369;1705575524;"https://open.spotify.com/track/7xhL0cWSXeFLUeGTQl61eN";"https://music.apple.com/fr/album/a%C3%A9roplanes/1442994434?i=1442994837&uo=4";
"Cortex";"Troupeau bleu";"Troupeau bleu";1975;"UNDERDOG";1705575521;1705575820;"https://open.spotify.com/track/2DTHWr5NK1igQZxctpYTA9";"https://music.apple.com/fr/album/troupeau-bleu/1154110761?i=1154111542&uo=4";"https://www.deezer.com/track/132031424"
"Michael Nau";"Accompany";"Painting a wall";2023;"KARMA CHIEF RECORDS";1705575817;1705576026;"https://open.spotify.com/track/2eoVFvQPXzQPpYqTPW4a2y";"https://music.apple.com/fr/album/painting-a-wall/1703274773?i=1703275069&uo=4";"https://www.deezer.com/track/2417738075"
"Eiko Ishibashi";"BOF / Drive my car";"We'll live through the long, long days, and through the long nights";;"NEWHERE MUSIC";1705576017;1705576257;"https://open.spotify.com/track/0cFCIaOUszEos2e3ynbp8b";"https://music.apple.com/fr/album/well-live-through-the-long-long-days-and-through/1578206191?i=1578206558&uo=4";"https://www.deezer.com/track/1579450792"
"Elton John";"Your song";"Your song";1969;"ROCKET/";1705576243;1705576484;;;"https://www.deezer.com/track/880181"
"Lambchop";"Nixon";"What else could it be";2000;"LABELS/VIRGI";1705576481;1705576698;;"https://music.apple.com/fr/album/what-else-could-it-be/1721056352?i=1721057209&uo=4";"https://www.deezer.com/track/2582960382"
"Tony Joe White";"Delta swamp rock : Sounds from the south";"Polk salad Annie";1967;"SOULJAZZ";1705576690;1705576970;;;
"Comic Wow";"Library catalog music series : music for mysteries of mind space & time";"Salad days";2010;"ASTHMATIC HI";1705576969;1705577193;;;
"Mac Demarco";"Salad days";"Salad days";2014;"CAPTURED TRACKS";1705577189;1705577333;"https://open.spotify.com/track/5VdaMUzoQetwxQwtWAd022";"https://music.apple.com/fr/album/salad-days/799685692?i=799685693&uo=4";"https://www.deezer.com/track/76008440"
"Les 4 Saladers";"Vintage vocal jazz _ Swing Nº20 - EPs collectors """" Very very interesting""""";"Une Petite Salade Avec De La Mayo";1958;"VNTAGE MUSIC";1705577331;1705577463;;;
"Astrud Gilberto & James Last Orchestra";"Plus";"Champagne and caviar";1986;"POLYDOR";1705577460;1705577660;;;
"Yin Yin";"Mount Matsu";"Tam Tam";2024;"GLITTERBEAT";1705577655;1705577797;"https://open.spotify.com/track/4CRimvwdeflJkmDZhrYOAs";;
"Izy";"Irene";"Treat Me Bad";2021;"HOPESTREET RECORDINGS";1705577795;1705578001;"https://open.spotify.com/track/1DReO3xKEvISSRJ7H0vLfe";;
"Peter Ivers";"Becoming Peter Ivers";"I've seen your face";2019;"RVNG INTL.";1705577994;1705578098;"https://open.spotify.com/track/1Ftl7AyLvI6mRx71didZqw";;
