"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"deezer";"itunes"
"The Libertines";"All quiet on the eastern esplanade";"Night of the hunter";"2024";"EMI";1714247758;1714248002;"https://open.spotify.com/track/0j3oxNFp2Tak3LQwq13srD";;
"Raymonde Et Les Moutards";"Vidal Benjamin présente Disco Sympathie";"Y'en a marre";"1983";"VERSATILE";1714248000;1714248209;;"https://www.deezer.com/track/88302487";
"Lena Platonos";"Sun masks (Maskes iliou)";"The beehive (I kypseli)";"1984";"MELODY MAKER";1714248206;1714248374;;"https://www.deezer.com/track/432094272";
"Pierlucien";"What about the day after";"Until my heart cried";"2024";"MAKE ME PROD";1714248372;1714248542;;;
"Antony And The Johnsons";"I am a bird now";"Fistfull of love";"2005";"PIAS";1714248535;1714248880;;;
"The Association";"Insight out";"Never my love";"1967";"WARNER BROS";1714248875;1714249065;;"https://www.deezer.com/track/6630442";"https://music.apple.com/fr/album/never-my-love/40458789?i=40458817&uo=4"
"Bettye Swann";"Bettye Swann";"Tell It Like It Is";"1969";"HONEST JONS RECORDS";1714249065;1714249235;;;
"Boozoo Bajou";"Way below";"Way below";"2023";"PILOTTON";1714249233;1714249387;"https://open.spotify.com/track/75GalBP7F1Z3obgRh9HBAW";;"https://music.apple.com/fr/album/way-below/1697649278?i=1697649280&uo=4"
"Souls Of Mischief";"93 'til Infinity";"93 'Til Infinity";"1993";"ZOMBA RECORDING LLC";1714249386;1714249672;"https://open.spotify.com/track/0PV1TFUMTBrDETzW6KQulB";"https://www.deezer.com/track/13271729";"https://music.apple.com/fr/album/93-til-infinity/369570847?i=369570892&uo=4"
"Sahra Halgan";"Hiddo dhawr";"Laga";"2024";"Danaya Music";1714249665;1714249906;"https://open.spotify.com/track/3gX5e4o5qCFf05YJHOmgh0";;"https://music.apple.com/fr/album/laga/1725827783?i=1725827791&uo=4"
"Julien Baer";"Notre dame des limites";"Tu es une ile";"2005";"UNIVERSAL";1714249904;1714250060;;;
"Happy End";"Nippon acid folk 1970-1980";"Kaze wo atsumete";"1971";"TIME CAPSULE";1714250058;1714250302;;;
"Giraud & Surmely";"Compilation 003";"City of love";"2023";"BE RECORDS";1714250297;1714250626;"https://open.spotify.com/track/1IffcW6muTp2FqLshbNBz2";"https://www.deezer.com/track/2223340427";"https://music.apple.com/fr/album/city-of-love/1680786703?i=1680786705&uo=4"
"New Order";"BOF / Marie Antoinette";"Marie Antoinette : Ceremony";"1981";"Verve";1714250626;1714250888;;;
"Roy Richards";"Studio One funk";"Another thing";"1971";"SOUL JAZZ RE";1714250887;1714250999;;;
"Biga Ranx";"1988";"My face";"2017";"X-RAY PRODUCTION / W LAB";1714250997;1714251228;;;
"Pongo";"Sakidila";"Pica";"2022";"VIRGIN / UNIVERSAL";1714251228;1714251421;"https://open.spotify.com/track/1G8Xo4jDA8YUCyMi8SX4fs";"https://www.deezer.com/track/1697347547";"https://music.apple.com/fr/album/pica/1611007415?i=1611007492&uo=4"
"Air";"Moon safari";"Ce matin la";"1998";"VIRGIN";1714251447;1714251664;;;
"Bonnie Banane";"Sexy planet";"La lune & le soleil";"2021";"PECHE MIGNON / GRAND MUSIQUE MANAGEMENT";1714251658;1714251849;"https://open.spotify.com/track/7jj6e2jYR9snLg7yWGZ2mx";;
"Dr Buzzard S Original Savannah Band";"Going places / The august darnell years 1976 -1983";"Sunshower";"1976";"STRUT";1714251848;1714252090;;;
"Quatuor Schumann";"Landscapes";"Quatuor à cordes n°63 en Si bémol Maj op 76 n°4 HOB III : 78 (Lever de soleil) : 3. Menuet";"2017";"BERLIN CLASSICS";1714252086;1714252304;;;
"The Police";"Outlandos d'amour";"Roxanne";"1978";"A & M";1714252311;1714252502;"https://open.spotify.com/track/3EYOJ48Et32uATr9ZmLnAo";"https://www.deezer.com/track/2525877";
"Paper Tapes";"Child";"Sunshower";"2023";"GEOGRAPHIE";1714252494;1714252704;"https://open.spotify.com/track/7Lg3eXB1PuGC5oXXjcQ2Bq";;
