"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Steve Monite";"Doing it in Lagos : Boogie, pop & disco in 1980's Nigeria";"Only you";"1984";"SOUNDWAY";1721418993;1721419236;"https://www.deezer.com/track/1671235822";;
"L'Imperatrice";"Me Da Igual";"Me da Igual";"2024";"";1721419234;1721419441;;"https://open.spotify.com/track/5zmpSdPtjmPaQUFelVPMaJ";
"Leo Pol";"Iile tal 001";"Le string rouge (vocal feat. Keke)";"2020";"UNIILE";1721419438;1721419805;;;
"Frankie Knuckles";"Beyond The Mix";"Party at my house";"1991";"VIRGIN";1721419802;1721420094;;"https://open.spotify.com/track/7e2kKEOXRsHJzb2X1uGJwQ";"https://music.apple.com/fr/album/party-at-my-house/713019783?i=713019936&uo=4"
"ESG";"A south Bronx story";"Parking lot blues";"1983";"UNIVERSAL SOUND";1721420100;1721420266;;"https://open.spotify.com/track/1dpEd0tfUXus1W3GC9y2LM";"https://music.apple.com/fr/album/parking-lot-blues/1668437008?i=1668437930&uo=4"
"Wham";"The singles : Echoes from the edge of heaven";"Wham rap ! (Enjoy what you do ?)";"1983";"SONY";1721420265;1721420463;;;
"Cool Sound";"Like that";"6 or 7 more";"2022";"CHAPTER";1721420461;1721420686;;;
"Ruins";"Occasional visits";"Skeleton in love";"1980";"STROOM";1721420660;1721420977;;;
"David Bowie";"Young Americans";"Fame";"1975";"EMI";1721420970;1721421216;"https://www.deezer.com/track/2562064432";;
"Dolly Parton";"9 to 5 and odd jobs";"9 to 5";"1980";"RCA";1721421210;1721421360;;"https://open.spotify.com/track/4w3tQBXhn5345eUXDGBWZG";
"BB King";"Deuces wild";"Pauly's birthday boogie";"1997";"MCA";1721421358;1721421575;;;
"Bill Haley & The Comets";"Rock around the clock";"Rock around the clock";"1954";"ACCORD";1721421570;1721421703;;;
"Dr Feelgood";"Singles the UA years";"Milk and alcohol";"1989";"LIBERTY (ET PM)";1721421719;1721421884;;;
"Ricky Nelson";"Ricky Nelson";"Shirley Lee";"1958";"NOT NOW MUSIC";1721421878;1721421996;"https://www.deezer.com/track/2863040672";;"https://music.apple.com/fr/album/shirley-lee-remastered/1443785629?i=1443785644&uo=4"
"Agent Orange";"Living in darkness";"Bloodstains (1981 Darkness Version)";"1981";"POSH BOY RECORDS";1721421994;1721422103;;;"https://music.apple.com/fr/album/bloodstains-1981-darkness-version/168416188?i=168416290&uo=4"
"La Femme";"Psycho tropical Berlin";"Sur la planche 2013";"2013";"UNIVERSAL MUSIC (LABEL & DISTRIBUTEUR)";1721422103;1721422324;"https://www.deezer.com/track/71928219";"https://open.spotify.com/track/1su9FWmWVgf71pqY78k5Ib";
"Jennifer Cardini";"Lust";"Sequenced life";"2005";"HUMAN";1721422319;1721422523;;;
"Miss Kittin & The Hacker";"First album";"Frank Sinatra 2001";"2001";"GIGOLO RECORDS";1721422522;1721422815;;;"https://music.apple.com/fr/album/frank-sinatra-2001/270122321?i=270122342&uo=4"
"Céu";"Novela";"Lustrando estrelas";"2024";"URBAN JUNGLE / ONERPM";1721422816;1721422992;;;
"Will Butler";"Policy";"Anna";"2015";"MERGE RECORDS";1721422990;1721423221;"https://www.deezer.com/track/95827782";"https://open.spotify.com/track/3kLoIn11v4lQJHVXhjp8ZO";
"Danger Mouse";"Rome";"The matador has fallen";"2011";"PARLOPHONE";1721423218;1721423321;"https://www.deezer.com/track/11222795";"https://open.spotify.com/track/6SoX4HG1gNwRaYyQQP6WoY";
"The Animals";"House of the rising sun";"House of the rising sun";"1964";"EMI";1721423317;1721423583;;"https://open.spotify.com/track/7BY005dacJkbO6EPiOh2wb";
"Johnny Hallyday";"Générations rock'n'roll";"A tout casser";"1961";"POLYGRAM (DISTR)";1721423585;1721423751;;;
"Mattiel";"Georgia gothic";"Subterranean shut-in blues";"2022";"HEAVENLY RECORDINGS";1721423748;1721423935;"https://www.deezer.com/track/1539885032";"https://open.spotify.com/track/4TnZMbva0BjRCod1XwqAbX";
"Jamie Finlay";"Daylight (feat. Ellen Beth Abdi)";"Daylight (Radio Edit) (feat. Ellen Beth Abdi)";"2024";"WAH WAH 45S";1721423934;1721424163;;;
"Charles Ludig";"BOF / Les vedettes";"Parking 106 Production";"2022";"GAUMONT";1721424163;1721424232;"https://www.deezer.com/track/1650217912";"https://open.spotify.com/track/4cCCWMQk6NT4SOPTmSE9Y9";"https://music.apple.com/fr/album/parking-106-production/1609259477?i=1609259758&uo=4"
"Holly Golightly And The Brokeoffs";"Sunday run me over";"One for the road";"2012";"RANSDREAMER RECORDS";1721424236;1721424393;;;
"The Doors";"Break on through";"Alabama song (Whisky bar)";"1967";"ELLEKTRA";1721424392;1721424589;;"https://open.spotify.com/track/0JNZGIavoUrdup1NsgJOQs";
"The Andrews Sisters";"Rhum & coca-cola";"Beer barrel polka";"";"MCA";1721424588;1721424759;;"https://open.spotify.com/track/0bDHob01PgxQzbmzC0iial";
"Trio Bad";"Année du zouk vol. 4";"Rhum";"1996";"DCIC";1721424760;1721425009;;"https://open.spotify.com/track/7LJagravWeinnvsAhbvBJd";
"Zerolex";"Floating";"Wine";"2013";"EKLEKTIK RECORDS";1721425008;1721425200;;"https://open.spotify.com/track/3qStXeAC1mN9hGYck4GoKW";"https://music.apple.com/fr/album/wine/1714311932?i=1714312253&uo=4"
"Nas & Dj Premier";"Define My Name";"Define my name";"2024";"MASS APPEAL";1721425198;1721425388;;;"https://music.apple.com/fr/album/define-my-name/1741582756?i=1741583351&uo=4"
"Rio 18";"Sempre amor";"Sempre amor";"2024";"LEGERE RECORDINGS";1721425387;1721425604;;"https://open.spotify.com/track/5Eul2WwLb7KlCEWmmhfqN2";
"Anna Moffo";"Anna Moffo : The complete RCA recital albums / CD 7";"The kissing bandit (film) : Love is where you find it";"2015";"RCA";1721425601;1721425738;;;
"Claude Bolling";"BOF / Le Magnifique";"Idylle interrompue";"1973";"CAM";1721425737;1721425980;;;
"Robin Sarstedt";"Decca : The Supreme Records Company";"My resistance is low";"1975";"DECCA";1721425979;1721426142;"https://www.deezer.com/track/8081920";;
"David Byrne & St. Vincent";"Love this giant";"Who";"2012";"4AD";1721426142;1721426370;;;
"Scrimshire";"Music for Autumn lovers";"Ash";"2022";"ALBERT'S FAVOURITES";1721426398;1721426632;;"https://open.spotify.com/track/3uTYRZMxKW3n8SIm5in3MK";
"Lola Marsh";"Someday tomorrow maybe";"What am I";"2020";"UNIVERSAL MUSIC (LABEL & DISTRIBUTEUR)";1721426623;1721426855;;"https://open.spotify.com/track/5Y1qFvMV3eIvFA0BIakXOD";
"Lola Flores";"Todos sus exitos vol.3";"Lola lolita";"2015";"";1721426853;1721426981;;;
"Bo/Lola";"BOF / Les parapluies de Cherbourg, Lola, La Baie des Anges /cd2/ Vol. 2";"Lola : C'est moi, c'est Lola";"1960";"UNIVERSAL MUSIC (LABEL & DISTRIBUTEUR)";1721426976;1721426998;;;
"Bo/Lola";"Le cinéma de Michel Legrand";"Lola: Chanson de Lola";"1960";"UNIVERSAL MUSIC (LABEL & DISTRIBUTEUR)";1721426997;1721427128;;;
"Whatitdo Archive Band";"The black stone affair";"Farewell Lola";"2021";"RECORD KICKS";1721427127;1721427407;;;
