"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Devendra Banhart";"Ma";"My boyfriend's in the band";"2019";"NONESUCH";1755683796;1755684001;"https://www.deezer.com/track/751077792";"https://open.spotify.com/track/53Sfqfp5jkrQ6GyBApyJOV";
"Clairo";"Charm";"Juna";"2024";"VIRGIN";1755684002;1755684197;"https://www.deezer.com/track/2759124521";"https://open.spotify.com/track/2mWfVxEo4xZYDaz0v7hYrN";
"Amaro Freitas";"Y'Y";"Mar de cirandeiras";"2024";"PSYCHIC HOTLINE";1755684194;1755684420;"https://www.deezer.com/track/2532768211";"https://open.spotify.com/track/08T0vbgINtEw2BJYhdfvZB";
"Anne Sylvestre";"Les fabulettes d'Anne Sylvestre / vol 6 : Tournez fabulettes";"La toupie de Wapiti";"1992";"EPM RECORDS";1755684415;1755684508;"https://www.deezer.com/track/228898";;
"Joao Donato";"Bossa Nova : l'âme bohème du Brésil (cd promo)";"A ra";"1973";"VERVE";1755684507;1755684656;"https://www.deezer.com/track/41100631";"https://open.spotify.com/track/0wrx7YMUJXIcThebT8XDz5";
"Bobby McFerrin";"The ultimate Pink panther/La panthère rose";"The Pink panther theme";"1993";"RCA/BMG";1755684655;1755684843;;;
"Caroline Polachek";"Pang";"So hot you're hurting my feelings";"2019";"PERPETUAL NOVICE";1755684841;1755685025;"https://www.deezer.com/track/769248582";"https://open.spotify.com/track/5B6Kjha6RRIMWGN7zGsAaT";"https://music.apple.com/fr/album/so-hot-youre-hurting-my-feelings/1482421639?i=1482422205&uo=4"
"JB Dunckel & Jonathan Fitoussi";"Mirages II";"Iris";"2025";"PROTOYP RECORDINGS";1755685024;1755685231;;;
"The Flaming Lips";"Yoshimi battles the Pink robots";"Are You a Hypnotist??";"2002";"WB";1755685227;1755685511;"https://www.deezer.com/track/2016112297";"https://open.spotify.com/track/0UQnWjRKEphlQtzeZ83lC2";"https://music.apple.com/fr/album/are-you-a-hypnotist/1189403816?i=1189403826&uo=4"
"Corridor";"Mimi";"Phase IV";"2024";"SUB POP RECORDS";1755685509;1755685808;"https://www.deezer.com/track/2586934672";"https://open.spotify.com/track/493llDJE19S4ofEfRqr83p";
"Roy Ayers Ubiquity";"Red black & green";"Ain't no sunshine";"1973";"POLYDOR";1755685807;1755686187;;;
"Fania All Stars";"Rhythm machine";"Awake";"1977";"";1755686174;1755686495;;"https://open.spotify.com/track/3VnCGILQy1RyCzzyFjq49O";
"Steve Wariner";"Bof tv / Series tv americaines annees 80's";"Madame est servie (who's the boss)";"1980";"PLAYTIME RECORDS , PLTI";1755686486;1755686546;;;
"Taylor Mcferrin";"Early Riser (CD Promo)";"Place in my heart (Feat. Ryat)";"2014";"BRAINFEEDER";1755686546;1755686841;;;
"Janko Nilovic";"Un homme dans l'Univers";"Les oiseaux exotiques";"1978";"BROC RECORDZ";1755686839;1755687095;"https://www.deezer.com/track/2372817275";;
"Cosmo Sheldrake";"The much much how how and I";"Solar waltz";"2017";"TRANSGRESSIVE";1755686840;1755687357;"https://www.deezer.com/track/650759802";;
"Voces8";"A Purcell collection";"La tempête Z 631 : Full fathom five (Acte I Sc 2)";"2014";"Signum";1755687355;1755687479;;;
