"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Baron Retif & Concepcion Perez";"Funk";"On fait comment";"2023";"MOSTLA / MUSIQUE LARGE";1726826272;1726826512;"https://music.apple.com/fr/album/on-fait-comment/1685950699?i=1685951217&uo=4";"https://open.spotify.com/track/0csQIZy0hZjzvcBddxxAiv";
"Gecko Turner";"Somebody from badajoz";"Twenty-twenty vision";"2023";"LOVEMONK RECORDS";1726826511;1726826762;;"https://open.spotify.com/track/70Uk5dOafgD5p7z3ZR58oE";"https://www.deezer.com/track/1981350877"
"Faith D Aguilar";"Melody life : Trojan sisters";"Breaking up";"1976";"TROJAN RECORDS";1726826760;1726826967;;;
"The Clash";"London calling";"Rudie can't fail";"1979";"SONY";1726826965;1726827174;"https://music.apple.com/fr/album/rudie-cant-fail/684811762?i=684812013&uo=4";"https://open.spotify.com/track/4ZwPaJ0MtjFQRxJYRWUOjJ";
"The Strokes";"Is this it";"Soma";"2001";"";1726827168;1726827321;;"https://open.spotify.com/track/6gU7ohksNd6LsEJMWfDRhp";
"Blonde Redhead";"Melody of certain damaged lemons";"In particular";"2000";"TOUCH AND GO";1726827321;1726827684;"https://music.apple.com/fr/album/in-particular/1117726571?i=1117726930&uo=4";"https://open.spotify.com/track/4rz3AwWL2wbJoye11pbULz";"https://www.deezer.com/track/125953483"
"Resavoir";"Resavoir";"Midday";"2023";"INTERNATIONAL ANTHEM";1726827672;1726827903;;"https://open.spotify.com/track/24rn3XTXkFn604HlotByB7";"https://www.deezer.com/track/2366745555"
"Kamasi Washington";"Fearless movement";"Get lit (feat. George Clinton, D Smoke)";"2024";"YOUNG";1726827903;1726828107;;;
"Nxworries";"Why lawd";"Walk on by (feat. Earl Sweatshirt & Rae Khalil)";"2024";"STONES THROW";1726828104;1726828331;;;
"Enchantee Julia";"House of groove";"Sois pas pressé";"2023";"ROCHE MUSIQUE";1726828330;1726828494;;"https://open.spotify.com/track/2FzxtQBFZT6cykbKF3uu9v";
"Sababa 5";"Wembley";"Wembley";"2023";"BATOV RECORDS";1726828495;1726828757;;"https://open.spotify.com/track/1s5s6KgUfFJ4GVA3DNDCxO";
"Nusantara Beat";"Djanger / Borondong garing";"Borondong garing";"2023";"LES DISQUES BONGO JOE";1726828754;1726829103;;"https://open.spotify.com/track/6WvKFtMoChczKgA6xJE0nG";"https://www.deezer.com/track/2239607767"
"Junip";"Fields";"Sweet & bitter";"2010";"CITY SLANG";1726829100;1726829313;;"https://open.spotify.com/track/1oNIc6OPdmi8nD1dYMQQSi";"https://www.deezer.com/track/2582825892"
"Soundgarden";"Superunknown";"Black hole sun";"1994";"AM RECORDS";1726829307;1726829625;"https://music.apple.com/fr/album/black-hole-sun/1443210826?i=1443211417&uo=4";"https://open.spotify.com/track/2EoOZnxNgtmZaD8uUmz2nD";
"Jack Dejohnette";"Hudson";"Woodstock";"2017";"MOTEMA MUSIC";1726829621;1726829978;;"https://open.spotify.com/track/70KdYkk3LaMMDcDCmkCpYg";
"BRUITAGES";"Amazonie / Au coeur de la forêt guyanaise / Vol 2";"Foret guyanaise : ermite a long bec (colibri)/en fond divers oiseaux";"";"PITHYS OU PITHYS INTERNATIONAL";1726829975;1726829999;;;
"DAVID WALTERS";"Nocturne";"Interlude";"2021";"HEAVENLY SWEETNESS";1726829982;1726830004;;"https://open.spotify.com/track/4WES8TiV1VinjantIJSxgr";"https://www.deezer.com/track/1172807692"
"Luiz Bonfa";"Le roi de la bossa nova";"Bonfa nova";"2005";"FONTANA";1726830004;1726830129;;;"https://www.deezer.com/track/73013779"
"Lau Ro";"Cabana";"Lugar";"2024";"FAR OUT RECORDS";1726830129;1726830375;;"https://open.spotify.com/track/124WL1npYJXeLAkzJeE7AU";"https://www.deezer.com/track/2715457132"
"Lady Lola";"Le tunnel";"Reine roi";"2024";"LA SOUTERRAINE";1726830371;1726830585;"https://music.apple.com/fr/album/reine-roi/1763855247?i=1763855254&uo=4";"https://open.spotify.com/track/3K69e4OL3laORqDiWLiF7N";"https://www.deezer.com/track/2953670791"
"Men I Trust";"Untourable album";"Tree among shrubs";"2021";"INDEPENDENT";1726830580;1726830766;;"https://open.spotify.com/track/2JKtCvtxP47fOMYi0BjMoY";
"Erykah Badu";"Mama's gun";"Didn't cha know";"2000";"MOTOWN";1726830764;1726831003;"https://music.apple.com/fr/album/didnt-cha-know/1440755899?i=1440756135&uo=4";"https://open.spotify.com/track/7pv80uUHfocFqfTytu1MVi";"https://www.deezer.com/track/2122740"
"Ras G";"Sounds of the universe : art + sound";"Gloom steez";"2015";"SOUL JAZZ RECORDS";1726831002;1726831174;;;
"The Black Eyed Peas";"Elephunk";"Labor day (it's a holiday)";"2003";"INTERSCOPE RECORDS";1726831169;1726831408;;;
"Anthony Strong";"On a clear day";"On A Clear Day";"2015";"NAIVE RECORDS";1726831407;1726831638;;"https://open.spotify.com/track/0mTaHk8nydeHgLQ40C4qPV";
"June Christy";"Gone for the day / Fair and warmer";"It's a most unusual day";"1958";"CAPITOL";1726831633;1726831773;;;
"Jimmie Rodgers";"The blues Camden Atlanta New-York 1927-1933";"Blue Yodel N°9";"1930";"FREMEAUX ET ASSOCIES";1726831772;1726831931;;;
"Earl Hines";"Fatha";"Frankie and Johnnie";"1965";"COLUMBIA LEGACY";1726831929;1726832079;;;
"Anne Sofie Von Otter";"Edouard Grieg : Mélodies";"6 sange op 48 : Ein Traum";"1993";"DEUTSCHE GRAMMOPHON";1726832079;1726832205;;;
"Queen";"A night at the opera";"Bohemian rhapsody";"1974";"EMI";1726832201;1726832555;;;"https://www.deezer.com/track/2646634012"
"The Lemon Twigs";"Go To School";"Lonely";"2018";"4AD";1726832553;1726832773;"https://music.apple.com/fr/album/lonely/1448144313?i=1448144352&uo=4";"https://open.spotify.com/track/15vNDnbWuPFxnR6TST7AYI";
"Satellite Jockey";"Plays music !";"Tu ne sais plus";"2024";"ANOTHER RECORD";1726832769;1726832965;;"https://open.spotify.com/track/6ZxLdnAnPh0RIVeOgcvcOW";
"The Offline";"Les amis";"Les amis";"2024";"DEEPMATTER RECORDS";1726832959;1726833143;"https://music.apple.com/fr/album/les-amis/1755159187?i=1755159520&uo=4";"https://open.spotify.com/track/45RCxpqeO3UZ7OqF0ssWYJ";
"Jalen Ngonda";"Come around and love me";"It takes a fool";"2023";"DAPTONE RECORDS / MODULOR";1726833142;1726833326;;"https://open.spotify.com/track/3vdfmxNcwJHonDzazX5Y5b";
