"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer"
"Rokia Traore";"Né so";"Kenia";"2016";"ROCK'A SOUND RECORDS";1712865442;1712865745;"https://open.spotify.com/track/2ZnHQlF4lPZUPFTbQ0SY3j";;
"ELVIS PRESLEY";"32 succes de musique de film";"FOLLOW THAT DREAM";"";"BMG";1712865521;1712865603;"https://open.spotify.com/track/0EkwlBGDj4h1UkVuWpSLK2";"https://music.apple.com/fr/album/follow-that-dream/217633715?i=217635495&uo=4";"https://www.deezer.com/track/2771921831"
"Rokia Traore";"Né so";"Kenia";"2016";"ROCK'A SOUND RECORDS";1712865601;1712865911;"https://open.spotify.com/track/2ZnHQlF4lPZUPFTbQ0SY3j";;
"Graham Mushnik";"Club Coco";"Octopus dance";"2021";"BONGO JOE";1712865904;1712866117;"https://open.spotify.com/track/4dIMgSWZWGI08cP2oLkE30";;"https://www.deezer.com/track/1347741102"
"Serge Gainsbourg";"De Gainsbourg a gainsbarre : Vol1: 1959 - 1960";"Mambo miam miam";"1959";"PHILIPS";1712866114;1712866265;"https://open.spotify.com/track/4Jymem1hb6VKq38QtHipaf";;"https://www.deezer.com/track/515038442"
"Lea Lu";"I call you";"Horses (feat. Daniela Sarda)";"2021";"LL RECORDS";1712866264;1712866453;;"https://music.apple.com/fr/album/horses-feat-daniela-sarda/1586773590?i=1586773595&uo=4";
"Adi Oasis";"Lotus glow";"Adonis";"2023";"UNITY GROUP";1712866448;1712866665;;;"https://www.deezer.com/track/2071647267"
"Lee Fields";"My world (instrumentals)";"Ladies (instrumental)";"2009";"TRUTH & SOUL RECORDS";1712866662;1712866919;;;
"Belle And Sebastian";"If they're shooting at you";"If they're shooting at you";"2022";"MATADOR";1712866922;1712867191;"https://open.spotify.com/track/2yXd13F3NEAaU60imnciyO";;"https://www.deezer.com/track/1673375557"
"Shana Cleveland";"Manzanita";"Mayonnaise";"2023";"HARDLY ART RECORDS";1712867190;1712867360;"https://open.spotify.com/track/2lSAqPR6AjU2rmeB6VnszB";"https://music.apple.com/fr/album/mayonnaise/1658205841?i=1658205853&uo=4";
"Alexis Murdoch";"Time without consequence";"Orange sky";"2009";"ZERO SUMMER RECORDS";1712867350;1712867717;;;
"Blue Safari";"The bluegrass tribute to air";"Universal traveler";"2004";"CMH RECORDS";1712867711;1712868011;;;
