"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer"
"Mark William Lewis";"Mark William Lewis";"Spit";"2025";"A24 MUSIC";1762595846;1762596016;"https://open.spotify.com/track/2fZeCRJvIlyXGR7qCNKWUo";;
"Paul Simon";"Graceland / 25eme anniviversary edition";"Gumboots";"1986";"SONY";1762596014;1762596177;;"https://music.apple.com/fr/album/gumboots/528829777?i=528829781&uo=4";"https://www.deezer.com/track/2278119827"
"Sunborn Meets Clap Clap";"Earth is begging";"Dju dju (feat. Etuk Ubong)";"2025";"WAH WAH 45S";1762596175;1762596366;;;
"Leon Russell";"Delta swamp rock : Sounds from the south";"Out in the woods";"1972";"SOULJAZZ REC";1762596365;1762596578;"https://open.spotify.com/track/1JUiLgTzZBJj5JXXvgnYn1";;"https://www.deezer.com/track/3532304"
"Cw Stoneking";"Jungle blues";"Jungle blues";"2010";"KING HOKUM R";1762596576;1762596806;;;
"Toots And The Maytals";"300% Dynamite !";"Broadway jungle";"1964";"SOUL JAZZ RECORDS";1762596804;1762596970;;;
"El Michels Affair";"24 Hr sports";"Cortex";"2025";"BIG CROWN RECORDS";1762596969;1762597084;"https://open.spotify.com/track/3Bscjjap5sKCtpNR3sj2yG";;"https://www.deezer.com/track/3382190451"
"Vanishing Twin";"Choose your own adventure";"The conservation of energy";"2016";"SOUNDWAY RECORDS";1762597083;1762597334;"https://open.spotify.com/track/5uNXiMHALYL5LPhlUsczpq";;"https://www.deezer.com/track/1668605962"
"The Bee Gees";"Cucumber castle";"Craise finton kirk royal academy of arts";"1967";"A PRIORI RECORDS";1762597332;1762597469;;;
"Vanille";"Un chant d'amour";"Lune d'argent";"2025";"BONBONBON";1762597467;1762597671;"https://open.spotify.com/track/003QE5r4yCHEvFh6pOVea7";"https://music.apple.com/fr/album/lune-dargent/1831305386?i=1831305600&uo=4";"https://www.deezer.com/track/3493211281"
"The Offline";"Les cigales";"Un long été chaud";"2024";"DEEPMATTER RECORDS";1762597668;1762597788;"https://open.spotify.com/track/1cX7k5Qi1VhwqpGtPVsub6";;"https://www.deezer.com/track/2872695352"
"Jackie Wilson";"The best Northern Soul all-nighter ever !";"(Your love keeps lifting me) higher and higher";"1967";"VIRGIN/ EMI";1762597785;1762597955;;;
"Googoosh";"Finders keepers presents Pomegranates / Persian pop funk folk and psych of 60s and 70s";"Talagh";"1975";"FINDERS KEEPERS RECORDS";1762597952;1762598236;;;"https://www.deezer.com/track/10866971"
"JAWNY";"The Story Of Hugo";"Tombstone Gray";"2021";"JOHNNY UTAH LLC / INTERSCOPE RECORDS";1762598234;1762598401;;;
"Quatuor Lindsay";"Joseph Haydn : Les 7 dernieres paroles du christ - quatuor Lindsay";"Les sept dernieres paroles du christ en croix HOB III : 50 a 56 : Il terremoto : Presto con tutta la forza";"1993";"ASV";1762598398;1762598508;;;
"Kotoa";"I am";"I am";"2025";"WAH WAH 45S";1762598507;1762598771;"https://open.spotify.com/track/5PqbrKYME7tSJQGzFq6PoG";;"https://www.deezer.com/track/3556618301"
"Jambal";"Radio";"Thalassophobia (Radio Edit)";"2025";"AUTOPRODUCTION";1762598770;1762598989;;;
"The Police";"Outlandos d'amour";"Roxanne";"1978";"A & M";1762598984;1762599168;"https://open.spotify.com/track/3EYOJ48Et32uATr9ZmLnAo";"https://music.apple.com/fr/album/roxanne/1440804541?i=1440805065&uo=4";"https://www.deezer.com/track/2525877"
"The Teen Beats";"The godfathers of psychobilly";"Califf boogie";"1960";"NOT NOW MUSIC";1762599167;1762599271;;;
"Leyla McCalla";"Breaking the thermometer";"Dodinin";"2022";"ANTI";1762599270;1762599476;"https://open.spotify.com/track/6Jx6VW69DwGav5Pb0jl7BU";;"https://www.deezer.com/track/1618320682"
"King Gizzard & The Lizard Wizard";"Paper mâché dream balloon";"Cold cadaver";"2015";"HEAVENLY RECORDINGS";1762599474;1762599638;;"https://music.apple.com/fr/album/cold-cadaver/1030823959?i=1030824863&uo=4";"https://www.deezer.com/track/112807670"
