"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify"
"Bob Dylan";"1970";"Sign on the window (stereo mix, 5 juin 1970)";"2021";"COLUMBIA";1742119093;1742119283;;;
"Jeffrey Mac Fadden";"Jean Sébastien Bach : Suites pour violoncelle arrangées pour guitare / Vol 2";"Suite n°4 en Mi bémol Maj BWV 1010 : 4. Sarabande - arrangement pour guitare";"2020";"NAXOS";1742119282;1742119487;;;
"Jean Sablon";"The french troubadour";"Brésil";"1964";"UNIVERSAL LICENSING MUSIC";1742119485;1742119654;;;
"Os Ipanemas";"The best of Mr. Bongo";"Garota de Ipanema";"1964";"BECAUSE";1742119651;1742119803;"https://www.deezer.com/track/70546368";;
"Tricky";"Mixed Race";"Come to me";"2010";"DOMINO RECOR";1742119802;1742120036;"https://www.deezer.com/track/7514905";"https://music.apple.com/fr/album/come-to-me/393601349?i=393601430&uo=4";"https://open.spotify.com/track/2LDjkU17GZ3kxyDOiXiPm0"
"The Routers";"The history of rock instrumentals";"Let's Go";"1962";"RHINO RECORDS";1742120036;1742120172;"https://www.deezer.com/track/10967285";;
"Gabriel Gosse";"Chill Wind";"Chill wind";"2025";"ADAM";1742120171;1742120392;"https://www.deezer.com/track/3182370791";"https://music.apple.com/fr/album/chill-wind/1790391137?i=1790391138&uo=4";"https://open.spotify.com/track/7a8QFsygegwx5JL6eXtct9"
"Prince";"Purple rain";"Purple Rain";"1984";"WB";1742120389;1742120908;"https://www.deezer.com/track/2107381427";;"https://open.spotify.com/track/1uvyZBs4IZYRebHIB1747m"
"Madball Scientists";"Tales of another direction";"Leaving the dust";"2015";"MELTING RECORDS";1742120904;1742121096;;;
"Yves Simon";"Autoportrait";"J'ai rêvé New York";"1974";"RCA";1742121094;1742121371;"https://www.deezer.com/track/1687333627";"https://music.apple.com/fr/album/jai-r%C3%AAv%C3%A9-new-york/1614631391?i=1614631403&uo=4";"https://open.spotify.com/track/4BGVkfUAnCmTj2mt6ao9ZU"
"Gil Scott Heron & Makaya Mac Craven";"We' re new again (a reimagining by Makaya Mac Craven)";"New york is killing me";"2020";"XL RECORDINGS LTD";1742121369;1742121688;;;
"Slowe";"Where the mind wanders";"Inertia";"2023";"TRU THOUGHTS";1742121680;1742121800;"https://www.deezer.com/track/2191373957";"https://music.apple.com/fr/album/inertia/1676977977?i=1676977995&uo=4";"https://open.spotify.com/track/5oB3sloEw2YuuFxb625FW5"
"Hope Tala";"Thank goodness";"Thank goodness";"2024";"PMR RECORDS";1742121798;1742121996;"https://www.deezer.com/track/3036576591";"https://music.apple.com/fr/album/thank-goodness/1764155920?i=1764155921&uo=4";"https://open.spotify.com/track/2mb9wKJz6WMD5Y0baavuIQ"
"Big Lee Dowell And The Cannonballs";"What I done wrong (feat. Maxim Moston)";"What I done wrong (feat. Maxim Moston) (extended version)";"2016";"TESLA GROOVE INTERNATIONAL RECORDINGS";1742121992;1742122410;;;
"Quantic Y Su Conjunto Los Miticos Del Ritmo";"Shapes circles / Compiled by Robert Luis";"They reminisce over you (T.R.O.Y)";"2013";"TRU THOUGHTS";1742122387;1742122509;;;
"Sammy Davis Junior";"Yes I can ! : The Sammy Davis Junior story";"Walkin' my baby back home";"1965";"RHINO RECORDS";1742122507;1742122662;;;
"Lana Del Rey & Father John Misty";"Buddy's rendez-vous";"Buddy's rendez-vous";"2022";"BELLA UNION";1742122660;1742122957;;;
