"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify"
"Peter Cat Recording Co";"Beta";"Flowers R. Blooming";"2024";"MUDDY WATER RECORDS";1740563997;1740564434;;;
"Radiohead";"OK Computer";"Karma police";"1997";"PARLOPHONE";1740564432;1740564694;"https://music.apple.com/fr/album/karma-police/1097861387?i=1097861836&uo=4";"https://www.deezer.com/track/138539981";"https://open.spotify.com/track/63OQupATfueTdZMWTxW03A"
"Velours Velours";"Quand je pleure, je suis content";"Quand je pleure, je suis content";"2025";"BONBOBBON";1740564694;1740564910;"https://music.apple.com/fr/album/quand-je-pleure-je-suis-content/1781713697?i=1781714162&uo=4";"https://www.deezer.com/track/3111311291";"https://open.spotify.com/track/4Snl6VOCsYVWp0UMKHJwtC"
"Adrian Younge & Ali Shaheed Muhammad";"The midnight hour";"Better endeavor";"2018";"LINEAR LABS / INGROOVES";1740564907;1740565074;"https://music.apple.com/fr/album/better-endeavor/1731446331?i=1731446761&uo=4";;
"Nora Dean";"Melody life : Trojan sisters";"Que sera sera (whatever will be will be)";"2010";"TROJAN RECORDS";1740565073;1740565238;;;
"Manjul";"Dub To Mali season 3 : Douba";"Dub for the minian ba";"2019";"BACO RECORDS";1740565237;1740565441;;;
"Letta Mbulu";"Letta Mbulu Sings / Free Soul";"Ade";"1968";"STATESIDE";1740565437;1740565608;"https://music.apple.com/fr/album/ade/1466659288?i=1466659356&uo=4";"https://www.deezer.com/track/3533461";"https://open.spotify.com/track/4WIAM9CVJO4MujdO3UQFhn"
"Roy Orbison";"For the lonely";"Oh pretty woman";"1964";"RHINO RECORDS";1740565607;1740565783;;"https://www.deezer.com/track/124646976";
"Staplin";"Neon shade";"Secret silence";"2020";"TRUE VELVET RECORDS";1740565781;1740565919;"https://music.apple.com/fr/album/secret-silence/1515120465?i=1515121297&uo=4";"https://www.deezer.com/track/970637672";"https://open.spotify.com/track/16Y8nJYldS6Hc8aTxvYaQh"
"Jo Wedin & Jean Felzine";"Pique-nique";"Je t'aurai";"2017";"AT(H)OME";1740565917;1740566124;"https://music.apple.com/fr/album/je-taurai/1449250341?i=1449250350&uo=4";"https://www.deezer.com/track/616332802";"https://open.spotify.com/track/3dUHB9hMwF8havFS4hnRHX"
"Jamal Moore";"BOF / Joker : folie à deux";"Joker : Overture- slap that bass / Get happy/ What the world needs now";"2024";"INTERSCOPE RECORDS";1740566122;1740566313;;;
"Sergio Mendes";"Herb Alpert presents Sergio Mendes & Brasil '66";"The joker";"1966";"VERVE";1740566311;1740566467;;;
"Dieval Jack & Le Jace All Stars";"Jazz aux Champs Elysees";"Learnin' the blues";"1956";"GITANES JAZZ PRODUCTIONS";1740566465;1740566639;;;
"Just Fontaine";"Vas-y Fontaine";"Aie ton rire";"1959";"VEGA @";1740566638;1740566823;;;"https://open.spotify.com/track/3QTNbV6FiQ8gft50ft8SEn"
"Mandrill";"Mandrill";"I refuse to smile";"1972";"COLLECTABLES";1740566821;1740567067;"https://music.apple.com/fr/album/i-refuse-to-smile/1434741590?i=1434742000&uo=4";"https://www.deezer.com/track/549305392";"https://open.spotify.com/track/60xdLXU4rTPmPTPrfelJDf"
"Orchestre De Concert De La BBC";"African rhapsodies";"The future strings variation";"2023";"CLAVES";1740567065;1740567473;;;
"So Lune";"Un égale huit";"Hero";"2023";"VALENTINE PROD";1740567472;1740567629;"https://music.apple.com/fr/album/hero/1782376592?i=1782376732&uo=4";"https://www.deezer.com/track/3116846131";"https://open.spotify.com/track/2rWFBwOY3mYvEXX7RLRhyp"
"Vocal Sampling";"Asi de Sampling";"De cuba";"2017";"SOUND SURVEYOR MUSIC";1740567629;1740567914;;"https://www.deezer.com/track/141945049";"https://open.spotify.com/track/5D8PPQ6Uh5Fg4uMKiGiE1w"
"Setenta";"Apollo Solar Drive";"Tambu";"2025";"LATIN BIG NOTE";1740567913;1740568158;"https://music.apple.com/fr/album/tambu/1768040617?i=1768041038&uo=4";"https://www.deezer.com/track/2991495261";"https://open.spotify.com/track/3QyVdvhtMnJV1Q2iYrDv7O"
"Roger";"The many facets of Roger";"A chunk of sugar";"1981";"RHINO - WARNER RECORDS";1740568156;1740568482;"https://music.apple.com/fr/album/a-chunk-of-sugar/290075955?i=290075963&uo=4";"https://www.deezer.com/track/2139102";"https://open.spotify.com/track/0N2roHDNPO5wQzdhRW4hne"
"JJ Cale";"Special edition";"Lies";"1972";"MERCURY";1740568481;1740568646;;;
"Alain Souchon";"Jamais content";"Jamais content";"1977";"RCA";1740568643;1740568910;;"https://www.deezer.com/track/2242557";"https://open.spotify.com/track/1VVii34OxGKnBd1hRGfHkB"
"Betty Everett";"Just 60' S";"You're no good";"1963";"LM MUSIC";1740568908;1740569045;"https://music.apple.com/fr/album/youre-no-good/407790054?i=407790065&uo=4";"https://www.deezer.com/track/7852116";
"Charlie Shavers And Ray Bryant Quartet";"Complete recordings volume 1";"Mam'selle";"";"LONE HILL JA";1740569043;1740569177;;;
"Robin Mac Kelle";"Impressions of Ella";"Do nothing till you hear from me";"2023";"NAIVE";1740569175;1740569593;;;
"Charlene Darling";"La porte";"Une nuit sans amour";"2023";"DISCIPLES";1740569593;1740569855;;"https://www.deezer.com/track/2420297025";"https://open.spotify.com/track/1n6rYy6ilkAGLCdvJI0Brz"
"Ennio Morricone";"Bof / Il etait une fois dans l'ouest";"Man with a harmonica";"1969";"RCA";1740569854;1740570061;;;
