"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify"
"Thom Yorke";"BOF / Suspiria (extrait)";"Suspiria : Suspirium";"2018";"XL RECORDINGS";1729936678;1729936878;;;
"Martha Argerich";"The Martha Argerich collection / Vol.1 : The solo recordings";"Sonatine : Mouvement de menuet";"";"";1729936876;1729937056;;;
"Michael Jackson";"Got to be there";"I wanna be where you are";"1971";"MOTOWN";1729937051;1729937226;;;
"Chico Buarque";"Sonho de um carnaval";"Roda viva";"1970";"VOGUE";1729937222;1729937449;"https://www.deezer.com/track/447553492";;
"Forever Pavot";"La pantoufle";"Hutre";"2017";"BORN BAD";1729937448;1729937659;"https://www.deezer.com/track/508851452";"https://music.apple.com/fr/album/hutre/1394147780?i=1394149195&uo=4";"https://open.spotify.com/track/288GMmC9E8t6er16ssa5Qh"
"Misha Panfilov & Shawn Lee";"Paradise cove";"Volkswagenesque";"2020";"FUNK NIGHT RECORDS";1729937653;1729937796;;;
"The Cars";"Sad song";"Sad Song";"2011";"UNIVERSAL CL";1729937794;1729938011;"https://www.deezer.com/track/120587438";"https://music.apple.com/fr/album/sad-song/1442856336?i=1442856776&uo=4";"https://open.spotify.com/track/0Ic3vJQamGmjqxCPukgdWi"
"Lou Reed";"New york";"Dirty blvd.";"1989";"SIRE";1729938009;1729938218;"https://www.deezer.com/track/664487";"https://music.apple.com/fr/album/dirty-blvd/979401773?i=979401777&uo=4";"https://open.spotify.com/track/4TDLfAmx45EpSiQYG6hCzT"
"Marianne Faithfull";"Hurdy gurdy songs";"Young girl blues";"1967";"ACE";1729938215;1729938428;;"https://music.apple.com/fr/album/young-girl-blues/1452362190?i=1452362607&uo=4";
"Metronomy";"Love letters";"Boy racers";"2014";"BECAUSE";1729938426;1729938684;"https://www.deezer.com/track/75311313";;"https://open.spotify.com/track/3l8vqlpmTEAIwP8WCezmqN"
"The Chequers";"Check us out";"Get up stand up";"1976";"CREOLE";1729938684;1729939096;;;
"Thee Sacred Souls";"Got a story to tell";"Live for you";"2024";"DAPTONE RECORDS";1729939094;1729939299;;;"https://open.spotify.com/track/2cgHekIPyuKxEEcV72tuy4"
"Terri Lyne Carrington & Social Science";"Waiting game";"If not now (feat. Maimouna Youssef)";"2019";"MOTEMA MUSIC";1729939298;1729939623;;"https://music.apple.com/fr/album/if-not-now-feat-maimouna-youssef/1475890578?i=1475890734&uo=4";
"Sound Providers";"An evening with the sound providers";"5 minutes";"2010";"ABB";1729939622;1729939823;;;
"Astrel K";"The foreign department";"By depol";"2024";"TOUGH LOVE RECORDS";1729939820;1729940039;"https://www.deezer.com/track/2586202172";"https://music.apple.com/fr/album/by-depol/1721529307?i=1721529698&uo=4";"https://open.spotify.com/track/7DMoWghBsWBZyoChYVf7Xz"
"Lewis Evans";"Coeur celeste";"Dead flowers";"2024";"ZRP";1729940037;1729940293;"https://www.deezer.com/track/2878235692";"https://music.apple.com/fr/album/dead-flowers/1755792968?i=1755793176&uo=4";"https://open.spotify.com/track/3Z232ttnSqOa8neBviPNR7"
"Harry Belafonte & Nana Mouskouri";"An evening with Harry Belafonte & Nana Mouskouri";"Irène (Erene)";"1966";"RCA";1729940287;1729940441;;;
"Calexico";"El Mirador";"Turquoise";"2022";"CITY SLANG";1729940417;1729940589;;"https://music.apple.com/fr/album/turquoise/1721060193?i=1721061370&uo=4";"https://open.spotify.com/track/5MdC9f5xK5eeMzdOslxaIn"
"Sydney Chaplin";"Bells are ringing";"I met a girl";"1956";"SONY CLASSICAL";1729940583;1729940735;"https://www.deezer.com/track/2310816";"https://music.apple.com/fr/album/i-met-a-girl/336158062?i=336158867&uo=4";"https://open.spotify.com/track/7EWXPdkBTSVU69DtH7I7v6"
"Louis Chedid";"Louis,Matthieu,Joseph & Anna Chedid";"Je dis aime";"2015";"RIVIERA";1729940734;1729940983;;;
