"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Jules Massenet (Compositeur)";"Après un rêve";"Elégie - pour mezzo-soprano violoncelle et piano";"2014";"Aparté";1753869476;1753869733;;;
"Meshell Ndegeocello";"Devil's halo";"Devil's halo";"2009";"MERCER STREET";1753869728;1753869742;;;
"The Beatles";"Love";"Here Comes The Sun  / The Inner Light (Transition)";"1969";"PARLOPHONE";1753869741;1753869999;;;
"Piero Umiliani";"Studio Umiliani";"Preistoria";"2017";"FOUR FLIES RECORDS";1753869997;1753870223;"https://www.deezer.com/track/724335102";;
"Saya Gray";"H.B.W";"Shell (Of a man)";"2024";"DIRTY HIT";1753870219;1753870436;;;
"Prince";"Hits 2";"Cream";"1991";"WARNER BROS";1753870436;1753870685;"https://www.deezer.com/track/1120566552";;
"Sound Dimension";"Studio One rockers - The original";"Real rock";"1967";"SOUL JAZZ RECORDS";1753870681;1753870827;"https://www.deezer.com/track/3856855";;
"Daw Bandon";"Siamese soul : Thai pop spectacular Vol. 2";"Bong ja bong";"2022";"SUBLIME FREQUENCIES";1753870826;1753871021;;;
"Arthur H";"Baba love";"Le paradis il est chinois";"2011";"UNIVERSAL MU";1753871017;1753871217;"https://www.deezer.com/track/1053169382";"https://open.spotify.com/track/1EhJrHSo2PRY4Tg0DDSDEx";
"Kate Bush";"Lionheart";"In search of peter pan";"1978";"EMI";1753871217;1753871443;;"https://open.spotify.com/track/0AEp6QI1hbyrqZhIxsHMFF";
"Bo/Peter Pan";"BOF / Peter Pan (Hook)";"We don't wanna grow up";"1991";"EPIC";1753871442;1753871550;;;
"Natalie Cummins";"King Lear";"Let me not be mad";"2019";"ORANGE MOUNTAIN MUSIC";1753871552;1753871707;;;
"Billie Holiday";"Lady in satin";"But beautiful";"1958";"COLUMBIA";1753871705;1753871974;"https://www.deezer.com/track/97544044";"https://open.spotify.com/track/3cxsbR45aJapa001BxlGYL";
"Moondog";"Moondog";"Voices of spring";"1969";"CBS";1753871971;1753872078;;;
"Duo Ruut";"Ilmateade";"Suvi Rannas (Summer on the beach)";"2025";"DUO RUUT MUSIC";1753872076;1753872253;;;
"Tamasene";"Hangin’ in or hangin’ out";"The devils on your shoulders";"2025";"NICE GUYS";1753872246;1753872558;"https://www.deezer.com/track/3181680861";"https://open.spotify.com/track/4KUhkuvzThLRRyZOzJoLDa";"https://music.apple.com/fr/album/the-devils-on-your-shoulders/1790096206?i=1790097066&uo=4"
"Daniel Grau";"Venezuela 70 / Vol. 2";"Delirion en fa menor";"1976";"SOUL JAZZ RECORDS";1753872555;1753872701;;;
"Come Ranjard";"Pop-corn";"Hahawhy";"2024";"VIETNAM";1753872699;1753872957;"https://www.deezer.com/track/3000520171";"https://open.spotify.com/track/0028JOjN9oatgROu0nOSIr";
"Kendrick Lamar";"Mr. Morale & the big steppers";"Mirror";"2022";"PGLANG - TOP DAWG ENTERTAINMENT - AFTERMATH - INTERSCOPE RECORDS";1753872955;1753873210;"https://www.deezer.com/track/1766771667";"https://open.spotify.com/track/5xoYormSTltk6F9SlQV6mm";
"Trunks";"We dust";"What is fantasy";"2023";"IL MONSTRO";1753873210;1753873420;"https://www.deezer.com/track/2378452165";"https://open.spotify.com/track/1KwniPy11KinOglAZ6tdGq";
"Sault";"Untitled (Rise)";"Little boy";"2020";"FOREVER LIVING ORIGINAL";1753873416;1753873649;"https://www.deezer.com/track/1076612812";"https://open.spotify.com/track/7ocg33uDEQMpymbOnmWsQc";
"Digable Planets";"Reachin' (a new refutation of time and space)";"Jimmi diggin cats";"1993";"PENDULUM RECORDS";1753873648;1753873870;;;
"Tunng";"Love you all over again";"Everything else";"2025";"FULL TIME HOBBY";1753873866;1753874180;"https://www.deezer.com/track/3013791281";"https://open.spotify.com/track/28CGZNetByx17HCrlwL8eJ";
"Norio Maeda & All Stars";"Rock communication Yagibushi";"Soran bushi";"1970";"WEWANTSOUNDS";1753874175;1753874386;;;
"Chiemi Eri";"Chiemi Eri";"Fukagawa kuzushi";"1960";"AKUPHONE";1753874383;1753874545;"https://www.deezer.com/track/3653349442";;
"The Shacks";"Big crown vaults vol 2";"Trip to Japan";"2024";"BIG CROWN RECORDS";1753874536;1753874738;"https://www.deezer.com/track/2709983942";"https://open.spotify.com/track/49eeuBxlSETl7WWL73drm4";
"Claire days";"I remember something";"Transparent";"2025";"CONTREJOURS";1753874734;1753874953;"https://www.deezer.com/track/3212450251";"https://open.spotify.com/track/4YJT8Kz6YCJYPTB1FbgKWz";"https://music.apple.com/fr/album/transparent/1793789451?i=1793789452&uo=4"
"Hermanos Gutierrez";"Elegantly wasted (feat. Leon Bridges)";"Elegantly wasted (feat. Leon Bridges)";"2025";"FARGO MAFIA";1753874949;1753875160;;;"https://music.apple.com/fr/album/elegantly-wasted-feat-leon-bridges/1822903874?i=1822903875&uo=4"
"Bill Withers";"'Justments";"The same love that made me laugh";"1974";"SONY";1753875156;1753875359;"https://www.deezer.com/track/70016825";"https://open.spotify.com/track/6GETCaMrDCu3uFe2TMkyGA";
"Queen";"A night at the opera";"Seaside rendezvous";"1975";"EMI";1753875357;1753875491;;;"https://music.apple.com/fr/album/seaside-rendezvous/1440854433?i=1440854538&uo=4"
"Serge Gainsbourg";"Aux armes et caetera";"Relax baby be cool";"1979";"MERCURY";1753875489;1753875639;"https://www.deezer.com/track/119875210";"https://open.spotify.com/track/4I3kGZ5oXvkVOEounCKXeN";"https://music.apple.com/fr/album/relax-baby-be-cool/1442848945?i=1442849431&uo=4"
"Andre Popp";"Panorama / French soundtracks and rarities 1969 1980";"Sweet Mary";"1975";"TRANSVERSALES DISQUES";1753875637;1753875837;"https://www.deezer.com/track/2625399262";;
