"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer"
"Under Kontrol";"Strictly from the mouth";"Scratchin";"2011";"IOT RECORDS";1728035907;1728036018;"https://open.spotify.com/track/1VO2OkvbTq8IX813cEdpKh";;
"MC Solaar";"Qui sème le vent récolte le tempo";"Caroline";"1991";"POLYDOR";1728036016;1728036294;"https://open.spotify.com/track/7esR7jO5Fyl78B6CwwhZJy";;
"Madball Scientists";"Tales of another direction";"Leaving the dust";"2015";"MELTING RECORDS";1728036285;1728036478;;;
"Pinnacle Sound & Marcus I";"BAT Records : 5 Years of hard mix";"Choices";"2023";"BAT RECORDS";1728036472;1728036636;;;
"Milos Asian";"Breathe in, breathe out";"Be my dear deer";"2023";"AUTOPRODUCTION";1728036634;1728036850;"https://open.spotify.com/track/28TVZQQcAgh6FT5VgIvcIz";"https://music.apple.com/fr/album/be-my-dear-deer/1673312843?i=1673316342&uo=4";
"The Jacksons";"Triumph";"Can you feel it";"1980";"EPIC";1728036846;1728037205;"https://open.spotify.com/track/0RAiBUgOC5pgFUHsldtix3";"https://music.apple.com/fr/album/can-you-feel-it/192484382?i=192484420&uo=4";"https://www.deezer.com/track/611499"
"Jazzbois";"Still blunted";"Toohi";"2024";"AUTOPRODUCTION";1728037202;1728037353;"https://open.spotify.com/track/4gk3GQBv5ElnOJfgxknz0c";"https://music.apple.com/fr/album/toohi/1753736840?i=1753736865&uo=4";
"Renaud";"Le plein de super";"Marche a l'ombre";"2010";"VIRGIN";1728037399;1728037597;;;
"Julie London";"Julie is her name";"Can't help lovin' dat man";"1955";"EMI";1728037594;1728037783;;;"https://www.deezer.com/track/93724516"
"Sergio Assad";"Sergio et Odair Assad jouent Rameau Scarlatti Couperin et Bach";"Sonate en Sol Maj K 432 L 288 - arrangement et transcription en La Maj pour 2 guitares acoustiques";"1993";"ELEKTRA";1728037782;1728037919;;;
"Giovanni Leao";"Leonardo Marques presents Ilha do corvo sounds volume I";"Não se emburreça";"2021";"180G X DISK UNION";1728037916;1728038139;"https://open.spotify.com/track/0qY4ZblDJZ2TEjn1xuzS9J";;
"Been Stellar";"Scream from New York, NY";"Pumpkin";"2024";"DIRTY HIT";1728038136;1728038393;"https://open.spotify.com/track/3ojxLlQYFkLh8WiYlkx2Yz";;
"Dar Disku";"Dar Disku";"Ya Nas";"2024";"SOUNDWAY RECORDS";1728038386;1728038687;"https://open.spotify.com/track/3XCYQV3sO1JG5Ke21PI6IR";"https://music.apple.com/fr/album/ya-nas/1750758843?i=1750759125&uo=4";"https://www.deezer.com/track/2835658442"
"Carrie Lucas";"Dance with you - The best of";"Tic toc";"1978";"CASTLE COMMUNICATIONS";1728038686;1728038942;"https://open.spotify.com/track/698OEELijLJNpPspWKJlJ7";;
