"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify"
"Smashing Pumpkins";"Mellon collie and the infinite sadness";"1979";"1995";"VIRGIN";1755597360;1755597620;;;
"Robohands";"Shapes";"Perception";"2021";"KINGUNDERGROUND";1755597619;1755597884;;;
"Erykah Badu";"Baduizm";"Certainly (flipped it)";"1997";"BMG";1755597883;1755598209;"https://www.deezer.com/track/2119692";;
"Epmd";"Strictly business";"Strictly Business";"1988";"PRIORITY RECORDS";1755598208;1755598491;"https://www.deezer.com/track/5400325";"https://music.apple.com/fr/album/strictly-business/721248274?i=721248407&uo=4";"https://open.spotify.com/track/1xZdjsAGrY4BUIbIlYy3EX"
"The Gladstone Band";"The story of Trojan records : unreleased gems rarities & oddities / CD5";"I shot the sheriff";"1975";"TROJAN RECORDS";1755598489;1755598731;;;
"Miki Hirayama";"Tokyo riddim 1976-1985";"Denshi lenzi";"1982";"TIME CAPSULE";1755598727;1755598959;"https://www.deezer.com/track/2329213745";;
"Hitomi """"penny"""" Tohyama";"Tokyo dreaming";"Rainy driver";"1981";"WE WANT SOUNDS";1755598957;1755599223;;;
"Voyou";"Syracuse";"Syracuse";"2025";"ENTREPRISE";1755599222;1755599388;"https://www.deezer.com/track/3173132071";;"https://open.spotify.com/track/618tP3KPAcJD4F50seQSk6"
"Claude Fontaine";"Claude Fontaine";"Pretending he was you";"2019";"INNOVATIVE LEISURE";1755599387;1755599579;"https://www.deezer.com/track/1642090622";;"https://open.spotify.com/track/6PCMvISPcunZ6nemMmTwTk"
"JB Dunckel & Jonathan Fitoussi";"Mirages II";"Karaboum";"2025";"PROTOYP RECORDINGS";1755599578;1755599767;;;
"DJ Shadow";"The private press";"Six days";"2002";"UNIVERSAL";1755599761;1755600059;"https://www.deezer.com/track/2093943927";"https://music.apple.com/fr/album/six-days/1660798872?i=1660799728&uo=4";"https://open.spotify.com/track/525vGLj61tNqCToVJ9cPzp"
"Marvin Gaye";"What's going on";"Inner city blues (make me wanna holler)";"1971";"MOTOWN";1755600058;1755600383;"https://www.deezer.com/track/1101733";"https://music.apple.com/fr/album/inner-city-blues-make-me-wanna-holler/1538081586?i=1538081861&uo=4";"https://open.spotify.com/track/5hReWjUHqPqkHi31G7izL4"
"Marlena Shaw";"The Blue Note years";"Last tango in Paris";"1973";"";1755600378;1755600576;"https://www.deezer.com/track/3199863";;
"Clark Terry";"Clark after dark";"Emily";"1978";"MPS";1755600573;1755600694;"https://www.deezer.com/track/90387677";;
"Mamama";"Hier sera meilleur";"Message à toi même";"2024";"BYEBYE RECORDS";1755600692;1755600980;;;
"The Turtles";"Happy together";"There you sit lonely";"1969";"MUSIC CLUB";1755600976;1755601195;"https://www.deezer.com/track/2034684";;
"Murge";"Gold and bliss";"Colorado (feat. Koresma & two four)";"2024";"LOCI RECORDS";1755601194;1755601460;;"https://music.apple.com/fr/album/colorado-feat-koresma-two-four/1761224642?i=1761225061&uo=4";
"Mick Jenkins";"The patience";"007";"2023";"RBC RECORDS";1755601458;1755601602;"https://www.deezer.com/track/2616330782";"https://music.apple.com/fr/album/007/1702655654?i=1702655809&uo=4";"https://open.spotify.com/track/2yUzbIS95vqh3GFxCPoiGS"
"Naya Rockers & Clinton Fearon";"Guding star";"Guiding star";"2022";"NAYA RECORDS";1755601595;1755601810;;;
"Miramar";"Entre tus flores";"No puede ser";"2025";"ANSONIA RECORDS";1755601808;1755602018;"https://www.deezer.com/track/3023482501";"https://music.apple.com/fr/album/no-puede-ser/1771431215?i=1771431513&uo=4";"https://open.spotify.com/track/60L64pqTpmAiynkRVocNiL"
"Paco De Lucia";"Entre dos aguas";"Entre dos aguas";"1973";"PHONOGRA";1755602015;1755602376;"https://www.deezer.com/track/883219";"https://music.apple.com/fr/album/entre-dos-aguas/1451208136?i=1451208220&uo=4";"https://open.spotify.com/track/6DcY3vnIj4oDP0Fti4m3eZ"
"Musiq";"Aijuswanaseing";"Just friends (sunny) (album version)";"2000";"DEF JAM RECORDINGS";1755602374;1755602624;;;
"Claude Nougaro";"Nougayork";"Harlem";"1987";"WEA";1755602620;1755602852;"https://www.deezer.com/track/74971701";"https://music.apple.com/fr/album/harlem/816733062?i=816733886&uo=4";"https://open.spotify.com/track/3tc5isOBT7bWqEXmcQGiKs"
"Helado Negro";"Phasor";"Echo tricks me";"2024";"4AD";1755602851;1755603100;"https://www.deezer.com/track/2625191182";;"https://open.spotify.com/track/5FYdwJ6ZFmB8o5LTdeyiNR"
"Everything Is Recorded";"Temporary";"My and me (feat. Sampha, Laura Groves, Ricky Washington and Alabaster DePlume)";"2025";"XL";1755603095;1755603307;;;
"Riley Mulherkar";"Riley";"Ride or die";"2024";"WESTERLIES";1755603307;1755603497;"https://www.deezer.com/track/2483812971";;"https://open.spotify.com/track/3DSND6MRT5UV8OVNcnedOm"
"Boris Vian";"Saint-Germain-des-Prés/Chansons et interviews";"La complainte du progrès";"1956";"POLYGRAM";1755603497;1755603659;"https://www.deezer.com/track/115916952";;
"Jay-Jay Johanson";"Fetish";"Puppet on a string";"2023";"29 MUSIC / KURONEKO";1755603658;1755603880;"https://www.deezer.com/track/2218151717";;"https://open.spotify.com/track/5yR8FLgP3z0KlhMBG8MiDJ"
"Fcukers";"Baggy$$";"Heart dub";"2024";"TECHNICOLOUR";1755603877;1755604026;"https://www.deezer.com/track/2885063402";;"https://open.spotify.com/track/6YOzFoMadiyRiXSYcBkshT"
"Ufo'S";"The Philly Sound Get Down - Funky Philly Instrumentals";"Too hot to hold";"2006";"FUNKADELPHIA RECORDS";1755604021;1755604145;"https://www.deezer.com/track/1688794";;
"White Denim";"12";"Look good";"2024";"BELLA UNION";1755604146;1755604363;"https://www.deezer.com/track/2908757591";;"https://open.spotify.com/track/3rv8ckpEWap9rFdDRkwBro"
