"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer"
"Yaron Herman";"Follow the white rabbit";"No surprises";"2010";"ACT";1714164946;1714165112;"https://open.spotify.com/track/31GXk7ii10H2Mx1cvHO5TI";;
"Tommy Guerrero";"Lifeboats & Follies";"Nomadic";"2010";"GALAXIA";1714165855;1714165917;;;
"Marion Rampal";"Oizel";"Oizeau";"2024";"LES RIVIERES SOUTERRAINES";1714165915;1714166102;"https://open.spotify.com/track/4wyCDEypGKhCcvh1itrYVo";"https://music.apple.com/fr/album/oizeau/1721394113?i=1721395622&uo=4";"https://www.deezer.com/track/2585232322"
"Adi Oasis";"Lotus glow";"Sidonie";"2023";"UNITY GROUP";1714166123;1714166319;"https://open.spotify.com/track/0CARDWgulJdJvDFlbpryvw";;
"Oma";"Bread 'n' Butter";"You know how we do it";"2024";"";1714166318;1714166474;"https://open.spotify.com/track/6zL5xaIkiPvS2LcpgRxoMX";;"https://www.deezer.com/track/2593544832"
"Oan Kim & The Dirty Jazz";"Rebirth of innocence";"Tall man little horse";"2024";"ARTWORK RECORDS / PIAS";1714166472;1714166641;;;
"Project Gemini";"Colours & light";"Colours & light";"2024";"MR BONGO";1714166641;1714166900;"https://open.spotify.com/track/7fbGwtFrVZGq2dMaFJy8Z9";"https://music.apple.com/fr/album/colours-light/1721546677?i=1721546930&uo=4";"https://www.deezer.com/track/2586340142"
"Onder Bali";"Turkish freakout / Psycho-folk singles 1969-1980";"Karni buyuk koca dunya";"1974";"BOUZOUK";1714166897;1714167033;;;
"Altin Gun";"On";"Tatli dile güler yüze";"2018";"BONGO JOE";1714167035;1714167198;"https://open.spotify.com/track/4ZXNMQ1V2Rogc4uYN4bnHi";;
"Johan Papaconstantino";"Premier degré";"Mon chat danse (feat. Prosper)";"2023";"ANIMAL63";1714167197;1714167452;;"https://music.apple.com/fr/album/mon-chat-danse-feat-prosper/1664895587?i=1664896326&uo=4";
"Doja Cat";"Paint the town red";"Paint the town red";"2023";"RCA";1714167451;1714167657;"https://open.spotify.com/track/2IGMVunIBsBLtEQyoI1Mu7";;"https://www.deezer.com/track/2387373015"
"Leon Phal";"Stress killer";"Clarity";"2023";"HEAVENLY SWEETNESS";1714167655;1714167835;"https://open.spotify.com/track/6mS1was1zrbSgvhX1gPGjs";;
"John Lennon";"Imagine";"Imagine";"1971";"PARLOPHONE";1714167833;1714168013;;;
"Oasis";"(what's the story) morning glory";"Don't look back in anger";"1995";"SONY";1714168013;1714168300;"https://open.spotify.com/track/7ppPZa3TRUSGKaks9wH7VT";"https://music.apple.com/fr/album/dont-look-back-in-anger/1517447039?i=1517447336&uo=4";
"Surprise Chef";"All news is good news";"Have you fed baby Huey today";"2020";"MR BONGO";1714168299;1714168557;"https://open.spotify.com/track/6HamqpndailP6wZUFRABhL";;
"Gus Levy";"Magia magia";"Voce passa";"2020";"180G";1714168554;1714168754;"https://open.spotify.com/track/1YlnEdwmbtUyXhMhW5tQeE";;
"Dag";"Righteous";"Home";"1994";"COLUMBIA";1714168751;1714168948;"https://open.spotify.com/track/0zKtA53vcFlAkmJ5YGomDz";;"https://www.deezer.com/track/1633950262"
"Yann Kornowicz";"Videoclub II";"Land cruiser radio";"2024";"BEATSQUEEZE RECORDS";1714168962;1714169088;;;
"Girma Beyene & Akale Wube";"Ethiopie/Ethiopiques vol 30 : Mistakes on purpose";"Tewèdjign endèhu (Ahun negèrign)";"2017";"BUDA";1714169087;1714169300;;;
"Alain Souchon";"La vie théodore";"Bonjour tristesse";"2005";"VIRGIN";1714169293;1714169493;"https://open.spotify.com/track/2QwXgGW2GZi32ONkPUywkZ";;
"Randy Newman";"Bof/Toy story/Version francaise";"You've got a friend in me";"1995";"DISNEY";1714169489;1714169612;"https://open.spotify.com/track/2stkLJ0JNcXkIRDNF3ld6c";;"https://www.deezer.com/track/696962792"
"Gael Rakotondrabe";"Shadow";"The way you look tonight";"2023";"CARAMBA";1714169613;1714169849;;;"https://www.deezer.com/track/2536735601"
"Fiona Apple";"Tidal";"The first taste";"1996";"COLUMBIA";1714169845;1714170129;"https://open.spotify.com/track/21Xc8hEIzv81jwiftI4hJB";;
"Project Gemini";"Colours & light";"Colours & light";"2024";"MR BONGO";1714170123;1714170382;"https://open.spotify.com/track/7fbGwtFrVZGq2dMaFJy8Z9";"https://music.apple.com/fr/album/colours-light/1721546677?i=1721546930&uo=4";"https://www.deezer.com/track/2586340142"
"Elaquent";"Rediscovery";"Mercedes Kairi";"2023";"MELLO MUSIC GROUP";1714170377;1714170553;"https://open.spotify.com/track/1I5krxGABgUXfwB0jsLF9D";;"https://www.deezer.com/track/2446910425"
"Hidefumi Ino";"City music Tokyo tremolo";"Squall";"2023";"INSENSE MUSIC WORKS";1714170558;1714170793;"https://open.spotify.com/track/3WtLmdGqrHXDvdOi3kHMJJ";;
"Steve Arrington";"Down to the lowest terms : The Soul Sessions";"Good Mood";"2020";"STONES THROW";1714170788;1714170953;"https://open.spotify.com/track/5uZPiPZ5v9wF4SsEN8PNGW";;
"New Order";"Singles";"Thieves like us";"1984";"LONDON";1714170952;1714171186;;"https://music.apple.com/fr/album/thieves-like-us/439593473?i=439593499&uo=4";
"Schntzl";"Lefto presents jazz cats";"Lindbergh";"2018";"SDBAN";1714171196;1714171385;"https://open.spotify.com/track/4vLBvrdmSWHKs0CQHXvshB";;
"Syd Matters";"A whisper and a sigh";"End & start again";"2003";"CHRONOWAX";1714171384;1714171734;"https://open.spotify.com/track/18n1CgvUhenjgqp7ssxkw2";;"https://www.deezer.com/track/100905986"
"Air";"Twentyears: Best of";"Kelly watch the stars";"1998";"PARLOPHONE";1714171730;1714171953;"https://open.spotify.com/track/5tR13oIwi5J3elcTZPTTIU";;
"Helene Grimaud";"Ludwig Van Beethoven : Concerto pour piano n°5 et sonate n°28 pour piano";"Sonate n°28 en La Maj op 101 : Allegretto ma non troppo";"2007";"DEUTSCHE GRAMMOPHON";1714171952;1714172183;;;
"Francoiz Breut";"Crever l'asphalte";"Crever l'asphalte";"2024";"6T2";1714172181;1714172366;"https://open.spotify.com/track/3gyna9Hmy5NoKpm3rDsoFC";;
"Red Hot Chili Peppers";"Greatest hits";"Road trippin";"1999";"WARNER BROS";1714172366;1714172566;;;
"Akiko Yano";"Iroha ni konpeitou";"Potsun";"1977";"MIDI INC.";1714172585;1714172703;;;
"Cousin Kula";"Vitamin D";"Poisoned";"2024";"RHYTHM SECTION ITNL.";1714172699;1714172940;"https://open.spotify.com/track/7bGLXkn45QhUOPGj8m3oDO";;
"DJ Harrison";"Hazymood";"Candle lit";"2017";"STONES THROW";1714172937;1714173088;;;
"Skinshape";"Life & Love";"Hurry and enjoy";"2017";"DLOAW & CO";1714173083;1714173190;"https://open.spotify.com/track/6JPCcCZMedAuzn68ogyn7K";;
"Welton Irie";"Darker than blue : Soul from Jamdown 1973 - 1980";"Hotter reggae music";"1982";"BLOOD AND FIRE LIMITED";1714173191;1714173420;;;
"The Lijadu Sisters";"Afro - beat soul sisters";"Orere - Elejigbo";"1979";"SOUL JAZZ RECORDS";1714173416;1714173661;;;
"Julia Sarr";"Njaboot";"Yene";"2022";"L'AUTRE DISTRIBUTION";1714173657;1714173836;"https://open.spotify.com/track/3w1A8Rd2PYlG8EKm6M4Wbk";;"https://www.deezer.com/track/2063059727"
"Shabaka";"Perceive its Beauty, Acknowledge its Grace";"Kiss Me Before I Forget";"2024";"Impulse !";1714173834;1714174004;;;
"Laurence-Anne";"Oniromancie";"Supernova";"2023";"BONSOUND";1714174006;1714174230;"https://open.spotify.com/track/18DXt3BXW8fJRbr25LUkWg";;
"Buggles";"The age of plastic";"Video killed the radio star";"1980";"ISLAND";1714174221;1714174425;;;
"Beach House";"Bloom";"Lazuli";"2012";"BELLA UNION";1714174423;1714174723;"https://open.spotify.com/track/6HdMeOwJXD3oY1Thn1bsCY";;"https://www.deezer.com/track/69000254"
"Ponta Preta";"Tits up";"From Baya with love";"2021";"NO SURF RECORDS";1714174723;1714174880;"https://open.spotify.com/track/7ccAWElTmy1caE9Sxp9feW";;"https://www.deezer.com/track/1275961222"
"Los Revolucionarios (Soul Revolution)";"Panama ! 2 / Latin sounds, cumbia tropical & calypso funk on the Isthmus 1967-77";"Mi bella Panama";"1970";"SOWAY";1714174879;1714175054;;;
"Trio Joroca";"Cha cha au harem (orientica France 1960-1964)";"On m’appelle l’oriental";"2020";"BORN BAD";1714175053;1714175188;"https://open.spotify.com/track/1a8OcvfzGiERWajeNQFh7B";"https://music.apple.com/fr/album/on-mappelle-loriental/1527112941?i=1527114293&uo=4";
"The Shangri Las";"The Dixie Cups Meet The Shangri-las";"Sophisticated boom-boom";"1966";"CHARLY RECORDS";1714175183;1714175310;;;
"The Ironsides";"Changing light";"Outlines";"2023";"COLEMINE RECORDS";1714175310;1714175605;;;
"Jackie De Shannon";"What the world needs now is ....";"What the world needs now is love";"1965";"EMI";1714175602;1714175795;;;"https://www.deezer.com/track/1137708352"
"Lake";"Giving and receiving";"Within / Without";"2011";"K";1714175792;1714175938;;;
"Fabiano Do Nascimento & Sam Gendel";"The room";"Poeira";"2024";"REAL WORLD";1714175952;1714176201;;;
"Edu Lobo";"Cantiga de longe";"Frevo de Itamaraca / Come é dorme";"1970";"UNIVERSAL MUSIC";1714176200;1714176353;;;"https://www.deezer.com/track/144384876"
"Oriane Lacaille";"Hear my voice";"Malak";"2022";"BEATING DRUM";1714176353;1714176552;"https://open.spotify.com/track/4bCu8cEwdSHiQl2CkBdkWx";;
"Yasmin Williams";"Urban driftwood";"Dragonfly";"2021";"SPINSTER";1714176551;1714176827;"https://open.spotify.com/track/1msjrJTpUykxsB0aql3zm6";;"https://www.deezer.com/track/1768467197"
"Jude";"No one is really beautiful";"You Mama You";"1998";"MAVERICK";1714176830;1714176969;"https://open.spotify.com/track/1TJTMApn5wvj5YuuGaNggk";;
"Philippe Jaroussky";"Christoph Willibald Gluck : Orfeo ed Euridice (version de Naples 1774)";"Orfeo ed Euridice : Che faro senza Euridice (Sc 6) Air d'Orphée";"2018";"PARLOPHONE";1714176967;1714177193;;;
"Gabriels";"Love and hate in a different time";"Professional";"2020";"R & S RECORDS";1714177191;1714177426;;"https://music.apple.com/fr/album/professional/1568154887?i=1568154904&uo=4";
"Felbm";"Tape 3 / Tape 4";"Filatelie";"2020";"SOUNDWAY";1714177426;1714177580;"https://open.spotify.com/track/4z5SurpQi9XM881Bh9cIlL";"https://music.apple.com/fr/album/filatelie/1611665896?i=1611665900&uo=4";
"Khruangbin";"A la sala";"May ninth";"2024";"DEAD OCEANS";1714177584;1714177935;"https://open.spotify.com/track/5yVGW2o9LXaiiS4I3HUM3k";"https://music.apple.com/fr/album/may-ninth/1721004325?i=1721004332&uo=4";"https://www.deezer.com/track/2582328572"
"Minnie Riperton";"Perfect angel / Adventures in paradise";"Lovin' you";"1974";"STATESIDE";1714177764;1714177986;"https://open.spotify.com/track/3ebYtLVuV4HzEZUDcpZB9p";"https://music.apple.com/fr/album/lovin-you/724705695?i=724705910&uo=4";"https://www.deezer.com/track/3126330"
