"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"The Ventures";"Surfin' deluxe";"Yellow jacket";1961;"LIBERTY";1709200798;1709200946;"https://music.apple.com/fr/album/yellow-jacket/1443757129?i=1443757258&uo=4";"https://open.spotify.com/track/3AtSTdSlbiaYcm9EKxXB4o";
"Ha The Unclear";"Handprint negatives";"Growing mould";2023;"THINK ZIK";1709200944;1709201122;;"https://open.spotify.com/track/0TAAK7fvY99QtUIHyZpcpG";
"Pete Josef";"Utopia / Sunny side up";"Utopia (radio edit)";2023;"SONAR KOLLEKTIV";1709201120;1709201310;;;
"The Sylvers";"The Sylvers II";"Let it be me";1973;"MR BONGO";1709201309;1709201605;;"https://open.spotify.com/track/0oWCLV1BSvgDm3vYNlpubj";
"Quatuor Jerusalem";"Joseph Haydn : 3 quatuors a cordes";"Quatuor à cordes n°64 en Ré Maj op 76 n°5 HOB III : 79 : presto";2009;"HARMONIA MUNDI";1709201605;1709201816;;;
"Malavoi";"Matebis";"Lantou la le";1986;"DECLIC 7";1709201815;1709202021;;;"https://www.deezer.com/track/138781099"
"Dizzy Gillespie";"Jambo Caribe";"Barbados carnival";1964;"VERVE";1709202020;1709202194;;"https://open.spotify.com/track/3xEAi7Bh10Epnj9TobPqwu";
"The Maxwell Implosion";"Small circle of friends";"Tic tac (jet sounds rmx by nicola conte)";2002;"BUNGALOW";1709202192;1709202555;;;
"Clea Vincent";"Non mais oui (EP)";"Ton voyage est fini";2014;"MIDNIGHT SPECIAL RECORDS";1709202552;1709202784;"https://music.apple.com/fr/album/ton-voyage-est-fini/807714377?i=807714481&uo=4";"https://open.spotify.com/track/7D79xm8CmVrfz8IgcLLIwZ";"https://www.deezer.com/track/74618490"
"Isaac Delusion";"Lost and found";"Valse";2024;"DELUSION RECORDS / ALLO FLORIDE UNDER EXCLUSIVE LICENSE TO 3EME BUREAU / WAGRAM MUSIC";1709202780;1709203029;;"https://open.spotify.com/track/7Cq9DCxlUGTn6qgS0ioeWH";"https://www.deezer.com/track/2537598571"
"Air";"Talkie walkie";"Alone in Kyoto";2004;"SOURCE";1709203002;1709203285;;"https://open.spotify.com/track/40UlFC0dIxv7lAEJaPZLnm";"https://www.deezer.com/track/3369080"
"Jon Lucien";"Nova 1977";"Would you believe in me";1973;"BMG/RCA";1709203261;1709203411;;"https://open.spotify.com/track/2vQtM0ZJMEfNXduWzJ7BlA";
"Michelle David & The True-Tones";"Brothers and sisters";"Brothers and sisters";2024;"RECORD KICKS";1709203410;1709203644;;"https://open.spotify.com/track/4srsFockSV7zNZjSbvbkML";
"The Band";"Music from big pink";"Long black veil";1968;"CAPITOL";1709203639;1709203821;;;"https://www.deezer.com/track/3360963"
"Dead Combo";"Lisboa mulata";"Death-drive";2011;"DEAD & COMPANY";1709203819;1709203985;;;
"Luz Casal";"A contraluz";"Piensa en mí";1992;"ISLAND";1709203982;1709204249;;;
"Brian Lopez";"Tidal";"3000 Stories";2023;"GATES PASS MUSIC";1709204248;1709204457;"https://music.apple.com/fr/album/3000-stories/1692688843?i=1692689386&uo=4";"https://open.spotify.com/track/7IFYX8ybZz11qaYxoaSwHg";
"Tennessie Ernie Ford";"Memories are made of this";"Sixteen Tons";1955;"CAPITOL";1709204454;1709204607;;;"https://www.deezer.com/track/46505351"
"Irvine Weldon";"Cosmic vortex / Sinbad / Spirit man";"Sinbad : Gospel feeling";1974;"GET ON DOWN";1709204607;1709204860;;;
"Togo All Stars";"Spirits";"We dey grow";2023;"EXCELSIOR RECORDINGS";1709204859;1709205143;;"https://open.spotify.com/track/6haEoH45beTHbDHKXG8a4V";"https://www.deezer.com/track/2455386565"
"Mokobe";"Mon afrique";"Sur Les Traces De Fela (Feat. Seun Kuti & Egypt 80)";2007;"SONY BMG";1709205142;1709205426;;"https://open.spotify.com/track/7xIpsfOxscX0Ro3yS3GuL1";
"Julien Baer";"Drole de situation";"Fleuve Niger";2008;"CD PROMO";1709205425;1709205569;;;"https://www.deezer.com/track/12452437"
"Richie Havens";"Mixed bag";"Eleanor Rigby";1967;"POLYDOR";1709205568;1709205729;;;"https://www.deezer.com/track/1883681457"
"Natascha Rogers";"Onaida";"Land";2024;"NO FORMAT";1709205728;1709205924;"https://music.apple.com/fr/album/land/1720777370?i=1720778076&uo=4";"https://open.spotify.com/track/3218Q7x0MMw4W1iYdFeDOZ";"https://www.deezer.com/track/2580873812"
"Jo Jones Trio";"Jo Jones trio";"My blue heaven";1958;"EMARCY RECORDS";1709205923;1709206093;;"https://open.spotify.com/track/6pl85jsR7GjK4aLXLUkejj";"https://www.deezer.com/track/1051009002"
"Samara Joy";"Linger awhile (Edition deluxe)";"Can't get out of this mood (feat. Gerald Clayton) (Duo version)";2023;"VERVE";1709206091;1709206340;;;
"Choeur D Etat De Russie";"Scriabine et Rachmaninov : Oeuvres chorales";"Choeurs op 15 : II. Night / Pour choeur de femmes et piano / Integrale";2005;"CHANDOS";1709206338;1709206524;;;
"Cleo Sol";"Gold";"In your own home";2023;"FOREVER LIVING ORIGINALS";1709206522;1709206858;;"https://open.spotify.com/track/342lDmTXJPrWwYxeCvYc0t";"https://www.deezer.com/track/2471145131"
"New Visionaries";"Roadmaps";"Spiritual world";2024;"LOVEMONK RECORDS";1709206765;1709206988;;"https://open.spotify.com/track/1vzATSuozDmJf7oyj3qOi2";"https://www.deezer.com/track/2637246072"
"Social Dance";"Rumeurs";"Si peu clair";2022;"LISBON LUX";1709206987;1709207182;"https://music.apple.com/fr/album/si-peu-clair/1678968899?i=1678968911&uo=4";"https://open.spotify.com/track/4ElEAQjrWQhwqcHslZ3j35";"https://www.deezer.com/track/2206714207"
"Prince";"Hits 2";"Kiss";1986;"WARNER";1709207181;1709207406;;"https://open.spotify.com/track/62LJFaYihsdVrrkgUOJC05";
"Meirelles";"The brazilian funk experience (1968-1980)";"No baixo do sepateiro";1973;"NASCENTE";1709207403;1709207595;;;
"Ugly Duckling";"Rio de Janeiro / Something's going down tonight";"Rio de Janeiro";2003;"EMPEROR NORTON RECORDS";1709207594;1709207812;;"https://open.spotify.com/track/3zTvjPAJz4ohJ5qAEtKdXx";"https://www.deezer.com/track/1509925302"
"Steven Bamidele";"Summing up";"Head down";2023;"TRU THOUGHTS";1709207806;1709208056;"https://music.apple.com/fr/album/head-down/1679992256?i=1679992266&uo=4";"https://open.spotify.com/track/3OxhqogH8yybYJzwpKvPxr";"https://www.deezer.com/track/2237821467"
"Undergound Canopy";"Underground Canopy";"danse dore";2020;"MENACE";1709208058;1709208219;;;
"Mavis Staples";"If all I was was black";"Who told you that";2017;"ANTI";1709208208;1709208374;;"https://open.spotify.com/track/52ZerhMnykEq8yVxF8DDAZ";
"Elli Ingram";"Bad behaviour";"Strange how good things change";2023;"PINC RECORDS";1709208372;1709208573;;"https://open.spotify.com/track/70nKXuKAKH72lhIKghvTfw";"https://www.deezer.com/track/1974249257"
"Lynn";"3x5";"I had enough";2023;"LE SOFA / BELIEVE";1709208569;1709208671;;"https://open.spotify.com/track/5VwZiksoTZIRc9Z7bfcKyM";"https://www.deezer.com/track/2464045095"
"Super Duty Tough Work";"Dirty Hands / Mood swings";"Mood swings (instrumental)";2023;"NEXT DOOR RECORDS";1709208669;1709208856;;;
"The Walker Brothers";"Images";"Stand By Me";1967;"MERCURY";1709208853;1709209091;;"https://open.spotify.com/track/0e4JxjOWWQTicDPeUZenP9";
"Fai Baba";"Veränderet";"Herz";2022;"A TREE IN A FIELD RECORDS";1709209084;1709209349;"https://music.apple.com/fr/album/herz/1601605515?i=1601606406&uo=4";"https://open.spotify.com/track/0aafQrzAnrPNj2Pf0njD5e";"https://www.deezer.com/track/1599534322"
"Billie Eilish";"Lost cause";"Lost cause";2021;"DARKROOM";1709209281;1709209489;;"https://open.spotify.com/track/4191RXFPa7Ge9XkA4cWlna";"https://www.deezer.com/track/1449740502"
"Andrea Monarda";"Gnattali et Mignone : Intégrale des études pour guitare";"10 Etudes pour guitare : 4. Lento espressivo";2022;"BRILLIANT CLASSICS";1709209488;1709209611;;;
"Czesare";"Alba";"Regards";2023;"VAGH & WEINMANN MUSIC";1709209610;1709209789;;"https://open.spotify.com/track/5kDqazhCrOJFlQmwla9MR7";"https://www.deezer.com/track/2259669117"
"Homeshake";"Haircut";"But I know";2020;"AUTOPRODUCTION";1709209789;1709210008;;"https://open.spotify.com/track/686wbBdM8Gfb3o3Pe3qHIm";
"Pedro Mizutani";"Aperana";"Chega De Saudade";2023;"NICE GUYS";1709210003;1709210134;"https://music.apple.com/fr/album/chega-de-saudade/1672151153?i=1672151379&uo=4";"https://open.spotify.com/track/3RjK5S2XtI340rKqj3wrgl";"https://www.deezer.com/track/2147478637"
"Yasmin Williams";"Urban driftwood";"Juvenescence";2021;"SPINSTER";1709210133;1709210363;"https://music.apple.com/fr/album/juvenescence/1626424191?i=1626424194&uo=4";"https://open.spotify.com/track/5KrUt55R9EGl9ZMl8BL8kV";
"Nilsson";"This is cult fiction";"Everybody's talking (midnight cowboy)";1967;"VIRGIN RECOR";1709210354;1709210517;;;
"Junior Parker";"Love ain't nothin' but a business goin' on";"Taxman";1973;"VOGUE";1709210515;1709210740;;;
"Ben L'Oncle Soul";"Addicted to you";"I just want you";2020;"BLUE NOTE";1709210734;1709210942;;"https://open.spotify.com/track/1PpMfms4p7M2sKPv3rDvpy";
"Bacao Rhythm & Steel Band";"Expansions";"Dirt off your shoulder";2021;"BIG CROWN RECORDS";1709210941;1709211111;;;"https://www.deezer.com/track/1705163307"
"Peggy Lee";"Black coffee";"My heart belongs to daddy";1953;"MCA";1709211107;1709211233;"https://music.apple.com/fr/album/my-heart-belongs-to-daddy/1440836536?i=1440836762&uo=4";;
"Big Bill Lister";"Country & western hit parade - 1952";"Big bill lister / there's a tear in my beer";1952;"BEAR FAMILY RECORDS";1709211232;1709211370;;;
"Jeff Mailfert";"Wooden rhapsody";"Nowhere";2023;"FOLK & FRIENDS";1709211368;1709211626;"https://music.apple.com/fr/album/nowhere/1721806050?i=1721806051&uo=4";"https://open.spotify.com/track/1f8WDyxLI7YrmHQr8MnOND";
"Tomaga";"Intimate immensity";"The snake";2021;"HANDS IN THE DARK";1709211625;1709211848;;"https://open.spotify.com/track/0vZSGpXNxuT0DZQyfgSDIZ";
