"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"The Smile";"Wall of eyes";"Wall of eyes";2023;"XL RECORDINGS";1710669362;1710669664;"https://music.apple.com/fr/album/wall-of-eyes/1711359135?i=1711359466&uo=4";"https://open.spotify.com/track/6hp729YavhhHeH62B2QH6J";
"G.R.C. Five";"Psychemagik presents ritual chants";"Saga of a secluded swamp monster";1973;"ESKIMO RECORDINGS";1710669663;1710669831;;;"https://www.deezer.com/track/378620331"
"Teddy Pendergrass";"Greatest hits";"The more i get, the more i want";1977;"PHILADELPHIA INTERNATIONAL RECORDS";1710669830;1710670094;;"https://open.spotify.com/track/6nkhaYvdho2vRH5JTrJX7f";"https://www.deezer.com/track/82447836"
"Sonya Spence";"In the Dark / Sings Love";"Peace and unity";1981;"SANCTUARY RECORDS";1710670090;1710670310;;;"https://www.deezer.com/track/1636076552"
"The Funkees";"Dancing time - The best of eastern Nigeria's afro rock exponents 1973-77";"Baby I need you";1973;"SOUND WAY";1710670304;1710670520;;;
"Cannibale";"Life is dead";"Taste me";2021;"BORN BAD RECORDS";1710670520;1710670738;;"https://open.spotify.com/track/6yJYGe4vIwCMTBiKLnOCTM";
"Skinshape";"Life & Love";"Fountayne";2017;"DLOAW & CO";1710670726;1710670929;"https://music.apple.com/fr/album/fountayne/1231461693?i=1231462466&uo=4";"https://open.spotify.com/track/4HrwJY2pwaWmrjlycG5ESs";
"Sons Of Zoku";"Endless";"Kuhnoo";2024;"AUTO PRODUTION";1710670927;1710671158;"https://music.apple.com/fr/album/kuhnoo/1727907650?i=1727907654&uo=4";"https://open.spotify.com/track/6swYsMhP2DQ630ELM2vfTQ";"https://www.deezer.com/track/2636010762"
"Midsommar";"Folk is not a four letters word / Volume 2";"Balladen om Belfast";1973;"CHERRY RED RECORDS";1710671155;1710671362;;;
"Joe Cocker";"The ultimate collection 1968-2003";"With a little help from my friends";1968;"REMARK";1710671357;1710671664;;;
"Fleetwood Mac";"English rose";"Jigsaw puzzle blues";1968;"BGO RECORDS";1710671654;1710671746;;;
"Eddy Mitchell";"Tout Eddy...Ou presque / 1971-1975";"Arc en ciel";1971;"POLYDOR";1710671742;1710671908;"https://music.apple.com/fr/album/arc-en-ciel/1442698165?i=1442698785&uo=4";;
"The Staple Singers";"Soul folk in action/We'll get over";"(sittin' on the) dock of the bay";1968;"STAX";1710671907;1710672095;;;
"Elliavir";"Endless fascination (radio edit)";"Endless fascination (part. I)";2023;"KYUDO RECORDS";1710672091;1710672292;;;
"Okvsho";"A place between us";"Where I'm made of (ft. TRVANIA)";2024;"CURRENT MOVES";1710672288;1710672542;;;
"Parental";"Crystals";"Crystals";2019;"GOLDEN TICKET TAPES";1710672541;1710672691;;"https://open.spotify.com/track/6uLsmpxAPiQtilcdYRSB7P";
"Fabe";"Le fond et la forme";"Des durs, des boss... des dombis!";1997;"UNIK RECORDS";1710672687;1710672921;;;
"Moby";"Play";"Find my baby";1999;"MUTE";1710672919;1710673153;"https://music.apple.com/fr/album/find-my-baby/1436695379?i=1436695384&uo=4";;
