"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify"
"Meshell Ndegeocello";"Cookie: The anthropological mixtape";"Hot night";2002;"MAVERICK";1710496576;1710496848;"https://music.apple.com/fr/album/hot-night/358233993?i=358233998&uo=4";"https://www.deezer.com/track/5621956";"https://open.spotify.com/track/55nvHQH93EBo14THvjnTAD"
"Hans Zimmer";"BOF / Pour le pire et pour le meilleur";"Pour le pire et pour le meilleur : As good as it gets";1998;"COLUMBIA";1710496847;1710496929;;;
"Skeeter Davis";"Bof/Une vie volee";"The end of the world";1963;"MILAN";1710496929;1710497084;;"https://www.deezer.com/track/141676111";
"Bella White";"Among other things";"Among Other Things";2023;"ROUNDER RECORDS";1710497083;1710497262;"https://music.apple.com/fr/album/among-other-things/1670525266?i=1670525417&uo=4";;"https://open.spotify.com/track/1wPvpaJxpkFN1iUWqaGa6u"
"Liam Bailey";"Zero grace";"Light up the darkness";2024;"BIG CROWN RECORDS";1710497261;1710497499;"https://music.apple.com/fr/album/light-up-the-darkness/1714807132?i=1714807556&uo=4";"https://www.deezer.com/track/2525489031";"https://open.spotify.com/track/1VNaYZ5djRUnDCenV5B4FK"
"Etta Baker";"Railroad Bill";"Browns boogie";1999;"MUSIC & MAKER";1710497496;1710497646;"https://music.apple.com/fr/album/browns-boogie/5353154?i=5353130&uo=4";"https://www.deezer.com/track/1649756322";"https://open.spotify.com/track/75OChytSTkZbUir4KjiSH3"
"The Gaslamp Killer";"Legna";"She's coming";2023;"CUSS RECORDS";1710497641;1710497838;;"https://www.deezer.com/track/2211340207";"https://open.spotify.com/track/332nYYEc3lxSwK80DKZfIz"
"Natacha Atlas";"Myriad road";"Nafs el hikaya";2015;"DECCA RECORDS";1710497835;1710498075;"https://music.apple.com/fr/album/nafs-el-hikaya/1442357772?i=1442358053&uo=4";"https://www.deezer.com/track/110152032";"https://open.spotify.com/track/2dniQBHBVO3J6HHYG3dGyY"
"Johnny Hartman";"Live at Sometime";"Sometimes I'm happy";1978;"TRIO";1710498074;1710498212;;;
"Camille Berthollet";"Series";"The Simpsons theme";2021;"WARNER CLASSICS";1710498207;1710498290;;;
"Voyou";"Enfin";"Enfin";2023;"A+LSO";1710498288;1710498426;"https://music.apple.com/fr/album/enfin/1717670610?i=1717670614&uo=4";"https://www.deezer.com/track/2552839042";"https://open.spotify.com/track/6jmpD67QFElrlSaMSpe7LQ"
"Cautious Clay";"Karpeh";"Ohio";2023;"BLUE NOTE";1710498422;1710498593;;"https://www.deezer.com/track/2289445345";"https://open.spotify.com/track/2yyM5THIv0BU4Jo1twbXaL"
"Vampire Weekend";"Vampire weekend";"Oxford comma";2008;"XL RECORDS";1710498588;1710498781;"https://music.apple.com/fr/album/oxford-comma/271489741?i=271489743&uo=4";"https://www.deezer.com/track/937330";"https://open.spotify.com/track/0ful4PHfTIxzXiZSZsXQ0H"
"The Sure Fire Soul Ensemble";"The sure fire soul ensemble";"Passing clouds";2015;"COLEMINE RECORDS";1710498780;1710499012;"https://music.apple.com/fr/album/passing-clouds/1447726405?i=1447726443&uo=4";"https://www.deezer.com/track/608264072";"https://open.spotify.com/track/04uqDhzxkuwHmQ2QgPKge8"
"Julia, Julia";"Derealization";"I want you";2022;"SUICIDE SQUEEZE";1710499006;1710499187;;"https://www.deezer.com/track/2455963645";"https://open.spotify.com/track/4TZjTFkZS9HUHrcEBHYqKE"
"Davy Graham";"Folk, blues & beyond...";"Don't think twice it's all right";1965;"MOSAIC MUSIC DISTRIBUTION";1710499185;1710499354;;;
"This Is The Kit";"Moonshine freeze";"All written out in numbers";2017;"ROUGH TRADE RECORDS";1710499353;1710499639;"https://music.apple.com/fr/album/all-written-out-in-numbers/1231073766?i=1231073779&uo=4";"https://www.deezer.com/track/375846721";"https://open.spotify.com/track/0CqkfMbERgRIp6jxbLz1fL"
"Dumka";"Folklores";"Choro Jane";2024;"KLARTHE RECORDS JAZZ";1710499625;1710499840;"https://music.apple.com/fr/album/choro-jane/1715766732?i=1715767044&uo=4";;"https://open.spotify.com/track/0cEd9SUSiSY5ddCd0SqSb6"
