"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify"
"Mongo Santamaria";"Montreux heat !";"Para Ti";1980;"CONCORD";1704362039;1704362544;"https://www.deezer.com/track/72848855";;
"Raphael Pannier Quartet";"Capricho de Raphael";"Capricho de Raphael";2020;"FRENCH PARADOX";1704362544;1704362853;;"https://music.apple.com/fr/album/capricho-de-raphael/1521870362?i=1521870712&uo=4";"https://open.spotify.com/track/6WUqEahfuOEDNhmPjNEMri"
"Lee Morgan";"The gigolo";"The Gigolo";1989;"BLUE NOTE";1704362849;1704363508;;;
"Malia";"The garden of Eve";"Me & my girlfriend";2020;"MPS";1704363504;1704363690;;"https://music.apple.com/fr/album/me-my-girlfriend/1489381664?i=1489381669&uo=4";"https://open.spotify.com/track/4Klzw4kg7rqSyMAcwPhNLw"
"Ry Cooder";"Jazz";"Davenport blues";1978;"WB";1704363689;1704363814;;"https://music.apple.com/fr/album/davenport-blues/475213423?i=475213614&uo=4";"https://open.spotify.com/track/0L9e7n9fZv1LINACve79jT"
"Raynald Colom";"Rise";"In a mist";2012;"JAZZ VILLAGE";1704363809;1704364085;;;"https://open.spotify.com/track/2KzryJ517MonzGqT4HmLU4"
"Frank Sinatra";"Songs for swingin' lovers !";"Anything goes";1956;"Capitol";1704364082;1704364241;;"https://music.apple.com/fr/album/anything-goes/1440841946?i=1440842797&uo=4";
"Chris Potter";"There Is A Tide";"Mother of waters";2020;"EDITION RECORDS";1704364241;1704364581;"https://www.deezer.com/track/1084768792";"https://music.apple.com/fr/album/mother-of-waters/1532423918?i=1532423941&uo=4";"https://open.spotify.com/track/6fUqXBdsIFN2yyRLi5M6N9"
"Yusef Lateef";"The doctor is in and out";"The improvisers";1976;"ATLANTIC";1704364579;1704365053;"https://www.deezer.com/track/538957952";"https://music.apple.com/fr/album/the-improvisers/64748638?i=64748087&uo=4";
"Joe Barbieri";"Dear Billie";"I get along without you very well";2019;"MICROCOSMO DISCHI / MEMBRAN";1704365048;1704365290;"https://www.deezer.com/track/661390542";"https://music.apple.com/fr/album/i-get-along-without-you-very-well/1458837666?i=1458837871&uo=4";"https://open.spotify.com/track/7zL9sg0qjxFM0i9IGAV31H"
"The Buddy Rich Big Band";"Big swing face";"Willowcrest";1967;"FONTANA";1704365289;1704365543;;;
"Flash Pig";"Flash pig";"No head";2016;"NOME";1704365537;1704365835;;;"https://open.spotify.com/track/5VktzZlGe53ptLXOEX9Ilp"
"Dinah Washington";"The best of Dinah Washington - Mad about the boy";"Mad about the boy";1963;"MERCURY";1704365833;1704365998;;;
"Linda Fredriksson";"Juniper";"Pinetree song (feat. Joonas Saikkonen)";2021;"WE JAZZ";1704365999;1704366316;;;
"Oscar Pettiford Quintet";"In a cello mood";"Tricotism";1954;"FRESH SOUND";1704366314;1704366472;;;
"Enrico Pieranunzi (Piano)";"Ménage à trois";"Mr. Gollywogg (d'après Golliwogg’s cake walk de Claude Debussy)";2016;"BONSAI MUSIC";1704366470;1704366700;;;
"Lou Tavano";"For You";"For you";2016;"ACT";1704366697;1704366933;;"https://music.apple.com/fr/album/for-you/1084323693?i=1084323998&uo=4";"https://open.spotify.com/track/4wxNFnflWUL9FvFTfEGsbP"
"Aldo Romano";"Il piacere";"Francavilla";1979;"OWL";1704366929;1704367216;"https://www.deezer.com/track/2112966";;
"Pascal Schumacher";"Left Tokyo right";"Ichigaya";2015;"LABORIE JAZZ";1704367212;1704367586;;;"https://open.spotify.com/track/4iW9SGlhrFVNNNuW0QzPxw"
"Eddie Jefferson";"Body And Soul";"Mercy, mercy, mercy";1968;"Prestige";1704367582;1704367759;;"https://music.apple.com/fr/album/mercy-mercy-mercy/1443922908?i=1443922916&uo=4";
"Shai Maestro Trio";"The stone skipper";"Spirit (for anat)";2016;"SOUND SURVEYOR MUSIC";1704367759;1704368001;;;
"Pepper Adams";"Conjuration/Fat Tuesday's session";"Conjuration";1983;;1704367996;1704368460;"https://www.deezer.com/track/2219609247";"https://music.apple.com/fr/album/conjuration/1680385433?i=1680385449&uo=4";
"Esperanza Spalding";"Songwrights Apothecary Lab";"Formwela 10";2021;"CONCORD RECORDS";1704368457;1704368661;;"https://music.apple.com/fr/album/formwela-10/1580844316?i=1580844322&uo=4";"https://open.spotify.com/track/1Xc5Htlpv1zgLRkY5drs9V"
"Ahmad Jamal";"At the Pershing";"Poinciana";1958;"CHESS";1704368658;1704369143;"https://www.deezer.com/track/5726092";"https://music.apple.com/fr/album/poinciana-live-at-the-pershing-lounge-chicago-1958/1429182795?i=1429185084&uo=4";
"Vijay Iyer Trio";"Break stuff";"Break Stuff";2015;"ECM";1704369141;1704369463;"https://www.deezer.com/track/426729062";"https://music.apple.com/fr/album/break-stuff/1444100637?i=1444100952&uo=4";"https://open.spotify.com/track/1d5jt9IpmatmaoKPgCqa63"
"Jon Lucien";"The vibe/Ultimate rare grooves series / Vol5";"Who will buy";1970;"BMG";1704369460;1704369602;;;
"Adam Baldych Quintet & Paolo Fresu";"Poetry";"I remember";2021;"ACT";1704369602;1704369967;;;
"Earl Hines";"The quintessence/Chicago-New York-Hollywood 1928-1946";"Let's get started";1946;"FREMEAUX";1704369964;1704370145;;;
"Nancy Harms";"Ellington at night";"Troubled waters";2016;"GAZELLE RECORDS";1704370144;1704370349;"https://www.deezer.com/track/130430090";"https://music.apple.com/fr/album/troubled-waters/1145411149?i=1145411253&uo=4";"https://open.spotify.com/track/3FJsm2Axq2kw1NFxigfWT0"
"Gil Evans";"Plays the music of Jimi Hendrix";"Angel";1974;"RCA";1704370345;1704370592;"https://www.deezer.com/track/72528429";;
"Ole Matthiessen";"Flashbacks & dedications";"Drummer's mare";2016;"STUNT RECORDS";1704370589;1704370897;;"https://music.apple.com/fr/album/drummers-mare/1136327772?i=1136329616&uo=4";"https://open.spotify.com/track/1z5UxcdJlq7S3T5u6OG1eA"
"Johnny Mercer";"Crooners";"Ac-cent-tchu-ate the positive";1944;"EMI";1704370895;1704371062;;;
"Carla Bley";"The Lost chords find Paolo Fresu";"Three banana";2007;"WATT WORKS";1704371061;1704371290;;"https://music.apple.com/fr/album/three-banana/1443615445?i=1443615456&uo=4";"https://open.spotify.com/track/01spOvquRglxPuSwRUGLyg"
"Carmen McRae";"The great american songbook";"At long last love";1972;"ATLANTIC";1704371289;1704371432;;"https://music.apple.com/fr/album/at-long-last-love/74775446?i=74774706&uo=4";
"Fazer";"Plex";"Cuentro";2022;"CITY SLANG";1704371432;1704371801;"https://www.deezer.com/track/2582996302";;"https://open.spotify.com/track/3Fbec3laCqC6hepdISgArd"
"Herbie Hancock";"The complete Columbia album collection 1972 - 1988 / Man-Child / CD 7";"Hang up your hang ups";1975;"COLUMBIA";1704371800;1704372245;;"https://music.apple.com/fr/album/hang-up-your-hang-ups/186017684?i=186017693&uo=4";"https://open.spotify.com/track/22G8rQDLJTeJzjQWXZErre"
"Lady Blackbird";"Black Acid Soul";"Beware the stranger";2021;"BMG Rights Management (UK) LTD.";1704372244;1704372496;;"https://music.apple.com/fr/album/beware-the-stranger-mixed/1599381782?i=1599381924&uo=4";"https://open.spotify.com/track/0tFcZfHc70XS0hY3XTxK6U"
"Lee Konitz";"Sous les paves le jazz";"Five four and three";1968;"SONY";1704372493;1704372703;;;
"Renaud Garcia Fons";"Silk moon";"A girl from istanbul";2014;"E-MOTIVE RECORDS";1704372701;1704372999;;;
"Olu Dara";"In the world - from Natchez to New York";"Rain shower";1998;"ATLANTIC";1704372996;1704373262;"https://www.deezer.com/track/5615343";"https://music.apple.com/fr/album/rain-shower/357898248?i=357898973&uo=4";"https://open.spotify.com/track/6deFrpTnlkUivGXZWxK1uF"
"Sylvain Beuf";"Time Feel";"For McCoy";2021;"Bonsaï Music";1704373263;1704373580;;;
"Gerry Mulligan";"The Gerry Mulligan song book";"Venus De Milo";1957;"PACIFIC";1704373576;1704373883;;"https://music.apple.com/fr/album/venus-de-milo/549810339?i=549810607&uo=4";
"Molly Johnson";"Lucky";"Ode to Billie Joe";2008;"VERVE";1704373882;1704374197;;"https://music.apple.com/fr/album/ode-to-billie-joe/1442823539?i=1442823693&uo=4";"https://open.spotify.com/track/0M1ousF1tuaxuMuDkGcFHj"
"Rodney Kendrick";"Last chance for common sense";"Led astray";1996;"VERVE";1704374189;1704374501;;;"https://open.spotify.com/track/35PoF2Safi67p5G9pE1mMQ"
"Chick Corea";"Past, Present & Futures";"Rhumba flamenco";2001;"Stretch";1704374495;1704374868;;;
"The Andrews Sisters";"Apple blossom time";"Joseph, Joseph !";1938;"NOCTURNE";1704374867;1704375027;;;
"Anthony Wilson";"Frogtown";"The Geranium";2016;"GOAT HILL RECORDINGS";1704375028;1704375401;"https://www.deezer.com/track/2208452647";;"https://open.spotify.com/track/0G74W0G8uSGNiFrhs84ci9"
"The Heshoo Beshoo Group";"Next stop...Soweto : Giants, ministers and makers :Jazz in South Africa 1963-1978 / Vol 3";"Emakhaya";1970;"STRUT";1704375397;1704375828;"https://www.deezer.com/track/80029742";;
"Erik Truffaz";"Benares";"Yai !";2008;"BLUE NOTE";1704375823;1704376212;;;
"Fats Waller";"Most important recordings";"Viper's drag";1934;"RCA/BMG";1704376208;1704376386;"https://www.deezer.com/track/81189444";;
"The Rongetz Foundation";"Broken doll beat";"Mischievous samba";2010;"HEAVENTLY SW";1704376384;1704376675;;"https://music.apple.com/fr/album/mischievous-samba/954260362?i=954260370&uo=4";"https://open.spotify.com/track/4OZpTYDI02LpbX97zoB68z"
"The Afro Blues Quintet";"The best of mod jazz";"La, la, la, la, la";1967;"ACE RECORDS";1704376674;1704376797;;;
"Gene Norman Group";"Dylan Jazz";"Blowin' in the wind";1964;"GNP CRESCENDO";1704376798;1704376969;;;
"Bjorn Ingelstam";"The Start of Something Big";"Don't think twice it's all right";2020;"BJORN INGELSTAM";1704376967;1704377263;;;
"Joey Alexander";"Countdown";"City lights";2016;"MOTEMA";1704377259;1704377599;;"https://music.apple.com/fr/album/city-lights/1296343654?i=1296343865&uo=4";"https://open.spotify.com/track/5trRBHwBtkMhwRVnpb99h4"
"Celia Kameni";"Secret Places";"Master blaster";2019;"Cjazz Productions";1704377596;1704377849;;;
"Monty Alexander";"Three originals";"Isn't she lovely";1977;"MPS";1704377844;1704378071;;"https://music.apple.com/fr/album/isnt-she-lovely/1547658073?i=1547658317&uo=4";"https://open.spotify.com/track/2XNU4DmsxKpRCONSqMjAbW"
"Nat King Cole";"The Pianist";"Blues in my shower";1947;"Saga";1704378070;1704378241;;;
"Chris Connor";"Witchcraft";"The lady sings the blues (lp version)";1959;"RHINO RECORDS-RHINO ATLANTIC";1704378240;1704378461;;;
"Steven Bernstein";"Popular culture (Community Music, Vol. 4)";"I'm gonna leave you by yourself";2022;"THE ROYAL POTATO FAMILY";1704378457;1704378785;;;"https://open.spotify.com/track/7eRil0280I6JPQ9u8AhVXs"
"Omer Avital";"Abutbul Music";"Eser (Middle Eastern Funk)";2016;"Jazz Village";1704378785;1704379197;"https://www.deezer.com/track/119462564";"https://music.apple.com/fr/album/eser-middle-eastern-funk/1085097966?i=1085098342&uo=4";"https://open.spotify.com/track/45PjekL2Qh9KtfTZ46zyeP"
"Yusef Lateef";"Eastern sounds";"Love theme from Spartacus";1961;"PRESTIGE";1704379195;1704379442;;"https://music.apple.com/fr/album/love-theme-from-spartacus/885942371?i=885942378&uo=4";
"Sasha Berliner";"Onyx";"Crescent Park (In elliptical time)";2022;"OUTSIDE IN MUSIC";1704379437;1704379776;"https://www.deezer.com/track/2287480857";;
"Benjamin Lackner";"Last Decade";"Last decade";2022;"ECM";1704379772;1704380117;"https://www.deezer.com/track/1952704677";;"https://open.spotify.com/track/6kw0TP5KGTilTx0ZdorCun"
"Cassandra Wilson";"Traveling Miles";"Sky and sea (blue in green)";1999;"BLUENOTE";1704380108;1704380427;;;"https://open.spotify.com/track/3t1BmFyLuSIbbRrpnmd2Yc"
"Miles Davis";"Kind of blue/ 50e anniversaire";"All blues";1959;"COLUMBIA";1704380427;1704381119;;"https://music.apple.com/fr/album/all-blues/268443092?i=268443200&uo=4";"https://open.spotify.com/track/02DYdxLrQoEfFvctQlh9kN"
"David Linx";"A Different Porgy & Another Bess";"A red - Headed woman";2011;"NAIVE RECORDS";1704381116;1704381538;;;
"Buselli-Wallarab Jazz Orchestra";"Mezzanine";"Stompin' at the Savoy";2010;"OWL STUDIOS";1704381537;1704381739;"https://www.deezer.com/track/877370022";;
"Judith Owen";"Blossom's Blues";"Blossom's blues";2022;"TWANKY RECORDS";1704381733;1704381939;;"https://music.apple.com/fr/album/blossoms-blues/1688885063?i=1688885065&uo=4";"https://open.spotify.com/track/2ZC6teLIAGQHEGIRs2VlUg"
"Jeff Denson, Romain Pilon & Brian Blade";"Finding Light";"Daily jubilee of dancing Herbie D.";2022;"Ridgeway";1704381934;1704382265;;"https://music.apple.com/fr/album/daily-jubilee-of-dancing-herbie-d/1635438988?i=1635438989&uo=4";
"John Scofield";"That's what I say / John Scofield plays the music of Ray Charles";"I don't need no doctor";2005;"VERVE";1704382265;1704382524;;;"https://open.spotify.com/track/2QR8phLXkLkE7m1T999YzS"
"Ray Charles";"Pure genius : The complete Atlantic recordings / CD 1";"Mary Ann";1957;"WARNER MUSIC";1704382519;1704382684;"https://www.deezer.com/track/2580733592";"https://music.apple.com/fr/album/mary-ann/46592114?i=46592146&uo=4";"https://open.spotify.com/track/6ZVNl5vD86IL6c4ikYgU78"
"Claudio Roditi";"Simpatico";"Slammin'";2010;"RESONANCE RECORDS";1704382683;1704382968;;"https://music.apple.com/fr/album/slammin/904434920?i=904434949&uo=4";"https://open.spotify.com/track/3YqXuyUeqIlIaiIcJhbTgY"
"Luis Galvao";"Lula Galvao / Bossa da minha terra";"Ligia";2008;"GROOVIN HIGH";1704382966;1704383259;;;
"Gwen Cahue Acoustic Quartet";"Margin call";"Exit music (for a film)";2021;"LABEL OUEST";1704383253;1704383577;;;
"Yaron Herman";"Follow the white rabbit";"No surprises";2010;"ACT";1704383573;1704383743;;;"https://open.spotify.com/track/31GXk7ii10H2Mx1cvHO5TI"
"Guilhem Flouzat";"Turn the sun to green";"Living in the country";2021;"SHED MUSIC";1704383739;1704383933;"https://www.deezer.com/track/1209536112";;"https://open.spotify.com/track/6a6QJcnWOMPMURToR7G3JE"
"Camilla Georges";"Ibio ibio";"Ekpe";2022;"Ever";1704383933;1704384272;;;
"Cedric Hanriot";"Time is color";"Monday";2022;"MORPHOSIS ARTS";1704384269;1704384672;;;
"Weather Report";"Heavy weather";"Harlequin";1977;"LEGACY/SONY";1704384669;1704384905;;"https://music.apple.com/fr/album/harlequin/393987014?i=393989208&uo=4";"https://open.spotify.com/track/4AB1oc7TYPx68VSpcr7x7h"
"Mark Murphy";"Beauty and the beast";"Beauty and the Beast";1987;"Muse Records";1704384897;1704385253;;;
"Clifford Brown";"Brownie / Intégrale des enregistrements Emarcy / Volume 1 Disc 1 - 4";"Joy spring";1954;"VERVE";1704385249;1704385667;"https://www.deezer.com/track/548886072";;"https://open.spotify.com/track/2oMaXY0yiWhAEWD7SutXh2"
"James Clay";"Tenorman the kid from dallas";"Sandu";1957;"FRESH SOUND RECORDS";1704385656;1704385988;"https://www.deezer.com/track/97301486";;
"Helen Merrill";"Hommage to Clifford Brown";"I remember Clifford";1994;"VERVE";1704385988;1704386406;;"https://music.apple.com/fr/album/i-remember-clifford/1443173203?i=1443173600&uo=4";"https://open.spotify.com/track/3xVZFsc2zZYYZpWKsfTzJG"
"Jean-Pierre Como";"My Days in Copenhagen";"Triste";2022;"Bonsaï";1704386403;1704386727;"https://www.deezer.com/track/1815071747";;"https://open.spotify.com/track/42ZUGiixS93lryjWLdDEax"
"Keith Jarrett";"Whisper not";"Groovin' high";1999;"ECM";1704386725;1704387179;;;
"SELMA PINTON";"Time goes too slow";"Tigers";2021;"THE DOME.";1704387175;1704387363;"https://www.deezer.com/track/1536594652";"https://music.apple.com/fr/album/tigers/1594209634?i=1594209865&uo=4";"https://open.spotify.com/track/1x4QmtRWua9LlY7jf3J2c4"
"Camille Bertault & David Helbock";"Playground";"Dans ma boite";2022;"ACT MUSIC & VISION";1704387360;1704387598;;;
"Ink";"Climax";"Obsession";2021;"3RD LAB";1704387597;1704387906;;"https://music.apple.com/fr/album/obsession/1590341449?i=1590341458&uo=4";"https://open.spotify.com/track/5fUigtVLttzttm4nEE4NsU"
"Lalo Schifrin";"Mannix soundtrack";"Mannix title track (long version)";1967;"ALEPH RECORD";1704387904;1704388159;;;
"Karrin Allyson";"Footprints";"Strollin'";2006;"CONCORD";1704388158;1704388437;"https://www.deezer.com/track/4042831";"https://music.apple.com/fr/album/strollin/1444071704?i=1444072182&uo=4";"https://open.spotify.com/track/20jGxgdjc1Mu3bSjEMI9ms"
