"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify"
"Annie Ross";"Sings a handful of songs";"Limehouse blues";1963;"FRESH SOUND";1706867885;1706868049;"https://www.deezer.com/track/122358466";;
"Brandee Younger";"Somewhere different";"Spirit u will";2021;"IMPULSE";1706868049;1706868471;"https://www.deezer.com/track/1457004732";"https://music.apple.com/fr/album/spirit-u-will/1699262924?i=1699265316&uo=4";"https://open.spotify.com/track/3vFhPOosuunf5NpHdaM31e"
"James Moody";"James Moody";"Darben the redd foxx";1959;"VERVE";1706868468;1706868697;;"https://music.apple.com/fr/album/darben-the-redd-foxx/1444159203?i=1444159444&uo=4";"https://open.spotify.com/track/3tjwqv9GY5onLMyQrwf5xJ"
"Curtis Stigers";"Hooray for love";"Give your heart to me";2014;"CONCORD JAZZ";1706868695;1706868920;"https://www.deezer.com/track/77486547";"https://music.apple.com/fr/album/give-your-heart-to-me/1442805655?i=1442805822&uo=4";"https://open.spotify.com/track/6tf8RwgOOhSNM374A8jk1r"
"Manu Dibango";"Soul makossa";"Hibiscus";1972;"FIESTA";1706868918;1706869294;;"https://music.apple.com/fr/album/hibiscus/1245352292?i=1245352451&uo=4";
"Jeff Parker";"The new breed";"Executive life";2015;"INTERNATIONAL ANTHEM RECORDING CO.";1706869291;1706869750;;;
"Joan Shaw";"A Retrospective (1947-1964)";"Do what you want with me";1953;"Fresh Sound";1706869748;1706869891;"https://www.deezer.com/track/142379669";;
"The Volunteered Slaves";"Spaceshipone";"SpaceShipOne";2021;"Day After Music";1706869891;1706870211;;"https://music.apple.com/fr/album/spaceshipone/1570269909?i=1570269927&uo=4";"https://open.spotify.com/track/093LtCB0J5k2ZDCIZ4Nxxi"
"Ramsey Lewis";"Solar wind";"Hummingbird";1974;"WOUNDED BIRD RECORDS";1706870208;1706870497;;"https://music.apple.com/fr/album/hummingbird/870951368?i=870951377&uo=4";"https://open.spotify.com/track/2UClBJNVQRZKyqqzA3nn1f"
"Nils Landgren";"The moon the stars and you";"Oh you crazy moon";2011;"ACT";1706870494;1706870705;;"https://music.apple.com/fr/album/oh-you-crazy-moon/455198880?i=455198935&uo=4";"https://open.spotify.com/track/7k8D1zSwWbPZU7m985J0CS"
"Bud Powell";"Time Waits";"Buster Rides Again";1999;"Blue Note";1706870703;1706871032;"https://www.deezer.com/track/513806992";;
"BadBadNotGood";"III";"Confessions";2014;"INNOVATIVE LEISURE";1706871030;1706871329;;"https://music.apple.com/fr/album/confessions/1608119721?i=1608120028&uo=4";"https://open.spotify.com/track/1Sc2RHxyKHMeyCChQTWTnp"
"Ella Fitzgerald";"The Stockholm concert 1966";"Duke's place";1966;"PABLO";1706871324;1706871600;"https://www.deezer.com/track/350019971";;
"Doug Carn";"JAZZ IS DEAD / Vol. 5";"Desert rain";2020;"JAZZ IS DEAD";1706871600;1706871825;"https://www.deezer.com/track/2661141022";;"https://open.spotify.com/track/4cmiQDye2NTMt7zIy8k7nk"
"Art Farmer";"Meet the jazztet";"I remember Clifford";1960;"CHES";1706871822;1706872015;;"https://music.apple.com/fr/album/i-remember-clifford/1655715850?i=1655716232&uo=4";
"Meshell Ndegeocello";"Cookie: The anthropological mixtape";"Criterion";2002;"MAVERICK";1706872012;1706872280;"https://www.deezer.com/track/5621965";"https://music.apple.com/fr/album/criterion/358233993?i=358234069&uo=4";"https://open.spotify.com/track/1amp2lenWoT0PrXYawrbSx"
"Gary Burton";"Ring";"Mevlevia";1974;"ECM";1706872278;1706872637;;"https://music.apple.com/fr/album/mevlevia/1443183730?i=1443184035&uo=4";
"Dave Douglas";"High risk";"Molten sunset";2015;"GREENLEAF MUSIC";1706872632;1706873081;;;"https://open.spotify.com/track/31Dtp3OvVsrRB3mg8Ebu4q"
"Mel Torme";"Swings shubert alley";"Too close for comfort";1960;"Verve";1706873078;1706873319;"https://www.deezer.com/track/549295662";"https://music.apple.com/fr/album/too-close-for-comfort/658518376?i=658521510&uo=4";"https://open.spotify.com/track/5Omijj1Iu3rbEADHsGSpKe"
"Pascal Schumacher Quartet";"Bang my can";"Elmarno";2011;"ENJA";1706873317;1706873533;;;
"Medeski Martin And Wood";"Last chance to dance trance (perhaps): Best of";"Chubb Sub";1999;"GRAMMAVISION";1706873533;1706873854;;;
"Cr Avery";"Magic hour sailor songs";"The ballad of Charlie Parker and Patsy Cline";2008;"CORNFLAKES ZOO";1706873851;1706874351;;;
"Charlie Parker";"Charlie Parker & friends";"Parker's mood";1948;"DREYFUS JAZZ";1706874349;1706874530;"https://www.deezer.com/track/858674";;
"Kyle Eastwood";"Songs from the chateau";"Marciac";2011;"HM";1706874529;1706874816;;;"https://open.spotify.com/track/3opvwQJB0pywAJd40PcrB5"
"Abbey Lincoln";"Through the years";"Little Niles";1958;"VERVE";1706874811;1706875114;"https://www.deezer.com/track/1098830";"https://music.apple.com/fr/album/little-niles-remastered/1458728098?i=1458728114&uo=4";"https://open.spotify.com/track/3GbE1HUPahK1OyGIWrRY5p"
"Apifera";"Overstand";"Notre damn";2020;"STONES THROW";1706875114;1706875337;;"https://music.apple.com/fr/album/notre-damn/1534043780?i=1534043782&uo=4";"https://open.spotify.com/track/5Bo5sZBjbfOalPugRDhLjH"
"Hank Mobley";"A Caddy for Daddy";"A Caddy for Daddy";1966;"Blue Note";1706875334;1706875892;"https://www.deezer.com/track/3480060";;"https://open.spotify.com/track/0LcumNOQqE5rSS5V48WQJf"
"Gretchen Parlato";"In a dream";"Butterfly";2009;"OBLIQSOUND";1706875884;1706876184;;"https://music.apple.com/fr/album/butterfly/324839730?i=324839998&uo=4";"https://open.spotify.com/track/0xVLFbfJ2IlcXZi8MZ4UEj"
"Steps Ahead";"Steps ahead";"Islands";1983;"ELEKTRA";1706876180;1706876565;"https://www.deezer.com/track/2813597";"https://music.apple.com/fr/album/islands/330433267?i=330433388&uo=4";"https://open.spotify.com/track/6euxu3SL5sT77aDmYcYtP8"
"Florian Pellissier Quintet";"Cap de Bonne Espérance";"Les masques africains";2015;"HEAVENLY SWEETNESS";1706876562;1706876949;"https://www.deezer.com/track/1792159527";;
"Stan Kenton";"New concepts of artistry in rhythm";"My lady";1952;"CAPITOL";1706876945;1706877142;"https://www.deezer.com/track/3263283";"https://music.apple.com/fr/album/my-lady/1454610710?i=1454611466&uo=4";
