"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer"
"Blue Mitchell";"Blue's mood";"I'll close my eyes";1994;"RIVERSIDE";1708682264;1708682616;"https://open.spotify.com/track/76oiXjka5OXZJ4eqSQIDfY";;
"Takuya Kuroda";"Midnight crisp";"It's okay";2022;"FIRST WORD RECORDS";1708682616;1708682978;"https://open.spotify.com/track/1ao6KfsCQsl2zn55hTMtpd";"https://music.apple.com/fr/album/its-okay/1636423039?i=1636423042&uo=4";
"Lettuce";"Didn't you";"Didn't you";2023;"PRIMARY WAVE MUSIC";1708682974;1708683196;"https://open.spotify.com/track/51RS0cE9EwwWCS3ii2KVxD";;
"Count Basie & His Orchestra";"Basie on the Beatles";"Penny lane";1969;"OCIUM";1708683193;1708683386;;;
"Clover Trio";"Harvest";"Imagine";2018;"GREEN NOSE PRODUCTIONS";1708683384;1708683794;"https://open.spotify.com/track/0mciwzrxAnPh3MSyeKsYNA";"https://music.apple.com/fr/album/imagine/1330968679?i=1330968865&uo=4";"https://www.deezer.com/track/446089632"
"Julie London";"Julie is her name";"Can't help lovin' dat man";1955;"EMI";1708683791;1708683980;;;"https://www.deezer.com/track/1098735482"
"Rachael & Vilray";"I love a love song !";"Why do I ?";2023;"NONESUCH RECORDS";1708683978;1708684158;;;
"Nat King Cole";"Café de Flore (Rendez-vous à Saint-Germain-des-Prés) / vol. 2";"L-O-V-E (version française)";1964;"DISCOGRAPH";1708684159;1708684307;;;
"Chet Baker";"Baby breeze";"I wish you love";1964;"BABBY SCOTT";1708684307;1708684495;;;"https://www.deezer.com/track/935296192"
"Eric Le Lann";"Eric Le Lann joue Piaf et Trenet";"Ménilmontant";1990;"MUSIDISC";1708684495;1708684824;;;
"Olivier Temime";"Inner Songs";"Golden lady";2022;"Day After Music";1708684822;1708685171;;;"https://www.deezer.com/track/2095845037"
"Sasha Dobson";"Girl Talk";"These boots are made for walkin'";2021;"SASHA DOBSON";1708685166;1708685445;"https://open.spotify.com/track/3dZPT79DP95pNh1IyWopQR";;
"Gabor Szabo";"Bacchanal & 1969";"Some velvet morning";1968;"Cherry red records";1708685442;1708685764;"https://open.spotify.com/track/2ulWlLJoPBhdShzrICcmiD";"https://music.apple.com/fr/album/some-velvet-morning/102859798?i=102859432&uo=4";
"Lee Hazlewood";"Farmisht, flatulence, origami, arf!!! and me";"Am i blue";1999;"SMELLS LIKE RECORDS";1708685763;1708685890;;;
"Stephane Grappelli";"BD Music presents Stéphane Grappelli";"You took advantage of me";1954;"BDMUSIC";1708685887;1708685997;;;
"Gabriel Latchin Trio";"Viewpoint";"A stitch in time";2023;"ALYS JAZZ";1708685999;1708686216;"https://open.spotify.com/track/0JN8A2OKIbrNAvlQPAa1Vj";"https://music.apple.com/fr/album/a-stitch-in-time/1677793847?i=1677793854&uo=4";"https://www.deezer.com/track/2198194947"
"Jo Lawry";"Acrobats";"You're the top";2023;"WHIRLWIND";1708686215;1708686351;"https://open.spotify.com/track/4eIzBJjqKa5edmdQOhvuhz";;
"Fred Astaire";"Oscar Peterson & the greatest singers / CD 2 : The Fred Astaire story vol. 3 & 4";"Medium dance";1952;"INTENSE MEDIA";1708686348;1708686468;;;
"Frank Sinatra";"Come dance with me";"I could have danced all night";1958;"CAPITOL";1708686468;1708686625;;;"https://www.deezer.com/track/530041271"
"Gil Evans Paris Workshop";"Spoonful";"La Vie Facile";2017;"JAZZ & PEOPLE";1708686624;1708687060;"https://open.spotify.com/track/0opN2qEiJaZGaQ0aDqiM9Z";;
"Denzal Sinclaire";"Denzal Sinclaire";"How glad I am";2003;"UMSM";1708687055;1708687265;;"https://music.apple.com/fr/album/how-glad-i-am/1443896483?i=1443897317&uo=4";
"Grover Washington Jr.";"A secret place / All the king's horses";"Love makes it better";1972;"MOTOWN";1708687256;1708687727;;;
"Krasno Moore Project";"Krasno/Moore Project : Book of Queens";"Fever";2023;"CONCORD JAZZ";1708687723;1708687965;"https://open.spotify.com/track/5fhcGseZnKzLP1TE5QkVCM";;"https://www.deezer.com/track/2185137617"
"Peggy Lee";"Things are swingin'";"You don't know";1958;"BLUE NOTE RECORDS";1708687965;1708688111;"https://open.spotify.com/track/30po3dobvWd4NNGTuDCeFF";"https://music.apple.com/fr/album/you-dont-know/724571878?i=724572638&uo=4";"https://www.deezer.com/track/3156472"
"Jesse Harris";"Songs never sung";"Untouchable";2019;"SECRET SUN";1708688108;1708688306;"https://open.spotify.com/track/6uMgmfuHgB8UxHD5enPHhP";"https://music.apple.com/fr/album/untouchable/1479790989?i=1479791000&uo=4";
"Gene Norman Group";"Dylan Jazz";"All I really want to do";1964;"GNP CRESCENDO";1708688303;1708688446;;;
"Camille Bertault";"Bonjour mon amour";"Un grain de sable";2023;"VITA PRODUCTIONS";1708688445;1708688678;"https://open.spotify.com/track/0dZHDS6XbjM3Ozh52bhQ5v";"https://music.apple.com/fr/album/un-grain-de-sable/1664131711?i=1664131721&uo=4";"https://www.deezer.com/track/2102954777"
"Ray Barretto";"Portraits in jazz and clave";"Cotton Tail";1999;"BMG";1708688676;1708689007;"https://open.spotify.com/track/1tr9B23h1QAzJ0AvqXDRd2";;
"Duke Ellington And His Orchestra";"Original album series";"Days of wine and roses (2008 remastered)";2009;"Rhino Atlantic";1708689004;1708689204;;;
"Louis Armstrong";"Louis Armstrong meets Oscar Peterson";"I'll never be the same";1957;"VERVE";1708689201;1708689409;"https://open.spotify.com/track/3A1GayEc2gXLmUjHl2g2ST";;"https://www.deezer.com/track/540220382"
"Jerome Etcheberry";"Satchmocracy II";"Knee drops";2023;"CAMILLE PRODUCTIONS";1708689408;1708689673;;;
"The Wonderful World Of Louis Armstrong All Stars";"A gift to Pops";"Black and blue (feat. Common)";2021;"VERVE";1708689673;1708689973;;;
"Brandee Younger";"Brand new life";"Livin' and lovin' in my own way (feat. Pete Rock)";2023;"DECCA RECORDS";1708689972;1708690267;"https://open.spotify.com/track/640GNpFhsUQwcNks7cjp1u";;
"Harpo Marx";"Harpo at work";"Sweet sue, just you";1958;"MUSIC MANAGER";1708690265;1708690385;;;"https://www.deezer.com/track/103530402"
"Cyrille Aimee";"It's a good day";"Where Or When";2014;"MACK AVENUE";1708690385;1708690549;"https://open.spotify.com/track/6VUfSlVp8w0RW5GlGmhrzP";"https://music.apple.com/fr/album/where-or-when/881262652?i=881262662&uo=4";
"Fanou Torracinta";"Gipsy guitar from Corsica / Vol. 2";"Four brothers";2023;"A LOGHJA PRODUZIONE";1708690545;1708690736;"https://open.spotify.com/track/4fLVQ1cbsO6xU0NlNdQPsi";"https://music.apple.com/fr/album/four-brothers/1684212477?i=1684213917&uo=4";
"The Four Brothers";"Together Again";"Four and one more";1957;"RCA RECORDS";1708690734;1708690978;;;
"Jimmy Giuffre Trio";"The swamp people";"Old Folks";1958;"GIANT STEPS RECORDS";1708690976;1708691118;;;
"Ben Wendel";"All one";"Tenderly (feat. José James)";2023;"Edition";1708691116;1708691500;"https://open.spotify.com/track/3WowCgzDc7p6GXVC6tMPkn";"https://music.apple.com/fr/album/tenderly-feat-jose-james/1667562136?i=1667562556&uo=4";
"Michael Leonhart Orchestra";"Suite extracts Vol 1";"Built for comfort";2019;"SUNNYSIDE";1708691500;1708691832;;;
"Quincy Jones (Chef d'orchestre)";"Walking in Space";"Dead end";1969;"A&M";1708691831;1708692065;"https://open.spotify.com/track/5Di0aq6PiOwV2Q3FTW8UkH";"https://music.apple.com/fr/album/dead-end/1443197427?i=1443197569&uo=4";
"Musica Nuda";"Complici";"When I Drink";2011;"BONSAI MUSIC";1708692064;1708692240;;"https://music.apple.com/fr/album/when-i-drink/425341018?i=425341063&uo=4";"https://www.deezer.com/track/10190440"
"Nilson Matta";"Nilson Matta's brazilian voyage/Copacabana";"Baden";2010;"ZOHO MUSIC";1708692237;1708692676;;;
"Stan Getz";"Getz/Gilberto";"So danco samba";1964;"VERVE";1708692670;1708692892;"https://open.spotify.com/track/0LS3cTpTm5zPTmBcyIDfOJ";;
"Jimmy Rowles";"The peacocks";"My buddy";1975;"COLUMBIA";1708692890;1708693153;;;
"Terence Blanchard";"BOF / She hate me";"She hate me : Godfather";2001;"MILAN RECORDS";1708693153;1708693287;;;
"The Ray Bryant Trio";"Con Alma & little Susie";"Autumn Leaves";1961;"FRESH SOUND RECORDS";1708693284;1708693607;;"https://music.apple.com/fr/album/autumn-leaves/1721655579?i=1721655767&uo=4";
"Mark Murphy";"Song for the geese";"I wish you love";1997;"RCA V";1708693603;1708693826;;;
"Ashley Henry";"My voice";"My voice";2023;"NAIVE";1708693823;1708694119;"https://open.spotify.com/track/2y35gAiNEOUEs7xGUr0DHp";;
"Jackson Mathod";"COME ON NOW";"Come on now";2022;"BRIDGE THE GAP X NEW SOIL";1708694112;1708694322;"https://open.spotify.com/track/3QD4S81ddphPVQaMGLc8Sl";;
"Jimmy Smith";"Stay Loose";"Chain of fools";1968;"VERVE REISSUES";1708694320;1708694618;"https://open.spotify.com/track/18SQf4KqIxo3Qd2YLJHJ3W";"https://music.apple.com/fr/album/chain-of-fools/1443935670?i=1443935748&uo=4";"https://www.deezer.com/track/4668233"
"Jacky Terrasson";"Gouache";"Rehab";2012;"Universal";1708694613;1708694845;;"https://music.apple.com/fr/album/rehab/1443909575?i=1443909945&uo=4";
"Monette Sudler";"Brighter Days For You";"Moments of love";1977;"STEEPLE CHASE";1708694844;1708695048;;;
"Sam Yahel";"Hometown";"Jealous guy";2009;"POSI-TONE RECORDS";1708695045;1708695327;;"https://music.apple.com/fr/album/jealous-guy/306848876?i=306848896&uo=4";
"Benny Green";"Solo";"Soulful Mr. Timmons";2023;"SUNNYSIDE";1708695327;1708695563;"https://open.spotify.com/track/75qeObYZ7v85H4Zo2UCspw";;"https://www.deezer.com/track/2200971587"
"Les Double Six";"Evening in Paris";"Moanin'";1960;"OPEN";1708695558;1708695746;;;"https://www.deezer.com/track/76782384"
"Andre Minvielle";"La vie d'ici bas";"La vie d'ici bas";1994;"L AUTRE DIST";1708695744;1708695978;;;
"Lionel Suarez";"Quarteto Gardel";"Cambiada";2018;"Bretelles Prod";1708695977;1708696174;"https://open.spotify.com/track/5UrpADgcPMbetQYLkaj9Y2";;"https://www.deezer.com/track/488870962"
"Chano Dominguez & Antonio Lizana";"Estándares";"But not for me";2022;"ALTAFONTE";1708696173;1708696307;;;
"Marc Miralta";"New York Flamenco Reunion";"Besame Mucho";2000;"NUEVOS MEDIOS";1708696306;1708696679;"https://open.spotify.com/track/3sDIQSGfNTcUVfJ94rJPio";;"https://www.deezer.com/track/78249814"
"Paul Desmond";"Desmond blue (with strings)";"Advise and consent";1962;"BMG";1708696677;1708696796;;"https://music.apple.com/fr/album/advise-and-consent/536496385?i=536496447&uo=4";
"Brad Mehldau";"BOF / Mon chien Stupide";"Henri's Lament";2019;"MY MELODY";1708696798;1708697049;"https://open.spotify.com/track/17Qb6auZCDzq8XrYG6Buku";"https://music.apple.com/fr/album/henris-lament/1484553644?i=1484553876&uo=4";
"Art Ensemble Of Chicago";"Coming home Jamaica";"Odwalla theme";1998;"WEA";1708697045;1708697349;;;
"Indra Rios Moore";"Heartland";"Your long journey";2015;"IMPULSE";1708697348;1708697589;;;
"Ike Quebec";"Heavy soul";"Brother can you spare a dime";1961;"BLUE NOTE";1708697584;1708697909;;"https://music.apple.com/fr/album/brother-can-you-spare-a-dime/724772928?i=724773111&uo=4";"https://www.deezer.com/track/136425986"
"Rosario Giuliani";"Anything else";"Conversation";2006;"DREYFUS JAZZ";1708697907;1708698276;"https://open.spotify.com/track/2n2sBH7OsUNFqafqL1ndgd";;
"Rudy Smith";"What pan did for me";"Otinku";1971;"CAPRICE";1708698272;1708698501;;;
"Jean Louis Matinier";"Confluences";"Jardins d'enfance";2003;"ENJA";1708698501;1708698876;;;
"Horace Silver Quintet";"Further Explorations";"The outlaw";1958;"Blue Note";1708698867;1708699231;;;
"Ursus Minor";"I will not take """"but"""" for an answer";"Hope";2010;"HOPE STREET";1708699230;1708699511;;;
"Andy Sheppard (Saxophone ténor)";"Inclassificable";"Hush hush";1995;"Label Bleu";1708699507;1708699909;;;
