"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Marc Miralta";"New York Flamenco Reunion";"Evidence";2000;"NUEVOS MEDIOS";1709027792;1709028165;"https://music.apple.com/fr/album/evidence/875236599?i=875236715&uo=4";"https://open.spotify.com/track/20fwdEdNnnNgHlI2AYYzO1";
"Thelonious Monk";"The complete Prestige recordings 1944-54";"Smoke gets in your eyes";1954;"VOGUE";1709028165;1709028368;"https://music.apple.com/fr/album/smoke-gets-in-your-eyes/323010819?i=323011523&uo=4";"https://open.spotify.com/track/62PG5q6b8NAKeXtHljoM5V";
"Madeleine & Salomon";"Eastern Spring";"Matar naem";2022;"TZIG ART";1709028366;1709028628;"https://music.apple.com/fr/album/matar-naem/1628114799?i=1628114812&uo=4";"https://open.spotify.com/track/68ShRJiCbUSI51urhYSIU1";"https://www.deezer.com/track/1780526827"
"Lea Castro & Antoine Delprat";"Fall";"Chanson d'automne";2021;"Jazz Family";1709028625;1709028764;"https://music.apple.com/fr/album/chanson-dautomne/1584806541?i=1584806792&uo=4";;
"Anita O Day";"Chanteuses";"Early autumn";1958;"VERVE";1709028763;1709028951;;;
"Gerry Mulligan";"Getz meets Mulligan";"This can't be love";1957;"VERVE";1709028950;1709029474;;"https://open.spotify.com/track/6LzDaxhjwalsefMum6W0bx";
"Didier Haboyan";"One page";"En attendant Irène";2022;"JUSTE UNE TRACE";1709029473;1709029684;;;
"Veronica Swift";"This Bitter Earth";"Trust in me (feat. Aaron Johnson)";2021;"Mack Avenue";1709029683;1709029997;;;
"Bill Frisell";"Four";"Lookout for hope";2022;"BLUE NOTE";1709029997;1709030291;"https://music.apple.com/fr/album/lookout-for-hope/1647065596?i=1647066138&uo=4";"https://open.spotify.com/track/0MN9n3I4Hicx8rbb1CqvaH";"https://www.deezer.com/track/1933424967"
"Ernest Ranglin";"Below the bassline";"Nana's Chalk pipe";1996;"ISLAND";1709030290;1709030508;"https://music.apple.com/fr/album/nanas-chalk-pipe/1444023621?i=1444023751&uo=4";"https://open.spotify.com/track/66kfeummhAmdajrT8zHpka";"https://www.deezer.com/track/1123826"
"Remi Panossian Trio (rp3)";"Sun Monkey Voltage";"Wisteria forever";2022;"Add Fiction / Regarts";1709030506;1709030758;;;
"Gregory Porter";"Take me to the alley (Deluxe Edition)";"In Fashion";2016;"BLUE NOTE";1709030757;1709031028;"https://music.apple.com/fr/album/in-fashion/1440838672?i=1440839077&uo=4";"https://open.spotify.com/track/76fNRdRUZwhRmYT44TZuUV";"https://www.deezer.com/track/124183302"
"Al Jarreau";"Accentuate the positive";"Midnight Sun";2004;"VERVE";1709031026;1709031386;"https://music.apple.com/fr/album/midnight-sun/1443539631?i=1443540281&uo=4";"https://open.spotify.com/track/1hnzyU7DM5TOWCMDnf6u6k";
"Fumio Karashima";"Rencontre";"Girl talk";1999;"EMARCY";1709031380;1709031598;;;
"Omer Avital";"Qantar";"Daber elay africa";2018;"ZAMZAMA RECORDS / JAZZ FAMILY";1709031598;1709031915;"https://music.apple.com/fr/album/daber-elay-africa/1359364546?i=1359364568&uo=4";"https://open.spotify.com/track/2s5yox0qSUtN54OZPDu85N";"https://www.deezer.com/track/473031932"
"Steve Turre";"Rhythm within";"Morning";1995;"VERVE";1709031913;1709032430;;"https://open.spotify.com/track/36uXIgGZvZJWxNZvkD6t0T";
"David Linx";"The Whistleblowers";"The whistleblowers";2015;"TUK MUSIC";1709032427;1709032668;;;"https://www.deezer.com/track/115142206"
"Duke Pearson";"Blue break beats / Vol 3";"Ground hog";1968;"072438543602";1709032665;1709032845;;"https://open.spotify.com/track/4yqLpuEasNh1Lobl7FrvHr";"https://www.deezer.com/track/140857117"
"Bumcello";"Lychee queen";"Ardi built half of LA";2008;"TOTOUTARD";1709032841;1709033081;;;
"Rahsaan Roland Kirk";"The Case of the 3 Sided Dream in Audio Color";"Freaks For The Festival";1975;"Atlantic";1709033080;1709033411;"https://music.apple.com/fr/album/freaks-for-the-festival/1692349998?i=1692351938&uo=4";;
"Pete Jolly";"Too much baby";"Telephone song";1965;"COLUMBIA";1709033410;1709033538;"https://music.apple.com/fr/album/telephone-song/1058640379?i=1058640398&uo=4";"https://open.spotify.com/track/4rJToZErBPUHrrkkmZAu5f";"https://www.deezer.com/track/113949130"
"Rocky Gresset";"Rocky Gresset";"The way you lokk tonight";2009;"DREYFUS JAZZ";1709033535;1709033702;;;
"Diana Krall";"When I look in your eyes";"The best thing for you";1999;"VERVE";1709033700;1709033852;;"https://open.spotify.com/track/2jHpis70QAtKH3rtSvtSEu";"https://www.deezer.com/track/982000"
"Lars Danielsson";"Liberetto";"Liberetto";2012;"ACT";1709033849;1709034135;;"https://open.spotify.com/track/7uPOD0k5X1dCJCb8aPTMMt";"https://www.deezer.com/track/17054296"
"The Charles Lloyd Quartet";"Dream Weaver";"Sombrero Sam";2002;"Atlantic";1709034131;1709034444;;;
"Lou Tavano";"For You";"It's a girl";2016;"ACT";1709034441;1709034627;"https://music.apple.com/fr/album/its-a-girl/1084323693?i=1084324273&uo=4";"https://open.spotify.com/track/1w1J5DWx13zd2LETR7ep56";
"Tony Williams";"Native heart";"CIty of lights";1989;"BLUE NOTE";1709034625;1709035003;;;
"Paolo Fresu Quintet";"30! (cd promo FIP)";"Chiaro";2014;"BONSAI MUSIC";1709034997;1709035332;"https://music.apple.com/fr/album/chiaro/899526722?i=899526733&uo=4";"https://open.spotify.com/track/73NB8v5v0s5CCm9hPAX3CK";"https://www.deezer.com/track/2562970412"
"Patti Page";"Sampled";"Old Cape Cod";1957;;1709035328;1709035467;;;
"GoGo Penguin";"Man made object";"All res";2015;"BLUE NOTE RECORDS";1709035465;1709035777;"https://music.apple.com/fr/album/all-res-dabrye-remix/1440846362?i=1440846729&uo=4";"https://open.spotify.com/track/6gQ2Uwmn9DLlrGbIsxxSU6";
"Tom Scott";"Diggin' deeper 3";"Sneakin' in the back";1974;"COLUMBIA";1709035774;1709036035;;"https://open.spotify.com/track/4pKaT7HhbCqWE69PdcAAk5";
"Web Web";"Dance of the demons";"Land of the Arum Flower";2018;"COMPOST RECORDS";1709036033;1709036288;"https://music.apple.com/fr/album/land-of-the-arum-flower/1434526008?i=1434526012&uo=4";"https://open.spotify.com/track/3jx1OGv07qfImxSO5kfxa7";
"Johnny Coles";"Hush";"Little johnny C";1964;"LONE HILL JAZZ";1709036285;1709036592;;;
