"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer"
"Bigyuki";"Neon chapter";"Neon chapter (feat. Arto Lindsay)";2021;"UNIVERSAL MUSIC";1710755828;1710756177;;;
"Leon Phal";"Stress killer";"Idylla (feat. K.O.G)";2023;"HEAVENLY SWEETNESS";1710756179;1710756401;;;
"Herbie Hancock";"Dis Is Da Drum";"Butterfly";1994;"MERCURY";1710756400;1710756767;"https://open.spotify.com/track/46V1AVbGSzW6CAPWKKpby5";;
"Herbie Mann";"Flute Fraternity";"Baubles, bangles and beads";1957;"REVOLA";1710756743;1710756998;;"https://music.apple.com/fr/album/baubles-bangles-and-beads/638618711?i=638619185&uo=4";"https://www.deezer.com/track/12367726"
"Patti Page";"You go to my head and Manhattan tower";"You go to my head (";1953;"SEPIA RECORDS";1710756997;1710757150;;;
"Shades";"Blue skies";"It's all right with me";2018;"LES P'TITS CAILLOUX DU CHEMIN";1710757145;1710757353;;;
"Selmer #607";"Anniversary songs / Vol. 3";"Mademoiselle";2017;"CRISTAL RECORDS";1710757351;1710757558;;;
"Mathias Levy";"Les démons familiers";"Origines (feat. Laurent Derache)";2022;"PEEWEE";1710757551;1710757910;;;
"Sienna Dahlen & Bill Coon";"Balladextrous";"Too late now";2023;"Cellar Live";1710757911;1710758205;;;
"Gerry Mulligan Sextet";"Night lights";"Night lights";1963;"MERCURY";1710758201;1710758492;"https://open.spotify.com/track/5eVERkVvJKBgV2FziCoLDE";"https://music.apple.com/fr/album/night-lights/1446912991?i=1446912998&uo=4";
"Yussef Dayes";"Black classical music";"Marching band (feat. Masego)";2023;"BROWNSWOOD / CASHMERE THOUGHTS / NONESUCH";1710758487;1710758769;"https://open.spotify.com/track/2yLzNUOCplDDi1yG6jkSix";"https://music.apple.com/fr/album/marching-band-feat-masego/1683587217?i=1683587535&uo=4";
"Myele Manzanza";"Crisis & Opportunity / Vol. 2 : Peaks";"Peaks & Ferns";2021;"Deepmatter";1710758767;1710758984;"https://open.spotify.com/track/0vINbddFhMxPasIYiiTcLu";;
"Mongo Santamaria";"Mongo introduces la Lupe";"Montuneando";1963;"MILESTONE";1710758983;1710759220;;"https://music.apple.com/fr/album/montuneando/1080212572?i=1080212580&uo=4";
"Ali Jackson";"Amalgamations";"Done tol' you fo' five times";2015;"SUNNYSIDE";1710759217;1710759546;;;
"FRED MC DOWELL";;"Jesus gonna make up my dying bed";;;1710759544;1710759598;;;
"Hugo Lippi";"Reflections in B";"Choros n°1 / Bossa antigua";2023;"Caramba";1710759598;1710759958;;;
"Paul Desmond";"Bossa antigua";"Bossa antigua";1964;"BMG";1710759950;1710760227;;"https://music.apple.com/fr/album/bossa-antigua/270573062?i=270573242&uo=4";"https://www.deezer.com/track/577411"
"Tenorio Jr (Compositeur)";"Embalo";"Embalo";;"SOM LIVRE";1710760219;1710760407;"https://open.spotify.com/track/1nHYf6xdyrjWdHpOHGNoag";;
"Joao Donato";"Sintese Do Lance";"Joao Duke";2021;"Rocinante";1710760405;1710760537;"https://open.spotify.com/track/1vxO99erFSJdTY9WKONkOc";;
"Nils Landgren";"Sentimental journey";"My foolish heart";2002;"ACT";1710760535;1710760814;"https://open.spotify.com/track/0kDcnUVGfVX1JvRPkslQc3";"https://music.apple.com/fr/album/my-foolish-heart/299888436?i=299888495&uo=4";"https://www.deezer.com/track/67433990"
"Derrick Gardner & The Jazz Prophets";"Pan Africa";"Appointment in Ghana";2023;"IMPACT JAZZ";1710760809;1710761116;"https://open.spotify.com/track/12ILzOdqqee5jhWyO6ulDP";;"https://www.deezer.com/track/2069376987"
"Eddy Louiss";"Mojo club / Dancefloor jazz / Vol.10";"Mazurka cocadou";1969;"Universal Music";1710761111;1710761351;;;
"Brian Charette";"GOOD TIPPER";"Time of the season";2014;"POSI-TONE RECORDS";1710761350;1710761618;"https://open.spotify.com/track/41Qu6X5hCn7IrnTNTp1Qig";"https://music.apple.com/fr/album/time-of-the-season/1591313851?i=1591313853&uo=4";
"Youn Sun Nah";"Elles";"Feeling Good";2023;"Warner";1710761618;1710761817;"https://open.spotify.com/track/2PjW6wCK1eBD0CGcswZMTw";;
"Ella Zirina";"Intertwined";"Midsummer visions";2023;"BIMHUIS RECORDS";1710761814;1710762222;"https://open.spotify.com/track/5Aw61Nik3z2MX88xFDQOtU";"https://music.apple.com/fr/album/midsummer-visions/1671739785?i=1671740841&uo=4";
"Stan Getz";"Focus";"Night rider";1961;"VERVE";1710762217;1710762450;;;
"Richie Kamuca";"Jazz erotica";"Way down under";1958;"HIFIRECORD";1710762446;1710762665;;;
"Lucy Wijnands";"Something awaits";"Always and forever";2023;"4605843 RECORDS DK2";1710762659;1710762796;"https://open.spotify.com/track/4e8LJysx4PQeGlFuQBNJ6N";"https://music.apple.com/fr/album/always-and-forever/1685819749?i=1685819750&uo=4";"https://www.deezer.com/track/2176003357"
"The Three Sounds";"Babe's blues";"Lazy cat";1961;"BLUE NOTE";1710762794;1710763085;;;
"Joe Webb";"Collblanc";"CCTV";2024;"EDITION RECORDS";1710763074;1710763240;"https://open.spotify.com/track/3O40E9HPh0DloODunNXWtR";"https://music.apple.com/fr/album/cctv/1708619918?i=1708619924&uo=4";
"Maria Joao & Mario Laginha";"Chocolate";"When you wish upon a star";2008;"UNIVERSAL MUSIC PORTUGAL";1710763241;1710763393;;"https://music.apple.com/fr/album/when-you-wish-upon-a-star/1446592863?i=1446593473&uo=4";
"Bada Bada (Compositeur)";"Portraits";"Maria Joao (Album Edit)";;"Gum Club";1710763388;1710763579;;;
"The Bloomdaddies";"Mosh For Lovers";"Tos";2002;"FRESH SOUND RECORDS";1710763576;1710763867;;;
