"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Andy Hay";"Many rivers";"Afronaught / Travel";2019;"AUTOPRODUCTION";1712138400;1712138620;;;
"Tony Williams";"The Joy of Flying";"Hittin on 6";2010;"Reel Music";1712138619;1712138995;;;
"Youn Sun Nah";"Voyage";"Calypso Blues";2008;"THE ACT";1712138989;1712139232;;;
"John Coltrane. (Compositeur)";"Cannonball Adderley Quintet in Chicago";"The Sleeper";1999;"Mercury";1712139231;1712139663;;;
"Christophe Wallemme";"Time zone";"Exit";2004;"NOCTURNE";1712139658;1712139976;;;
"Charles Brown";"Honey dripper";"News all over town";1994;"VERVE";1712139974;1712140395;;;
"Steve Swallow";"Singular Curves";"Get lost";2014;"AUAND RECORDS";1712140395;1712140669;"https://www.deezer.com/track/2532320701";"https://open.spotify.com/track/5AYbykY8XIx8QFujXIWfsV";
"Oscar Peterson";"The canadian giant";"I Got Rhythm";1952;"VERVE";1712140665;1712140860;;;"https://music.apple.com/fr/album/i-got-rhythm/585535913?i=585536069&uo=4"
"Chris Thile & Brad Mehldau";"Chris Thile & Brad Mehldau";"The Old Shade Tree";2017;"NONESUCH / WARNER";1712140859;1712141231;;;"https://music.apple.com/fr/album/the-old-shade-tree/1175624431?i=1175624620&uo=4"
"Dizzy Gillespie & Lalo Schifrin";"Free Ride";"Free Ride";1977;"PABLO";1712141227;1712141546;;;
"Louis Sclavis";"Frontières";"Tulgudur";2017;"JMS";1712141543;1712141845;;"https://open.spotify.com/track/6HNw2se7s2Efa2dz0SjKKO";"https://music.apple.com/fr/album/tulgudur/1473809843?i=1473810587&uo=4"
"Rose Murphy";"I can't give you anything but love";"I can't give you anything but love";1955;"ARCADE";1712141842;1712141997;;;"https://music.apple.com/fr/album/i-cant-give-you-anything-but-love/1608994536?i=1608994554&uo=4"
"Rhoda Scott";"Movin' blues";"Blue law";2020;"SUNSET RECORDS / L'AUTRE DISTRIBUTION";1712141997;1712142239;;"https://open.spotify.com/track/5r84r5iDOIsp8Oo1nlS0eZ";"https://music.apple.com/fr/album/blue-law/1491480141?i=1491480144&uo=4"
"Alain Jean Marie";"Lazy Afternoon";"Reincarnation of love bird";1999;"Shaï";1712142238;1712142585;;;
"The Jazz Passengers";"Reunited";"Spanish Harlem";2010;"YELLOWBIRD";1712142580;1712142934;;;
"Mary Lou Williams";"Black christ of the Andes";"It ain't necessarily so";1964;"MPS";1712142933;1712143212;;"https://open.spotify.com/track/0hbeUmFXsE5FXaWdOTROYv";"https://music.apple.com/fr/album/it-aint-necessarily-so/262208338?i=262208443&uo=4"
"Roy Hargrove";"Nothing serious";"A day in vienna";2006;"VERVE";1712143210;1712143534;;"https://open.spotify.com/track/0gsZr1CzVLU2MPIMkudAjn";"https://music.apple.com/fr/album/a-day-in-vienna/1443466011?i=1443466198&uo=4"
"Champion Jack Dupree";"La cave Saravah";"Ooh la la";1975;"SARAVAH";1712143531;1712143901;"https://www.deezer.com/track/11783229";;
"David El Malek";"Music from source";"Haggadah";2008;"NOCTURNE";1712143902;1712144143;;;
"Lou Donaldson";"Blues Walk";"Play Ray";1958;"Blue Note";1712144139;1712144465;"https://www.deezer.com/track/3148680";"https://open.spotify.com/track/0CaMKN4Fu6WKHBW38JazrY";"https://music.apple.com/fr/album/play-ray/556233432?i=556233442&uo=4"
"Natacha Atlas";"Myriad road";"Something";2015;"DECCA RECORDS";1712144462;1712144707;"https://www.deezer.com/track/110152034";"https://open.spotify.com/track/2ziia19TffkatxV9jiP9ZO";"https://music.apple.com/fr/album/something/1442357772?i=1442358060&uo=4"
"Michael Brecker";"Tales from the Hudson";"Song for Bilbao";1996;"Impulse !";1712144705;1712145047;;"https://open.spotify.com/track/0WMG5EgKUdK73cLMEPoRMX";"https://music.apple.com/fr/album/song-for-bilbao/1444001865?i=1444002069&uo=4"
"Amnesiac Quartet";"Tribute to radiohead / Vol.2";"Exit music (for a film)";2013;"RADIOHEAD";1712145043;1712145412;;;"https://music.apple.com/fr/album/exit-music-for-a-film/1626660879?i=1626660890&uo=4"
"Artie Shaw";"Self portrait";"Blues in the night";1941;"BLUEBIRD";1712145409;1712145602;"https://www.deezer.com/track/98398236";;
"3TM";"Lake";"Woods";2019;"WE JAZZ RECORDS";1712145602;1712145851;"https://www.deezer.com/track/2474316011";"https://open.spotify.com/track/1OTJEyK69icpBXVOHTsIXK";"https://music.apple.com/fr/album/woods/1709348620?i=1709348621&uo=4"
"Charles Williams";"Stickball";"Iron jaws";1972;"MAINSTREAM RECORDS";1712145847;1712146251;;"https://open.spotify.com/track/40hA8Bo8nyR1ySsnVM3vsG";
"Jim Tomlinson";"The lyric";"Something happens to me (feat. Stacey Kent)";2005;"OPLUS";1712146249;1712146478;;;
"Bill Evans";"The complete Riverside recordings : Volume 2 (cd 4)";"34 skidoo";1964;"RIVERSIDE";1712146476;1712146856;;;
"Quartetto Minimo";"Atlantico";"Atlântico";2018;"AUTOPRODUCTION";1712146853;1712147154;;"https://open.spotify.com/track/6Ee8it3JflkAICJP9VCLEZ";"https://music.apple.com/fr/album/atlantico/1436289190?i=1436289225&uo=4"
