"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer"
"Eddie Jefferson";"The jazz singer";"Sister Sadie";1961;"CDM";1704794258;1704794416;;;
"Omri Mor";"It's about time";"Dawn";2018;"NAIVE";1704794416;1704794676;;;
"The Bill Holman Band";"A View From The Side";"But beautiful";1995;"JVC";1704794673;1704795060;;;
"Ji Dru";"Western";"Black indian";2019;"LABEL BLEU / MAISON DE LA CULTURE D’AMIENS";1704795057;1704795413;"https://open.spotify.com/track/7jEFShERhZGvPQIlhfHZY2";;
"Art Pepper Quartet";"Modern Art";"When you're smiling";1957;"BLUE NOTE";1704795409;1704795699;;;
"Jean Michel Pilc";"Follow me";"One for my baby";2004;"DREYFUS JAZZ";1704795698;1704795961;;;
"Ramsey Lewis";"Inside Ramsey Lewis";"Memphis in june";;"CHESS@";1704795955;1704796134;;"https://music.apple.com/fr/album/memphis-in-june/1326126629?i=1326126876&uo=4";
"Eric Longsworth";"Sans souci";"Stop and go";2003;"ENJA";1704796134;1704796565;;;
"Dorothy Ashby";"The jazz harpist / Vol. 1 et Vol. 2";"Dancing in the dark";1958;"FRESH SOUND RECORDS";1704796561;1704796843;"https://open.spotify.com/track/446g4HyKaSV53iRyPzqTNt";;
"Mansur Scott";"Great voices of Harlem";"Song for my father";2014;"PAO RECORDS";1704796842;1704797204;"https://open.spotify.com/track/2QkAvZNvUnJuoBe5ZRvMM3";;
"Paul Glasse";"The road to home";"Talk that talk";1993;"DOS/RECO";1704797200;1704797459;;;
"Andre Charlier & Benoit Sourisse";"Multiquarium";"Chance Dance";2013;"GEMINI RECORDS";1704797458;1704797811;;;
"Four Freshmen";"West coast vocalists 1953-1961";"Love is here to stay";1955;"FREMEAUX ET ASSOCIES";1704797810;1704798001;;;
"Sergi Felipe & Whisper Songs";"Last whisper";"My Little Rechonchi";2019;"UNDERPOOL";1704798000;1704798290;;;
"Steve Turre";"Rhythm within";"Rhythm within";1995;"VERVE";1704798288;1704798782;"https://open.spotify.com/track/7IKKsflRz8992vle40iQPn";;
"Manuel Volpe & Rhabdomantic Orchestra";"Albore";"Maatkara";2016;"AGOGO RECORDS";1704798780;1704799012;;"https://music.apple.com/fr/album/maatkara/1076623133?i=1076623466&uo=4";
"Zoot Sims";"Night session in Paris";"On the alamo";1956;"EMARCY";1704799009;1704799342;"https://open.spotify.com/track/2pXyUfTLzhPRk9nDvUiXCH";"https://music.apple.com/fr/album/on-the-alamo/943182644?i=943182659&uo=4";
"Perquisite";"Double vision";"After the rain (feat. David Kwelsiber)";2002;"UNEXPECTED RECORDS";1704799341;1704799587;;;
"Kimiko Kasai";"Butterfly";"Butterfly";1979;"Columbia";1704799585;1704799956;;"https://music.apple.com/fr/album/butterfly/762184880?i=762192018&uo=4";
"Radio Citizen";"Berlin serengeti";"Birds";2006;"UBIQUITY";1704799956;1704800213;"https://open.spotify.com/track/0pT3GOjjZHgt5VaKY6BiXC";"https://music.apple.com/fr/album/birds/1516409564?i=1516409764&uo=4";
"Don Wilkerson";"Roots of funk 1947 - 1962";"Dem tambourines";1963;"FREMEAUX ET ASSOCIES";1704800211;1704800544;;;
"Howe Gelb & Lonna Kelly";"Future standards";"All you need to know";2017;"FIRE";1704800542;1704800764;;;
"Brian Hughes";"Between dusk and dreaming";"And dreaming";1990;"JUSTIN";1704800762;1704801127;;;
"Nicolas Montier Trio";"Swing De Barbarie";"Ritournelle de la petite cracheuse de feu";2011;"FREMEAUX ET ASSOCIES";1704801125;1704801418;;;
"Lou Rawls";"Nova 1962";"I'd rather drink muddy water";1966;"NOVA RECORDS";1704801418;1704801602;;"https://music.apple.com/fr/album/id-rather-drink-muddy-water-live/715480753?i=715481055&uo=4";"https://www.deezer.com/track/2513953741"
"Colunia";"Zephyr";"Iode";2019;"COLLECTIF SPATULE";1704801602;1704801926;"https://open.spotify.com/track/326vHyd311Sd1Ae6uv3xX5";"https://music.apple.com/fr/album/iode/1452932551?i=1452933060&uo=4";
"Boogaloo Joe Jones";"Right on brother";"Brown bag";1970;"CONCORD MUSIC";1704801924;1704802228;;"https://music.apple.com/fr/album/brown-bag-rudy-van-gelder-remaster/1442910234?i=1442910855&uo=4";
"Jimi Tenor";"Joystone";"Smoking";2007;"SAHKG";1704802226;1704802597;;;
"Tito Puente";"Puente Tito and his orchestra/Puente goes jazz";"Lucky dog";1956;"BMG";1704802596;1704802798;;;
"Jesse Van Ruller";"In Pursuit";"Estate";2006;"AJA RECORDS / 55 RECORDS";1704802796;1704803177;;;
"Rava String Band";"Compilation / You need this : An introduction to Black Saint & Soul Note (1975-1985)";"Verde que eu te quero ver";1984;"BBE";1704803169;1704803380;;;
"John Medeski";"A vision in blakelight";"And he rode upon the cherubim";2012;"TZADIK";1704803381;1704803684;;;
"Modern Jazz Quartet";"La troisième force";"Sketch";1960;"Atlantic";1704803681;1704804015;;;"https://www.deezer.com/track/84438667"
"Julia Biel";"Not alone";"Uncomfortable somehow";2005;"ROKIT RECORDS";1704804010;1704804287;"https://open.spotify.com/track/3Yc4AvQqmNY1bCLWJ0iASO";"https://music.apple.com/fr/album/uncomfortable-somehow/893166780?i=893166813&uo=4";"https://www.deezer.com/track/684474892"
"Moacir Santos";"Maestro";"Mother iracema";1972;"BLUE NOTE";1704804284;1704804555;"https://open.spotify.com/track/2bZCx1FLaP25CNPu3jF27Z";"https://music.apple.com/fr/album/mother-iracema/1460408997?i=1460409008&uo=4";
"Danilo Rea Trio";"Romantica";"Metti una sera a cena";2004;"VENUS RECORDS";1704804552;1704804872;"https://open.spotify.com/track/6Qs6d8h9WKwi9ZQ5qHjQ2E";"https://music.apple.com/fr/album/metti-una-sera-a-cena/1006533309?i=1006533365&uo=4";
"Lambert Hendricks & Bavan";"Lambert, Hendricks & Bavan  / Swingin' till the girls come home";"Watermelon man";1963;"VERVE";1704804871;1704805181;;;
"Theon Cross";"FYAH";"Candace of meroe";2019;"Gearbox";1704805181;1704805528;"https://open.spotify.com/track/0114YYRyJKeqsaplTfBfhu";"https://music.apple.com/fr/album/candace-of-meroe/1518644770?i=1518645741&uo=4";
"Wallace Roney";"Misterios";"Cafe";1994;"Warner Bros";1704805525;1704805908;"https://open.spotify.com/track/6uQV8FlaG6S3I3w855dPGI";"https://music.apple.com/fr/album/cafe/358078137?i=358078190&uo=4";"https://www.deezer.com/track/5620225"
"Jose James";"Blackmagic";"The greater good";2009;"BROWNSWOOD RECORDINGS";1704805904;1704806160;;;
"Chico Hamilton Quintet";"Gongs east !";"Nature by Emerson";1959;"DISCOVERY RECORDS";1704806156;1704806441;;"https://music.apple.com/fr/album/nature-by-emerson/600521460?i=600521730&uo=4";
"Omer Klein";"To the unknown";"Mr dream";2013;"PLUS LOIN";1704806438;1704806796;;;
"Grady Tate";"Movin' day";"Moondance";1974;"JANUS";1704806795;1704807044;"https://open.spotify.com/track/7AnxNEGO5Xcmm9Xa13UHXB";"https://music.apple.com/fr/album/moondance/1367215182?i=1367215191&uo=4";
"Jun Miyake";"Glam exotica!";"Lotus isle";2003;"NEKTAR";1704807044;1704807360;;;
"Stan Getz";"Getz/Tjader sextet";"For all we know";1963;"Original Jazz Classics";1704807358;1704807699;;;
"Sachal Vasandani";"Shadow Train";"I love paris";2018;"SHADOW TRAIN";1704807697;1704808004;"https://open.spotify.com/track/2AYWuAZZRtDXjYiFlW2P1T";;
"De La Soul & Maceo Parker";"Buhloone Mind State";"I be blowin'";1993;"TOMMY BOY";1704807999;1704808297;;;
"Anatma";"Anatma";"Kolkatay stomp (take me home)";2017;"SLAM PRODUCTIONS";1704808295;1704808628;;;
"Matt Dennis";"Welcome Matt";"Relax";1955;"JASMINE RECORDS";1704808625;1704808800;;;
"Doug Carn";"JAZZ IS DEAD / Vol. 5";"Desert rain";2020;"JAZZ IS DEAD";1704808800;1704809024;"https://open.spotify.com/track/4cmiQDye2NTMt7zIy8k7nk";;"https://www.deezer.com/track/2661141022"
"Art Farmer";"Meet the jazztet";"I remember Clifford";1960;"CHES";1704809022;1704809215;;"https://music.apple.com/fr/album/i-remember-clifford/1655715850?i=1655716232&uo=4";
"Meshell Ndegeocello";"Cookie: The anthropological mixtape";"Criterion";2002;"MAVERICK";1704809211;1704809479;"https://open.spotify.com/track/1amp2lenWoT0PrXYawrbSx";"https://music.apple.com/fr/album/criterion/358233993?i=358234069&uo=4";"https://www.deezer.com/track/5621965"
"Gary Burton";"Ring";"Mevlevia";1974;"ECM";1704809477;1704809836;;"https://music.apple.com/fr/album/mevlevia/1443183730?i=1443184035&uo=4";
"Dave Douglas";"High risk";"Molten sunset";2015;"GREENLEAF MUSIC";1704809832;1704810280;"https://open.spotify.com/track/31Dtp3OvVsrRB3mg8Ebu4q";;
"Mel Torme";"Swings shubert alley";"Too close for comfort";1960;"Verve";1704810278;1704810519;"https://open.spotify.com/track/5Omijj1Iu3rbEADHsGSpKe";"https://music.apple.com/fr/album/too-close-for-comfort/658518376?i=658521510&uo=4";"https://www.deezer.com/track/549295662"
"Pascal Schumacher Quartet";"Bang my can";"Elmarno";2011;"ENJA";1704810517;1704810733;;;
"Medeski Martin And Wood";"Last chance to dance trance (perhaps): Best of";"Chubb Sub";1999;"GRAMMAVISION";1704810733;1704811053;;;
"Cr Avery";"Magic hour sailor songs";"The ballad of Charlie Parker and Patsy Cline";2008;"CORNFLAKES ZOO";1704811051;1704811550;;;
"Charlie Parker";"Charlie Parker & friends";"Parker's mood";1948;"DREYFUS JAZZ";1704811549;1704811730;;;"https://www.deezer.com/track/858674"
"Kyle Eastwood";"Songs from the chateau";"Marciac";2011;"HM";1704811729;1704812016;"https://open.spotify.com/track/3opvwQJB0pywAJd40PcrB5";;
"Abbey Lincoln";"Through the years";"Little Niles";1958;"VERVE";1704812011;1704812313;"https://open.spotify.com/track/3GbE1HUPahK1OyGIWrRY5p";"https://music.apple.com/fr/album/little-niles-remastered/1458728098?i=1458728114&uo=4";"https://www.deezer.com/track/1098830"
"Apifera";"Overstand";"Notre damn";2020;"STONES THROW";1704812313;1704812536;"https://open.spotify.com/track/5Bo5sZBjbfOalPugRDhLjH";"https://music.apple.com/fr/album/notre-damn/1534043780?i=1534043782&uo=4";
"Hank Mobley";"A Caddy for Daddy";"A Caddy for Daddy";1966;"Blue Note";1704812534;1704813092;"https://open.spotify.com/track/0LcumNOQqE5rSS5V48WQJf";;"https://www.deezer.com/track/3480060"
"Gretchen Parlato";"In a dream";"Butterfly";2009;"OBLIQSOUND";1704813084;1704813384;"https://open.spotify.com/track/0xVLFbfJ2IlcXZi8MZ4UEj";"https://music.apple.com/fr/album/butterfly/324839730?i=324839998&uo=4";
"Steps Ahead";"Steps ahead";"Islands";1983;"ELEKTRA";1704813380;1704813765;"https://open.spotify.com/track/6euxu3SL5sT77aDmYcYtP8";"https://music.apple.com/fr/album/islands/330433267?i=330433388&uo=4";"https://www.deezer.com/track/2813597"
"Florian Pellissier Quintet";"Cap de Bonne Espérance";"Les masques africains";2015;"HEAVENLY SWEETNESS";1704813762;1704814148;;;"https://www.deezer.com/track/1792159527"
"Stan Kenton";"New concepts of artistry in rhythm";"My lady";1952;"CAPITOL";1704814145;1704814341;;"https://music.apple.com/fr/album/my-lady/1454610710?i=1454611466&uo=4";"https://www.deezer.com/track/3263283"
"Charles Lloyd";"The water is wide";"The water is wide";2000;"ECM";1704814341;1704814640;"https://open.spotify.com/track/3RtWKhPFA37WFmMrSVx7kW";"https://music.apple.com/fr/album/the-water-is-wide/1443065029?i=1443065033&uo=4";"https://www.deezer.com/track/1169326"
"John Abercrombie";"Characters";"Backward glance";1977;"ECM";1704814637;1704814905;;;"https://www.deezer.com/track/2230587"
"Anthony Wilson";"Frogtown";"Your footprints";2016;"GOAT HILL RECORDINGS";1704814897;1704815290;"https://open.spotify.com/track/7JQjl6b20wcXEPRXKzkrRo";;"https://www.deezer.com/track/2208452577"
"Ray Brown";"Jazz cello";"That old feeling";1960;"VERVE";1704815286;1704815561;;"https://music.apple.com/fr/album/that-old-feeling/540724846?i=540727093&uo=4";"https://www.deezer.com/track/97679336"
"Myriam Alter";"Cross ways";"Dancing with tango";2015;"ENJA";1704815560;1704815809;"https://open.spotify.com/track/0RwBha3OcRa5E4lNqJqDva";"https://music.apple.com/fr/album/dancing-with-tango/1045065568?i=1045066992&uo=4";"https://www.deezer.com/track/108546048"
"Billie Holiday";"Lady in satin";"I'll be around";1958;"COLUMBIA";1704815805;1704816006;"https://open.spotify.com/track/26jR40IsdTesLrckDVGm18";"https://music.apple.com/fr/album/ill-be-around-takes-1-2/979144620?i=979146200&uo=4";"https://www.deezer.com/track/97544048"
"Green Moon Tribe";"Green Moon Tribe";"City Wok";2020;"AUTOPRODUCTION";1704816006;1704816277;"https://open.spotify.com/track/33S39pPPCRhGQ5AXiHUyuq";;
"Rahsaan Roland Kirk";"Rip, rig and panic";"It's a grand night for swinging";1967;"EMARCY RECORDS";1704816273;1704816462;;;
"Terence Blanchard";"A tale of god's will";"Ghost of Congo square";2007;"BLUE NOTE";1704816461;1704816640;"https://open.spotify.com/track/0F7kexSMXZANLdr6Fzim2z";"https://music.apple.com/fr/album/ghost-of-congo-square/715983898?i=715984420&uo=4";
"Branford Marsalis";"Bof / Mo' Better Blues";"Say hey";1990;"CBS";1704816639;1704816835;;;
"Christian Scott Atunde Adjuah";"Stretch Music";"Sunrise in beijing (featuring Elena Pinderhughes)";2015;"STRETCH MUSIC";1704816831;1704817132;;;
"Kitty White";"A new voice in jazz";"Skylark";1955;"FRESH SOUND RECORDS";1704817129;1704817417;;"https://music.apple.com/fr/album/skylark/464218385?i=464218407&uo=4";"https://www.deezer.com/track/14034068"
"The Cookers Quintet";"Vol. three";"Meridian (Feat. Johnny O'Neal)";2016;"DO RIGHT MUSIC";1704817415;1704817755;;"https://music.apple.com/fr/album/meridian-feat-johnny-oneal/1152203893?i=1152203898&uo=4";
"Joe Lovano";"From the soul";"Fort Worth";1992;"BLUE NOTE";1704817755;1704818145;"https://open.spotify.com/track/7GHroB3jVGpAXltMUQVDzp";"https://music.apple.com/fr/album/fort-worth/724648147?i=724648225&uo=4";"https://www.deezer.com/track/3508813"
"Kamasi Washington";"The Epic Vol. 3 : The Historic Repetition";"Re run";2015;"Brainfeeder";1704818139;1704818636;"https://open.spotify.com/track/3s2ZEQikW0gd16Oi5gjmA1";"https://music.apple.com/fr/album/re-run/975610456?i=975610474&uo=4";"https://www.deezer.com/track/96918068"
"Lou Rawls & Les McCann";"Stormy monday";"Willow weep for me";1962;"BLUE NOTE";1704818634;1704818987;;;
"Nerija";"Nérija";"Valleys";2019;"DOMINO";1704818984;1704819362;;;
"Tania Maria";"Brazil with my soul";"Passarella";1978;"BARCLAY";1704819360;1704819599;"https://open.spotify.com/track/68R7Q7PQ1QhhEff3cNzqpg";"https://music.apple.com/fr/album/passarella/1443266403?i=1443266531&uo=4";"https://www.deezer.com/track/2192720"
"Edouard Ferlet (Piano)";"Altérité";"Récit";2019;"Mélisse";1704819600;1704819818;;;
"Pat Metheny";"Letter from home";"Better days ahead";1989;"GEFFEN";1704819813;1704819997;;;
"Tribeqa";"Tribeqa";"Better days";2008;"UNDERDOG";1704819994;1704820157;;"https://music.apple.com/fr/album/better-days/275052131?i=275052254&uo=4";
"John Lewis";"Pyramid";"Vendome";;"ATLANTIC";1704820154;1704820304;;;
"Arnault Cuisinier";"Anima";"Non sense";2015;"MELISSE";1704820302;1704820451;"https://open.spotify.com/track/3b8Y2eR2jKf5gYVaWtQeIC";;
"Bobbi Humphrey";"Look into the flower";"Harlem river drive";1974;"BLUE NOTE";1704820449;1704820914;;"https://music.apple.com/fr/album/harlem-river-drive/1717003394?i=1717003884&uo=4";"https://www.deezer.com/track/3104611"
"Edward Perraud";"Synaesthetic trip 02";"Sad time";2015;"QUARK";1704820910;1704821132;"https://open.spotify.com/track/34Ain5ZzvWXEZi0eZKtQEl";;
"Stan Getz";"Sweet rain";"O Grande Amor";1967;"VERVE";1704821129;1704821407;"https://open.spotify.com/track/7rGj87c8xuoOBUmqTyNV6o";;
"Lemmy Constantine";"Meeting Sinatra & Django";"I get a kick out of you";2007;"NOCTURNE";1704821407;1704821628;;;
"Jacques Loussier Trio";"Erik Satie : Gymnopédies et Gnossiennes";"Gnossienne n°6";1998;"Telarc";1704821626;1704821947;;;
"Isabelle Olivier";"Island 41";"La vie";2005;"NOCTURNE";1704821945;1704822109;;;
"Mildred Bailey";"The chronological classics 1940-1942";"Rockin' chair";1940;"CLASSICS RECORDS";1704822105;1704822260;;;
"Joshua Redman";"Walking shadows";"Doll is mine";2013;"Nonesuch";1704822259;1704822610;"https://open.spotify.com/track/2U1TxCs7CvK4JrjM0rQFQU";"https://music.apple.com/fr/album/doll-is-mine/632948725?i=632948892&uo=4";"https://www.deezer.com/track/66763347"
"Charlie Byrd";"Great Guitars : At the concord summer";"Topsy";1975;"CONCORD JAZZ";1704822603;1704822985;;;
"Gregory Porter";"Don't lose your steam";"Don't Lose Your Steam";2016;"DECCA RECORDS";1704822980;1704823174;"https://open.spotify.com/track/16wKNJTyW1tCUMW8aVvET7";"https://music.apple.com/fr/album/dont-lose-your-steam-fred-falke-remix/1440837336?i=1440837662&uo=4";
"Blue Mitchell";"Blue break beats / Vol. 2";"Good humour man";1967;"BBE";1704823174;1704823496;;;
"Soil & 'Pimp' Sessions";"Pimpoint";"A.I.E";2007;"Brownswood";1704823493;1704823794;;;
"Michel Benita";"Lower the walls";"Lower the walls";1999;"LABEL BLEU";1704823791;1704824063;;;
