"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify"
"Olu Dara";"In the world - from Natchez to New York";"Rain shower";1998;"ATLANTIC";1709805397;1709805663;"https://music.apple.com/fr/album/rain-shower/357898248?i=357898973&uo=4";"https://www.deezer.com/track/5615343";"https://open.spotify.com/track/6deFrpTnlkUivGXZWxK1uF"
"Sylvain Beuf";"Time Feel";"For McCoy";2021;"Bonsaï Music";1709805663;1709805980;;;
"Gerry Mulligan";"The Gerry Mulligan song book";"Venus De Milo";1957;"PACIFIC";1709805977;1709806283;"https://music.apple.com/fr/album/venus-de-milo/549810339?i=549810607&uo=4";;
"Molly Johnson";"Lucky";"Ode to Billie Joe";2008;"VERVE";1709806282;1709806598;"https://music.apple.com/fr/album/ode-to-billie-joe/1442823539?i=1442823693&uo=4";;"https://open.spotify.com/track/0M1ousF1tuaxuMuDkGcFHj"
"Rodney Kendrick";"Last chance for common sense";"Led astray";1996;"VERVE";1709806590;1709806902;;;"https://open.spotify.com/track/35PoF2Safi67p5G9pE1mMQ"
"Chick Corea";"Past, Present & Futures";"Rhumba flamenco";2001;"Stretch";1709806896;1709807269;;;
"The Andrews Sisters";"Apple blossom time";"Joseph, Joseph !";1938;"NOCTURNE";1709807267;1709807428;;;
"Anthony Wilson";"Frogtown";"The Geranium";2016;"GOAT HILL RECORDINGS";1709807428;1709807802;;"https://www.deezer.com/track/2208452647";"https://open.spotify.com/track/0G74W0G8uSGNiFrhs84ci9"
"The Heshoo Beshoo Group";"Next stop...Soweto : Giants, ministers and makers :Jazz in South Africa 1963-1978 / Vol 3";"Emakhaya";1970;"STRUT";1709807798;1709808229;;"https://www.deezer.com/track/80029742";
"Erik Truffaz";"Benares";"Yai !";2008;"BLUE NOTE";1709808224;1709808612;;;
"Fats Waller";"Most important recordings";"Viper's drag";1934;"RCA/BMG";1709808609;1709808787;;"https://www.deezer.com/track/81189444";
"The Rongetz Foundation";"Broken doll beat";"Mischievous samba";2010;"HEAVENTLY SW";1709808785;1709809076;"https://music.apple.com/fr/album/mischievous-samba/954260362?i=954260370&uo=4";;"https://open.spotify.com/track/4OZpTYDI02LpbX97zoB68z"
"The Afro Blues Quintet";"The best of mod jazz";"La, la, la, la, la";1967;"ACE RECORDS";1709809074;1709809198;;;
"Dreisam";"Up stream";"A voir";2019;"JINRIKISHA";1709809198;1709809458;"https://music.apple.com/fr/album/a-voir/1457907241?i=1457907259&uo=4";;"https://open.spotify.com/track/48iaeh2x5L9ecLWxTJGWMj"
"Sirius";"Bangor";"Bobby or not be-bop";1995;"L'OZ PRODUCTION";1709809453;1709809916;"https://music.apple.com/fr/album/bobby-or-not-be-bop-live/1532710413?i=1532710548&uo=4";;
"Speedometer";"No turning back";"No turning back";2015;"FREESTYLE RECORDS";1709809913;1709810164;;"https://www.deezer.com/track/101583516";
"Tony Fruscella";"Tony Fruscella complete studio recordings";"Metropolitan blues";1955;"ATLANTIC";1709810161;1709810462;"https://music.apple.com/fr/album/metropolitan-blues/267998979?i=267999091&uo=4";;"https://open.spotify.com/track/6NOqp9rOOajc0iv7kWbqot"
"Gerard Marais";"Natural Reserve";"Natural reserve";2001;"LABEL HOPI";1709810459;1709810707;;;
"Donald Byrd";"Street lady";"Woman of the world";1973;"BLUE NOTE";1709810704;1709811112;"https://music.apple.com/fr/album/woman-of-the-world/724581184?i=724581730&uo=4";;"https://open.spotify.com/track/2Fv0WkKlnjVSDQpTpoxNmk"
"James Carter";"Present tense";"Hymn of the orient";2008;"EMARCY";1709811109;1709811371;"https://music.apple.com/fr/album/hymn-of-the-orient/1442842421?i=1442842556&uo=4";;"https://open.spotify.com/track/2OuFSsnJKiCeo0EhQGgdfk"
"Horace Silver";"The best of Horace Silver - The Blue Note years";"Peace";1959;"BLUENOTE";1709811368;1709811731;;"https://www.deezer.com/track/3490080";
"Randy Crawford & Joe Sample";"Feeling good";"Tell Me More And More And Then Same";2006;"EMARCY";1709811726;1709811901;;;
